word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/8/lemma/@_entry,word/8/lemma/@_POS,word/22/lemma/@_entry,word/22/lemma/@_POS,word/24/lemma/@_entry,word/24/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/43/lemma/@_entry,word/43/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS
a)na/gnwqi,ἀναγιγνώσκω,verb,dh\,δή,particle,kai\,καί,conjunction,tou\s,ὁ,article,no/mous,νόμος,noun,kaq',κατά,preposition,ou(\s,ou)dete/rw|,οὐδέτερος,adjective,au)tw=n,e)ch=n,ἔξεστι,verb,diaqh/kas,διαθήκη,noun,poih/sasqai,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅς,pronoun,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,toi/nun,τοίνυν,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,ou)de\,οὐδέ,particle,*kurwni/dhn,,,oi(=o/n,te,τε,particle,h)=n,u(o\n,υἱός,noun,*)arista/rxw|,Ἀρίσταρχος,proper,ei)spoih=sai,εἰσποιέω,verb,a)ll',ἀλλά,adverb,au)tw=|,αὐτός,pronoun,me\n,μέν,particle,e)panelqei=n,ἐπανέρχομαι,verb,ei)s,εἰς,preposition,to\n,ὁ,article,patrw=|on,πατρῷος,adjective,oi)=kon,οἶκος,noun,e)ch=n,ἔξεστι,verb,u(o\n,υἱός,noun,e)gkatalipo/nta,e)n,ἐν,preposition,tw=|,*qenaine/tou,,,oi)/kw|,οἶκος,noun,e)c,ἐκ,preposition,au(tou=,ἑαυτοῦ,pronoun,de\,δέ,particle,a)nteisagagei=n,ἀντεισάγω,verb,ou)k,οὐ,adverb,e)/sti,εἰμί,verb,no/mos,νόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,οἷος,adjective,εἰμί,verb,ἐγκαταλείπω,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,e)a\n,ἐάν,conjunction,fw=si,φάος,adjective,yeu/sontai,ψεύδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,ou)d',οὐδέ,particle,a)\n,ἄν,particle,fa/skwsin,φάσκω,verb,u(p',ὑπό,preposition,e)kei/nou,ἐκεῖνος,pronoun,ltei)sgtpoihqh=nai,no/mon,νόμος,noun,e(/cousi,dei=cai,δείκνυμι,verb,kaq',κατά,preposition,o(\n,ὅς,pronoun,e)ch=n,ἔξεστι,verb,au)tw=|,αὐτός,pronoun,tau=ta,οὗτος,pronoun,pra=cai,πράσσω,verb,a)ll',ἀλλά,adverb,e)c,ἐκ,preposition,w(=n,ὅς,pronoun,au)toi\,αὐτός,pronoun,le/gousin,λέγω,verb,e)/ti,ἔτι,adverb,fanerw/teron,u(mi=n,σύ,pronoun,genh/setai,tou=to,οὗτος,pronoun,o(/ti,ὅστις,pronoun,parano/mws,παράνομος,adjective,kai\,καί,conjunction,a)selgw=s,ἀσελγής,adverb,e)/xousi,ἔχω,verb,ta\,ὁ,article,th=s,ὁ,article,mhtro\s,μήτηρ,noun,xrh/mata,χρῆμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,ἔχω,verb,φανερός,adjective,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,me\n,μέν,particle,dh/,δή,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,ou)de\,οὐδέ,particle,*)aristome/nei,ge,γε,particle,ou)de\,*)apollodw/rw|,Ἀπολλόδωρος,proper,oi(=s,ὅς,pronoun,prosh=ke,προσήκω,verb,th=s,ὁ,article,e)mh=s,ἐμός,adjective,mhtro\s,μήτηρ,noun,e)pidika/sasqai,ἐπιδικάζω,verb,ou)de\,οὐδέ,particle,tou/tois,οὗτος,pronoun,e)ch=n,ἔξεστι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ἀριστομένης,proper,οὐδέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaumasto\n,θαυμαστός,adjective,ga\r,γάρ,particle,a)\n,ἄν,particle,h)=n,εἰμί,verb,ei),εἰ,conjunction,th\n,ὁ,article,e)mh\n,mhte/ra,μήτηρ,noun,e)/xonti,*)apollodw/rw|,Ἀπολλόδωρος,proper,h)\,ἠέ,conjunction,*)aristome/nei,Ἀριστομένης,proper,ou)k,οὐ,adverb,a)\n,ἄν,particle,oi(=o/n,οἷος,adjective,te,τε,particle,h)=n,εἰμί,verb,tw=n,ὁ,article,e)kei/nhs,ἐκεῖνος,pronoun,kuri/w|,κύριος,adjective,gene/sqai,γίγνομαι,verb,kata\,κατά,preposition,to\n,no/mon,νόμος,noun,o(\s,ou)k,οὐ,adverb,e)a=|,ἀίω,verb,tw=n,ὁ,article,th=s,ὁ,article,e)piklh/rou,ἐπίκληρος,adjective,ku/rion,κύριος,adjective,ei)=nai,εἰμί,verb,a)ll',ἀλλά,adverb,h)\,ἠέ,conjunction,tou\s,ὁ,article,pai=das,παῖς,adjective,e)pi\,ἐπί,preposition,di/etes,διέτης,noun,h(bh/santas,ἡβάω,verb,kratei=n,κρατέω,verb,tw=n,ὁ,article,xrhma/twn,χρῆμα,adjective,ἐμός,adjective,ἔχω,verb,ὁ,article,ὅς,pronoun,a)ll',ἀλλά,adverb,e(te/rw|,au)th\n,αὐτός,pronoun,e)kdo/nti,ἐκδίδωμι,verb,e)ce/stai,ἔξεστι,verb,ei)s,εἰς,preposition,ta\,ὁ,article,tau/ths,οὗτος,pronoun,ἕτερος,adjective,xrh/mata,χρῆμα,adjective,u(o\n,υἱός,noun,ei)spoih=sai,εἰσποιέω,verb,,,,,,,,,
deina\,δεινός,adjective,me/nt',μέντοι,particle,a)\n,ἄν,particle,gi/gnoito,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tw=|,ὁ,article,me\n,μέν,particle,patri\,πατήρ,noun,au)th=s,αὐτός,pronoun,ei),εἰ,conjunction,pai=des,a)/rrenes,ἄρσην,noun,mh\,e)ge/nonto,γίγνομαι,verb,ou)k,οὐ,adverb,a)\n,ἄν,particle,e)ch=n,ἔξεστι,verb,a)/neu,ἄνευ,preposition,tau/ths,οὗτος,pronoun,diaqe/sqai,διατίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,παῖς,adjective,μή,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keleu/ei,κελεύω,verb,ga\r,γάρ,particle,o(,ὁ,article,no/mos,νόμος,noun,su\n,σύν,preposition,tau/tais,οὗτος,pronoun,ku/rion,ei)=nai,εἰμί,verb,dou=nai,e)a/n,ἐάν,conjunction,tw|,τις,pronoun,bou/lhtai,βούλομαι,verb,ta\,τίς,pronoun,e(autou=,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κύριος,adjective,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=|,ὁ,article,de\,δέ,particle,mh/te,μήτε,particle,labei=n,λαμβάνω,verb,au)th\n,αὐτός,pronoun,a)ciw/santi,ἀξιόω,verb,mh/te,patri\,πατήρ,noun,o)/nti,a)ll',ἀλλά,adverb,a)neyiw=|,ἀνεψιός,noun,para\,παρά,preposition,pa/ntas,πᾶς,adjective,tou\s,ὁ,article,no/mous,νόμος,noun,ei)sagago/nti,εἰσάγω,verb,e)/stai,εἰμί,verb,kuri/ws,κυρίως,adverb,tau=ta,οὗτος,pronoun,pepragme/na,πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μήτε,particle,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ti/s,τίς,pronoun,u(mw=n,σύ,pronoun,tau=ta,οὗτος,pronoun,peisqh/setai,πείθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,me/n,μέν,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,safw=s,σαφής,adverb,e)pi/stamai,ἐφίστημι,verb,o(/ti,ou)/te,οὔτε,adverb,*cenai/netos,ou)/te,οὔτε,adverb,a)/llos,ἄλλος,adjective,ou)dei\s,οὐδείς,pronoun,a)nqrw/pwn,ἄνθρωπος,noun,e(/cei,ἔχω,verb,a)podei=cai,ἀποδείκνυμι,verb,w(s,ὡς,conjunction,ou),οὐ,adverb,th=s,ὁ,article,e)mh=s,ἐμός,adjective,mhtro\s,μήτηρ,noun,ou(=tos,οὗτος,pronoun,lto(gt,,,klh=ro/s,e)sti,εἰμί,verb,tou=,a)delfou=,ἀδελφός,adjective,au)th=|,αὐτός,pronoun,tou=,ὁ,article,*dhmoxa/rous,,,katalipo/ntos,καταλιμπάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅστις,pronoun,Ξεναίνετος,proper,κλῆρος,adjective,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,d',δέ,particle,a)/ra,ἄρα,particle,tolmw=si,τολμάω,verb,peri\,περί,preposition,au)tw=n,αὐτός,pronoun,le/gein,no/mon,νόμος,noun,keleu/ete,dei=cai,δείκνυμι,verb,kaq',κατά,preposition,o(\n,ὅς,pronoun,gege/nhtai,γίγνομαι,verb,h(,ὁ,article,ei)spoi/hsis,εἰσποίησις,noun,*)arista/rxw|,Ἀρίσταρχος,proper,kai\,καί,conjunction,ti/s,τίς,pronoun,o(,ὁ,article,ei)spoih/sas,εἰσποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λέγω,verb,κελεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,ga\r,γάρ,particle,di/kaio/n,δίκαιος,adjective,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,oi)=d',οἶδα,verb,o(/ti,ὅστις,pronoun,ou)x,οὐ,adverb,e(/cousin,ἔχω,verb,e)pidei=cai,ἐπιδείκνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri\,περί,preposition,me\n,μέν,particle,ou)=n,οὖν,particle,tou=,ὁ,article,to\n,ὁ,article,klh=ron,κλῆρος,adjective,ei)=nai,th=s,ὁ,article,mhtro\s,e)c,ἐκ,preposition,a)rxh=s,ἀρχή,noun,kai\,καί,conjunction,a)di/kws,ἄδικος,adjective,au)th\n,αὐτός,pronoun,u(po\,ὑπό,preposition,tou/twn,οὗτος,pronoun,a)pesterh=sqai,ἀποστερέω,verb,e)/k,ἐκ,preposition,te,τε,particle,tw=n,ὁ,article,ei)rhme/nwn,ἐρῶ,verb,kai\,καί,conjunction,memarturhme/nwn,kai\,καί,conjunction,e)c,au)tw=n,αὐτός,pronoun,tw=n,ὁ,article,no/mwn,νόμος,noun,i(kanw=s,ἱκανός,adjective,h(gou=mai,ἡγέομαι,verb,a)podedei=xqai,ἀποδείκνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,μήτηρ,noun,μαρτυρέω,verb,ἐκ,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,de\,δέ,particle,kai\,καί,conjunction,tou/tois,οὗτος,pronoun,fanero/n,φανερός,adjective,e)stin,εἰμί,verb,o(/ti,ou),οὐ,adverb,proshko/ntws,e)/xousi,ἔχω,verb,tau=ta,οὗτος,pronoun,ta\,ὁ,article,xrh/mata,χρῆμα,adjective,w(/ste,ὥστε,conjunction,ou)k,οὐ,adverb,e)pi\,ἐπί,preposition,tw=|,ὁ,article,dikai/ws,δίκαιος,adjective,*)ari/starxon,Ἀρίσταρχος,proper,ei)saxqh=nai,εἰσάγω,verb,ei)s,εἰς,preposition,tou\s,ὁ,article,fra/toras,to\n,ὁ,article,lo/gon,poiou=ntai,ποιέω,verb,mo/non,μόνος,adjective,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,di/khn,δίκη,adjective,fasi\n,φημί,verb,u(pe\r,ὑπέρ,preposition,tou/twn,οὗτος,pronoun,tw=n,ὁ,article,xrhma/twn,χρῆμα,adjective,to\n,ὁ,article,pate/ra,πατήρ,noun,to\n,ὁ,article,e(autw=n,ἑαυτοῦ,pronoun,e)ktetike/nai,ἐκτίνω,verb,i(/na,ἵνα,conjunction,a)\n,ἄν,particle,ὅστις,pronoun,προσηκόντως,adverb,φράτηρ,noun,λόγος,noun,mh\,μή,conjunction,kat',e)kei=non,ἐκεῖνος,pronoun,dikai/ws,δίκαιος,adjective,dokw=sin,δοκώ,noun,e)/xein,ἔχω,verb,kata/,κατά,preposition,ge,γε,particle,κατά,preposition,tau=ta,οὗτος,pronoun,ei)ko/tws,ἐοικότως,adverb,prosh=kon,προσήκω,verb,au)toi=s,αὐτός,pronoun,fai/nhtai,φαίνω,verb,,,
e)gw\,ἐγώ,pronoun,d',δέ,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,o(/ti,ὅστις,pronoun,ou)k,οὐ,adverb,a)lhqh=,le/gousi,λέγω,verb,mega/lois,u(ma=s,σύ,pronoun,tekmhri/ois,τεκμήριον,noun,dida/cw,διδάσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀληθής,adjective,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga\r,γάρ,particle,h)=n,εἰμί,verb,w(s,ὡς,conjunction,ou(=toi,οὗτος,pronoun,le/gousin,λέγω,verb,u(po/xrews,ou(=tos,οὗτος,pronoun,o(,klh=ros,κλῆρος,adjective,ou)/t',οὔτε,adverb,a)\n,ἄν,particle,xrh/mata,χρῆμα,adjective,ou(=toi,οὗτος,pronoun,u(pe\r,ὑπέρ,preposition,au)tw=n,αὐτός,pronoun,e)ce/tinon,ἐκτίνω,verb,ou),οὐ,adverb,ga\r,γάρ,particle,prosh=ken,προσήκω,verb,au)toi=s,αὐτός,pronoun,a)ll',ἀλλά,adverb,oi(=s,e)ge/neto,γίγνομαι,verb,h(,e)mh\,ἐμός,adjective,mh/thr,μήτηρ,noun,e)pi/dikos,ἐπίδικος,adjective,tou/tois,οὗτος,pronoun,a)nagkai=on,ἀναγκαῖος,adjective,h)=n,εἰμί,verb,u(pe\r,ὑπέρ,preposition,au)tw=n,αὐτός,pronoun,bouleu/sasqai),βουλεύω,verb,ou)/te,οὔτε,adverb,a)\n,ἄν,particle,ei)sepoi/oun,εἰσποιέω,verb,ei)s,εἰς,preposition,tou=ton,οὗτος,pronoun,to\n,ὁ,article,klh=ron,κλῆρος,adjective,u(o\n,υἱός,noun,ὑπόχρεως,adjective,ὁ,article,ὅς,pronoun,ὁ,article,*)arista/rxw|,Ἀρίσταρχος,proper,me/llontes,w)felhqh/sesqai,ὠφελέω,verb,me\n,μέν,particle,mhde/n,μηδείς,pronoun,zhmiwqh/sesqai,ζημιόω,verb,de\,δέ,particle,mega/la,μέγας,adverb,μέλλω,verb,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,e(/teroi,ἕτερος,adjective,me/n,μέν,particle,o(/tan,ὅταν,conjunction,peri\,περί,preposition,xrhma/twn,χρῆμα,adjective,dustuxw=si,tou\s,ὁ,article,sfete/rous,au)tw=n,αὐτός,pronoun,pai=das,παῖς,adjective,ei)s,εἰς,preposition,e(te/rous,ἕτερος,adjective,oi)/kous,οἶκος,noun,ei)spoiou=sin,εἰσποιέω,verb,i(/na,ἵνα,conjunction,mh\,μή,conjunction,meta/sxwsi,μετέχω,verb,th=s,ὁ,article,tou=,ὁ,article,patro\s,πατήρ,noun,a)timi/as,ἀτιμία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δυστυχέω,verb,σφέτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=toi,οὗτος,pronoun,de\,δέ,particle,a)/ra,ἄρα,particle,ei)s,εἰς,preposition,u(po/xrewn,ὑπόχρεως,adjective,ou)si/an,οὐσία,adjective,kai\,oi)=kon,οἶκος,noun,ei)sepoi/oun,sfa=s,σφεῖς,pronoun,au)tou/s,αὐτός,pronoun,i(/na,ἵνα,conjunction,kai\,καί,conjunction,ta\,ὁ,article,u(pa/rxonta,ὑπάρχω,verb,prosapole/seian,προσαπόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,εἰσποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,e)/sti,εἰμί,verb,tau=ta,οὗτος,pronoun,a)ll',ἀλλά,adverb,o(,ὁ,article,me\n,μέν,particle,klh=ros,e)leu/qeros,ἐλεύθερος,adjective,h)=n,kai\,καί,conjunction,th=s,ὁ,article,e)mh=s,ἐμός,adjective,mhtro\s,μήτηρ,noun,e)ge/neto,γίγνομαι,verb,ou(=toi,οὗτος,pronoun,de\,δέ,particle,filoxrhmatou=ntes,φιλοχρηματέω,verb,kai\,καί,conjunction,e)kei/nhn,ἐκεῖνος,pronoun,a)posterou=ntes,ἀποστερέω,verb,tau=ta,οὗτος,pronoun,pa/nta,πᾶς,adjective,e)mhxanh/santo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κλῆρος,adjective,εἰμί,verb,μηχανάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/sws,ἴσως,adverb,ou)=n,οὖν,particle,lta)/ngt,,,tis,τις,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,to\n,xro/non,χρόνος,noun,u(mw=n,qauma/seie,θαυμάζω,verb,pw=s,πῶς,adverb,pote,ποτέ,particle,polu\n,πολύς,adjective,ou(/tws,οὕτως,adverb,ei)a/samen,ἀίω,verb,kai\,καί,conjunction,a)posterou/menoi,ἀποστερέω,verb,ou)k,οὐ,adverb,h)=|men,εἶμι,verb,e)p',ἐπί,preposition,au)ta/,αὐτός,pronoun,a)lla\,ἀλλά,adverb,nuni\,peri\,περί,preposition,au)tw=n,tou\s,ὁ,article,lo/gous,λόγος,noun,poiou/meqa,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,σύ,pronoun,νυνί,adverb,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,oi)=mai,οἴομαι,verb,me\n,μέν,particle,ou),οὐ,adverb,di/kaion,δίκαιος,adjective,ei)=nai,dia\,διά,preposition,tou=to,e)/latton,ἐλάσσων,adjective,e)/xein,ἔχω,verb,ei)/,εἰ,conjunction,tis,τις,pronoun,mh\,μή,conjunction,e)dunh/qh,δύναμαι,verb,h)\,ἠέ,conjunction,kathme/lhsen,καταμελέω,verb,ou),οὐ,adverb,ga\r,γάρ,particle,tou=to/,οὗτος,pronoun,e)sti,εἰμί,verb,skepte/on,σκεπτέος,adjective,a)lla\,to\,ὁ,article,pra=gma,ei),εἰ,conjunction,di/kaion,δίκαιος,adjective,h)\,ἠέ,conjunction,mh/),μή,conjunction,o(/mws,ὅμως,conjunction,me/ntoi,μέντοι,particle,kai\,καί,conjunction,peri\,περί,preposition,tou/twn,οὗτος,pronoun,ai)/tion,αἴτιος,adjective,ei)pei=n,εἶπον,verb,e)/xomen,ἔχω,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,,,,,,,,,,εἰμί,verb,οὗτος,pronoun,ἀλλά,adverb,πρᾶγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,ga\r,γάρ,particle,path\r,πατήρ,noun,ou(mo\s,ἐμός,adjective,e)pi\,ἐπί,preposition,proiki\,προίξ,adjective,e)gguhsa/menos,th\n,ὁ,article,e)mh\n,mhte/ra,μήτηρ,noun,sunw/|kei,συνοικέω,verb,to\n,ὁ,article,de\,δέ,particle,klh=ron,κλῆρος,adjective,tou/twn,οὗτος,pronoun,karpoume/nwn,καρπέω,verb,ou)k,οὐ,adverb,ei)=xen,ἔχω,verb,o(/pws,ὅπως,conjunction,ei)spra/caito,εἰσπράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγγυάω,verb,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/te,ὅτε,conjunction,ga\r,γάρ,particle,peri\,περί,preposition,au)tou=,αὐτός,pronoun,lo/gous,λόγος,noun,e)poih/sato,ποιέω,verb,th=s,mhtro\s,μήτηρ,noun,keleuou/shs,ou(=toi,οὗτος,pronoun,tau=ta,οὗτος,pronoun,au)tw=|,αὐτός,pronoun,h)pei/lhsan,ἀπειλέω,verb,au)toi\,αὐτός,pronoun,e)pidikasa/menoi,ἐπιδικάζω,verb,au)th\n,αὐτός,pronoun,e(/cein,ἔχω,verb,ei),εἰ,conjunction,mh\,μή,conjunction,bou/loito,βούλομαι,verb,au)to\s,αὐτός,pronoun,e)pi\,ἐπί,preposition,proiki\,e)/xein,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,κελεύω,verb,προίξ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
