word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS
kai\,καί,conjunction,xari/sasqai,χαρίζομαι,verb,keleu/ousin,κελεύω,verb,u(ma=s,σύ,pronoun,w(/sper,ὥσπερ,adverb,peri\,περί,preposition,dwrea=s,δωρεά,noun,a)ll',ἀλλά,adverb,ou),οὐ,adverb,peri\,περί,preposition,nikhthri/wn,νικητήριος,adjective,tw=n,ὁ,article,lo/gwn,λόγος,noun,o)/ntwn,εἰμί,verb,h)\,ἠέ,conjunction,kai\,καί,conjunction,xa/rin,χάρις,noun,tiqeme/nwn,τίθημι,verb,dia\,διά,preposition,tw=n,ὁ,article,toiou/twn,τοιοῦτος,adjective,toi=s,ὁ,article,a)melou=sin,ἀμελέω,verb,u(mw=n,σύ,pronoun,a)ll',ἀλλά,adverb,ou),οὐ,adverb,dia\,διά,preposition,tw=n,ὁ,article,beltio/nwn,βελτίων,adverb,toi=s,ὁ,article,u(phretou=sin,ὑπηρετέω,verb,a(\,ὅς,pronoun,dei=,δέομαι,verb,xari/zesqai,χαρίζομαι,verb,prosh=kon,προσήκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peiq',ἔπειτα,adverb,ou(/tws,οὕτως,adverb,o)ligwrou=sin,ὀλιγωρέω,verb,tou=,ὁ,article,dokei=n,δοκέω,verb,e)pieikei=s,ἐπιεικής,adjective,ei)=nai,εἰμί,verb,kai\,καί,conjunction,pantelw=s,παντελής,adverb,ta)/lla,ἄλλος,adjective,pa/rerga,πάρεργος,adjective,pro\s,πρός,preposition,to\,ὁ,article,labei=n,λαμβάνω,verb,nomi/zousin,νομίζω,verb,w(/st',ὥστε,conjunction,ou),οὐ,adverb,mo/non,μόνος,adjective,toi=s,ὁ,article,pro/teron,πρότερος,adjective,r(hqei=sin,ἐρῶ,verb,u(f',ὑπό,preposition,au(tw=n,ἑαυτοῦ,pronoun,e)nanti/a,ἐναντίος,adjective,tolmw=sin,τολμάω,verb,dhmhgorei=n,δημηγορέω,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,nu=n,νῦν,adverb,ou),οὐ,adverb,tau)ta\,ταυτός,adjective,le/gousin,λέγω,verb,e(autoi=s,ἑαυτοῦ,pronoun,oi(/tines,ὅστις,pronoun,tou\s,ὁ,article,me\n,μέν,particle,nau/tas,ναύτης,noun,fasi\,φημί,verb,dei=n,δέω,verb,oi)kei/ous,οἰκεῖος,adjective,ei)=nai,εἰμί,verb,th=s,ὁ,article,trih/rous,τριήρης,noun,th=s,ὁ,article,lhyome/nhs,λαμβάνω,verb,to\n,ὁ,article,ste/fanon,στέφανος,noun,tw=n,ὁ,article,de\,δέ,particle,trihra/rxwn,τριήραρχος,noun,tou\s,ὁ,article,h)llotriwko/tas,ἀλλοτριόω,verb,au(tou\s,ἑαυτοῦ,pronoun,a)po\,ἀπό,preposition,th=s,ὁ,article,lh|tourgi/as,λειτουργία,noun,tou/tous,οὗτος,pronoun,stefanw=sai,στεφανόω,verb,keleu/ousi,κελεύω,verb
kai\,καί,conjunction,fasi\,φημί,verb,me\n,μέν,particle,ou)de/na,οὐδείς,pronoun,tou/twn,οὗτος,pronoun,pro/teron,πρότερος,adjective,paraskeua/sasqai,παρασκευάζω,verb,keleu/ousi,κελεύω,verb,de\,δέ,particle,koinh=|,κοινῇ,adverb,stefanou=n,στεφανόω,verb,h(ma=s,ἐγώ,pronoun,tou=,ὁ,article,yhfi/smatos,ψήφισμα,noun,ou),οὐ,adverb,tau=ta,οὗτος,pronoun,le/gontos,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,tosou/tou,τοσοῦτος,adjective,de/w,δέω,verb,tou=to,οὗτος,pronoun,sugxwrei=n,συγχωρέω,verb,o(/souper,ὅσος,adjective,kai\,καί,conjunction,memisqwke/nai,μισθόω,verb,th\n,ὁ,article,trihrarxi/an,τριηραρχία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/te,οὔτε,adverb,ga\r,γάρ,particle,tou=q',οὗτος,pronoun,u(pomei/naim',ὑπομένω,verb,a)\n,ἄν,particle,ou)/t',οὔτε,adverb,e)kei=n',ἐκεῖνος,pronoun,e)poi/hsa,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prospoiou=ntai,προσποιέω,verb,me\n,μέν,particle,toi/nun,τοίνυν,particle,u(pe\r,ὑπέρ,preposition,tou=,ὁ,article,dikai/ou,δίκαιος,adjective,sunhgorei=n,συνηγορέω,verb,spouda/zousin,σπουδάζω,verb,de\,δέ,particle,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,proi=k',προίξ,adjective,a)/n,ἄν,particle,tis,τις,pronoun,u(mw=n,σύ,pronoun,pra/ttwn,πράσσω,verb,w(/sper,ὥσπερ,adverb,a)/cia,ἄξιος,adjective,tou=,ὁ,article,misqou=,μισθός,noun,poih=sai,ποιέω,verb,prosh=kon,προσήκω,verb,e(autoi=s,ἑαυτοῦ,pronoun,a)ll',ἀλλά,adverb,ou),οὐ,adverb,gnw/mhn,γνώμη,noun,a)pofh/nasqai,ἀποφαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=q',εἶτα,adverb,w(/sper,ὥσπερ,adverb,ou)xi\,οὐ,adverb,politei/as,πολιτεία,noun,koinh=s,κοινός,adjective,mete/xontes,μετέχω,verb,kai\,καί,conjunction,dia\,διά,preposition,tau=ta,οὗτος,pronoun,tw=|,ὁ,article,boulome/nw|,βούλομαι,verb,le/gein,λέγω,verb,e)co/n,ἔξεστι,verb,a)ll',ἀλλά,adverb,i(erwsu/nhn,ἱερωσύνη,noun,i)di/an,ἴδιος,adjective,au)toi/,αὐτός,pronoun,tina,τις,pronoun,tau/thn,οὗτος,pronoun,e)/xontes,ἔχω,verb,e)a\n,ἐάν,conjunction,u(pe\r,ὑπέρ,preposition,tw=n,ὁ,article,dikai/wn,δίκαιος,adjective,e)n,ἐν,preposition,u(mi=n,σύ,pronoun,tis,τις,pronoun,ei)/ph|,εἶπον,verb,deina\,δεινός,adjective,pa/sxousin,πάσχω,verb,kai\,καί,conjunction,qrasu\n,θρασύς,adjective,ei)=nai/,εἰμί,verb,fasin,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ei)s,εἰς,preposition,tosou=ton,τοσοῦτος,adjective,a)naisqhsi/as,ἀναισθησία,noun,proh/kousin,προήκω,verb,w(/st',ὥστε,conjunction,oi)/ontai,οἴομαι,verb,to\n,ὁ,article,a(/pac,ἅπαξ,adverb,ei)rhko/t',ἐρῶ,verb,a)\n,ἄν,particle,kale/swsin,καλέω,verb,a)naidh=,ἀναιδής,adjective,sfa=s,σφεῖς,pronoun,au)tou\s,αὐτός,pronoun,pa/nt',πᾶς,adjective,a)\n,ἄν,particle,to\n,ὁ,article,bi/on,βίος,adjective,kalou\s,καλός,noun,ka)gaqou\s,ἀγαθός,adjective,nomi/zesqai,νομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,dia\,διά,preposition,me\n,μέν,particle,ta\s,ὁ,article,tou/twn,οὗτος,pronoun,dhmhgori/as,δημηγορία,noun,polla\,πολύς,adjective,xei=ron,χείρων,adverb,e)/xei,ἔχω,verb,dia\,διά,preposition,tou\s,ὁ,article,d',δέ,particle,oi)ome/nous,οἴομαι,verb,dei=n,δέω,verb,ta\,ὁ,article,di/kai',δικαία,noun,a)ntile/gein,ἀντιλέγω,verb,ou),οὐ,adverb,pa/nt',πᾶς,adjective,a)po/lwlen,ἀπόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiou/tous,τοιοῦτος,adjective,toi/nun,τοίνυν,particle,tou\s,ὁ,article,sunerou=ntas,συνεράω,verb,au(toi=s,ἑαυτοῦ,pronoun,pareskeuasme/noi,παρασκευάζω,verb,kai\,καί,conjunction,tosau/thn,τοσοῦτος,adjective,blasfhmi/an,βλασφημία,noun,ei)do/tes,οἶδα,verb,ou)=san,εἰμί,verb,kaq',κατά,preposition,e(autw=n,ἑαυτοῦ,pronoun,toi=s,ὁ,article,boulome/nois,βούλομαι,verb,ti,τις,pronoun,le/gein,λέγω,verb,flau=ron,φλαῦρος,adjective,o(/mws,ὅμως,conjunction,ei)s,εἰς,preposition,lo/gon,λόγος,noun,h)ci/wsan,ἀξιόω,verb,katasth=nai,καθίστημι,verb,kai\,καί,conjunction,kakw=s,κακός,adjective,tin',τις,pronoun,e)to/lmhsan,τολμάω,verb,ei)pei=n,εἶπον,verb,oi(=s,ὅς,pronoun,a)gaphto\n,ἀγαπητός,adjective,h)=n,εἰμί,verb,mh\,μή,conjunction,pa/sxousin,πάσχω,verb,kakw=s,κακός,adjective,au)toi=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,toi/nun,τοίνυν,particle,tou/tous,οὗτος,pronoun,a)di/kous,ἄδικος,adjective,ei)=nai,εἰμί,verb,kai\,καί,conjunction,qrasei=s,θρασύς,adjective,ou)de/nes,οὐδείς,pronoun,u(mw=n,σύ,pronoun,ei)sin,εἰμί,verb,ai)tiw/teroi,αἴτιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
para\,παρά,preposition,ga\r,γάρ,particle,tw=n,ὁ,article,lego/ntwn,λέγω,verb,ou(\s,ὅς,pronoun,i)/st',οἶδα,verb,e)pi\,ἐπί,preposition,misqw=|,μισθός,noun,tou=to,οὗτος,pronoun,pra/ttontas,πράσσω,verb,punqa/nesqe,πυνθάνομαι,verb,poi=o/n,ποῖος,adjective,tin',τις,pronoun,e(/kaston,ἕκαστος,adjective,dei=,δέομαι,verb,nomi/zein,νομίζω,verb,ou)k,οὐ,adverb,au)toi\,αὐτός,pronoun,qewrei=te,θεωρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,pw=s,πῶς,adverb,ou)k,οὐ,adverb,a)/topon,ἄτοπος,adjective,tou/tous,οὗτος,pronoun,me\n,μέν,particle,au)tou\s,αὐτός,pronoun,ponhrota/tous,πονηρός,adjective,tw=n,ὁ,article,politw=n,πολίτης,noun,nomi/zein,νομίζω,verb,tou\s,ὁ,article,d',δέ,particle,u(po\,ὑπό,preposition,tou/twn,οὗτος,pronoun,e)painoume/nous,ἐπαινέω,verb,xrhstou\s,χρηστός,adjective,h(gei=sqai,ἡγέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga/r,γάρ,particle,toi,σύ,pronoun,pa/nta,πᾶς,adjective,di',διά,preposition,au(tw=n,ἑαυτοῦ,pronoun,poiou=ntai,ποιέω,verb,kai\,καί,conjunction,mo/non,μόνος,adjective,ou)x,οὐ,adverb,u(po\,ὑπό,preposition,kh/rukos,κῆρυξ,noun,pwlou=si,πωλέω,verb,ta\,ὁ,article,koina/,κοινός,adjective,kai\,καί,conjunction,stefanou=n,στεφανόω,verb,o(\n,ὅς,pronoun,a)\n,ἄν,particle,au)toi=s,αὐτός,pronoun,dokh=|,δοκάζω,verb,kai\,καί,conjunction,mh\,μή,conjunction,stefanou=n,στεφανόω,verb,keleu/ousi,κελεύω,verb,kuriwte/rous,κύριος,adjective,au(tou\s,ἑαυτοῦ,pronoun,tw=n,ὁ,article,u(mete/rwn,ὑμέτερος,adjective,dogma/twn,δόγμα,noun,kaqista/ntes,καθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,d',δέ,particle,u(mi=n,σύ,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,*)aqhnai=oi,Ἀθηναῖος,proper,parainw=,παραινέω,verb,mh\,μή,conjunction,poiei=n,ποιέω,verb,th\n,ὁ,article,tw=n,ὁ,article,a)nali/skein,ἀναλίσκω,verb,e)qelo/ntwn,ἐθέλω,verb,filotimi/an,φιλοτιμία,noun,e)pi\,ἐπί,preposition,th=|,ὁ,article,tw=n,ὁ,article,lego/ntwn,λέγω,verb,pleoneci/a|,πλεονεξία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,mh/,μή,conjunction,dida/cete,διδάσκω,verb,pa/ntas,πᾶς,adjective,ta\,ὁ,article,me\n,μέν,particle,u(f',ὑπό,preposition,u(mw=n,σύ,pronoun,prostatto/men',προστάσσω,verb,w(s,ὡς,conjunction,eu)tele/stata,εὐτελής,adverb,dioikei=n,διοικέω,verb,tou\s,ὁ,article,d',δέ,particle,u(pe\r,ὑπέρ,preposition,tou/twn,οὗτος,pronoun,a)naidw=s,ἀναιδής,adjective,ei)s,εἰς,preposition,u(ma=s,σύ,pronoun,yeudome/nous,ψεύδω,verb,w(s,ὡς,conjunction,plei/stou,πλεῖστος,adjective,misqou=sqai,μισθόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
