word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/lemma/@_entry,word/8/lemma/@_POS,word/35/lemma/@_entry,word/35/lemma/@_POS,word/48/lemma/@_entry,word/48/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS
kai\,καί,conjunction,tou=to,οὗτος,pronoun,tw=n,ὁ,article,gnwrimwta/twn,γνώριμος,adjective,*surakousi/wn,Συρακούσιος,proper,u(ponohsa/ntwn,ὑπονοέω,verb,sta/sis,στάσις,adjective,h)=n,e)n,tw=|,ὁ,article,stratope/dw|,στρατόπεδον,noun,kai\,καί,conjunction,di',διά,preposition,au)th\n,αὐτός,pronoun,a)pori/a,ἀπορία,noun,kai\,καί,conjunction,spa/nis,σπάνις,adjective,e)n,ἐν,preposition,tai=s,ὁ,article,*surakou/sais,Συράκουσα,proper,w(/ste,ὥστε,conjunction,panta/pasin,παντάπασι,adverb,a)mhxanei=n,ἀμηχανάω,verb,to\n,ὁ,article,*di/wna,Δίων,proper,kai\,καί,conjunction,kakw=s,κακός,adjective,a)kou/ein,ἀκούω,verb,u(po\,ὑπό,preposition,tw=n,ὁ,article,fi/lwn,φίλος,adjective,ou(/tw,οὕτως,adverb,dusmetaxei/riston,δυσμεταχείριστος,adjective,a)/nqrwpon,ἄνθρωπος,noun,kai\,καί,conjunction,diefqarme/non,u(po\,ὑπό,preposition,fqo/nou,φθόνος,noun,kai\,καί,conjunction,ponhri/as,πονηρία,noun,au)ch/santa,αὐξάνω,verb,kaq',κατά,preposition,au(tou=,ἑαυτοῦ,pronoun,to\n,ὁ,article,*(hraklei/dhn,Ἡρακλέης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,ἐν,preposition,διαφθείρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*fa/rakos,Φάραξ,proper,de\,δέ,particle,pro\s,πρός,preposition,*ne/a|,Νέη,proper,po/lei,πόλις,adjective,th=s,ὁ,article,*)akraganti/nhs,Ἀκραγαντίνη,proper,stratopedeu/ontos,e)cagagw\n,tou\s,ὁ,article,*surakousi/ous,Συρακούσιος,proper,e)bou/leto,βούλομαι,verb,me\n,μέν,particle,e)n,ἐν,preposition,e(te/rw|,ἕτερος,adjective,kairw=|,καιρός,noun,diagwni/sasqai,διαγωνίζομαι,verb,pro\s,πρός,preposition,au)to/n,αὐτός,pronoun,*(hraklei/dou,Ἡρακλέης,proper,de\,δέ,particle,kai\,καί,conjunction,tw=n,ὁ,article,nautw=n,ναύτης,noun,katabow/ntwn,καταβοάω,verb,w(s,ὡς,conjunction,ou),οὐ,adverb,bou/letai,βούλομαι,verb,ma/xh|,μάχη,noun,kri=nai,κρίνω,verb,to\n,ὁ,article,po/lemon,πόλεμος,noun,*di/wn,Δίος,proper,a)ll',ἀλλά,adverb,a)ei\,ἀεί,adverb,me/nontos,a)/rxein,ἄρχω,verb,a)nagkasqei\s,ἀναγκάζω,verb,sune/bale,συμβάλλω,verb,kai\,καί,conjunction,h(tth/qh,ἡσσάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,στρατοπεδεύω,verb,ἐξάγω,verb,μένω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
genome/nhs,γίγνομαι,verb,de\,δέ,particle,th=s,ὁ,article,troph=s,τροπή,noun,ou),οὐ,adverb,barei/as,βαρύς,adjective,a)lla\,ἀλλά,adverb,ma=llon,u(f',e(autw=n,ἑαυτοῦ,pronoun,kai\,καί,conjunction,tou=,ὁ,article,stasia/zein,στασιάζω,verb,taraxqe/ntwn,ταράσσω,verb,au)=qis,αὖθις,adverb,o(,ὁ,article,*di/wn,Δίος,proper,pareskeua/zeto,παρασκευάζω,verb,ma/xesqai,μάχομαι,verb,kai\,καί,conjunction,sune/tatte,συντάσσω,verb,pei/qwn,πείθω,verb,kai\,καί,conjunction,paraqarru/nwn,παραθαρσύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μᾶλλον,adverb,ὑπό,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,ὁ,article,de\,δέ,particle,nukto\s,νύξ,adjective,a)rxome/nhs,ἄρχω,verb,a)gge/lletai,ἀγγέλλω,verb,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,*(hraklei/dhn,a)/ranta,to\n,ὁ,article,sto/lon,στόλος,noun,plei=n,πλέω,verb,e)pi\,ἐπί,preposition,*surakousw=n,Συράκουσα,proper,e)gnwko/ta,γιγνώσκω,verb,th\n,ὁ,article,po/lin,πόλις,adjective,katalabei=n,καταλαμβάνω,verb,ka)kei=non,ἐκεῖνος,pronoun,a)poklei=sai,ἀποκλείω,verb,meta\,μετά,preposition,tou=,ὁ,article,strateu/matos,στράτευμα,adjective,eu)qu\s,εὐθύς,adverb,ou)=n,οὖν,particle,a)nalabw\n,ἀναλαμβάνω,verb,tou\s,ὁ,article,dunatwta/tous,δυνατός,adjective,kai\,καί,conjunction,proqumota/tous,πρόθυμος,adjective,i(ppa/sato,ἱππάζομαι,verb,dia\,διά,preposition,th=s,ὁ,article,nukto/s,νύξ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ἡρακλέης,proper,αἴρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,peri\,περί,preposition,tri/thn,τρίτος,adjective,w(/ran,ὥρα,adjective,th=s,ὁ,article,h(me/ras,ἡμέρα,noun,pro\s,πρός,preposition,tai=s,pu/lais,h)=n,εἰμί,verb,stadi/ous,στάδιον,noun,kathnukw\s,κατανύω,verb,e(ptakosi/ous,ἑπτακόσιοι,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,πύλη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(hraklei/dhs,Ἡρακλέης,proper,de\,δέ,particle,tai=s,ὁ,article,nausi\n,ναῦς,noun,w(s,ὡς,conjunction,a(millw/menos,ἁμιλλάομαι,verb,u(ste/rhsen,ὑστερέω,verb,a)popleu/sas,kai\,planw/menos,πλανάω,verb,e)n,ἐν,preposition,tai=s,ὁ,article,pra/cesin,πρᾶξις,adjective,a)sko/pws,ἄσκοπος,adjective,e)pitugxa/nei,ἐπιτυγχάνω,verb,*gaisu/lw|,,,tw=|,ὁ,article,*spartia/th|,Σπαρτιάτης,proper,fa/skonti,φάσκω,verb,plei=n,πλέω,verb,e)f',ἐπί,preposition,h(gemoni/a|,ἡγεμονία,noun,*sikeliwtw=n,Σικελιώτης,proper,e)k,ἐκ,preposition,*lakedai/monos,Λακεδαίμων,proper,w(s,ὡς,conjunction,pro/tero/n,πρότερος,adjective,pote,ποτέ,particle,*gu/lippos,Γύλιππος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀποπλέω,verb,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/smenos,ἄσμενος,adjective,ou)=n,οὖν,particle,a)nalabw\n,ἀναλαμβάνω,verb,tou=ton,οὗτος,pronoun,to\n,ὁ,article,a)/ndra,ἀνήρ,noun,kai\,καί,conjunction,periaya/menos,w(/sper,a)lecifa/rmakon,ἀλεξιφάρμακον,noun,tou=,ὁ,article,*di/wnos,Δίων,proper,e)pedei/knuto,ἐπιδείκνυμι,verb,toi=s,ὁ,article,summa/xois,σύμμαχος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,περιάπτω,verb,ὥσπερ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,kh/ruka,κῆρυξ,noun,pe/mpwn,πέμπω,verb,ei)s,εἰς,preposition,ta\s,ὁ,article,*surakou/sas,Συράκουσα,proper,e)ke/leue,κελεύω,verb,de/xesqai,to\n,*spartia/thn,Σπαρτιάτης,proper,a)/rxonta,ἄρχω,verb,tou\s,ὁ,article,poli/tas,πολίτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέχομαι,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pokriname/nou,ἀποκρίνω,verb,de\,δέ,particle,tou=,ὁ,article,*di/wnos,Δίων,proper,w(s,ὡς,conjunction,ei)si\n,εἰμί,verb,a)/rxontes,ἄρχων,noun,i(kanoi\,toi=s,*surakousi/ois,Συρακούσιος,proper,ei),εἰ,conjunction,de\,δέ,particle,pa/ntws,πάντως,adverb,de/oi,δέω,verb,kai\,καί,conjunction,*spartia/tou,Σπαρτιάτης,proper,toi=s,ὁ,article,pra/gmasin,πρᾶγμα,noun,au)to\s,αὐτός,pronoun,ou(=tos,οὗτος,pronoun,ei)=nai,εἰμί,verb,kata\,κατά,preposition,poi/hsin,ποίησις,noun,gegonw\s,γίγνομαι,verb,*spartia/ths,Σπαρτιάτης,proper,th\n,ὁ,article,me\n,μέν,particle,a)rxh\n,ἀρχή,noun,o(,ὁ,article,*gai/sulos,,,a)pe/gnw,ἀπογιγνώσκω,verb,pleu/sas,πλέω,verb,de\,δέ,particle,pro\s,πρός,preposition,to\n,ὁ,article,*di/wna,dih/llace,διαλλάσσω,verb,to\n,ὁ,article,*(hraklei/dhn,Ἡρακλέης,proper,o(/rkous,ὅρκος,noun,do/nta,δίδωμι,verb,kai\,καί,conjunction,pi/steis,πίστις,noun,ta\s,ὁ,article,megi/stas,μέγας,adverb,ai(=s,ὅς,pronoun,au)to\s,αὐτός,pronoun,o(,ὁ,article,*gaisu/los,w)/mose,ὄμνυμι,verb,timwro\s,τιμωρός,adjective,e)/sesqai,εἰμί,verb,*di/wni,Δίων,proper,kai\,καί,conjunction,kolasth\s,κολαστής,noun,*(hraklei/dou,Ἡρακλέης,proper,kakopragmonou=ntos,κακοπραγμονέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἱκανός,adjective,ὁ,article,Δίων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,tou/tou,οὗτος,pronoun,kate/lusan,καταλύω,verb,me\n,μέν,particle,oi(,ὁ,article,*surakou/sioi,Συρακούσιος,proper,to\,ὁ,article,nautiko/n,ou)de\n,ga\r,γάρ,particle,h)=n,εἰμί,verb,e)/rgon,ἔργον,noun,au)tou=,αὐτός,pronoun,mega/lai,μέγας,adverb,de\,δέ,particle,dapa/nai,δαπάνη,noun,toi=s,ὁ,article,ple/ousi,πλέω,verb,kai\,καί,conjunction,sta/sews,στάσις,adjective,a)formai\,ἀφορμή,noun,toi=s,ὁ,article,a)/rxousi,ἄρχων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ναυτικός,adjective,οὐδείς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,de\,δέ,particle,a)/kran,ἄκρος,adjective,e)polio/rkoun,πολιορκέω,verb,e)coikodomh/santes,ἐξοικοδομέω,verb,to\,ὁ,article,peritei/xisma,περιτείχισμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhdeno\s,μηδείς,pronoun,de\,δέ,particle,toi=s,ὁ,article,poliorkoume/nois,πολιορκέω,verb,bohqou=ntos,βοηθέω,verb,e)pilipo/ntos,ἐπιλείπω,verb,de\,δέ,particle,si/tou,tw=n,de\,δέ,particle,misqofo/rwn,μισθόφορος,adjective,ginome/nw,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σῖτος,noun,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ponhrw=n,πονηρός,adjective,a)pognou\s,ἀπογιγνώσκω,verb,o(,ὁ,article,ui(o\s,υἱός,noun,tou=,ὁ,article,*dionusi/ou,Διονύσιον,proper,ta\,ὁ,article,pra/gmata,kai\,speisa/menos,σπένδω,verb,pro\s,πρός,preposition,to\n,ὁ,article,*di/wna,Δίων,proper,th\n,ὁ,article,me\n,μέν,particle,a)/kran,ἄκρος,adjective,e)kei/nw|,ἐκεῖνος,pronoun,meta\,μετά,preposition,tw=n,ὁ,article,o(/plwn,ὅπλον,noun,kai\,καί,conjunction,th=s,ὁ,article,a)/llhs,ἄλλος,adjective,kataskeuh=s,κατασκευή,noun,pare/dwken,παραδίδωμι,verb,au)to\s,αὐτός,pronoun,de\,δέ,particle,th\n,ὁ,article,mhte/ra,μήτηρ,noun,kai\,καί,conjunction,ta\s,ὁ,article,a)delfa\s,ἀδελφή,noun,a)nalabw\n,ἀναλαμβάνω,verb,kai\,καί,conjunction,pe/nte,πέντε,adverb,plhrwsa/menos,trih/reis,τριήρης,noun,e)ce/plei,ἐκπλέω,verb,pro\s,πρός,preposition,to\n,ὁ,article,pate/ra,πατήρ,noun,tou=,ὁ,article,*di/wnos,Δίων,proper,a)sfalw=s,ἀσφαλής,adjective,me\n,μέν,particle,e)kpe/mpontos,ἐκπέμπω,verb,ou)deno\s,οὐδείς,pronoun,de\,δέ,particle,tw=n,e)n,ἐν,preposition,*surakou/sais,Συράκουσα,proper,a)polei/pontos,ἀπολείπω,verb,e)kei/nhn,ἐκεῖνος,pronoun,th\n,ὁ,article,o)/yin,ὄψις,noun,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,tou\s,ὁ,article,mh\,μή,conjunction,pero/ntas,,,e)pibowme/nwn,ἐπιβοάω,verb,o(/ti,ὅστις,pronoun,th\n,ὁ,article,h(me/ran,ἡμέρα,noun,tau/thn,οὗτος,pronoun,kai\,καί,conjunction,to\n,ὁ,article,h(/lion,ἥλιος,noun,e)leuqe/rais,ἐλεύθερος,adjective,a)ni/sxonta,ἀνίσχω,verb,tai=s,ὁ,article,*surakou/sais,Συράκουσα,proper,ou)k,οὐ,adverb,e)forw=sin,ἐφοράω,verb,,,,,,,,,,πρᾶγμα,noun,καί,conjunction,πληρόω,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
