word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS
o)/mnusi,ὄμνυμι,verb,d',δέ,particle,ai)xmh\n,αἰχμή,noun,h(\n,ὅς,pronoun,e)/xei,ἔχω,verb,ma=llon,μᾶλλον,adverb,qeou=,θεός,noun,se/bein,σέβω,verb,pepoiqw\s,πείθω,verb,o)mma/twn,ὄμμα,noun,q',τε,particle,u(pe/rteron,ὑπέρτερος,adjective,h)=,ἦ,adverb,mh\n,μήν,particle,lapa/cein,λαπάσσω,verb,a)/stu,ἄστυ,noun,*kadmei/wn,Καδμεῖος,proper,bi/a|,βία,adjective,*dio/s,Ζεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/d',ὅδε,pronoun,au)da=|,αὐδάομαι,verb,mhtro\s,μήτηρ,noun,e)c,ἐκ,preposition,o)resko/ou,ὀρεσκόος,adjective,bla/sthma,βλάστημα,noun,kalli/prw|ron,καλλίπρῳρος,adjective,a)ndro/pais,ἀνδρόπαις,noun,a)nh/r,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stei/xei,στείχω,verb,d',δέ,particle,i)/oulos,ἴουλος,adjective,a)/rti,ἄρτι,adverb,dia\,διά,preposition,parhi/dwn,παρηίς,noun,w(/ras,ὥρα,adjective,fuou/shs,φύω,verb,tarfu\s,ταρφύς,adjective,a)nte/llousa,ἀνατέλλω,verb,qri/c,θρίξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,w)mo/n,ὠμός,adjective,ou)/ti,οὔτι,adverb,parqe/nwn,παρθένος,noun,e)pw/numon,ἐπώνυμος,adjective,fro/nhma,φρόνημα,noun,gorgo\n,γοργός,adjective,d',δέ,particle,o)/mm',ὄμμα,noun,e)/xwn,ἔχω,verb,prosi/statai,προσίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mh\n,μήν,particle,a)ko/mpasto/s,ἀκόμπαστος,adjective,g',γε,particle,e)fi/statai,ἐφίστημι,verb,pu/lais,πύλη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,ga\r,γάρ,particle,po/lews,πόλις,adjective,o)/neidos,ὄνειδος,noun,e)n,ἐν,preposition,xalkhla/tw|,χαλκήλατος,adjective,sa/kei,σάκος,adjective,kuklwtw=|,κυκλωτός,adjective,sw/matos,σῶμα,adjective,problh/mati,πρόβλημα,noun,*sfi/gg',Σφίγξ,proper,w)mo/siton,ὠμόσιτος,adjective,prosmemhxanhme/nhn,προσμηχανάομαι,verb,go/mfois,γόμφος,noun,e)nw/ma,νωμάω,verb,lampro\n,λαμπρός,adjective,e)/kkrouston,ἔκκρουστος,adjective,de/mas,δέμας,noun,fe/rei,φέρω,verb,d',δέ,particle,u(f',ὑπό,preposition,au(th=|,ἑαυτοῦ,pronoun,fw=ta,φάος,adjective,*kadmei/wn,Καδμεῖος,proper,e(/na,ἕνος,adjective,w(s,ὡς,conjunction,plei=st',πλεῖστος,adjective,e)p',ἐπί,preposition,a)ndri\,ἀνδρίς,noun,tw=|d',ὅδε,pronoun,i)a/ptesqai,ἰάπτω,verb,be/lh,βέλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)lqw\n,ἔρχομαι,verb,d',δέ,particle,e)/oiken,ἔοικα,verb,ou),οὐ,adverb,kaphleu/sein,καπηλεύω,verb,ma/xhn,μάχη,noun,makra=s,μακρός,adjective,keleu/qou,κέλευθος,noun,d',δέ,particle,ou),οὐ,adverb,kataisxunei=n,καταισχύνω,verb,po/ron,πόρος,noun,*parqenopai=os,Παρθενοπαῖος,proper,*)arka/s,Ἀρκάς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,toio/sd',τοιόσδε,adjective,a)nh\r,ἀνήρ,noun,me/toikos,μέτοικος,noun,*)/argei,Ἄργος,proper,d',δέ,particle,e)kti/nwn,ἐκτίνω,verb,kala\s,καλός,noun,trofa/s,τροφή,noun,pu/rgois,πύργος,noun,a)peilei=,ἀπειλέω,verb,toi=sd',ὅδε,pronoun,a(\,ὅς,pronoun,mh\,μή,conjunction,krai/noi,κραίνω,verb,qeo/s,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga\r,γάρ,particle,tu/xoien,τυγχάνω,verb,w(=n,ὅς,pronoun,fronou=si,φρονέω,verb,pro\s,πρός,preposition,qew=n,θέα,noun,au)toi=s,αὐτός,pronoun,e)kei/nois,ἐκεῖνος,pronoun,a)nosi/ois,ἀνόσιος,adjective,kompa/smasin,κόμπασμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,ta)\n,ἄν,particle,panw/leis,πανώλης,adjective,pagka/kws,πάγκακος,adjective,t',τε,particle,o)loi/ato,ὄλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/stin,εἰμί,verb,de\,δέ,particle,kai\,καί,conjunction,tw=|d',ὅδε,pronoun,o(\n,ὅς,pronoun,le/geis,λέγω,verb,to\n,ὁ,article,*)arka/da,Ἀρκάς,proper,a)nh\r,ἀνήρ,noun,a)/kompos,ἄκομπος,adjective,xei\r,χείρ,noun,d',δέ,particle,o(ra=|,ὁράω,verb,to\,ὁ,article,dra/simon,δράσιμος,adjective,*)/aktwr,Ἄκτωρ,proper,a)delfo\s,ἀδελφός,adjective,tou=,ὁ,article,pa/ros,πάρος,preposition,lelegme/nou,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\s,ὅς,pronoun,ou)k,οὐ,adverb,e)a/sei,ἀίω,verb,glw=ssan,γλῶσσα,noun,e)rgma/twn,ἔργμα,noun,a)/ter,ἄτερ,preposition,e)/sw,ἔσω,adjective,pulw=n,πύλη,adjective,r(e/ousan,ῥέω,verb,a)ldai/nein,ἀλδαίνω,verb,kaka/,κακός,adjective,ou)d',οὐδέ,particle,ei)samei=yai,εἰσαμείβω,verb,qhro\s,θήρ,noun,e)xqi/stou,ἔχθιστος,adjective,da/kous,δάκος,noun,ei)kw\,εἰκών,noun,fe/ronta,φέρω,verb,polemi/as,πολέμιος,adjective,e)p',ἐπί,preposition,a)spi/dos,ἀσπίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(\,ὅς,pronoun,'cwqen,ἔξωθεν,adverb,ei)/sw,εἴδομαι,verb,tw=|,ὁ,article,fe/ronti,φέρω,verb,me/myetai,μέμφομαι,verb,puknou=,πυκνός,adjective,krothsmou=,κροτησμός,noun,tugxa/nous',τυγχάνω,verb,u(po\,ὑπό,preposition,pto/lin,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qew=n,θέα,noun,qelo/ntwn,ἐθέλω,verb,ta)\n,ἄν,particle,a)lhqeu/saim',ἀληθεύω,verb,e)gw/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(knei=tai,ἱκνέομαι,verb,lo/gos,λόγος,noun,dia\,διά,preposition,sthqe/wn,στῆθος,noun,trixo\s,θρίξ,noun,d',δέ,particle,o)rqi/as,ὄρθιος,adjective,plo/kamos,πλόκαμος,noun,i(/statai,ἵστημι,verb,mega/la,μέγας,adverb,megalhgo/rwn,μεγαλήγορος,adjective,kluou/sa|,κλύω,verb,a)nosi/wn,ἀνόσιος,adjective,a)ndrw=n,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/qe,εἴθε,interjection,ga\r,γάρ,particle,qeoi\,θεός,noun,tou=d',ὅδε,pronoun,o)le/seian,ὄλλυμι,verb,e)n,ἐν,preposition,ga=|,γῆ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(/kton,ἕκτος,adjective,le/goim',λέγω,verb,a)\n,ἄν,particle,a)/ndra,ἀνήρ,noun,swfrone/staton,σώφρων,noun,a)lkh/n,ἀλκή,noun,t',τε,particle,a)/riston,ἄριστος,adjective,ma/ntin,μάντις,noun,*)amfia/rew,Ἀμφιάραος,proper,bi/an,βία,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(omolwi/sin,Ὁμολώιος,proper,de\,δέ,particle,pro\s,πρός,preposition,pu/lais,πύλη,adjective,tetagme/nos,τάσσω,verb,kakoi=si,κακός,adjective,ba/zei,βάζω,verb,polla\,πολύς,adjective,*tude/ws,Τυδεύς,proper,bi/an,βία,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,a)ndrofo/nthn,ἀνδρειφόντης,noun,to\n,ὁ,article,po/lews,πόλις,adjective,tara/ktora,τάρακτρον,noun,me/giston,μέγας,adverb,*)/argei,Ἄργος,proper,tw=n,ὁ,article,kakw=n,κακός,adjective,dida/skalon,διδάσκαλος,noun,*)erinu/os,Ἐρινύς,proper,klhth=ra,κλητήρ,noun,pro/spolon,πρόσπολος,noun,fo/nou,φόνος,noun,kakw=n,κακός,adjective,t',τε,particle,*)adra/stw|,Ἄδραστος,proper,tw=nde,ὅδε,pronoun,bouleuth/rion,βουλευτήριον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\n,ὁ,article,so\n,σός,adjective,au)=qis,αὖθις,adverb,prosqrow=n,,,o(mo/sporon,ὁμόσπορος,adjective,e)cuptia/zwn,ἐξυπτιάζω,verb,o)/mma,ὄμμα,noun,*polunei/kous,Πολυνείκης,proper,bi/an,βία,adjective,di/s,δίς,adverb,t',τε,particle,e)n,ἐν,preposition,teleuth=|,τελευτή,noun,tou)/nom',ὄνομα,adjective,e)ndatou/menos,ἐνδατέομαι,verb,kalei=,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/gei,λέγω,verb,de\,δέ,particle,tou=t',οὗτος,pronoun,e)/pos,ἔπος,adjective,dia\,διά,preposition,sto/ma,στόμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,toi=on,τοῖος,adjective,e)/rgon,ἔργον,noun,kai\,καί,conjunction,qeoi=si,θεός,noun,prosfile/s,προσφιλής,adverb,kalo/n,καλός,noun,t',τε,particle,a)kou=sai,ἀκέω,verb,kai\,καί,conjunction,le/gein,λέγω,verb,mequste/rois,μεθύστερος,adjective,po/lin,πόλις,adjective,patrw/|an,πατρῷος,adjective,kai\,καί,conjunction,qeou\s,θεός,noun,tou\s,ὁ,article,e)ggenei=s,ἐγγενής,adjective,porqei=n,πορθέω,verb,stra/teum',στράτευμα,adjective,e)pakto\n,ἐπακτός,adjective,e)mbeblhko/ta,ἐμβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhtro/s,μήτηρ,noun,te,τε,particle,phgh\n,πηγή,noun,ti/s,τίς,pronoun,katasbe/sei,κατασβέννυμι,verb,di/kh,δίκη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patri/s,πατρίς,adjective,te,τε,particle,gai=a,γαῖα,noun,sh=s,σός,adjective,u(po\,ὑπό,preposition,spoudh=s,σπουδή,noun,dori\,δόρυ,noun,a(lou=sa,ἁλίσκομαι,verb,pw=s,πῶς,adverb,soi,σύ,pronoun,cu/mmaxos,σύμμαχος,adjective,genh/setai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/gwge,ἐγώ,pronoun,me\n,μέν,particle,dh\,δή,particle,th/nde,ὅδε,pronoun,pianw=,πιαίνω,verb,xqo/na,χθών,noun,ma/ntis,μάντις,noun,kekeuqw\s,κεύθω,verb,polemi/as,πολέμιος,adjective,u(po\,ὑπό,preposition,xqono/s,χθών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxw/meq',μάχομαι,verb,ou)k,οὐ,adverb,a)/timon,ἄτιμος,adjective,e)lpi/zw,ἐλπίζω,verb,mo/ron,μόρον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiau=q',τοιοῦτος,adjective,o(,ὁ,article,ma/ntis,μάντις,noun,a)spi/d',ἀσπίς,noun,eu)kh/lws,εὔκηλος,adjective,e)/xwn,ἔχω,verb,pa/gxalkon,πάγχαλκος,adjective,hu)/da,αὐδάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sh=ma,σῆμα,adjective,d',δέ,particle,ou)k,οὐ,adverb,e)ph=n,ἔπειμι,verb,ku/klw|,κύκλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,dokei=n,δοκέω,verb,a)/ristos,ἄριστος,adjective,a)ll',ἀλλά,adverb,ei)=nai,εἰμί,verb,qe/lei,ἐθέλω,verb,baqei=an,βαθύς,adjective,a)/loka,ἄλοξ,noun,dia\,διά,preposition,freno\s,φρήν,noun,karpou/menos,καρπέω,verb,e)c,ἐκ,preposition,h(=s,ὅς,pronoun,ta\,ὁ,article,kedna\,κεδνός,adjective,blasta/nei,βλαστάνω,verb,bouleu/mata,βούλευμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tw|,οὗτος,pronoun,sofou/s,σοφός,adjective,te,τε,particle,ka)gaqou\s,ἀγαθός,adjective,a)nthre/tas,ἀντηρέτης,noun,pe/mpein,πέμπω,verb,e)painw=,ἐπαινέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deino\s,δεινός,adjective,o(\s,ὅς,pronoun,qeou\s,θεός,noun,se/bei,σέβομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feu=,φεῦ,interjection,tou=,τίς,pronoun,cunalla/ssontos,συναλλάσσω,verb,o)/rniqos,ὄρνις,noun,brotoi=s,βροτός,noun,di/kaion,δίκαιος,adjective,a)/ndra,ἀνήρ,noun,toi=si,ὁ,article,dussebeste/rois,δυσσεβής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,panti\,πᾶς,adjective,pra/gei,πρᾶγος,noun,d',δέ,particle,e)/sq',ἔσθω,verb,o(mili/as,ὁμιλία,noun,kakh=s,κακός,adjective,ka/kion,κακός,adjective,ou)de/n,οὐδείς,pronoun,karpo\s,καρπός,noun,ou),οὐ,adverb,komiste/os,κομιστέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/ths,ἄτη,noun,a)/roura,ἄρουρα,adjective,qa/naton,θάνατος,adjective,e)kkarpi/zetai,ἐκκαρπίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,ga\r,γάρ,particle,cuneisba\s,συνεισβαίνω,verb,ploi=on,πλοῖον,noun,eu)sebh\s,εὐσεβής,adjective,a)nh\r,ἀνήρ,noun,nau/taisi,ναύτης,noun,qermoi=s,θερμός,adjective,kai\,καί,conjunction,panourgi/a|,πανουργία,noun,tini\,τις,pronoun,o)/lwlen,ὄλλυμι,verb,a)ndrw=n,ἀνήρ,noun,su\n,σύν,preposition,qeoptu/stw|,θεόπτυστος,adjective,ge/nei,γένος,noun,h)\,ἠέ,conjunction,cu\n,σύν,preposition,poli/tais,πολίτης,noun,a)ndra/sin,ἀνήρ,noun,di/kaios,δίκαιος,adjective,w)\n,εἰμί,verb,e)xqroce/nois,ἐχθρόξενος,adjective,te,τε,particle,kai\,καί,conjunction,qew=n,θέα,noun,a)mnh/mosin,ἀμνήμων,adjective,tau)tou=,ταυτός,adjective,kurh/sas,κυρέω,verb,e)kdi/kws,ἔκδικος,adjective,a)greu/matos,ἄγρευμα,noun,plhgei\s,πλήσσω,verb,qeou=,θεός,noun,ma/stigi,μάστιξ,noun,pagkoi/nw|,πάγκοινος,adjective,'da/mh,δαμάω,verb,,,,,,,,,,,,,,,,,,
ou(/tws,οὕτως,adverb,d',δέ,particle,o(,ὁ,article,ma/ntis,μάντις,noun,ui(o\n,υἱός,noun,*oi)kle/ous,,,le/gw,λέγω,verb,sw/frwn,σώφρων,noun,di/kaios,δίκαιος,adjective,a)gaqo\s,ἀγαθός,adjective,eu)sebh\s,εὐσεβής,adjective,a)nh/r,ἀνήρ,noun,me/gas,μέγας,adverb,profh/ths,προφήτης,adjective,a)nosi/oisi,ἀνόσιος,adjective,summigei\s,συμμίγνυμι,verb,qrasusto/moisin,θρασύστομος,adjective,a)ndra/sin,ἀνήρ,noun,bi/a|,βία,adjective,frenw=n,φρήν,noun,tei/nousi,τείνω,verb,pomph\n,πομπή,noun,th\n,ὁ,article,makra\n,μακράν,adverb,pa/lin,πάλιν,adverb,molei=n,βλώσκω,verb,*dio\s,Ζεύς,proper,qe/lontos,ἐθέλω,verb,cugkaqelkusqh/setai,συγκαθέλκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dokw=,δοκάζω,verb,me\n,μέν,particle,ou)=n,οὖν,particle,sfe,σφεῖς,pronoun,mhde\,μηδέ,particle,prosbalei=n,προσδαίω,verb,pu/lais,πύλη,adjective,ou)x,οὐ,adverb,w(s,ὡς,conjunction,a)/qumos,ἄθυμος,adjective,ou)de\,οὐδέ,particle,lh/matos,λῆμα,noun,ka/kh=|,κακός,adjective,a)ll',ἀλλά,adverb,oi)=den,οἶδα,verb,w(/s,ὡς,conjunction,sfe,σφεῖς,pronoun,xrh\,χρή,verb,teleuth=sai,τελευτάω,verb,ma/xh|,μάχη,noun,ei),εἰ,conjunction,karpo\s,καρπός,noun,e)/stai,εἰμί,verb,qesfa/toisi,θέσφατος,adjective,*loci/ou,Λοξίας,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filei=,φιλέω,verb,de\,δέ,particle,siga=n,σιγάω,verb,h)\,ἠέ,conjunction,le/gein,λέγω,verb,ta\,ὁ,article,kai/ria,καίριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/mws,ὅμως,conjunction,d',δέ,particle,e)p',ἐπί,preposition,au)tw=|,αὐτός,pronoun,fw=ta,φάος,adjective,*lasqe/nous,,,bi/an,βία,adjective,e)xqro/cenon,ἐχθρόξενος,adjective,pulwro\n,πυλωρός,noun,a)ntita/comen,ἀντιτάσσω,verb,ge/ronta,γέρων,noun,to\n,ὁ,article,nou=n,νόος,adjective,sa/rka,σάρξ,adjective,d',δέ,particle,h(bw=san,ἡβάω,verb,fu/ei,φύω,verb,podw=kes,ποδώκης,adjective,o)/mma,ὄμμα,noun,xei=ra,χείρ,noun,d',δέ,particle,ou),οὐ,adverb,bradu/netai,βραδύνω,verb,par',παρά,preposition,a)spi/dos,ἀσπίς,noun,gumnwqe\n,γυμνόω,verb,a(rpa/sai,ἁρπάζω,verb,do/ru,δόρυ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qeou=,θεός,noun,de\,δέ,particle,dw=ro/n,δῶρον,noun,e)stin,εἰμί,verb,eu)tuxei=n,εὐτυχέω,verb,brotou/s,βροτός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klu/ontes,κλύω,verb,qeoi\,θεός,noun,dikai/as,δίκαιος,adjective,lita\s,λιτή,noun,a(mete/ras,ἡμέτερος,adjective,telei=q',τέλλω,verb,w(s,ὡς,conjunction,po/lis,πόλις,adjective,eu)tuxh=|,εὐτυχέω,verb,dori/pona,δορίπονος,adjective,ka/k',κάκη,noun,e)ktre/pontes,ἐκτρέπω,verb,e)s,εἰς,preposition,ga=s,γῆ,noun,e)pimo/lous,ἐπίμολος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pu/rgwn,πύργος,noun,d',δέ,particle,e)/ktoqen,ἔκτοθεν,adverb,balw\n,βάλλω,verb,*zeu/s,Ζεύς,proper,sfe,σφεῖς,pronoun,ka/noi,καίνω,verb,keraunw=|,κεραυνός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
