word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS
o(,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,e)c,ἐκ,preposition,w(=n,ὅς,pronoun,e)/drasen,δράω,verb,e)kei=nos,ἐκεῖνος,pronoun,diafqarei/s,διαφθείρω,verb,ou),οὐ,adverb,th=|,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,a(marti/a|,ἁμαρτία,noun,a)lla\,ἀλλά,adverb,th=|,ὁ,article,tou=,ὁ,article,pata/cantos,πατάσσω,verb,xrhsa/menos,χράω,verb,a)pe/qanen,ἀποθνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,mei/zw,μέγας,adverb,w(=n,ὅς,pronoun,h)/qele,ἐθέλω,verb,pra/cas,πράσσω,verb,th=|,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,a)tuxi/a|,ἀτυχία,noun,o(\n,ὅς,pronoun,ou)k,οὐ,adverb,h)/qelen,ἐθέλω,verb,a)pe/kteinen,ἀποκτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(po\,ὑπό,preposition,de\,δέ,particle,tou=,ὁ,article,i)atrou=,ἰατρός,noun,fa/skwn,φάσκω,verb,au)to\n,αὐτός,pronoun,a)poqanei=n,ἀποθνήσκω,verb,qauma/zw,θαυμάζω,verb,o(/ti,ὅστις,pronoun,ou)x,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(f',ὑπό,preposition,h(mw=n,ἐγώ,pronoun,tw=n,ὁ,article,sumbouleusa/ntwn,συμβουλεύω,verb,e)pitrefqh=nai/,ἐπιτρέφω,verb,fhsin,φημί,verb,au)to\n,αὐτός,pronoun,diafqarh=nai,διαφθείρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,a)\n,ἄν,particle,ei),εἰ,conjunction,mh\,μή,conjunction,e)petre/yamen,ἐπιτρέπω,verb,u(p',ὑπό,preposition,a)qerapei/as,ἀθεραπεία,noun,a)\n,ἄν,particle,e)/fh,φημί,verb,diafqarh=nai,διαφθείρω,verb,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de/,δέ,particle,toi,σύ,pronoun,kai\,καί,conjunction,u(po\,ὑπό,preposition,tou=,ὁ,article,i)atrou=,ἰατρός,noun,a)pe/qanen,ἀποθνήσκω,verb,w(s,ὡς,conjunction,ou)k,οὐ,adverb,a)pe/qanen,ἀποθνήσκω,verb,o(,ὁ,article,me\n,μέν,particle,i)atro\s,ἰατρός,noun,ou),οὐ,adverb,foneu\s,φονεύς,noun,au)tou=,αὐτός,pronoun,e)stin,εἰμί,verb,o(,ὁ,article,ga\r,γάρ,particle,no/mos,νόμος,noun,a)polu/ei,ἀπολύω,verb,au)to/n,αὐτός,pronoun,dia\,διά,preposition,de\,δέ,particle,ta\s,ὁ,article,tou/tou,οὗτος,pronoun,plhga\s,πληγάς,noun,e)pitreya/ntwn,ἐπιτρέπω,verb,h(mw=n,ἐγώ,pronoun,au)tw=|,αὐτός,pronoun,pw=s,πῶς,adverb,a)\n,ἄν,particle,a)/llos,ἄλλος,adjective,tis,τις,pronoun,h)\,ἠέ,conjunction,o(,ὁ,article,biasa/menos,βιάω,verb,h(ma=s,ἐγώ,pronoun,xrh=sqai,χράομαι,verb,au)tw=|,αὐτός,pronoun,foneu\s,φονεύς,noun,ei)/h,ἀίω,verb,a)/n,ἄν,particle,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,de\,δέ,particle,fanerw=s,φανερός,adjective,e)k,ἐκ,preposition,panto\s,πᾶς,adjective,tro/pou,τρόπος,noun,e)legxo/menos,ἐλέγχω,verb,a)poktei=nai,ἀποκτείνω,verb,to\n,ὁ,article,a)/ndra,ἀνήρ,noun,ei)s,εἰς,preposition,tou=to,οὗτος,pronoun,to/lmhs,τόλμα,noun,kai\,καί,conjunction,a)naidei/as,ἀναίδεια,adjective,h(/kei,ἥκω,verb,w(/st',ὥστε,conjunction,ou)k,οὐ,adverb,a)rkou=n,ἀρκέω,verb,au)tw=|,αὐτός,pronoun,e)stin,εἰμί,verb,u(pe\r,ὑπέρ,preposition,th=s,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,a)sebei/as,ἀσέβεια,noun,a)pologei=sqai,ἀπολογέομαι,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,h(ma=s,ἐγώ,pronoun,oi(\,ἕ,pronoun,to\,ὁ,article,tou/tou,οὗτος,pronoun,mi/asma,μίασμα,adjective,e)pecerxo/meqa,ἐπεξέρχομαι,verb,a)qe/mista,ἀθέμιστος,adjective,kai\,καί,conjunction,a)no/sia,ἀνόσιος,adjective,dra=n,δράω,verb,fhsi,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tw|,οὗτος,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,pre/pei,πρέπω,verb,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,kai\,καί,conjunction,e)/ti,ἔτι,adverb,tou/twn,οὗτος,pronoun,deino/tera,δεινός,adjective,le/gein,λέγω,verb,toiau=ta,τοιοῦτος,adjective,dedrako/ti,δράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,ἐγώ,pronoun,de\,δέ,particle,to/n,ὁ,article,lttegt,,,qa/naton,θάνατος,adjective,fanero\n,φανερός,adjective,a)podeiknu/ntes,ἀποδείκνυμι,verb,th/n,ὁ,article,te,τε,particle,plhgh\n,πληγή,noun,o(mologoume/nhn,ὁμολογέω,verb,e)c,ἐκ,preposition,h(=s,ὅς,pronoun,a)pe/qane,ἀποθνήσκω,verb,to/n,ὁ,article,te,τε,particle,no/mon,νόμος,noun,ei)s,εἰς,preposition,to\n,ὁ,article,pata/canta,πατάσσω,verb,to\n,ὁ,article,fo/non,φόνος,noun,a)na/gonta,ἀνάγω,verb,a)nti\,ἀντί,preposition,tou=,ὁ,article,paqo/ntos,πάσχω,verb,e)piskh/ptomen,ἐπισκήπτω,verb,u(mi=n,σύ,pronoun,tw=|,ὁ,article,tou/tou,οὗτος,pronoun,fo/nw|,φόνος,noun,to\,ὁ,article,mh/nima,μήνιμα,noun,tw=n,ὁ,article,a)lithri/wn,ἀλιτήριος,adjective,a)kesame/nous,ἀκέομαι,verb,pa=san,πᾶς,adjective,th\n,ὁ,article,po/lin,πόλις,adjective,kaqara\n,καθαρός,adjective,tou=,ὁ,article,mia/smatos,μίασμα,adjective,katasth=sai,καθίστημι,verb,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,a)nh/r,ἀνήρ,noun,katagnou\s,καταγιγνώσκω,verb,au)to\s,αὐτός,pronoun,au(tou=,ἑαυτοῦ,pronoun,a)lla\,ἀλλά,adverb,th\n,ὁ,article,spoudh\n,σπουδή,noun,tw=n,ὁ,article,kathgo/rwn,κατήγορος,noun,fobhqei/s,φοβέω,verb,u(pape/sth,ὑπαφίσταμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mi=n,ἐγώ,pronoun,de\,δέ,particle,toi=s,ὁ,article,fi/lois,φίλος,adjective,zw=nti,ζάω,verb,h)\,ἠέ,conjunction,a)poqano/nti,ἀποθνήσκω,verb,eu)sebe/steron,εὐσεβής,adjective,a)mu/nein,ἀμύνω,verb,au)tw=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/rista,ἄριστος,adjective,me\n,μέν,particle,ou)=n,οὖν,particle,au)to\s,αὐτός,pronoun,a)\n,ἄν,particle,u(pe\r,ὑπέρ,preposition,au(tou=,ἑαυτοῦ,pronoun,a)pelogei=to,ἀπολογέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,ta/de,ὅδε,pronoun,a)kinduno/tera,ἀκίνδυνος,adjective,e)/docen,δοκέω,verb,ei)=nai,εἰμί,verb,h(mi=n,ἐγώ,pronoun,oi(=s,ὅς,pronoun,me/giston,μέγας,adverb,a)\n,ἄν,particle,pe/nqos,πένθος,noun,ge/noito,γίγνομαι,verb,sterhqei=sin,στερέω,verb,au)tou=,αὐτός,pronoun,a)pologhte/on,ἀπολογητέον,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dokei=,δοκέω,verb,de/,δέ,particle,moi,ἐγώ,pronoun,peri\,περί,preposition,to\n,ὁ,article,a)/rcanta,ἄρχω,verb,th=s,ὁ,article,plhgh=s,πληγή,noun,to\,ὁ,article,a)di/khma,ἀδίκημα,noun,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,diw/kwn,διώκω,verb,ou)k,οὐ,adverb,ei)ko/si,ἔοικα,verb,tekmhri/ois,τεκμήριον,noun,xrw/menos,χράομαι,verb,tou=ton,οὗτος,pronoun,to\n,ὁ,article,a)/rcanta/,ἄρχω,verb,fhsin,φημί,verb,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,me\n,μέν,particle,ga\r,γάρ,particle,w(/sper,ὥσπερ,adverb,ble/pein,βλέπω,verb,me\n,μέν,particle,toi=n,ὁ,article,o)fqalmoi=n,ὀφθαλμός,noun,a)kou/ein,ἀκούω,verb,de\,δέ,particle,toi=s,ὁ,article,w)si/n,οὖς,noun,ou(/tw,οὕτως,adverb,kata\,κατά,preposition,fu/sin,φύσις,noun,h)=n,εἰμί,verb,u(bri/zein,ὑβρίζω,verb,me\n,μέν,particle,tou\s,ὁ,article,ne/ous,νέος,adjective,swfronei=n,σωφρονέω,verb,de\,δέ,particle,tou\s,ὁ,article,ge/rontas,γέρων,noun,ou)de\n,οὐδείς,pronoun,a)\n,ἄν,particle,th=s,ὁ,article,u(mete/ras,ὑμέτερος,adjective,kri/sews,κρίσις,adjective,e)/dei,δέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)th\,αὐτός,pronoun,ga\r,γάρ,particle,lta)\ngt,,,h(,ὁ,article,h(liki/a,ἡλικία,noun,tw=n,ὁ,article,ne/wn,νέος,adjective,kate/krine,κατακρίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,de\,δέ,particle,polloi\,πολύς,adjective,me\n,μέν,particle,ne/oi,νέος,adjective,swfronou=ntes,σωφρονέω,verb,polloi\,πολύς,adjective,de\,δέ,particle,presbu=tai,πρεσβύτης,noun,paroinou=ntes,παροινέω,verb,ou)de\n,οὐδείς,pronoun,ma=llon,μᾶλλον,adverb,tw=|,ὁ,article,diw/konti,διώκω,verb,h)\,ἠέ,conjunction,tw=|,ὁ,article,feu/gonti,φεύγω,verb,tekmh/rion,τεκμήριον,noun,gi/gnontai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koinou=,κοινός,adjective,de\,δέ,particle,tou=,ὁ,article,tekmhri/ou,τεκμήριον,noun,h(mi=n,ἐγώ,pronoun,o)/ntos,εἰμί,verb,ltkai\gt,,,tou/tw|,οὗτος,pronoun,tw=|,ὁ,article,panti\,πᾶς,adjective,proe/xomen,προέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,ga\r,γάρ,particle,ma/rtures,μάρτυς,noun,tou=to/n,οὗτος,pronoun,fasin,φημί,verb,a)/rcai,ἄρχω,verb,th=s,ὁ,article,plhgh=s,πληγή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/rcantos,ἄρχω,verb,de\,δέ,particle,tou/tou,οὗτος,pronoun,kai\,καί,conjunction,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,a(pa/ntwn,ἅπας,adjective,lttw=ngt,,,kathgoroume/nwn,κατηγορέω,verb,a)polu/etai,ἀπολύω,verb,th=s,ὁ,article,ai)ti/as,αἰτία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/per,εἴπερ,conjunction,ga\r,γάρ,particle,o(,ὁ,article,pata/cas,πατάσσω,verb,dia\,διά,preposition,th\n,ὁ,article,plhgh\n,πληγή,noun,biasa/menos,βιάω,verb,u(ma=s,σύ,pronoun,e)pitrefqh=nai,ἐπιτρέφω,verb,i)atrw=|,ἰατρός,noun,ma=llon,μᾶλλον,adverb,tou=,ὁ,article,a)poktei/nantos,ἀποκτείνω,verb,foneu/s,φονεύς,noun,e)stin,εἰμί,verb,o(,ὁ,article,a)/rcas,ἄρχω,verb,th=s,ὁ,article,plhgh=s,πληγή,noun,foneu\s,φονεύς,noun,gi/gnetai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,ga\r,γάρ,particle,h)na/gkase,ἀναγκάζω,verb,to/n,ὁ,article,te,τε,particle,a)muno/menon,ἀμύνω,verb,a)ntitu/ptein,ἀντιτύπτω,verb,to/n,ὁ,article,te,τε,particle,plhge/nta,πλήσσω,verb,e)pi\,ἐπί,preposition,to\n,ὁ,article,i)atro\n,ἰατρός,noun,e)lqei=n,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)no/sia,ἀνόσιος,adjective,ga\r,γάρ,particle,lta)\ngt,,,o(,ὁ,article,diwko/menos,διώκω,verb,pa/qoi,πάσχω,verb,ei),εἰ,conjunction,mh/te,μήτε,particle,a)poktei/nas,ἀποκτείνω,verb,u(pe\r,ὑπέρ,preposition,tou=,ὁ,article,a)poktei/nantos,ἀποκτείνω,verb,mh/te,μήτε,particle,a)/rcas,ἄρχω,verb,u(pe\r,ὑπέρ,preposition,tou=,ὁ,article,a)/rcantos,ἄρχω,verb,foneu\s,φονεύς,noun,e)/stai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,de\,δέ,particle,ou)de\,οὐδέ,particle,o(,ὁ,article,e)pibouleu/sas,ἐπιβουλεύω,verb,ou)de\n,οὐδείς,pronoun,ma=llon,μᾶλλον,adverb,o(,ὁ,article,diwko/menos,διώκω,verb,tou=,ὁ,article,diw/kontos,διώκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga\r,γάρ,particle,o(,ὁ,article,me\n,μέν,particle,a)/rcas,ἄρχω,verb,th=s,ὁ,article,plhgh=s,πληγή,noun,tu/ptein,τύπτω,verb,kai\,καί,conjunction,mh\,μή,conjunction,a)poktei/nein,ἀποκτείνω,verb,dienoh/qh,διανοέομαι,verb,o(,ὁ,article,de\,δέ,particle,a)muno/menos,ἀμύνω,verb,a)poktei=nai,ἀποκτείνω,verb,ou(=tos,οὗτος,pronoun,a)\n,ἄν,particle,o(,ὁ,article,e)pibouleu/sas,ἐπιβουλεύω,verb,ei)/h,ἀίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,de\,δέ,particle,kai\,καί,conjunction,o(,ὁ,article,a)muno/menos,ἀμύνω,verb,tu/ptein,τύπτω,verb,kai\,καί,conjunction,ou)k,οὐ,adverb,a)poktei=nai,ἀποκτείνω,verb,dianohqei\s,διανοέομαι,verb,h(/marten,ἁμαρτάνω,verb,ei)s,εἰς,preposition,a(\,ὅς,pronoun,ou)k,οὐ,adverb,e)bou/leto,βούλομαι,verb,pata/cas,πατάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,plhgh=s,πληγή,noun,bouleuth\s,βουλευτής,noun,e)ge/neto,γίγνομαι,verb,to\n,ὁ,article,de\,δέ,particle,qa/naton,θάνατος,adjective,pw=s,πῶς,adverb,a)\n,ἄν,particle,e)pebou/leusen,ἐπιβουλεύω,verb,o(/s,ὅς,pronoun,ge,γε,particle,a)kousi/ws,ἀεκούσιος,adjective,e)pa/tacen,πατάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)kei=on,οἰκεῖος,adjective,de\,δέ,particle,kai\,καί,conjunction,to\,ὁ,article,a(ma/rthma,ἁμάρτημα,noun,tw=|,ὁ,article,a)/rcanti,ἄρχω,verb,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,tw=|,ὁ,article,a)munome/nw|,ἀμύνω,verb,e)sti/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,a(\,ὅς,pronoun,e)/pasxen,πάσχω,verb,a)ntidra=n,ἀντιδράω,verb,zhtw=n,ζητέω,verb,u(p',ὑπό,preposition,e)kei/nou,ἐκεῖνος,pronoun,biazo/menos,βιάζω,verb,e)ch/marten,ἐξαμαρτάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,dia\,διά,preposition,th\n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,a)kolasi/an,ἀκολασία,noun,pa/nta,πᾶς,adjective,drw=n,δράω,verb,kai\,καί,conjunction,pa/sxwn,πάσχω,verb,kai\,καί,conjunction,th=s,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,kai\,καί,conjunction,th=s,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,a(marti/as,ἁμαρτία,noun,ltai)/tios,,,w)\ngt,,,di/kaios,δίκαιος,adjective,foneu\s,φονεύς,noun,ei)=nai/,εἰμί,verb,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,ou)de\,οὐδέ,particle,kreisso/nws,κρείσσων,verb,a)lla\,ἀλλά,adverb,polu\,πολύς,adjective,u(podeeste/rws,ὑποδεής,adverb,w(=n,ὅς,pronoun,e)/pasxen,πάσχω,verb,h)mu/neto,ἀμύνω,verb,dida/cw,διδάσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,u(bri/zwn,ὑβρίζω,verb,kai\,καί,conjunction,paroinw=n,παροινέω,verb,pa/nt',πᾶς,adjective,e)/dra,δράω,verb,kai\,καί,conjunction,ou)de\n,οὐδείς,pronoun,h)mu/nato,ἀμύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,mh\,μή,conjunction,pa/sxein,πάσχω,verb,a)lla\,ἀλλά,adverb,a)pwqei=sqai,ἀπωθέω,verb,zhtw=n,ζητέω,verb,a(/,ὅς,pronoun,te,τε,particle,e)/pasxen,πάσχω,verb,a)kousi/ws,ἀεκούσιος,adjective,e)/pasxen,πάσχω,verb,a(/,ὅς,pronoun,t',τε,particle,e)/drase,δράω,verb,ta\,ὁ,article,paqh/mata,πάθημα,noun,boulo/menos,βούλομαι,verb,diafugei=n,διαφεύγω,verb,e)lasso/nws,ἐλάσσων,adjective,h)\,ἠέ,conjunction,kat',κατά,preposition,a)ci/an,ἄξιος,adjective,to\n,ὁ,article,a)/rcanta,ἄρχω,verb,h)mu/neto,ἀμύνω,verb,kai\,καί,conjunction,ou)k,οὐ,adverb,e)/dra,δράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,krei/sswn,κρείσσων,verb,w)\n,εἰμί,verb,ta\s,ὁ,article,xei=ras,χείρ,noun,kreisso/nws,κρείσσων,verb,h)mu/neto,ἀμύνω,verb,h)\,ἠέ,conjunction,e)/pasxen,πάσχω,verb,ou)d',οὐδέ,particle,ou(/tw,οὕτως,adverb,di/kaios,δίκαιος,adjective,u(f',ὑπό,preposition,u(mw=n,σύ,pronoun,katalamba/nesqai/,καταλαμβάνω,verb,e)sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
