word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/16/lemma/@_entry,word/16/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS
dou=nai,δίδωμι,verb,me\n,μέν,particle,ga\r,γάρ,particle,o(,ὁ,article,no/mos,νόμος,noun,ou)deni\,οὐδείς,pronoun,e)a=|,ta\,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,e)a\n,ἐάν,conjunction,u(po\,ὑπό,preposition,gh/rws,γῆρας,noun,h)\,ἠέ,conjunction,u(po\,ὑπό,preposition,no/sou,νόσος,noun,h)\,ἠέ,conjunction,u(po\,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,a(\,ὅς,pronoun,kai\,καί,conjunction,u(mei=s,σύ,pronoun,i)/ste,οἶδα,verb,paranoh/sh|,παρανόησις,noun,,,,,,,,,,ἀίω,verb,ὑπό,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kata\,κατά,preposition,de\,δέ,particle,to\,ὁ,article,ge/nos,γένος,noun,kai\,καί,conjunction,ta\,ὁ,article,tou=,o(pwsou=n,ὁπωσοῦν,conjunction,diakeime/nou,διάκειμαι,verb,o(,ὁ,article,e)ggu/tata,ἐγγύτατος,adjective,ge/nous,γένος,noun,a)namfisbhth/tws,ἀναμφισβήτητος,adjective,lamba/nei,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xwri\s,χωρίς,adverb,de\,δέ,particle,tou/twn,οὗτος,pronoun,tai=s,ὁ,article,me\n,μέν,particle,diaqh/kais,διαθήκη,noun,dia\,martu/rwn,μάρτυρος,noun,u(ma=s,σύ,pronoun,dei=,δέομαι,verb,pisteu=sai,πιστεύω,verb,u(f',ὑπό,preposition,w(=n,ὅς,pronoun,e)/ni,ἐν,preposition,kai\,καί,conjunction,e)capathqh=nai,ἐξαπατάω,verb,ou),ga\r,γάρ,particle,a)\n,ἄν,particle,h)=san,εἰμί,verb,yeudomarturi/wn,ψευδομαρτυρέω,verb,e)piskh/yeis),ἐπισκήπτω,verb,th=|,ὁ,article,d',δέ,particle,a)gxistei/a|,ἀγχιστεία,noun,di',διά,preposition,u(mw=n,σύ,pronoun,διά,preposition,οὐ,adverb,au)tw=n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kata\,κατά,preposition,ga\r,γάρ,particle,tou\s,ὁ,article,no/mous,νόμος,noun,oi(,ὁ,article,suggenei=s,συγγενεύς,noun,a)mfisbhtou=sin,ou(\s,ὅς,pronoun,u(mei=s,σύ,pronoun,e)/qesqe,ἔθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀμφισβητέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,de\,δέ,particle,tou/tois,οὗτος,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,ei),εἰ,conjunction,me\n,oi(,ὁ,article,kata\,κατά,preposition,ta\s,ὁ,article,diaqh/kas,διαθήκη,noun,a)mfisbhtou=ntes,ἀμφισβητέω,verb,o(mologoume/nws,ὁμολογουμένως,adverb,*nikostra/tw|,Νικόστρατος,proper,e)pith/deioi,ἐπιτήδειος,adjective,o)/ntes,εἰμί,verb,e)tu/gxanon,to\,ὁ,article,me\n,μέν,particle,a)kribe\s,ἀκριβής,adjective,ou)d',οὐδέ,particle,a)\n,ἄν,particle,ou(/tws,οὕτως,adverb,o(/mws,ὅμως,conjunction,me/ntoi,μέντοι,particle,ma=llon,μᾶλλον,adverb,ei)ko\s,ἔοικα,verb,μέν,particle,τυγχάνω,verb,h)=n,εἰμί,verb,a)lhqei=s,ἀληθής,adjective,ei)=nai,εἰμί,verb,do/cein,δοκέω,verb,ta\s,ὁ,article,diaqh/kas,διαθήκη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/dh,ἤδη,adverb,ga/r,γάρ,particle,tines,τις,pronoun,ou)k,οὐ,adverb,eu)=,εὖ,adverb,diakei/menoi,διάκειμαι,verb,toi=s,suggene/sin,συγγενής,adverb,o)qnei/ous,ὀθνεῖος,adjective,fi/lous,φῖλος,noun,tw=n,ὁ,article,pa/nu,πάνυ,adverb,sfo/dra,σφόδρα,adverb,proshko/ntwn,προσήκω,verb,peri\,περί,preposition,plei/onos,πλείων,verb,e)poih/santo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,de\,δέ,particle,ou)/te,οὔτε,adverb,sussi/tous,σύσσιτος,noun,ou)/te,οὔτε,adverb,fi/lous,φίλος,adjective,ou)/t',e)n,ἐν,preposition,ta/cei,τάξις,noun,th=|,ὁ,article,au)th=|,αὐτός,pronoun,tou/twn,οὗτος,pronoun,d',δέ,particle,u(mi=n,σύ,pronoun,ma/rturas,μάρτυς,noun,a(pa/ntwn,ἅπας,adjective,paresxh/meqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὔτε,adverb,εἰσχάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\,ὅς,pronoun,de\,δέ,particle,me/giston,μέγας,adverb,kai\,καί,conjunction,ma/lista,μάλιστα,adverb,th=s,ὁ,article,*xaria/dou,a)naidei/as,ἀναίδεια,adjective,katamarturei=,καταμαρτυρέω,verb,tou=to,οὗτος,pronoun,ske/yasqe,σκέπτομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/pou,ὅπου,adverb,ga\r,γάρ,particle,to\n,ὁ,article,au(to\n,ἑαυτοῦ,pronoun,poihsa/menon,ποιέω,verb,ou)/t',οὔτε,adverb,a)poqano/nta,a)nei/leto,ἀναιρέω,verb,ou)/t',οὔτε,adverb,e)/kausen,καίω,verb,ou)/te,οὔτε,adverb,w)stolo/ghsen,ὀστολογέω,verb,a)lla\,ἀλλά,adverb,pa/nta,πᾶς,adjective,toi=s,ὁ,article,mhde\n,μηδείς,pronoun,prosh/kousi,parh=ke,παρήκω,verb,poih=sai,ποιέω,verb,pw=s,πῶς,adverb,ou)k,οὐ,adverb,lta)\ngt,,,a)nosiw/tatos,ἀνόσιος,adjective,ei)/h,ἀίω,verb,o(\s,ὅς,pronoun,tw=|,τίς,pronoun,teqnew=ti,θνήσκω,verb,ἀποθνήσκω,verb,προσήκω,verb,mhde\n,μηδείς,pronoun,tw=n,ὁ,article,nomizome/nwn,νομίζω,verb,poih/sas,ποιέω,verb,tw=n,ὁ,article,xrhma/twn,χρῆμα,adjective,au)tou=,αὐτός,pronoun,klhronomei=n,κληρονομέω,verb,a)cioi=,ἀξιόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,nh\,νή,preposition,*di/a,Δίη,proper,e)peidh\,ἐπεί,conjunction,tou/twn,οὗτος,pronoun,ou)de\n,οὐδείς,pronoun,e)poi/hse,th\n,ὁ,article,ou)si/an,οὐσία,adjective,tou=,ὁ,article,*nikostra/tou,Νικόστρατος,proper,diexei/risen,διαχειρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,memartu/rhtai,μαρτυρέω,verb,u(mi=n,σύ,pronoun,kai\,καί,conjunction,ta\,plei=sta,πλεῖστος,adjective,ou)d',οὐδέ,particle,au)to\s,αὐτός,pronoun,a)rnei=tai,ἀρνέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
profa/seis,πρόφασις,noun,de\,δέ,particle,oi)/omai,οἴομαι,verb,a)nagkai/as,ἀναγκαῖος,adjective,e)f',ἐπί,preposition,e(ka/stas,ἕκαστος,adjective,tw=n,pra/cewn,πρᾶξις,adjective,eu(rh=sqai,εὑρίσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ga\r,γάρ,particle,u(polei/petai,ὑπολείπω,verb,tw=|,ὁ,article,diarrh/dhn,διαρρήδην,adverb,o(mologou=nti,ὁμολογέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
safw=s,σαφής,adverb,me\n,μέν,particle,ou)=n,οὖν,particle,i)/ste,οἶδα,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,o(/ti,ou(=toi,οὗτος,pronoun,ou),οὐ,adverb,dikai/ws,δίκαιος,adjective,tw=n,ὁ,article,*nikostra/tou,Νικόστρατος,proper,e)fi/entai,ἐφίημι,verb,a)lla\,ἀλλά,adverb,bou/lontai,βούλομαι,verb,me\n,μέν,particle,u(ma=s,e)capath=sai,ἐξαπατάω,verb,toutousi\,οὗτος,pronoun,de\,δέ,particle,suggenei=s,συγγενεύς,noun,o)/ntas,εἰμί,verb,e)kei/nou,ἐκεῖνος,pronoun,a(\,ὅς,pronoun,oi(,ὁ,article,no/moi,νόμος,noun,e)/dosan,δίδωμι,verb,ὅστις,pronoun,σύ,pronoun,au)toi=s,αὐτός,pronoun,a)posterh=sai,ἀποστερέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mo/nos,μόνος,adjective,de\,δέ,particle,*xaria/dhs,,,tou=to,οὗτος,pronoun,pepoi/hken,ποιέω,verb,a)lla\,kai\,καί,conjunction,a)/lloi,ἄλλος,adjective,polloi\,πολύς,adjective,h)/dh,ἤδη,adverb,tw=n,ὁ,article,e)n,ἐν,preposition,th=|,ὁ,article,u(perori/a|,ὑπερορία,noun,a)poqnh|sko/ntwn,ἀποθνήσκω,verb,ou)de\,gignw/skontes,γιγνώσκω,verb,e)ni/ous,ἔνιοι,adjective,th=s,ὁ,article,ou)si/as,οὐσία,adjective,h)mfisbh/thsan,ἀμφισβητέω,verb,,,,,,,,,,,,,,,,ἀλλά,adverb,οὐδέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqumou=ntai,ἐνθυμέομαι,verb,ga\r,γάρ,particle,o(/ti,ὅστις,pronoun,katorqw/sasi,κατορθόω,verb,me\n,μέν,particle,lte)/staigt,,,ta\,a)llo/tria,ἀλλότριος,adjective,e)/xein,ἔχω,verb,diamartou=si,διαμαρτάνω,verb,de\,δέ,particle,mikro\s,μικρός,adjective,o(,ὁ,article,ki/ndunos,κίνδυνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marturei=n,μαρτυρέω,verb,de\,δέ,particle,kai\,καί,conjunction,ta\,ὁ,article,yeudh=,ψευδής,adverb,tines,τις,pronoun,e)qe/lousin,oi(,ἕ,pronoun,d',δέ,particle,e)/legxoi,ἔλεγχος,noun,peri\,περί,preposition,a)fanw=n,ἀφανής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐθέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunelo/nti,συναιρέω,verb,polu\,πολύς,adjective,to\,ὁ,article,diafe/ron,διαφέρω,verb,kata\,κατά,preposition,ge/nos,γένος,noun,h)\,kata\,κατά,preposition,do/sin,δόσις,noun,a)mfisbhtei=n,ἀμφισβητέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἠέ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,u(ma=s,σύ,pronoun,xrh/,χρή,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,prw=ton,πρότερος,adjective,me\n,ta\s,ὁ,article,diaqh/kas,διαθήκη,noun,skopei=n,σκοπάω,verb,ei),εἰ,conjunction,dokou=si,δοκέω,verb,gene/sqai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,ga\r,γάρ,particle,oi(/,ἕ,pronoun,te,τε,particle,no/moi,νόμος,noun,ltu(fgthgou=ntai,,,kai\,dikaio/tato/n,δίκαιος,adjective,e)sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,safw=s,σαφής,adverb,de\,δέ,particle,mh/t',μήτε,particle,au)tou\s,αὐτός,pronoun,th\n,ὁ,article,a)lh/qeian,ei)do/tas,οἶδα,verb,mh/te,μήτε,particle,tw=n,ὁ,article,martu/rwn,μάρτυρος,noun,tou=,ὁ,article,teleuth/santos,τελευτάω,verb,e)pithdei/wn,ἐπιτήδειος,adjective,o)/ntwn,εἰμί,verb,a)lla\,ἀλλά,adverb,*xaria/dou,tou=,ὁ,article,ta)llo/tria,ἀλλότριος,adjective,boulome/nou,βούλομαι,verb,labei=n,λαμβάνω,verb,ti/,τίς,pronoun,a)\n,ἄν,particle,ei)/h,ἀίω,verb,dikaio/teron,δίκαιος,adjective,h)\,ἠέ,conjunction,toi=s,ὁ,article,ἀλήθεια,adjective,,,suggene/si,συγγενής,adverb,ta\,ὁ,article,tou=,ὁ,article,suggenou=s,συγγενής,adverb,yhfi/zesqai,ψηφίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,ei)/,εἰ,conjunction,ti,τις,pronoun,oi(/de,ὅδε,pronoun,e)/paqon,πάσχω,verb,ou)deni\,a)\n,ἄν,particle,a)/llw|,ἄλλος,adjective,h)\,ἠέ,conjunction,*nikostra/tw|,Νικόστρατος,proper,ta\,ὁ,article,tou/twn,οὗτος,pronoun,e)ge/neto,γίγνομαι,verb,kata\,κατά,preposition,ga\r,γάρ,particle,to\,au)to\,αὐτός,pronoun,ge/nos,γένος,noun,a)\n,ἄν,particle,h)mfisbh/tei,ἀμφισβητέω,verb,a)neyio\s,ἀνεψιός,noun,w)\n,εἰμί,verb,au)toi=s,αὐτός,pronoun,e)k,ἐκ,preposition,patrade/lfwn,πατράδελφος,noun,,,,οὐδείς,pronoun,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma\,μά,particle,*di/',Δίη,proper,a)ll',ἀλλά,adverb,ou)k,οὐ,adverb,e)/stin,εἰμί,verb,o(,ὁ,article,*(/agnwn,ou)d',οὐδέ,particle,o(,ὁ,article,*(agno/qeos,,,tou=,ὁ,article,*nikostra/tou,Νικόστρατος,proper,suggenh/s,συγγενής,adverb,w(s,ὡς,conjunction,oi(,ὁ,article,a)nti/dikoi/,ἀντίδικος,adjective,fasin,a)ll',ἀλλά,adverb,e(/teroi,ἕτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,Ἅγνων,proper,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,tw=|,ὁ,article,me\n,μέν,particle,kata\,κατά,preposition,th\n,ὁ,article,do/sin,δόσις,noun,tou=,klh/rou,κλῆρος,adjective,laxo/nti,λαγχάνω,verb,marturou=sin,μαρτύρομαι,verb,au)toi\,αὐτός,pronoun,de\,δέ,particle,kata\,κατά,preposition,to\,ὁ,article,ge/nos,γένος,noun,ou)k,οὐ,adverb,a)mfisbhth/sousin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ἀμφισβητέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,ei)s,εἰς,preposition,tou=to/,οὗτος,pronoun,ge,γε,particle,a)noi/as,ἄνοια,noun,h(/kousin,w(/ste,ὥστε,conjunction,pisteu/santes,πιστεύω,verb,tai=s,ὁ,article,diaqh/kais,διαθήκη,noun,ou(/tw,οὕτως,adverb,r(a|di/ws,ῥᾴδιος,adjective,tosou/twn,τοσοῦτος,adjective,xrhma/twn,χρῆμα,adjective,a)fi/stantai,ἀφίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἥκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,mh\n,μήν,particle,kai\,καί,conjunction,e)c,ἐκ,preposition,w(=n,ὅς,pronoun,au)toi\,αὐτός,pronoun,ou(=toi,le/gousi,λέγω,verb,tou/sde,ὅδε,pronoun,toi=s,ὁ,article,suggene/sin,συγγενής,adverb,au)toi=s,αὐτός,pronoun,e)pidika/sasqai,ἐπιδικάζω,verb,sumfe/rei,συμφέρω,verb,tw=n,ὁ,article,*nikostra/tou,Νικόστρατος,proper,ma=llon,h)\,ἠέ,conjunction,*xaria/dhn,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,μᾶλλον,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)s,εἰς,preposition,ga\r,γάρ,particle,to\n,ὁ,article,loipo\n,λοιπός,adjective,xro/non,χρόνος,noun,ei),εἰ,conjunction,me\n,oi(/de,ὅδε,pronoun,kata\,κατά,preposition,to\,ὁ,article,ge/nos,γένος,noun,a)mfisbhtou=ntes,ἀμφισβητέω,verb,lh/yontai,λαμβάνω,verb,to\n,ὁ,article,klh=ron,κλῆρος,adjective,e)ce/stai,ἔξεστι,verb,kai\,tou/tois,οὗτος,pronoun,o(po/tan,ὁπόταν,adverb,bou/lwntai,βούλομαι,verb,kata\,κατά,preposition,to\,ὁ,article,ge/nos,γένος,noun,laxou=sin,λαγχάνω,verb,e)pidei=cai,ἐπιδείκνυμι,verb,u(mi=n,σύ,pronoun,w(s,ὡς,conjunction,μέν,particle,καί,conjunction,au)toi\,αὐτός,pronoun,e)ggute/rw,ἐγγύτερος,adjective,h)=san,εἰμί,verb,tou=,ὁ,article,*nikostra/tou,Νικόστρατος,proper,kai\,καί,conjunction,w(s,ὡς,conjunction,*smi/krou,,,h)=n,εἰμί,verb,kai\,καί,conjunction,ou),οὐ,adverb,*qrasuma/xou,Θρασύμαχος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,de\,δέ,particle,*xaria/dhs,,,au)tw=n,αὐτός,pronoun,klhronomh/sh|,κληρονομέω,verb,ou)k,οὐ,adverb,e)/stai,ou)deni\,οὐδείς,pronoun,suggenei=,συγγενής,adverb,e)pi\,ἐπί,preposition,ta\,ὁ,article,*nikostra/tou,Νικόστρατος,proper,e)lqei=n,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kata\,κατά,preposition,do/sin,δόσις,noun,ga\r,γάρ,particle,e)/xontos,ἔχω,verb,tou=,ὁ,article,e)pidedikasme/nou,ἐπιδικάζω,verb,ti/,fanou=ntai,φαίνω,verb,le/gontes,λέγω,verb,oi(,ὁ,article,kata\,κατά,preposition,to\,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
