word/0/@_form,word/1/@_form,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/lemma/@_entry,word/1/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS
e)/legon,ou)=n,oi(,ὁ,article,*)ioudai=oi,Ἰουδαῖος,proper,*)/ide,εἶδον,verb,pw=s,πῶς,adverb,e)fi/lei,φιλέω,verb,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,λέγω,verb,οὖν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tine\s,de\,e)c,ἐκ,preposition,au)tw=n,αὐτός,pronoun,ei)=pan,εἶπον,verb,*ou)k,οὐ,adverb,e)du/nato,δύναμαι,verb,ou(=tos,οὗτος,pronoun,o(,ὁ,article,a)noi/cas,ἀνοίγνυμι,verb,tou\s,ὁ,article,o)fqalmou\s,ὀφθαλμός,noun,tou=,ὁ,article,tuflou=,τυφλός,adjective,poih=sai,ποιέω,verb,i(/na,ἵνα,conjunction,kai\,καί,conjunction,τις,pronoun,δέ,particle,ou(=tos,οὗτος,pronoun,mh\,μή,conjunction,a)poqa/nh|,ἀποθνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)ihsou=s,ou)=n,pa/lin,πάλιν,adverb,e)mbrimw/menos,ἐμβριμάομαι,verb,e)n,ἐν,preposition,e(autw=|,ἑαυτοῦ,pronoun,e)/rxetai,ἔρχομαι,verb,ei)s,εἰς,preposition,to\,ὁ,article,mnhmei=on,μνημεῖον,noun,,,,,,,,,,,,,,,,,,,,,,Ἰησοῦς,proper,οὖν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,de\,sph/laion,σπήλαιον,noun,kai\,καί,conjunction,li/qos,λίθος,adjective,e)pe/keito,ἐπίκειμαι,verb,e)p',ἐπί,preposition,au)tw=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/gei,o(,*)ihsou=s,Ἰησοῦς,proper,*)/arate,Ἄρατος,proper,to\n,ὁ,article,li/qon,λίθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λέγω,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/gei,au)tw=|,h(,ὁ,article,a)delfh\,ἀδελφή,noun,tou=,ὁ,article,teteleuthko/tos,τελευτάω,verb,*ma/rqa,,,*ku/rie,κύριος,adjective,h)/dh,ἤδη,adverb,o)/zei,ὄζω,verb,tetartai=os,τεταρταῖος,adjective,ga/r,γάρ,particle,e)stin,εἰμί,verb,,,,,,,,,,,,,λέγω,verb,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/gei,au)th=|,o(,ὁ,article,*)ihsou=s,Ἰησοῦς,proper,*ou)k,οὐ,adverb,ei)=po/n,εἶπον,verb,soi,σύ,pronoun,o(/ti,ὅστις,pronoun,e)a\n,ἐάν,conjunction,pisteu/sh|s,πιστεύω,verb,o)/yh|,ὁράω,verb,th\n,ὁ,article,do/can,δόξα,noun,tou=,ὁ,article,qeou=,θεός,noun,,,,,,,λέγω,verb,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=ran,ou)=n,to\n,ὁ,article,li/qon,λίθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αἴρω,verb,οὖν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,de\,*)ihsou=s,Ἰησοῦς,proper,h)=ren,αἴρω,verb,tou\s,ὁ,article,o)fqalmou\s,ὀφθαλμός,noun,a)/nw,ἄνω,adverb,kai\,καί,conjunction,ei)=pen,εἶπον,verb,*pa/ter,πατήρ,noun,eu)xaristw=,εὐχαριστέω,verb,soi,σύ,pronoun,o(/ti,ὅστις,pronoun,h)/kousa/s,ἀκούω,verb,mou,ἐγώ,pronoun,e)gw\,ἐγώ,pronoun,de\,δέ,particle,ὁ,article,δέ,particle,h)/|dein,οἶδα,verb,o(/ti,ὅστις,pronoun,pa/ntote/,πάντοτε,adverb,mou,ἐγώ,pronoun,a)kou/eis,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,dia\,to\n,ὁ,article,o)/xlon,ὄχλος,noun,to\n,ὁ,article,periestw=ta,περιίστημι,verb,ei)=pon,εἶπον,verb,i(/na,ἵνα,conjunction,pisteu/swsin,πιστεύω,verb,o(/ti,ὅστις,pronoun,su/,σύ,pronoun,me,ἐγώ,pronoun,a)pe/steilas,ἀποστέλλω,verb,,,,,,,,,,,,,ἀλλά,adverb,διά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,tau=ta,ei)pw\n,εἶπον,verb,fwnh=|,φωνή,noun,mega/lh|,μέγας,adverb,e)krau/gasen,κραυγάζω,verb,*la/zare,,,deu=ro,δεῦρο,adverb,e)/cw,ἔξω,adverb,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ch=lqen,o(,teqnhkw\s,θνήσκω,verb,dedeme/nos,δέω,verb,tou\s,ὁ,article,po/das,πούς,noun,kai\,καί,conjunction,ta\s,ὁ,article,xei=ras,χείρ,noun,keiri/ais,κειρία,noun,kai\,καί,conjunction,h(,ὁ,article,o)/yis,ὄψις,noun,au)tou=,αὐτός,pronoun,soudari/w|,σουδάριον,noun,periede/deto,περιδέω,verb,,,,ἐξέρχομαι,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/gei,o(,*)ihsou=s,Ἰησοῦς,proper,au)toi=s,αὐτός,pronoun,*lu/sate,λύω,verb,au)to\n,αὐτός,pronoun,kai\,καί,conjunction,a)/fete,ἀφίημι,verb,au)to\n,αὐτός,pronoun,u(pa/gein,ὑπάγω,verb,,,,,,,,,,,,,,,,,,,,,,λέγω,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*polloi\,ou)=n,e)k,ἐκ,preposition,tw=n,ὁ,article,*)ioudai/wn,Ἰουδαῖος,proper,oi(,ἕ,pronoun,e)lqo/ntes,ἔρχομαι,verb,pro\s,πρός,preposition,th\n,ὁ,article,*maria\m,,,kai\,καί,conjunction,qeasa/menoi,θεάομαι,verb,o(\,ὅς,pronoun,e)poi/hsen,ποιέω,verb,e)pi/steusan,πιστεύω,verb,ei)s,εἰς,preposition,au)to/n,αὐτός,pronoun,πολύς,adjective,οὖν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tine\s,de\,e)c,ἐκ,preposition,au)tw=n,αὐτός,pronoun,a)ph=lqon,ἀπέρχομαι,verb,pro\s,πρός,preposition,tou\s,ὁ,article,*farisai/ous,Φαρισαῖος,proper,kai\,καί,conjunction,ei)=pan,εἶπον,verb,au)toi=s,αὐτός,pronoun,a(\,ὅς,pronoun,e)poi/hsen,ποιέω,verb,*)ihsou=s,Ἰησοῦς,proper,,,,,,,,,,τις,pronoun,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*sunh/gagon,ou)=n,oi(,ὁ,article,a)rxierei=s,ἀρχιερεύς,adjective,kai\,καί,conjunction,oi(,ὁ,article,*farisai=oi,Φαρισαῖος,proper,sune/drion,συνέδριον,noun,kai\,καί,conjunction,e)/legon,λέγω,verb,*ti/,τίς,pronoun,poiou=men,ποιέω,verb,o(/ti,ὅστις,pronoun,ou(=tos,οὗτος,pronoun,o(,ὁ,article,a)/nqrwpos,ἄνθρωπος,noun,polla\,πολύς,adjective,συνάγω,verb,οὖν,particle,poiei=,ποιέω,verb,shmei=a,σημεῖον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,a)fw=men,au)to\n,αὐτός,pronoun,ou(/tws,οὕτως,adverb,pa/ntes,πᾶς,adjective,pisteu/sousin,πιστεύω,verb,ei)s,εἰς,preposition,au)to/n,αὐτός,pronoun,kai\,καί,conjunction,e)leu/sontai,ἔρχομαι,verb,oi(,ὁ,article,*(rwmai=oi,,,kai\,καί,conjunction,a)rou=sin,ἀείρω,verb,h(mw=n,ἐγώ,pronoun,kai\,καί,conjunction,to\n,ὁ,article,ἐάν,conjunction,ἀφίημι,verb,to/pon,τόπος,noun,kai\,καί,conjunction,to\,ὁ,article,e)/qnos,ἔθνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei(=s,de/,tis,τις,pronoun,e)c,ἐκ,preposition,au)tw=n,αὐτός,pronoun,*kaia/fas,,,a)rxiereu\s,ἀρχιερεύς,adjective,w)\n,εἰμί,verb,tou=,ὁ,article,e)niautou=,ἐνιαυτός,noun,e)kei/nou,ἐκεῖνος,pronoun,ei)=pen,εἶπον,verb,au)toi=s,αὐτός,pronoun,*(umei=s,σύ,pronoun,ou)k,οὐ,adverb,oi)/date,οἶδα,verb,ou)de/n,οὐδείς,pronoun,εἷς,adjective,δέ,particle,ou)de\,οὐδέ,particle,logi/zesqe,λογίζομαι,verb,o(/ti,ὅστις,pronoun,sumfe/rei,συμφέρω,verb,u(mi=n,σύ,pronoun,i(/na,ἵνα,conjunction,ei(=s,εἷς,adjective,a)/nqrwpos,ἄνθρωπος,noun,a)poqa/nh|,ἀποθνήσκω,verb,u(pe\r,ὑπέρ,preposition,tou=,ὁ,article,laou=,λαός,noun,kai\,καί,conjunction,mh\,μή,conjunction,o(/lon,ὅλος,adjective,to\,ὁ,article,e)/qnos,ἔθνος,adjective,a)po/lhtai,ἀπόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tou=to,de\,a)f',ἀπό,preposition,e(autou=,ἑαυτοῦ,pronoun,ou)k,οὐ,adverb,ei)=pen,εἶπον,verb,a)lla\,ἀλλά,adverb,a)rxiereu\s,ἀρχιερεύς,adjective,w)\n,εἰμί,verb,tou=,ὁ,article,e)niautou=,ἐνιαυτός,noun,e)kei/nou,ἐκεῖνος,pronoun,e)profh/teusen,προφητεύω,verb,o(/ti,ὅστις,pronoun,e)/mellen,μέλλω,verb,*)ihsou=s,Ἰησοῦς,proper,a)poqnh/skein,ἀποθνήσκω,verb,οὗτος,pronoun,δέ,particle,u(pe\r,ὑπέρ,preposition,tou=,ὁ,article,e)/qnous,ἔθνος,adjective,kai\,καί,conjunction,ou)x,οὐ,adverb,u(pe\r,ὑπέρ,preposition,tou=,ὁ,article,e)/qnous,ἔθνος,adjective,mo/non,μόνος,adjective,a)ll',ἀλλά,adverb,i(/na,ἵνα,conjunction,kai\,καί,conjunction,ta\,ὁ,article,te/kna,τέκνον,noun,tou=,ὁ,article,qeou=,θεός,noun,ta\,ὁ,article,dieskorpisme/na,διασκορπίζω,verb,sunaga/gh|,συνάγω,verb,ei)s,εἰς,preposition,e(/n,εἷς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)ap',e)kei/nhs,ou)=n,οὖν,particle,th=s,ὁ,article,h(me/ras,ἡμέρα,noun,e)bouleu/santo,βουλεύω,verb,i(/na,ἵνα,conjunction,a)poktei/nwsin,ἀποκτείνω,verb,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,ἄπιος,adjective,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(o,ou)=n,*)ihsou=s,Ἰησοῦς,proper,ou)ke/ti,οὐκέτι,adverb,parrhsi/a|,παρρησία,noun,periepa/tei,περιπατέω,verb,e)n,ἐν,preposition,toi=s,ὁ,article,*)ioudai/ois,Ἰουδαῖος,proper,a)lla\,ἀλλά,adverb,a)ph=lqen,ἀπέρχομαι,verb,e)kei=qen,ἐκεῖθεν,adverb,ei)s,εἰς,preposition,th\n,ὁ,article,xw/ran,χώρα,noun,e)ggu\s,ἐγγύς,adverb,th=s,ὁ,article,ὁ,article,οὖν,particle,e)rh/mou,ἐρῆμος,adjective,ei)s,εἰς,preposition,*)efrai\m,,,legome/nhn,λέγω,verb,po/lin,πόλις,adjective,ka)kei=,ἐκεῖ,adverb,e)/meinen,μένω,verb,meta\,μετά,preposition,tw=n,ὁ,article,maqhtw=n,μαθητής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)=hn,de\,e)ggu\s,ἐγγύς,adverb,to\,ὁ,article,pa/sxa,πάσχα,noun,tw=n,ὁ,article,*)ioudai/wn,Ἰουδαῖος,proper,kai\,καί,conjunction,a)ne/bhsan,ἀναβαίνω,verb,polloi\,πολύς,adjective,ei)s,εἰς,preposition,*)ieroso/luma,,,e)k,ἐκ,preposition,th=s,ὁ,article,xw/ras,χώρα,noun,pro\,πρό,preposition,tou=,ὁ,article,εἰμί,verb,δέ,particle,pa/sxa,πάσχα,noun,i(/na,ἵνα,conjunction,a(gni/swsin,ἁγνίζω,verb,e(autou/s,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)zh/toun,ou)=n,to\n,ὁ,article,*)ihsou=n,Ἰησοῦς,proper,kai\,καί,conjunction,e)/legon,λέγω,verb,met',μετά,preposition,a)llh/lwn,ἀλλήλων,pronoun,e)n,ἐν,preposition,tw=|,ὁ,article,i(erw=|,ἱερόν,noun,e(sthko/tes,ἵστημι,verb,*ti/,τίς,pronoun,dokei=,δοκέω,verb,u(mi=n,σύ,pronoun,,,,,,,ζητέω,verb,οὖν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ou),mh\,μή,conjunction,e)/lqh|,ἔρχομαι,verb,ei)s,εἰς,preposition,th\n,ὁ,article,e(orth/n,ἑορτή,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅστις,pronoun,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dedw/keisan,de\,oi(,ὁ,article,a)rxierei=s,ἀρχιερεύς,adjective,kai\,καί,conjunction,oi(,ὁ,article,*farisai=oi,Φαρισαῖος,proper,e)ntola\s,ἐντολή,noun,i(/na,ἵνα,conjunction,e)a/n,ἐάν,conjunction,tis,τις,pronoun,gnw=|,γιγνώσκω,verb,pou=,πού,adverb,e)sti\n,εἰμί,verb,mhnu/sh|,μηνύω,verb,o(/pws,ὅπως,conjunction,pia/swsin,πιάζω,verb,δίδωμι,verb,δέ,particle,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(o,ou)=n,*)ihsou=s,Ἰησοῦς,proper,pro\,πρό,preposition,e(\c,ἕξ,adjective,h(merw=n,ἡμέρα,noun,tou=,ὁ,article,pa/sxa,πάσχα,noun,h)=lqen,ἔρχομαι,verb,ei)s,εἰς,preposition,*bhqani/an,,,o(/pou,ὅπου,adverb,h)=n,εἰμί,verb,*la/zaros,,,o(\n,ὅς,pronoun,h)/geiren,ἀγείρω,verb,e)k,ἐκ,preposition,ὁ,article,οὖν,particle,nekrw=n,νεκρός,noun,*)ihsou=s,Ἰησοῦς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)poi/hsan,ou)=n,au)tw=|,αὐτός,pronoun,dei=pnon,δεῖπνον,noun,e)kei=,ἐκεῖ,adverb,kai\,καί,conjunction,h(,ὁ,article,*ma/rqa,,,dihko/nei,διακονέω,verb,o(,ὁ,article,de\,δέ,particle,*la/zaros,,,ei(=s,εἷς,adjective,h)=n,εἰμί,verb,e)k,ἐκ,preposition,tw=n,ὁ,article,a)nakeime/nwn,ἀνάκειμαι,verb,ποιέω,verb,οὖν,particle,su\n,σύν,preposition,au)tw=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ou)=n,*maria\m,,,labou=sa,λαμβάνω,verb,li/tran,λίτρα,noun,mu/rou,μῦρος,noun,na/rdou,νάρδον,noun,pistikh=s,πιστικός,adjective,poluti/mou,πολύτιμος,adjective,h)/leiyen,ἀλείφω,verb,tou\s,ὁ,article,po/das,πούς,noun,tou=,ὁ,article,*)ihsou=,Ἰησοῦς,proper,kai\,καί,conjunction,e)ce/macen,ἐκμάσσω,verb,tai=s,ὁ,article,ὁ,article,οὖν,particle,qrici\n,θρίξ,noun,au)th=s,αὐτός,pronoun,tou\s,ὁ,article,po/das,πούς,noun,au)tou=,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,de\,oi)ki/a,οἰκία,noun,e)plhrw/qh,πληρόω,verb,e)k,ἐκ,preposition,th=s,ὁ,article,o)smh=s,ὀσμή,noun,tou=,ὁ,article,mu/rou,μῦρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/gei,de\,*)iou/das,Ἰούδας,proper,o(,ὁ,article,*)iskariw/ths,,,ei(=s,εἷς,adjective,tw=n,ὁ,article,maqhtw=n,μαθητής,noun,au)tou=,αὐτός,pronoun,o(,ὁ,article,me/llwn,μέλλω,verb,au)to\n,αὐτός,pronoun,paradido/nai,παραδίδωμι,verb,*dia\,Ζεύς,proper,ti/,τίς,pronoun,tou=to,οὗτος,pronoun,to\,ὁ,article,λέγω,verb,δέ,particle,mu/ron,μύρον,adjective,ou)k,οὐ,adverb,e)pra/qh,πιπράσκω,verb,triakosi/wn,τριακόσιοι,adjective,dhnari/wn,δηνάριον,noun,kai\,καί,conjunction,e)do/qh,δίδωμι,verb,ptwxoi=s,πτωχός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=pen,de\,tou=to,οὗτος,pronoun,ou)x,οὐ,adverb,o(/ti,ὅστις,pronoun,peri\,περί,preposition,tw=n,ὁ,article,ptwxw=n,πτωχός,adjective,e)/melen,μέλω,verb,au)tw=|,αὐτός,pronoun,a)ll',ἀλλά,adverb,o(/ti,ὅστις,pronoun,kle/pths,κλέπτης,noun,h)=n,εἰμί,verb,kai\,καί,conjunction,to\,ὁ,article,glwsso/komon,γλωσσόκομον,noun,εἶπον,verb,δέ,particle,e)/xwn,ἔχω,verb,ta\,ὁ,article,ballo/mena,βάλλω,verb,e)ba/stazen,βαστάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
