word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/9/lemma/@_entry,word/9/lemma/@_POS,word/45/lemma/@_entry,word/45/lemma/@_POS,word/57/lemma/@_entry,word/57/lemma/@_POS,word/67/lemma/@_entry,word/67/lemma/@_POS,word/73/lemma/@_entry,word/73/lemma/@_POS,word/97/lemma/@_entry,word/97/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS
o(,ὁ,article,me\n,μέν,particle,dh\,δή,particle,peisqei\s,πείθω,verb,prou)/teine,προτείνω,verb,tw=|,ὁ,article,paidi\,παῖς,adjective,suggnw/mhn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,συγγνώμη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,dei/sas,δείδω,verb,ti,τις,pronoun,mh/nima,μήνιμα,noun,kai\,καί,conjunction,to\n,ὁ,article,strato\n,ei)dw\s,οἶδα,verb,katoknou=nta,th\n,ὁ,article,stratei/an,στρατεία,adjective,nukto\s,νύξ,adjective,e)s,εἰς,preposition,prw/tous,πρότερος,adjective,tou\s,ὁ,article,*(rwmai/wn,,,au)tomo/lous,αὐτόμολος,adjective,a)gxota/tw,ἀγχοτάτω,adverb,tou=,ὁ,article,*miqrida/tou,Μιθριδάτης,proper,stratopedeu/ontas,στρατοπεδεύω,verb,e)sh=lqe,εἰσέρχομαι,verb,kai\,καί,conjunction,to\n,ὁ,article,ki/ndunon,κίνδυνος,noun,au)toi=s,αὐτός,pronoun,i)ou=sin,εἶμι,verb,e)pi\,ἐπί,preposition,th\n,ὁ,article,*)itali/an,Ἰταλία,proper,o(/sos,ὅσος,adjective,ei)/h,ἀίω,verb,safw=s,σαφής,adverb,ei)do/sin,οἶδα,verb,u(perepai/rwn,ὑπερεπαίρω,verb,polla\,πολύς,adjective,de\,δέ,particle,me/nousin,μένω,verb,e)pelpi/sas,ἐπελπίζω,verb,e)/sesqai,εἰμί,verb,par',παρά,preposition,e(autou=,ἑαυτοῦ,pronoun,proh/gagen,προάγω,verb,e)s,εἰς,preposition,a)po/stasin,a)po\,ἀπό,preposition,tou=,ὁ,article,patro/s,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,στρατός,noun,κατοκνέω,verb,ἀπόστασις,noun,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,d',δέ,particle,e)pei/sqhsan,πείθω,verb,oi(/de,ὅδε,pronoun,th=s,ὁ,article,au)th=s,αὐτός,pronoun,nukto\s,νύξ,adjective,e)s,ta\,ὁ,article,e)ggu\s,a)/lla,ἄλλος,adjective,strato/peda,στρατόπεδον,noun,e)/pempen,πέμπω,verb,o(,ὁ,article,*farna/khs,Φαρνάκη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰς,preposition,ἐγγύς,adverb,,,,,,,,,,,,,,,,,,,,,,,,,
sunqeme/nwn,συντίθημι,verb,de\,δέ,particle,ka)kei/nwn,ἐκεῖνος,pronoun,prw=toi,πρότερος,adjective,me\n,μέν,particle,a(/ma,ἅμα,adverb,e(/w|,ἠώς,noun,h)la/lacan,oi(,ὁ,article,au)to/moloi,e)pi\,ἐπί,preposition,d',δέ,particle,e)kei/nois,ἐκεῖνος,pronoun,oi(,ὁ,article,a)ei\,ἀεί,adverb,plhsi/on,πλησίος,adjective,th\n,ὁ,article,boh\n,βοή,noun,metela/mbanon,μεταλαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀλαλάζω,verb,αὐτόμολος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,nautiko\n,ναυτικός,adjective,au)toi=s,αὐτός,pronoun,e)ph/xhsen,ἐπηχέω,verb,ou),οὐ,adverb,proeido/tes,πρόοιδα,verb,me\n,a(/pantes,ἅπας,adjective,i)/sws,o)cu/rropoi,ὀξύρροπος,adjective,d',δέ,particle,o)/ntes,εἰμί,verb,e)s,εἰς,preposition,metabola\s,μεταβολή,noun,kai\,καί,conjunction,to\,ὁ,article,dustuxou=n,δυστυχέω,verb,u(perorw=ntes,ὑπεροράω,verb,e)n,ἐν,preposition,de\,δέ,particle,tw=|,ὁ,article,kainw=|,καινός,adjective,to\,ὁ,article,eu)/elpi,εὔελπις,noun,a)ei\,ἀεί,adverb,tiqe/menoi,τίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέν,particle,ἴσως,adverb,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,kai\,καί,conjunction,a)gnoi/a|,ἄγνοια,noun,tw=n,ὁ,article,sunegnwko/twn,συγγιγνώσκω,verb,h(gou/menoi,ἡγέομαι,verb,pa/ntas,diefqa/rqai,διαφθείρω,verb,kai\,mo/noi,μόνος,adjective,e)/ti,ἔτι,adverb,o)/ntes,εἰμί,verb,e)/sesqai,εἰμί,verb,toi=s,ὁ,article,plei/osin,πλείων,verb,eu)katafro/nhtoi,εὐκαταφρόνητος,adjective,fo/bw|,φόβος,noun,kai\,καί,conjunction,a)na/gkh|,ἀνάγκη,noun,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,e(kousi/w|,ἑκούσιος,adjective,gnw/mh|,γνώμη,noun,suneph/xoun,συνεπηχέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πᾶς,adjective,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,
*miqrida/ths,Μιθριδάτης,proper,d',δέ,particle,e)gro/menos,ἔγρω,verb,u(po\,ὑπό,preposition,th=s,ὁ,article,boh=s,βοείη,noun,e)/pempe/,πέμπω,verb,tinas,e)rhsome/nous,ἔρομαι,verb,o(/,ti,τις,pronoun,xrh/|zoien,χρῄζω,verb,oi(,ἕ,pronoun,bow=ntes,βοάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τις,pronoun,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,ou)k,οὐ,adverb,e)gkaluya/menoi,ἐγκαλύπτω,verb,to\n,ὁ,article,ui(o/n,υἱός,noun,e)/fasan,φημί,verb,basileu/ein,ne/on,νέος,adjective,a)nti\,ge/rontos,γέρων,noun,eu)nou/xois,εὐνοῦχος,noun,te,τε,particle,e)kdedome/nou,ἐκδίδωμι,verb,kai\,καί,conjunction,ktei/nantos,κτείνω,verb,h)/dh,ἤδη,adverb,pollou\s,πολύς,adjective,ui(e/as,υἱός,noun,te,τε,particle,kai\,καί,conjunction,h(gemo/nas,ἡγεμών,noun,kai\,καί,conjunction,fi/lous,φῖλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,βασιλεύω,verb,ἀντί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,
w(=n,ὅς,pronoun,o(,ὁ,article,*miqrida/ths,Μιθριδάτης,proper,puqo/menos,πύθω,verb,e)ch/|ei,ἔξειμι,verb,dialeco/menos,διαλέγω,verb,au)toi=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,ti,τις,pronoun,plh=qos,πλῆθος,noun,e)k,ἐκ,preposition,frouri/ou,φρούριον,noun,toi=s,ὁ,article,au)tomo/lois,αὐτόμολος,adjective,sune/trexen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,συντρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,ou)k,οὐ,adverb,e)/fasan,φημί,verb,au)tou\s,αὐτός,pronoun,prosh/sesqai,προσίημι,verb,pri/n,πρίν,adverb,ti,a)nh/keston,ἀνήκεστος,adjective,e)s,pi/stin,πίστις,noun,e)rga/sasqai,ἐργάζομαι,verb,deiknu/ntes,δείκνυμι,verb,o(mou=,ὁμοῦ,adverb,to\n,ὁ,article,*miqrida/thn,Μιθριδάτης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τις,pronoun,εἰς,preposition,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,me\n,μέν,particle,dh\,δή,particle,to\n,ὁ,article,i(/ppon,ἵππος,noun,e)/fqasan,φθάνω,verb,au)tou=,αὐτός,pronoun,ktei=nai,fugo/ntos,φεύγω,verb,kai\,to\n,ὁ,article,*farna/khn,Φαρνάκη,proper,w(s,ὡς,conjunction,h)/dh,ἤδη,adverb,kratou=ntes,κρατέω,verb,a)nei=pon,ἀνειπεῖν,verb,basile/a,βασιλεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κτείνω,verb,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,bu/blon,βύβλος,noun,tis,τις,pronoun,platei=an,πλατεῖα,noun,fe/rwn,φέρω,verb,e)c,ἐκ,preposition,i(erou=,ἱερόν,noun,e)stefa/nwsen,au)to\n,αὐτός,pronoun,a)nti\,diadh/matos,διάδημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,στεφανόω,verb,ἀντί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,
a(/per,ὅς,pronoun,a)/nwqen,ἄνωθεν,adverb,e)k,ἐκ,preposition,peripa/tou,περίπατος,noun,qew/menos,θεάομαι,verb,e)/pempen,πέμπω,verb,e)s,εἰς,preposition,to\n,*farna/khn,Φαρνάκη,proper,a)/llon,e)p',ἐπί,preposition,a)/llow|,,,fugh\n,φυγή,noun,ai)tw=n,αἰτέω,verb,a)sfalh=,ἀσφαλής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,
ou)deno\s,οὐδείς,pronoun,de\,δέ,particle,tw=n,ὁ,article,pempome/nwn,πέμπω,verb,e)panio/ntos,ἐπάνειμι,verb,dei/sas,δείδω,verb,mh\,μή,conjunction,*(rwmai/ois,e)kdoqei/h,ἐκδίδωμι,verb,tou\s,me\n,μέν,particle,swmatofu/lakas,σωματοφύλαξ,adjective,au(tou=,ἑαυτοῦ,pronoun,kai\,καί,conjunction,fi/lous,φίλος,adjective,e)/ti,ἔτι,adverb,parame/nontas,παραμένω,verb,e)paine/sas,ἐπαινέω,verb,e)/pemyen,πέμπω,verb,e)s,εἰς,preposition,to\n,ὁ,article,ne/on,νέος,adjective,basile/a,βασιλεύς,noun,kai\,καί,conjunction,au)tw=n,αὐτός,pronoun,tinas,τις,pronoun,prosio/ntas,πρόσειμι,verb,e)/kteinen,ἐκτείνω,verb,h(,ὁ,article,stratia\,στρατία,noun,paralo/gws,παράλογος,adjective,au)to\s,αὐτός,pronoun,de\,δέ,particle,paralu/sas,παραλύω,verb,o(\,ὅς,pronoun,peri\,περί,preposition,tw=|,ὁ,article,ci/fei,ξίφος,noun,fa/rmakon,φάρμακον,noun,a)ei\,ἀεί,adverb,perie/keito,περίκειμαι,verb,e)ki/rnh,κιρνάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,
du/o,δύο,adjective,d',δέ,particle,au)tw=|,αὐτός,pronoun,qugate/res,θυγάτηρ,adjective,e)/ti,ἔτι,adverb,ko/rai,κόρη,noun,suntrefo/menai,συντρέφω,verb,*miqrida=ti/s,te,τε,particle,kai\,*nu/ssa,νύσσα,noun,toi=s,ὁ,article,*ai)gu/ptou,Αἴγυπτος,proper,kai\,καί,conjunction,*ku/prou,Κύπρος,proper,basileu=sin,βασιλεύς,noun,h)gguhme/nai,,,prolabei=n,προλαμβάνω,verb,tou=,ὁ,article,farma/kou,φάρμακον,noun,pareka/loun,παρακαλέω,verb,kai\,καί,conjunction,sfo/dra,σφόδρα,adverb,ei)/xonto,ἔχω,verb,kai\,καί,conjunction,pi/nonta,πίνω,verb,katekw/luon,κατακωλύω,verb,e(/ws,ἕως,conjunction,e)/pion,πίνω,verb,labou=sai,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tw=n,ὁ,article,me\n,μέν,particle,au)ti/ka,αὐτίκα,adverb,to\,ὁ,article,fa/rmakon,φάρμακον,noun,h(/pteto,ἅπτω,verb,tou=,de\,δέ,particle,*miqrida/tou,kai/toi,καίτοι,particle,sunto/nws,σύντονος,adjective,e)cepi/thdes,ἐξεπίτηδες,adverb,badi/zontos,βαδίζω,verb,ou)k,οὐ,adverb,e)fiknei=to,ἐφικνέομαι,verb,di',διά,preposition,e)/qos,ἔθος,noun,kai\,καί,conjunction,suntrofi/an,συντροφία,noun,e(te/rwn,ἕτερος,adjective,farma/kwn,φάρμακον,noun,oi(=s,ὅς,pronoun,e)s,εἰς,preposition,a)/munan,ἀμύνω,verb,dhlhthri/wn,δηλητήριος,adjective,e)xrh=to,χράομαι,verb,sunexw=s,συνεχής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,Μιθριδάτης,proper,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,nu=n,νῦν,adverb,e)/ti,ἔτι,adverb,fa/rmaka,φάρμακον,noun,*miqrida/teia,,,le/getai,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
