word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS
ti/,τίς,pronoun,d',δέ,particle,e)/stin,εἰμί,verb,w)=,ὦ,interjection,be/ltiste,βέλτιστος,adjective,tw=n,ὁ,article,sautou=,σαυτοῦ,pronoun,fi/lwn,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fai/nei,φαίνω,verb,ga\r,γάρ,particle,h(/kein,ἥκω,verb,a)/ggelos,ἄγγελος,noun,xrhstou=,χρηστός,adjective,tinos,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,despo/ths,δεσπότης,adjective,pe/pragen,πράσσω,verb,eu)tuxe/stata,εὐτυχής,adjective,ma=llon,μᾶλλον,adverb,d',δέ,particle,o(,ὁ,article,*plou=tos,Πλοῦτος,proper,au)to/s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nti\,ἀντί,preposition,ga\r,γάρ,particle,tuflou=,τυφλός,adjective,e)cwmma/twtai,ἐξομματόω,verb,kai\,καί,conjunction,lela/mpruntai,λαμπρύνω,verb,ko/ras,κόρη,noun,*)asklhpiou=,Ἀσκληπιός,proper,paiw=nos,Παιάν,proper,eu)menou=s,εὐμενής,adverb,tuxw/n,τυγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/geis,λέγω,verb,moi,ἐγώ,pronoun,xara/n,χαρά,noun,le/geis,λέγω,verb,moi,ἐγώ,pronoun,boa/n,βοή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/resti,πάρειμι,verb,xai/rein,χαίρω,verb,h)/n,ἐάν,conjunction,te,τε,particle,bou/lhsq',βούλομαι,verb,h)/n,ἐάν,conjunction,te,τε,particle,mh/,μή,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)naboa/somai,ἀναβοάω,verb,to\n,ὁ,article,eu)/paida,εὔπαις,noun,kai\,καί,conjunction,me/ga,μέγας,adverb,brotoi=si,βροτός,noun,fe/ggos,φέγγος,noun,*)asklhpio/n,Ἀσκληπιός,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,h(,ὁ,article,boh/,βοή,noun,pot',ποτός,adjective,e)sti/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=r',ἆρα,particle,a)gge/lletai,ἀγγέλλω,verb,xrhsto/n,χρηστός,adjective,ti,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,ga\r,γάρ,particle,poqou=s',ποθέω,verb,e)gw\,ἐγώ,pronoun,pa/lai,πάλαι,adverb,e)/ndon,ἔνδον,adverb,ka/qhmai,κάθημαι,verb,perime/nousa,περιμένω,verb,toutoni/,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taxe/ws,ταχέως,adverb,taxe/ws,ταχέως,adverb,fe/r',φέρω,verb,oi)=non,οἶνον,noun,w)=,ὦ,interjection,de/spoin',δέσποινα,noun,i(/na,ἵνα,conjunction,kau)th\,αὐτός,pronoun,pi/h|s,πῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filei=s,φιλέω,verb,de\,δέ,particle,drw=s',δράω,verb,au)to\,αὐτός,pronoun,sfo/dra,σφόδρα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,a)gaqa\,ἀγαθός,adjective,sullh/bdhn,συλλήβδην,adverb,a(/panta/,ἅπας,adjective,soi,σύ,pronoun,fe/rw,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pou=,πού,adverb,stin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,toi=s,ὁ,article,legome/nois,λέγω,verb,ei)/sei,εἴδομαι,verb,ta/xa,τάχα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe/raine,περαίνω,verb,toi/nun,τοίνυν,particle,o(/,ὅς,pronoun,ti,τις,pronoun,le/geis,λέγω,verb,a)nu/sas,ἀνύω,verb,pote/,ποτέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/koue,ἀκούω,verb,toi/nun,τοίνυν,particle,w(s,ὡς,conjunction,e)gw\,ἐγώ,pronoun,ta\,ὁ,article,pra/gmata,πρᾶγμα,noun,e)k,ἐκ,preposition,tw=n,ὁ,article,podw=n,πούς,noun,e)s,εἰς,preposition,th\n,ὁ,article,kefalh/n,κεφαλή,noun,soi,σύ,pronoun,pa/nt',πᾶς,adjective,e)rw=,ἐράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,dh=t',δῆτα,adverb,e)/moig',ἐγώ,pronoun,e)s,εἰς,preposition,th\n,ὁ,article,kefalh/n,κεφαλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,ta)gaqa\,ἀγαθός,adjective,a(\,ὅς,pronoun,nu=n,νῦν,adverb,gege/nhtai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,me\n,μέν,particle,ou)=n,οὖν,particle,ta\,ὁ,article,pra/gmata,πρᾶγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,ga\r,γάρ,particle,ta/xist',τάχιστος,adjective,a)fiko/meqa,ἀφικνέομαι,verb,pro\s,πρός,preposition,to\n,ὁ,article,qeo\n,θεός,noun,a)/gontes,ἄγω,verb,a)/ndra,ἀνήρ,noun,to/te,τότε,adverb,me\n,μέν,particle,a)qliw/taton,ἄθλιος,adjective,nu=n,νῦν,adverb,d',δέ,particle,ei)/,εἰ,conjunction,tin',τις,pronoun,a)/llon,ἄλλος,adjective,maka/rion,μακάριος,adjective,keu)dai/mona,εὐδαίμων,adjective,prw=ton,πρότερος,adjective,me\n,μέν,particle,au)to\n,αὐτός,pronoun,e)pi\,ἐπί,preposition,qa/lattan,θάλασσα,noun,h)/gomen,ἄγω,verb,e)/peit',ἔπειτα,adverb,e)lou=men,λόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nh\,νή,preposition,*di/',Δίη,proper,eu)dai/mwn,εὐδαίμων,adjective,a)/r',ἄρα,particle,h)=n,εἰμί,verb,a)nh\r,ἀνήρ,noun,ge/rwn,γέρων,noun,yuxra=|,ψυχρός,adjective,qala/tth|,θάλασσα,noun,lou/menos,λόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,pro\s,πρός,preposition,to\,ὁ,article,te/menos,τέμενος,noun,h)=|men,εἶμι,verb,tou=,ὁ,article,qeou=,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,bwmw=|,βωμός,noun,po/pana,πόπανον,noun,kai\,καί,conjunction,proqu/mata,πρόθυμα,noun,kaqwsiw/qh,καθοσιόομαι,verb,pe/lanos,πέλανος,noun,*(hfai/stou,Ἥφαιστος,proper,flogi/,φλόξ,noun,katekli/namen,κατακλίνω,verb,to\n,ὁ,article,*plou=ton,Πλοῦτος,proper,w(/sper,ὥσπερ,adverb,ei)ko\s,ἔοικα,verb,h)=n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mw=n,ἐγώ,pronoun,d',δέ,particle,e(/kastos,ἕκαστος,adjective,stiba/da,στιβάς,noun,parekattu/eto,παρακαττύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=san,εἰμί,verb,de/,δέ,particle,tines,τις,pronoun,ka)/lloi,ἄλλος,adjective,deo/menoi,δέομαι,verb,tou=,ὁ,article,qeou=,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei(=s,εἷς,adjective,me/n,μέν,particle,ge,γε,particle,*neoklei/dhs,Νεοκλείδης,proper,o(/s,ὅς,pronoun,e)sti,εἰμί,verb,me\n,μέν,particle,tuflo/s,τυφλός,adjective,kle/ptwn,κλέπτω,verb,de\,δέ,particle,tou\s,ὁ,article,ble/pontas,βλέπω,verb,u(perhko/ntiken,ὑπερακοντίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(/teroi/,ἕτερος,adjective,te,τε,particle,polloi\,πολύς,adjective,pantodapa\,παντοδαπός,adjective,nosh/mata,νόσημα,noun,e)/xontes,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,tou\s,ὁ,article,lu/xnous,λύχνος,noun,a)posbe/sas,ἀποσβέννυμι,verb,h(mi=n,ἐγώ,pronoun,parh/ggeilen,παραγγέλλω,verb,kaqeu/dein,καθεύδω,verb,tou=,ὁ,article,qeou=,θεός,noun,o(,ὁ,article,pro/polos,πρόπολος,adjective,ei)pw/n,εἶπον,verb,h)/n,ἐάν,conjunction,tis,τις,pronoun,ai)/sqhtai,αἰσθάνομαι,verb,yo/fou,ψόφος,noun,siga=n,σιγάω,verb,a(/pantes,ἅπας,adjective,kosmi/ws,κόσμιος,adjective,katekei/meqa,κατάκειμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)gw\,ἐγώ,pronoun,kaqeu/dein,καθεύδω,verb,ou)k,οὐ,adverb,e)duna/mhn,δύναμαι,verb,a)lla/,ἀλλά,adverb,me,ἐγώ,pronoun,a)qa/rhs,ἀθάρη,noun,xu/tra,χύτρα,noun,tis,τις,pronoun,e)ce/plhtte,ἐκπλήσσω,verb,keime/nh,κεῖμαι,verb,o)li/gon,ὀλίγος,adjective,a)/pwqen,ἄπωθεν,adverb,th=s,ὁ,article,kefalh=s,κεφαλή,noun,tou,τις,pronoun,gra|di/ou,γραίδιον,noun,e)f',ἐπί,preposition,h(\n,ὅς,pronoun,e)pequ/moun,ἐπιθυμέω,verb,daimoni/ws,δαιμόνιος,adjective,e)ferpu/sai,ἐφέρπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peit',ἔπειτα,adverb,a)nable/yas,ἀναβλέπω,verb,o(rw=,ὁράω,verb,to\n,ὁ,article,i(ere/a,ἱέρεια,noun,tou\s,ὁ,article,fqoi=s,φθόις,noun,a)farpa/zonta,ἀφαρπάζω,verb,kai\,καί,conjunction,ta\s,ὁ,article,i)sxa/das,ἰσχάς,noun,a)po\,ἀπό,preposition,th=s,ὁ,article,trape/zhs,τράπεζα,noun,th=s,ὁ,article,i(era=s,ἱερεύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,tou=to,οὗτος,pronoun,de\,δέ,particle,perih=lqe,περιέρχομαι,verb,tou\s,ὁ,article,bwmou\s,βωμός,noun,a(/pantas,ἅπας,adjective,e)n,ἐν,preposition,ku/klw|,κύκλος,noun,ei)/,εἰ,conjunction,pou,πού,adverb,po/panon,πόπανον,noun,ei)/h,ἀίω,verb,ti,τις,pronoun,kataleleimme/non,καταλιμπάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,tau=q',οὗτος,pronoun,h(/gizen,ἁγίζω,verb,e)s,εἰς,preposition,sa/ktan,σάκτας,noun,tina/,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)gw\,ἐγώ,pronoun,nomi/sas,νομίζω,verb,pollh\n,πολύς,adjective,o(si/an,ὁσία,noun,tou=,ὁ,article,pra/gmatos,πρᾶγμα,noun,e)pi\,ἐπί,preposition,th\n,ὁ,article,xu/tran,χύτρα,noun,th=s,ὁ,article,a)qa/rhs,ἀθάρη,noun,a)ni/stamai,ἀνίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tala/ntat',τάλας,adjective,a)ndrw=n,ἀνήρ,noun,ou)k,οὐ,adverb,e)dedoi/keis,δείδω,verb,to\n,ὁ,article,qeo/n,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nh\,νή,preposition,tou\s,ὁ,article,qeou\s,θεός,noun,e)/gwge,ἐγώ,pronoun,mh\,μή,conjunction,fqa/seie/,φθάνω,verb,me,ἐγώ,pronoun,e)pi\,ἐπί,preposition,th\n,ὁ,article,xu/tran,χύτρα,noun,e)lqw\n,ἔρχομαι,verb,e)/xwn,ἔχω,verb,ta\,ὁ,article,ste/mmata,στέμμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,ga\r,γάρ,particle,i(ereu\s,ἱερεύς,adjective,au)tou=,αὐτός,pronoun,me,ἐγώ,pronoun,prou)dida/cato,προδιδάσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,gra/|dion,γραίδιον,noun,d',δέ,particle,w(s,ὡς,conjunction,h)/|sqeto,αἰσθάνομαι,verb,dh/,δή,particle,mou,ἐγώ,pronoun,to\n,ὁ,article,yo/fon,ψόφος,noun,a)/ras',ἀράομαι,verb,u(fh/|rei,ὑφαιρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)=|ta,εἶτα,adverb,suri/cas,συρίζω,verb,e)gw\,ἐγώ,pronoun,o)da\c,ὀδάξ,adverb,e)labo/mhn,λαμβάνω,verb,w(s,ὡς,conjunction,parei/as,παρείας,noun,w)\n,εἰμί,verb,o)/fis,ὄφις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,d',δέ,particle,eu)qe/ws,εὐθύς,adverb,th\n,ὁ,article,xei=ra,χείρ,noun,pa/lin,πάλιν,adverb,a)ne/spasen,ἀνασπάω,verb,kate/keito,κατάκειμαι,verb,d',δέ,particle,au(th\n,ἑαυτοῦ,pronoun,e)ntuli/cas',ἐντυλίσσω,verb,h(suxh=|,ἡσυχάω,verb,u(po\,ὑπό,preposition,tou=,ὁ,article,de/ous,δέος,noun,bde/ousa,βδέω,verb,drimu/teron,δριμύς,adjective,galh=s,γαλέη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)gw\,ἐγώ,pronoun,to/t',τότε,adverb,h)/dh,ἤδη,adverb,th=s,ὁ,article,a)qa/rhs,ἀθάρη,noun,pollh\n,πολύς,adjective,e)/flwn,φλάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peit',ἔπειτα,adverb,e)peidh\,ἐπεί,conjunction,mesto\s,μεστός,adjective,h)=n,εἰμί,verb,a)nepallo/mhn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,qeo\s,θεός,noun,u(mi=n,σύ,pronoun,ou),οὐ,adverb,prosh/|ein,πρόσειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,tou=to,οὗτος,pronoun,d',δέ,particle,h)/dh,ἤδη,adverb,kai\,καί,conjunction,ge/loion,γέλοιος,adjective,dh=ta/,δῆτα,adverb,ti,τις,pronoun,e)poi/hsa,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prosio/ntos,πρόσειμι,verb,ga\r,γάρ,particle,au)tou=,αὐτός,pronoun,me/ga,μέγας,adverb,pa/nu,πάνυ,adverb,a)pe/pardon,ἀποπέρδομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,gasth\r,γαστήρ,noun,ga\r,γάρ,particle,e)pefu/shto/,φυσάω,verb,mou,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,pou/,πού,adverb,se,σύ,pronoun,dia\,διά,preposition,tou=t',οὗτος,pronoun,eu)qu\s,εὐθύς,adverb,e)bdelu/tteto,βδελύσσομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/k,οὐ,adverb,a)ll',ἀλλά,adverb,*)iasw\,Ἰασώ,proper,me/n,μέν,particle,tis,τις,pronoun,a)kolouqou=s',ἀκολουθέω,verb,a(/ma,ἅμα,adverb,u(phruqri/ase,ὑπερυθριάω,verb,xh),ὁ,article,*pana/kei',Πανάκεια,proper,a)pestra/fh,ἀποστρέφω,verb,th\n,ὁ,article,r(i=n',ῥίνη,noun,e)pilabou=s',ἐπιλαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,libanwto\n,λιβανωτός,noun,ga\r,γάρ,particle,bde/w,βδέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)to\s,αὐτός,pronoun,d',δέ,particle,e)kei=nos,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ma\,μά,particle,*di/',Δίη,proper,ou)d',οὐδέ,particle,e)fro/ntisen,φροντίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
