word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/64/lemma/@_entry,word/64/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/84/lemma/@_entry,word/84/lemma/@_POS,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/127/@_form,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/130/@_form,word/130/lemma/@_entry,word/130/lemma/@_POS,word/131/@_form,word/131/lemma/@_entry,word/131/lemma/@_POS,word/132/@_form,word/132/lemma/@_entry,word/132/lemma/@_POS,word/133/@_form,word/133/lemma/@_entry,word/133/lemma/@_POS,word/134/@_form,word/135/@_form,word/135/lemma/@_entry,word/135/lemma/@_POS,word/136/@_form,word/136/lemma/@_entry,word/136/lemma/@_POS,word/137/@_form,word/137/lemma/@_entry,word/137/lemma/@_POS,word/138/@_form
*pla/tos,πλάτος,adjective,de\,δέ,particle,th=s,ὁ,article,oi)koume/nhs,οἰκουμένη,noun,a)po\,ἀπό,preposition,th=s,ὁ,article,*ai)qiopikh=s,Αἰθιοπικός,adjective,qala/sshs,θάλασσα,noun,e)pi\,ἐπί,preposition,*mero/hn,Μερόη,proper,stadi/wn,στάδιον,noun,e,,,a)po\,ἀπό,preposition,*mero/hs,Μερόη,proper,ei)s,εἰς,preposition,*)aleca/ndreian,Ἀλεξανδρεία,proper,stadi/wn,στάδιον,noun,muri/wn,μυρίος,adjective,a)po\,ἀπό,preposition,de\,δέ,particle,*)alecandrei/as,Ἀλεξανδρεία,proper,e)pi\,ἐπί,preposition,*ta/nai+n,Τάναις,proper,muri/wn,μυρίος,adjective,hn,,,ta\,ὁ,article,ga\r,γάρ,particle,a)/nw,ἄνω,adverb,tw=n,ὁ,article,e)kbolw=n,ἐκβολή,noun,tou=,ὁ,article,*tana/i+dos,,,a)gnoei=tai,ἀγνοέω,verb,ei)s,εἰς,preposition,borra=n),Βορέας,proper,ou(/tws,οὕτως,adverb,a)po\,ἀπό,preposition,*)alecandrei/as,Ἀλεξανδρεία,proper,ei)s,εἰς,preposition,*li/ndon,Λίνδος,proper,*(ro/dou,,,sta/dia,στάδιον,noun,df,,,e)pi\,ἐπί,preposition,to\,ὁ,article,*qoa/nteion,,,decio\n,δεξιός,adjective,paraple/onti,παραπλέω,verb,*(ro/don,,,sta/dia,στάδιον,noun,u,,,e)pi\,ἐπί,preposition,*th=lon,,,sta/dia,στάδιον,noun,sc,,,e)pi\,ἐπί,preposition,*lakth=ra,,,th=s,ὁ,article,*kw/|as,Κῷος,proper,sta/dia,στάδιον,noun,tk,,,e)pi\,ἐπί,preposition,*dre/panon,Δρέπανον,proper,*kw/|as,Κῷος,proper,sta/dia,r,,,e)p',ἐπί,preposition,*)arki=tin,,,nh=son,νῆσος,noun,sta/dia,στάδιον,noun,tl,,,e)pi\,ἐπί,preposition,στάδιον,noun,*korsi/as,,,sta/dia,r,,,e)pi\,ἐπί,preposition,*sami/wn,Σάμιος,proper,*)/ampelon,Ἄμπελος,proper,sta/dia,στάδιον,noun,l,,,e)pi\,ἐπί,preposition,to\,ὁ,article,*ai)gai=on),,,*)/argennon,,,dia\,tou=,ὁ,article,*ai)gai/ou,Αἰγαῖος,proper,sta/dia,στάδιον,noun,διά,preposition,στάδιον,noun,f,,,e)pi\,ἐπί,preposition,to\,ὁ,article,*)eruqrai=on,Ἐρυθραῖος,proper,*korunai=on,,,sta/dia,στάδιον,noun,ke,ἄν,particle,e)pi\,ἐπί,preposition,*fli/on,φλέω,verb,a)/kron,ἄκρος,adjective,*xi/ou,Χίος,proper,sta/dia,στάδιον,noun,n,e)pi\,ἐπί,preposition,*melane/a,Μελανεύς,proper,a)/kron,ἄκρος,adjective,*le/sbou,Λέσβος,proper,sta/dia,στάδιον,noun,un,e)pi\,ἐπί,preposition,*si/grion,*le/sbou,Λέσβος,proper,sta/dia,στάδιον,noun,f,ei)s,εἰς,preposition,*te/nedon,Τένεδος,proper,nh=son,νῆσος,noun,sta/dia,στάδιον,noun,un,ei)s,εἰς,preposition,*si/geion,Σίγειον,proper,sta/dia,στάδιον,noun,r,e)pi\,ἐπί,preposition,sto/ma,στόμα,noun,*po/ntou,Πόντος,proper,sta/dia,στάδιον,noun,bf,e)pi\,ἐπί,preposition,*ka/rambin,sta/dia,στάδιον,noun,bw,e)pi\,ἐπί,preposition,sto/ma,στόμα,noun,*maiw/tidos,Μαιώτης,proper,sta/dia,στάδιον,noun,bf,e)pi\,ἐπί,preposition,*ta/nai+n,Τάναις,proper,sta/dia,στάδιον,noun,bs
a)/llws,ἄλλως,adverb,a)po\,ἀπό,preposition,po/lews,πόλις,adjective,ei)s,εἰς,preposition,po/lin,πόλις,adjective,a)po\,ἀπό,preposition,*)alecandrei/as,Ἀλεξανδρεία,proper,ei)s,εἰς,preposition,*(ro/don,,,sta/dia,στάδιον,noun,dxo,,,ei)s,εἰς,preposition,*kni/don,Κνίδος,proper,sta/dia,στάδιον,noun,y,,,ei)s,εἰς,preposition,*kw=,Κῶς,proper,sta/dia,στάδιον,noun,s,,,ei)s,εἰς,preposition,*sa/mon,Σάμος,proper,sta/dia,στάδιον,noun,w,,,ei)s,εἰς,preposition,*xi/on,Χίος,proper,sta/dia,στάδιον,noun,yn,,,ei)s,εἰς,preposition,*mutilh/nhn,Μυτιλήνη,proper,sta/dia,στάδιον,noun,fk,,,ei)s,εἰς,preposition,*te/nedon,Τένεδος,proper,sta/dia,στάδιον,noun,n,,,ei)s,εἰς,preposition,*si/geion,Σίγειον,proper,r,,,e)pi\,ἐπί,preposition,to\,ὁ,article,sto/ma,στόμα,noun,*po/ntou,Πόντος,proper,bf,,,e)pi\,ἐπί,preposition,*ka/rambin,,,bw,,,ei)s,εἰς,preposition,sto/ma,στόμα,noun,*maiw/tidos,Μαιώτης,proper,bf,,,e)pi\,ἐπί,preposition,*ta/nai+n,Τάναις,proper,potamo\n,ποταμός,noun,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(omou=,ὁμός,adjective,a)po\,ἀπό,preposition,*)alecandrei/as,Ἀλεξανδρεία,proper,e(/ws,ἕως,conjunction,*tana/i+dos,,,sta/dia,στάδιον,noun,mu/ria,μυρίος,adjective,hx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*loipo\n,λοιπός,adjective,de\,δέ,particle,e)rou=men,ἐρέω,verb,tw=n,ὁ,article,kaq',κατά,preposition,h(ma=s,ἐγώ,pronoun,nh/swn,νῆσος,noun,ta\s,ὁ,article,perime/trous,περίμετρος,adjective,labo/ntes,λαμβάνω,verb,para\,παρά,preposition,*)artemidw/rou,Ἀρτεμίδωρος,proper,kai\,καί,conjunction,*meni/ppou,Μένιππος,proper,kai\,καί,conjunction,e(te/rwn,ἕτερος,adjective,a)ciopi/stwn,ἀξιόπιστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ga/deira,Γάδειρα,proper,mh=kos,μῆκος,adjective,stadi/wn,στάδιον,noun,rh,,,pla/tos,πλάτος,adjective,stadi/wn,στάδιον,noun,i,,,o(,ὁ,article,de\,δέ,particle,kaq',κατά,preposition,*(hraklei/ous,Ἡράκλειος,proper,sth/las,στήλη,noun,porqmo\s,πορθμός,noun,steno/tato/s,στενός,adjective,e)sti,εἰμί,verb,stadi/wn,στάδιον,noun,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,de\,δέ,particle,tw=|,ὁ,article,*)ibhrikw=|,Ἰβηρικός,adjective,pela/gei,πέλαγος,noun,nh=soi,νῆσος,noun,*pituou=sa,,,h(,ὁ,article,mei/zwn,μέγας,adverb,kai\,καί,conjunction,oi)koume/nh,οἰκουμένη,noun,stadi/wn,στάδιον,noun,t,,,to\,ὁ,article,mh=kos,μῆκος,adjective,h(,ὁ,article,de\,δέ,particle,e)la/ttwn,ἐλάσσων,adjective,stadi/wn,στάδιον,noun,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,de\,δέ,particle,*gumnhsi/wn,,,a(\s,ὅς,pronoun,*karxhdo/nioi,Καρχηδόνιος,proper,*baliari/das,,,kalou=sin,καλέω,verb,oi(,ὁ,article,ga\r,γάρ,particle,sfendonh=tai,σφενδονάω,verb,ou(/tw,οὕτως,adverb,kalou=ntai,καλέω,verb,oi(),ἕ,pronoun,*baliarei=s),,,h(,ὁ,article,mei/zwn,μέγας,adverb,mh=kos,μῆκος,adjective,e)/xei,ἔχω,verb,stadi/wn,στάδιον,noun,as,,,pla/tos,πλάτος,adjective,stadi/wn,στάδιον,noun,u,,,h(,ὁ,article,e)la/ttwn,ἐλάσσων,adjective,stadi/wn,στάδιον,noun,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,de\,δέ,particle,*stoixa/des,στοιχάς,noun,ai(,ὁ,article,ferw/numoi,φερώνυμος,adjective,e(ch=s,ἑξῆς,adverb,e)p',ἐπί,preposition,eu)qei/as,εὐθύς,adjective,kei=ntai,κεῖμαι,verb,pro\,πρό,preposition,tw=n,ὁ,article,*massaliakw=n,,,po/lewn,πόλις,adjective,ai(,ὁ,article,me\n,μέν,particle,mei/zous,μέγας,adverb,trei=s,τρέω,verb,du/o,δύο,adjective,de\,δέ,particle,mikrai\,μικρός,adjective,au)th=s,αὐτός,pronoun,e)ggu\s,ἐγγύς,adverb,*massali/as,Μασσαλία,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de\,δέ,particle,*sardw\,Σαρδώ,proper,e)/xei,ἔχω,verb,sxh=ma,σχῆμα,noun,w(s,ὡς,conjunction,podo\s,πούς,noun,i)/xnos,ἴχνος,noun,meso/koilos,μεσόκοιλος,adjective,to\,ὁ,article,mh=kos,μῆκος,adjective,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ku/rnos,Κύρνος,proper,e)ggu\s,ἐγγύς,adverb,*sardou=s,Σαρδώ,proper,pollw=|,πολύς,adjective,de\,δέ,particle,a)genneste/ra,ἀγεννής,adverb,e)/latton,ἐλάσσων,adjective,h)\,ἠέ,conjunction,h(/misu,ἥμισυς,adjective,th=s,ὁ,article,*sardou=s,Σαρδώ,proper,mh=kos,μῆκος,adjective,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)feth/rion,ἀφετήριος,adjective,d',δέ,particle,ei)s,εἰς,preposition,*sardw\,Σαρδώ,proper,kai\,καί,conjunction,*ku/rnon,Κύρνος,proper,*popoulw/nion,,,th=s,ὁ,article,*turshni/as,,,to\,ὁ,article,de\,δέ,particle,di/arma,δίαρμα,noun,stadi/wn,στάδιον,noun,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,ὁ,article,*sikeli/as,Σικελία,proper,kata\,κατά,preposition,*timosqe/nhn,Τιμοσθένης,proper,peri/metros,περίμετρος,adjective,stadi/wn,στάδιον,noun,dym,,,sxh=ma,σχῆμα,noun,tri/gwnon,τρίγωνος,adjective,skalhnoeide/s,σκαληνοειδής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
di/arma,δίαρμα,noun,d',δέ,particle,e)/xei,ἔχω,verb,a)po\,ἀπό,preposition,*pelw/rou,Πέλωρος,proper,a)/krou,ἄκρον,noun,ei)s,εἰς,preposition,*)itali/an,Ἰταλία,proper,stadi/wn,στάδιον,noun,ia,,,porqmo/n,πορθμός,noun,pleura\,πλευρά,noun,nh/sou,νῆσος,noun,a)po\,ἀπό,preposition,*pelw/rou,Πέλωρος,proper,ei)s,εἰς,preposition,*pa/xunon,Πάχυνον,proper,sta/dia,στάδιον,noun,atc,,,a)po\,ἀπό,preposition,*paxu/nou,Πάχυνον,proper,ei)s,εἰς,preposition,*lilu/baion,Λιλύβαιον,proper,sta/dia,στάδιον,noun,ax,,,kata\,κατά,preposition,*timosqe/nhn,Τιμοσθένης,proper,a)po\,ἀπό,preposition,*lilubai/ou,Λιλύβαιον,proper,ei)s,εἰς,preposition,*pelwria/da,πελωριάς,noun,sta/dia,στάδιον,noun,ay,,,a)po\,ἀπό,preposition,*lilubai/ou,Λιλύβαιον,proper,dia/plous,διάπλοος,adjective,ei)s,εἰς,preposition,*)aspi/da,ἀσπίς,noun,th=s,ὁ,article,*libu/hs,Λιβύη,proper,e)ggu\s,ἐγγύς,adverb,sta/dia,στάδιον,noun,ax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
