word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS
tau=ta,οὗτος,pronoun,pw=s,πῶς,adverb,ei)ko/ta,ἔοικα,verb,ge/ront',γέρων,noun,a)pole/sai,ἀπόλλυμι,verb,polio\n,πολιός,adjective,a)/ndra,ἀνήρ,noun,peri\,περί,preposition,kleyu/dran,κλεψύδρα,noun,polla\,πολύς,adjective,dh\,δή,particle,cumponh/santa,συμπονέω,verb,kai\,καί,conjunction,qermo\n,θερμός,adjective,a)pomorca/menon,ἀπομόργνυμι,verb,a)ndriko\n,ἀνδρικός,adjective,i(drw=ta,ἱδρώς,noun,dh\,δή,particle,kai\,καί,conjunction,polu/n,πολύς,adjective,a)/ndr',ἀνήρ,noun,a)gaqo\n,ἀγαθός,adjective,o)/nta,εἰμί,verb,*maraqw=ni,Μαραθών,proper,peri\,περί,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=ta,εἶτα,adverb,*maraqw=ni,Μαραθών,proper,me\n,μέν,particle,o(/t',ὅτε,conjunction,h)=men,εἰμί,verb,e)diw/komen,διώκω,verb,nu=n,νῦν,adverb,d',δέ,particle,u(p',ὑπό,preposition,a)ndrw=n,ἀνήρ,noun,ponhrw=n,πονηρός,adjective,sfo/dra,σφόδρα,adverb,diwko/meqa,διώκω,verb,ka)=|ta,εἶτα,adverb,prosalisko/meqa,προσαλίσκομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,ta/de,ὅδε,pronoun,ti/s,τίς,pronoun,a)nterei=,ἀντεράω,verb,*maryi/as,Μαρψίης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=|,ὁ,article,ga\r,γάρ,particle,ei)ko\s,ἔοικα,verb,a)/ndra,ἀνήρ,noun,kufo\n,κυφός,adjective,h(li/kon,ἡλίκος,adjective,*qoukudi/dhn,Θουκυδίδης,proper,e)cole/sqai,ἐξόλλυμι,verb,sumplake/nta,συμπλέκω,verb,th=|,ὁ,article,*skuqw=n,Σκύθης,proper,e)rhmi/a|,ἐρημία,noun,tw=|de,ὅδε,pronoun,tw=|,ὁ,article,*khfisodh/mw|,Κηφισόδημος,proper,tw=|,ὁ,article,la/lw|,λάλος,adjective,cunhgo/rw|,συνήγορος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/st',ὥστε,conjunction,e)gw\,ἐγώ,pronoun,me\n,μέν,particle,h)le/hsa,ἐλεάω,verb,ka)pemorca/mhn,,,i)dw\n,εἶδον,verb,a)/ndra,ἀνήρ,noun,presbu/thn,πρεσβύτης,noun,u(p',ὑπό,preposition,a)ndro\s,ἀνήρ,noun,toco/tou,τοξότης,noun,kukw/menon,κυκάω,verb,o(\s,ὅς,pronoun,ma\,μά,particle,th\n,ὁ,article,*dh/mhtr',Δημήτηρ,proper,e)kei=nos,ἐκεῖνος,pronoun,h(ni/k',ἡνίκα,adverb,h)=n,εἰμί,verb,*qoukudi/dhs,Θουκυδίδης,proper,ou)d',οὐδέ,particle,a)\n,ἄν,particle,au)th\n,αὐτός,pronoun,th\n,ὁ,article,*)axai/an,Ἀχαία,proper,r(a|di/ws,ῥᾴδιος,adjective,h)ne/sxeto,ἀνέχω,verb,a)lla\,ἀλλά,adverb,katepa/laise,καταπαλαίω,verb,me/nta)\n,,,prw=ton,πρότερος,adjective,*eu)a/qlous,Εὔαθλος,proper,de/ka,δέκα,verb,katebo/hse,καταβοάω,verb,d',δέ,particle,a)\n,ἄν,particle,kekragw\s,κράζω,verb,toco/tas,τοξότης,noun,trisxili/ous,τρισχίλιοι,adjective,perieto/ceusen,περιτοξεύω,verb,d',δέ,particle,a)\n,ἄν,particle,au)tou=,αὐτός,pronoun,tou=,ὁ,article,patro\s,πατήρ,noun,tou\s,ὁ,article,cuggenei=s,συγγενεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)peidh\,ἐπεί,conjunction,tou\s,ὁ,article,ge/rontas,γέρων,noun,ou)k,οὐ,adverb,e)a=q',ἀίω,verb,u(/pnou,ὕπνον,noun,tuxei=n,τυγχάνω,verb,yhfi/sasqe,ψηφίζομαι,verb,xwri\s,χωρίς,adverb,ei)=nai,εἰμί,verb,ta\s,ὁ,article,grafa/s,γραφή,noun,o(/pws,ὅπως,conjunction,a)\n,ἄν,particle,h)=|,εἰμί,verb,tw=|,ὁ,article,ge/ronti,γέρων,noun,me\n,μέν,particle,ge/rwn,γέρων,noun,kai\,καί,conjunction,nwdo\s,νωδός,adjective,o(,ὁ,article,cunh/goros,συνήγορος,adjective,toi=s,ὁ,article,ne/oisi,νέος,adjective,d',δέ,particle,eu)ru/prwktos,εὐρύπρωκτος,adjective,kai\,καί,conjunction,la/los,λάλος,adjective,xw),ὁ,article,*kleini/ou,Κλεινίης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)celau/nein,ἐξελαύνω,verb,xrh\,χρή,verb,to\,ὁ,article,loipo/n,λοιπός,adjective,ka)\n,κἀν,conjunction,fu/gh|,φεύγω,verb,tis,τις,pronoun,zhmiou=n,ζημιόω,verb,to\n,ὁ,article,ge/ronta,γέρων,noun,tw=|,ὁ,article,ge/ronti,γέρων,noun,to\n,ὁ,article,ne/on,νέος,adjective,de\,δέ,particle,tw=|,ὁ,article,ne/w|,νέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/roi,ὅρος,adjective,me\n,μέν,particle,a)gora=s,ἀγορά,noun,ei)sin,εἰμί,verb,oi(/de,ὅδε,pronoun,th=s,ὁ,article,e)mh=s,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ntau=q',ἐνταῦθα,adverb,a)gora/zein,ἀγοράζω,verb,pa=si,πᾶς,adjective,*peloponnhsi/ois,Πελοποννήσιοι,proper,e)/cesti,ἔξεστι,verb,kai\,καί,conjunction,*megareu=si,Μεγαρεύς,proper,kai\,καί,conjunction,*boiwti/ois,Βοιώτιος,proper,e)f',ἐπί,preposition,w(=|te,ὅστε,pronoun,pwlei=n,πωλέω,verb,pro\s,πρός,preposition,e)me/,ἐγώ,pronoun,*lama/xw|,Λάμαχος,proper,de\,δέ,particle,mh/,μή,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)gorano/mous,ἀγορανόμος,noun,de\,δέ,particle,th=s,ὁ,article,a)gora=s,ἀγορά,noun,kaqi/stamai,καθίστημι,verb,trei=s,τρέω,verb,tou\s,ὁ,article,laxo/ntas,λαγχάνω,verb,tou/sd',ὅδε,pronoun,i(ma/ntas,ἱμάς,noun,e)k,ἐκ,preposition,*leprw=n,λέπρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ntau=qa,ἐνταῦθα,adverb,mh/te,μήτε,particle,sukofa/nths,συκοφάντης,noun,ei)si/tw,εἴσειμι,verb,mh/t',μήτε,particle,a)/llos,ἄλλος,adjective,o(/stis,ὅστις,pronoun,*fasiano/s,Φασιανός,proper,e)st',εἰμί,verb,a)nh/r,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,th\n,ὁ,article,sth/lhn,στήλη,noun,kaq',κατά,preposition,h(\n,ὅς,pronoun,e)speisa/mhn,σπένδω,verb,me/teim',μέτειμι,verb,i(/na,ἵνα,conjunction,sth/sw,ἵστημι,verb,fanera\n,φανερός,adjective,e)n,ἐν,preposition,ta)gora=|,ἀγορά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)gora\,ἀγορά,noun,n',,,*)aqa/nais,Ἀθήνη,proper,xai=re,χαίρω,verb,*megareu=sin,Μεγαρεύς,proper,fi/la,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)po/qoun,ποθέω,verb,tu,σύ,pronoun,nai\,ναί,adverb,to\n,ὁ,article,fi/lion,φίλιος,adjective,a(=|per,ὅς,pronoun,mate/ra,μήτηρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,w)=,ὦ,interjection,po/nhra,πονηρός,adjective,kw/ri',κόριον,noun,a)qli/w,ἄθλιος,adjective,patro/s,πατήρ,noun,a)/mbate,ἀναβατός,adjective,potta\n,,,ma=ddan,,,ai)/,εἰ,conjunction,x',ἄν,particle,eu(/rhte/,εὑρίσκω,verb,pa=,πῆ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)kou/ete,ἀκούω,verb,dh/,δή,particle,pote/xet',προσέχω,verb,e)mi\n,ἐγώ,pronoun,ta\n,ὁ,article,gaste/ra,γαστήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/tera,πότερος,adjective,pepra=sqai,πιπράσκω,verb,xrh/|ddet',χρῄζω,verb,h)\,ἠέ,conjunction,peinh=n,πεινάω,verb,kakw=s,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pepra=sqai,πιπράσκω,verb,pepra=sqai,πιπράσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw/nga,,,kau)to/s,αὐτός,pronoun,fami,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,d',δέ,particle,ou(/tws,οὕτως,adverb,a)/nous,ἄνοος,adjective,o(\s,ὅς,pronoun,u(me/,σύ,pronoun,ka,ἄν,particle,pri/aito,πρίαμαι,verb,fanera\n,φανερός,adjective,zami/an,ζημία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)/sti,εἰμί,verb,ga/r,γάρ,particle,moi,ἐγώ,pronoun,*megarika/,Μεγαρικός,adjective,tis,τις,pronoun,maxana/,μηχανή,noun,xoi/rws,χοῖρος,noun,ga\r,γάρ,particle,u(me\,σύ,pronoun,skeua/sas,σκευάζω,verb,fasw=,φημί,verb,fe/rein,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri/qesqe,περιτίθημι,verb,ta/sde,ὅδε,pronoun,ta\s,ὁ,article,o(pla\s,ὁπλή,noun,tw=n,ὁ,article,xoiri/wn,χοιρίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/pws,ὅπως,conjunction,de\,δέ,particle,docei=t',,,ei)=men,εἰμί,verb,e)c,ἐκ,preposition,a)gaqa=s,ἀγαθός,adjective,u(o/s,ὗς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,nai\,ναί,adverb,to\n,ὁ,article,*(erma=n,Ἑρμῆς,proper,ai)/per,εἰ,conjunction,i(cei=t',,,oi)/kadis,οἴκαδε,adverb,a)/prata,ἄπρατος,adjective,peirasei=sqe,,,ta=s,ὁ,article,limw=,λιμός,noun,kakw=s,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,a)mfi/qesqe,ἀμφιτίθημι,verb,kai\,καί,conjunction,tadi\,ὅδε,pronoun,ta\,ὁ,article,r(ugxi/a,ῥυγχίον,noun,kh)/peiten,ἔπειτα,adverb,e)s,εἰς,preposition,to\u,τις,pronoun,sa/kkon,σάκκος,noun,w(=d',ὧδε,adverb,e)sbai/nete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/pws,ὅπως,conjunction,de\,δέ,particle,grullicei=te,,,kai\,καί,conjunction,koi/+cete,κοίζω,verb,xh)sei=te,,,fwna\n,φωνή,noun,xoiri/wn,χοιρίον,noun,musthrikw=n,μυστηρικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\n,ἐγώ,pronoun,de\,δέ,particle,karucw=,καρύσσω,verb,*dikaio/polin,Δικαιόπολις,proper,o(/pa|,ὅπη,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dikaio/poli,Δικαιόπολις,proper,h)=,ἦ,adverb,lh=|s,λάω,verb,pri/asqai,πρίαμαι,verb,xoiri/a,χοιρίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nh\r,ἀνήρ,noun,*megariko/s,Μεγαρικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)gorasou=ntes,ἀγοράζω,verb,i(/komes,ἵκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,e)/xete,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diapeina=mes,διαπεινάω,verb,a)ei\,ἀεί,adverb,potto\,,,pu=r,πῦρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,h(du/,ἡδύς,adjective,toi,σύ,pronoun,nh\,νή,preposition,to\n,ὁ,article,*di/',Δίη,proper,h)\n,ἐάν,conjunction,au)lo\s,αὐλός,noun,parh=|,πάρειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,d',δέ,particle,a)/llo,ἄλλος,adjective,pra/tteq',πράσσω,verb,oi(,ὁ,article,*megarh=s,Μεγαρεύς,proper,nu=n,νῦν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=a,οἷος,adjective,dh/,δή,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ka,,,me\n,μέν,particle,e)gw\n,ἐγώ,pronoun,thnw=qen,ἐκεῖθεν,adverb,e)mporeuo/man,ἐμπορεύομαι,verb,a)/ndres,ἀνήρ,noun,pro/bouloi,πρόβουλος,adjective,tou=t',οὗτος,pronoun,e)/pratton,πράσσω,verb,ta=|,ὁ,article,po/lei,πόλις,adjective,o(/pws,ὅπως,conjunction,ta/xista,τάχιστος,adjective,kai\,καί,conjunction,ka/kist',κακός,adjective,a)poloi/meqa,ἀπόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ti/k',αὐτίκα,adverb,a)/r',ἄρα,particle,a)palla/cesqe,ἀπαλλάσσω,verb,pragma/twn,πρᾶγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sa/,σός,adjective,ma/n,μήν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,d',δέ,particle,a)/llo,ἄλλος,adjective,*megaroi=,Μεγαροῖ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,o(,ὁ,article,si=tos,σῖτος,noun,w)/nios,ὤνιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
par',παρά,preposition,a(mi\,,,poluti/matos,,,a(=|per,ὅς,pronoun,toi\,σύ,pronoun,qeoi/,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
