word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/26/lemma/@_entry,word/26/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS
o(/qen,ὅθεν,adverb,au)tw=|,αὐτός,pronoun,to\,ὁ,article,kleino\n,κλεινός,adjective,o)/noma,ὄνομα,adjective,ge/gone,γίγνομαι,verb,kata\,κατά,preposition,pa/ntas,πᾶς,adjective,a)nqrw/pous,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ka/loun,καλέω,verb,ga\r,γάρ,particle,au)to\n,αὐτός,pronoun,*persw=n,Πέρσης,proper,oi(,ὁ,article,gnw/rimoi,γνώριμος,adjective,o(/tiper,ὅστις,pronoun,*)aqhnai=oi,Ἀθηναῖος,proper,to\n,ὁ,article,*sa/rambon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)all),ἀλλά,adverb,e)/oike,ἔοικα,verb,ga\r,γάρ,particle,o(,ὁ,article,lo/gos,λόγος,noun,w(/sper,ὥσπερ,adverb,o(dou=,ὁδός,adjective,tinos,τις,pronoun,kata/ntous,κατάντης,adjective,e)pilabo/menos,ἐπιλαμβάνω,verb,a)feidw=s,ἀφειδής,adverb,e)mforei=sqai,ἐμφορέω,verb,th=s,ὁ,article,katarrh/sews,κατάρρησις,noun,kai\,καί,conjunction,pe/ra,πέρα,adjective,tou=,ὁ,article,de/ontos,δέω,verb,kola/zein,κολάζω,verb,tw=n,ὁ,article,a)ndrw=n,ἀνήρ,noun,tou\s,ὁ,article,tro/pous,τρόπος,noun,w(/ste,ὥστε,conjunction,ou)k,οὐ,adverb,e)pitrepte/on,ἐπιτρεπτέον,adjective,au)tw=|,peraite/rw,περαίτερος,adjective,foita=n,φοιτάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)paithte/on,,,de\,δέ,particle,ei)s,εἰς,preposition,du/namin,δύναμις,adjective,to\n,ὁ,article,a)gaqo\n,ἀγαθός,adjective,a)/ndra,ἀνήρ,noun,kai\,καί,conjunction,basiliko\n,βασιλικός,adjective,kai\,καί,conjunction,megalo/frona,μεγαλόφρων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,de\,δέ,particle,prw=ton,πρότερος,adjective,me\n,μέν,particle,eu)sebh\s,εὐσεβής,adjective,kai\,καί,conjunction,ou)k,οὐ,adverb,o)li/gwros,ὀλίγωρος,adjective,qerapei/as,θεραπεία,noun,qew=n,θέα,noun,ei)=ta,εἶτα,adverb,e)s,εἰς,preposition,tou\s,ὁ,article,toke/as,τοκεύς,noun,zw=nta/s,ζάω,verb,te,τε,particle,oi)=mai,οἴομαι,verb,kai\,καί,conjunction,teleuth/santas,τελευτάω,verb,o(/sios,ὅσιος,adjective,kai\,καί,conjunction,e)pimelh/s,ἐπιμελής,adverb,a)delfoi=s,ἀδελφός,adjective,te,τε,particle,eu)/nous,εὔνους,adjective,kai\,καί,conjunction,o(mogni/ous,qeou\s,θεός,noun,ai)dou/menos,αἰδέομαι,verb,i(ke/tais,ἱκέτης,noun,kai\,καί,conjunction,ce/nois,ξένος,noun,pra=|os,πρᾶος,adjective,kai\,καί,conjunction,mei/lixos,μείλιχος,adjective,toi=s,ὁ,article,me\n,μέν,particle,a)gaqoi=s,ἀγαθός,adjective,tw=n,ὁ,article,politw=n,πολίτης,noun,a)re/skein,ἀρέσκω,verb,e)qe/lwn,ἐθέλω,verb,tw=n,ὁ,article,pollw=n,πολύς,adjective,ὁμόγνιος,adjective,de\,δέ,particle,e)pimelo/menos,ἐπιμελέομαι,verb,e)n,ἐν,preposition,di/kh|,δίκη,adjective,kai\,καί,conjunction,e)p),ἐπί,preposition,w)felei/a|,ὠφέλεια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)gapa=|,ἀγαπάω,verb,de\,δέ,particle,plou=ton,πλοῦτος,noun,ou)/ti,οὔτι,adverb,to\n,ὁ,article,xrusw=|,χρυσός,noun,kai\,καί,conjunction,a)rgu/rw|,ἄργυρος,noun,briqo/menon,βρίθω,verb,fi/lwn,φίλος,adjective,de\,δέ,particle,a)lhqou=s,ἀληθής,adjective,eu)noi/as,εὔνοια,noun,kai\,καί,conjunction,a)kolakeu/tou,ἀκολάκευτος,adjective,qerapei/as,θεραπεία,noun,mesto/n,μεστός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ndrei=os,ἀνδρεῖος,adjective,me\n,μέν,particle,fu/sei,φύσις,noun,kai\,καί,conjunction,megalopreph/s,μεγαλοπρεπής,adverb,pole/mw|,πόλεμος,noun,de\,δέ,particle,h(/kista,ἥκιστος,adjective,xai/rwn,χαίρω,verb,kai\,καί,conjunction,sta/sin,στάσις,adjective,e)mfu/lion,ἐμφύλιος,adjective,a)pexqai/rwn,ἀπεχθαίρω,verb,tou/s,ὁ,article,ge,γε,particle,mh\n,μείς,adjective,e)/k,ἐκ,preposition,tinos,τις,pronoun,tu/xhs,τύχη,noun,e)pifuome/nous,ἐπιφύω,verb,h)\,ἠέ,conjunction,dia\,διά,preposition,th\n,ὁ,article,sfw=n,σφεῖς,pronoun,au)tw=n,αὐτός,pronoun,moxqhri/an,μοχθηρία,noun,a)ndrei/ws,u(fista/menos,ὑφίστημι,verb,kai\,καί,conjunction,a)muno/menos,ἀμύνω,verb,e)gkratw=s,ἐγκρατής,adjective,te/los,τέλος,noun,te,τε,particle,e)pa/gwn,ἐπάγω,verb,toi=s,ὁ,article,e)/rgois,ἔργον,noun,kai\,καί,conjunction,ou),οὐ,adverb,pro/teron,πρότερος,adjective,a)fista/menos,ἀφίστημι,verb,pri\n,πρίν,adverb,a)\n,ἄν,particle,e)ce/lh|,ἐξαιρέω,verb,tw=n,ὁ,article,ἀνδρεῖος,adjective,polemi/wn,πολέμιος,adjective,th\n,ὁ,article,du/namin,δύναμις,adjective,kai\,καί,conjunction,u(poxei/rion,ὑποχείριος,adjective,au(tw=|,ἑαυτοῦ,pronoun,poih/shtai,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krath/sas,κρατέω,verb,de\,δέ,particle,meta\,μετά,preposition,tw=n,ὁ,article,o(/plwn,ὅπλον,noun,e)/pause,ἐπαύω,verb,to\,ὁ,article,ci/fos,ξίφος,noun,fo/nwn,φόνος,noun,mi/asma,μίασμα,adjective,kri/nwn,κρίνω,verb,to\n,ὁ,article,ou)k,οὐ,adverb,a)muno/menon,ἀμύνω,verb,e)/ti,ἔτι,adverb,ktei/nein,κτείνω,verb,kai\,καί,conjunction,a)nairei=n,ἀναιρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filo/ponos,φιλόπονος,adjective,de\,δέ,particle,w)\n,εἰμί,verb,fu/sei,φύσις,noun,kai\,καί,conjunction,megalo/yuxos,μεγαλόψυχος,adjective,koinwnei=,κοινωνέω,verb,me\n,μέν,particle,a(/pasi,ἅπας,adjective,tw=n,ὁ,article,po/nwn,πόνος,noun,kai\,καί,conjunction,e)/xein,ἔχω,verb,e)n,ἐν,preposition,au)toi=s,αὐτός,pronoun,to\,ὁ,article,ple/on,πλέος,adjective,a)cioi=,ἀξιόω,verb,metadi/dwsi,μεταδίδωμι,verb,de\,δέ,particle,e)kei/nois,ἐκεῖνος,pronoun,tw=n,ὁ,article,kindu/nwn,κίνδυνος,noun,ta\,ὁ,article,e)/paqla,ἔπαθλον,noun,xai/rwn,χαίρω,verb,kai\,geghqw\s,γηθέω,verb,ou)/ti,οὔτι,adverb,tw=|,ὁ,article,ple/on,πλέος,adjective,e)/xein,ἔχω,verb,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,xrusi/on,χρυσίον,noun,kai\,καί,conjunction,a)rgu/rion,ἀργύριον,adjective,kai\,καί,conjunction,e)pau/leis,ἐπαυλέω,verb,ko/smw|,κόσμος,noun,polutelei=,πολυτελέω,verb,kateskeuasme/nas,κατασκευάζω,verb,a)lla\,ἀλλά,adverb,tw=|,ὁ,article,καί,conjunction,pollou\s,πολύς,adjective,me\n,μέν,particle,eu)=,εὖ,adverb,poiei=n,ποιέω,verb,du/nasqai,δύναμαι,verb,xari/zesqai,χαρίζομαι,verb,de\,δέ,particle,a(/pasin,ἅπας,adjective,o(/tou,ὅστις,pronoun,a)\n,ἄν,particle,tu/xwsin,τυγχάνω,verb,e)ndeei=s,ἐνδεής,adjective,o)/ntes,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/twn,οὗτος,pronoun,au(to\n,ἑαυτοῦ,pronoun,o(/,ὅς,pronoun,ge,γε,particle,a)lhqino\s,ἀληθινός,adjective,a)cioi=,ἀξιόω,verb,basileu/s,βασιλεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filo/polis,φιλόπολις,noun,de\,δέ,particle,w)\n,εἰμί,verb,kai\,καί,conjunction,filostratiw/ths,φιλοστρατιώτης,noun,tw=n,ὁ,article,me\n,μέν,particle,kaqa/per,καθά,adverb,nomeu\s,νομεύς,noun,poimni/wn,ποίμνιον,noun,e)pimelei=tai,ἐπιμελέομαι,verb,pronow=n,προνοέω,verb,o(/pws,ὅπως,conjunction,a)\n,ἄν,particle,au)tw=|,αὐτός,pronoun,qa/llh|,θάλλω,verb,kai\,καί,conjunction,eu)qhnh=tai,εὐθηνέω,verb,ta\,ὁ,article,qre/mmata,θρέμμα,noun,dayilou=s,δαψιλής,adverb,kai\,καί,conjunction,a)tara/xou,ἀτάρακτος,adverb,th=s,ὁ,article,nomh=s,νομεύς,noun,e)mpimpla/mena,,,tou\s,de\,δέ,particle,e)fora=|,ἐφοράω,verb,kai\,καί,conjunction,sune/xei,συγχέω,verb,pro\s,πρός,preposition,a)ndrei/an,ἀνδρεία,noun,kai\,καί,conjunction,r(w/mhn,ῥώμη,noun,kai\,καί,conjunction,pra|o/thta,πραότης,noun,gumna/zwn,γυμνάζω,verb,kaqa/per,καθά,adverb,sku/lakas,σκύλαξ,noun,eu)fuei=s,εὐφυής,adverb,kai\,καί,conjunction,gennai/ous,γενναῖος,adjective,th=s,ὁ,article,ὁ,article,poi/mnhs,ποίμνη,noun,fu/lakas,φύλαξ,noun,e)/rgwn,ἔργον,noun,te,τε,particle,au(tw=|,ἑαυτοῦ,pronoun,koinwnou\s,κοινωνός,noun,kai\,καί,conjunction,e)pikou/rous,ἐπίκουρος,noun,tw=|,ὁ,article,plh/qei,πλῆθος,noun,nomi/zwn,νομίζω,verb,a)ll),ἀλλά,adverb,ou)xi\,οὐ,adverb,a(rpakth=ra/s,ἁρπακτήρ,noun,tinas,τις,pronoun,ou)de\,οὐδέ,particle,lumew=nas,λυμεών,noun,tw=n,ὁ,article,poimni/wn,ποίμνιον,noun,kaqa/per,καθά,adverb,oi(,ὁ,article,lu/koi,λύκος,adjective,kai\,καί,conjunction,kunw=n,κύων,noun,oi(,ὁ,article,faulo/tatoi,φαῦλος,adjective,oi(\,ἕ,pronoun,th=s,ὁ,article,au(tw=n,ἑαυτοῦ,pronoun,fu/sews,φύσις,noun,kai\,καί,conjunction,trofh=s,τροφεύς,noun,e)pilaqo/menoi,ἐπιλανθάνομαι,verb,a)nti\,ἀντί,preposition,swth/rwn,σωτήρ,noun,kai\,καί,conjunction,proagwnistw=n,προαγωνιστής,noun,a)nefa/nhsan,ἀναφαίνω,verb,au)toi\,αὐτός,pronoun,dhlh/mones,δηλήμων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,mh\n,μήν,particle,u(pnhlou\s,ὑπνηλός,adverb,a)ne/cetai,ἀνέχω,verb,ei)=nai,εἰμί,verb,kai\,καί,conjunction,a)rgou\s,ἀργός,adjective,kai\,καί,conjunction,a)pole/mous,ἀπόλεμος,adjective,o(/pws,ὅπως,conjunction,a)\n,ἄν,particle,mh\,μή,conjunction,fula/kwn,φύλαξ,noun,e(te/rwn,ἕτερος,adjective,oi(,ὁ,article,frouroi\,φρουρός,noun,de/wntai,δέομαι,verb,a)ll),ἀλλά,adverb,ou)de\,οὐδέ,particle,a)peiqei=s,ἀπειθέω,verb,toi=s,ὁ,article,a)/rxousin,ἄρχων,noun,ei)dw\s,οἶδα,verb,o(/ti,ὅστις,pronoun,tou=to,οὗτος,pronoun,ma/lista,μάλιστα,adverb,pa/ntwn,e)/sti,εἰμί,verb,de\,δέ,particle,o(/pou,ὅπου,adverb,kai\,καί,conjunction,mo/non,μόνος,adjective,a)po/xrh,ἀποχράω,verb,swth/rion,σωτήριος,adjective,e)pith/deuma,ἐπιτήδευμα,noun,pro\s,πρός,preposition,po/lemon,πόλεμος,noun,,,,,,,,,,,,,,,,,,,,,,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/nwn,πόνος,noun,de\,δέ,particle,a(pa/ntwn,ἅπας,adjective,a)deei=s,ἀδεής,adverb,kai\,καί,conjunction,a)tera/monas,ἀτέραμνος,adjective,ou)/ti,οὔτι,adverb,r(a|qu/mous,ῥάθυμος,adverb,e)rga/setai,ἐργάζομαι,verb,e)pista/menos,ἐφίστημι,verb,o(/ti,ὅστις,pronoun,mh\,μή,conjunction,me/ga,μέγας,adverb,o)/felos,ὄφελος,noun,fu/lakos,φύλαξ,noun,to\n,ὁ,article,po/non,πόνος,noun,feu/gontos,φεύγω,verb,kai\,καί,conjunction,ou),οὐ,adverb,duname/nou,δύναμαι,verb,karterei=n,καρτερέω,verb,ou)de\,οὐδέ,particle,a)nte/xein,ἀντέχω,verb,pro\s,πρός,preposition,ka/maton,κάματος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
