word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/26/lemma/@_entry,word/26/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS
kai\,καί,conjunction,a(\,ὅς,pronoun,du/natai,δύναμαι,verb,sxh/mata,σχῆμα,noun,kai\,καί,conjunction,au)=,αὖ,interjection,shmei=on,σημεῖον,noun,to\,ὁ,article,para\,παρά,preposition,to\,ὁ,article,a)krw/mion,ἀκρώμιον,noun,katespasme/non,κατασπάω,verb,kai\,καί,conjunction,koi=lon,κόιλος,adjective,dio/ti,o(/tan,ὅταν,conjunction,to\,ὁ,article,a)krw/mion,ἀκρώμιον,noun,a)pospasqh=|,ἀποσπάω,verb,kai\,καί,conjunction,koi=lon,κόιλος,adjective,h)=|,εἰμί,verb,oi)/ontai,οἴομαι,verb,to\n,ὁ,article,braxi/ona,βραχίων,adjective,e)kpeptwke/nai,ἐκπίτνω,verb,,,,,διότι,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kefalh\,κεφαλή,noun,de\,δέ,particle,tou=,ὁ,article,braxi/onos,βραχίων,adjective,e)n,ἐν,preposition,th=|,ὁ,article,masxa/lh|,μασχάλη,adjective,fai/netai,φαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)/rein,αἴρω,verb,ga\r,γάρ,particle,ou),οὐ,adverb,du/nantai,δύναμαι,verb,ou)de\,οὐδέ,particle,para/gein,παράγω,verb,e)/nqa,ἔνθα,adverb,kai\,καί,conjunction,e)/nqa,ἔνθα,adverb,o(moi/ws,ὅμοιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,e(/teros,ἕτερος,adjective,w)=mos,ὦμος,noun,mhnu/ei,μηνύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)mbolai\,ἐμβολή,noun,de/,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)to\s,αὐτός,pronoun,me\n,μέν,particle,th\n,ὁ,article,pugmh\n,πυγμή,noun,u(po\,ὑπό,preposition,masxa/lhn,μασχάλη,adjective,u(poqei\s,ὑποτίθημι,verb,th\n,ὁ,article,kefalh\n,κεφαλή,noun,a)nwqe/ein,ἀνωθέω,verb,th\n,ὁ,article,de\,δέ,particle,xei=ra,χείρ,noun,e)pipara/gein,ἐπιπαράγω,verb,e)pi\,to\,ὁ,article,sth=qos,στῆθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)s,εἰς,preposition,tou)pi/sw,ὀπίσω,adverb,perianagka/sai,περιαναγκάζω,verb,w(s,ὡς,conjunction,a)mfisfalh=|,ἀμφισφάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kefalh=|,κεφαλή,noun,me\n,μέν,particle,pro\s,πρός,preposition,to\,ὁ,article,a)krw/mion,ἀκρώμιον,noun,xersi\,χείρ,noun,de\,δέ,particle,u(po\,ὑπό,preposition,masxa/lhn,μασχάλη,adjective,kefalh\n,κεφαλή,noun,a)pa/gein,ἀπάγω,verb,braxi/onos,βραχίων,adjective,gou/nasi,γόνυ,noun,de\,δέ,particle,a)gkw=na,a)pwqe/ein,ἀπωθέω,verb,h)\,ἠέ,conjunction,a)nti\,ἀντί,preposition,tw=n,ὁ,article,gouna/twn,γόνυ,noun,to\n,ὁ,article,a)gkw=na,ἀγκών,noun,to\n,ὁ,article,e(/teron,ἕτερος,adjective,para/gein,παράγω,verb,w(s,ὡς,conjunction,to\,pro/teron,πρότερος,adjective,ἀγκών,noun,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,kat',κατά,preposition,w)/mou,ὦμος,noun,i(/zesqai,ἵζω,verb,u(poqei\s,ὑποτίθημι,verb,th=|,ὁ,article,masxa/lh|,μασχάλη,adjective,to\n,ὁ,article,w)=mon,ὦμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,th=|,ὁ,article,pte/rnh|,πτέρνα,noun,e)nqe/nta,ἐντίθημι,verb,e)kplh/rwma,ἐκπλήρωμα,noun,th=|,ὁ,article,masxa/lh|,μασχάλη,adjective,decih=|,δεξιός,adjective,decio/n,δεξιός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,peri\,περί,preposition,u(/peron,ὕπερον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,peri\,περί,preposition,klimakth=ra,κλιμακτήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,peri/odos,περίοδος,noun,cu\n,σύν,preposition,tw=|,ὁ,article,cu/lw|,ξύλον,adjective,tw=|,ὁ,article,u(po\,ὑπό,preposition,xei=ra,χείρ,noun,teinome/nw|,τείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,sxh=ma,σχῆμα,noun,pro\s,πρός,preposition,pleurh=|si,πλευρά,noun,braxi/wn,βράχεα,noun,xei\r,χείρ,noun,a)/krh,ἄκρις,noun,a)/nw,ἄνω,adverb,w)=mos,ὦμος,noun,a)/nw,ἄνω,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tws,οὕτως,adverb,e)pi/desis,ἐπίδεσις,noun,a)na/lhyis,ἀνάληψις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,mh\,μή,conjunction,e)mpe/sh|,ἐμπίτνω,verb,a)krw/mion,ἀκρώμιον,noun,prosleptu/netai,προσλεπτύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)krw/mion,ἀκρώμιον,noun,a)pospasqe\n,ἀποσπάω,verb,to\,ὁ,article,me\n,μέν,particle,ei)=dos,εἶδος,noun,fai/netai,φαίνω,verb,oi(=o/nper,οἷονπερ,adverb,w)/mou,ὦμος,noun,e)kpeso/ntos,ἐκπίτνω,verb,steri/sketai,στερίσκω,verb,d',δέ,particle,ou)deno\s,οὐδείς,pronoun,e)s,εἰς,preposition,de\,δέ,particle,to\,au)to\,αὐτός,pronoun,ou),οὐ,adverb,kaqi/statai,καθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sxh=ma,σχῆμα,noun,to\,ὁ,article,au)to\,αὐτός,pronoun,w(=|,ὅς,pronoun,kai\,καί,conjunction,e)kpeso/nti,ἐκπίτνω,verb,e)n,ἐν,preposition,e)pide/sei,ἐπίδεσις,noun,kai\,καί,conjunction,a)na/lhyei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pide/sios,ἐπίδεσις,noun,kai\,καί,conjunction,w(s,ὡς,conjunction,no/mos,νόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)gkw=nos,ἀγκών,noun,a)/rqron,ἄρθρον,noun,paralla/can,παραλλάσσω,verb,me\n,μέν,particle,h)\,ἠέ,conjunction,pro\s,πρός,preposition,pleurh\n,πλευρά,noun,h)\,ἠέ,conjunction,e)/cw,ἔξω,adverb,me/nontos,μένω,verb,tou=,ὁ,article,o)ce/os,ὀξύς,adjective,tou=,ὁ,article,e)n,ἐν,preposition,tw=|,koi/lw|,κόιλος,adjective,tou=,ὁ,article,braxi/onos,βραχίων,adjective,e)s,εἰς,preposition,i)qu\,εὐθύς,adjective,katatei/nonta,κατατείνω,verb,ta\,ὁ,article,e)ce/xonta,ἐξέχω,verb,a)nwqe/ein,ἀνωθέω,verb,o)pi/sw,ὀπίσω,adverb,kai\,καί,conjunction,e)s,to\,ὁ,article,ὁ,article,εἰς,preposition,pla/gion,πλάγιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,tele/ws,τέλειος,adjective,e)kba/nta,ἐκβαίνω,verb,h)\,ἠέ,conjunction,e)/nqa,ἔνθα,adverb,h)\,ἠέ,conjunction,e)/nqa,ἔνθα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kata/tasis,κατάτασις,noun,me\n,μέν,particle,e)n,ἐν,preposition,h(=|,ὅς,pronoun,tau=ta,οὗτος,pronoun,de\,δέ,particle,taxe/ws,ταχέως,adverb,diapwrou=tai,διαπωρόομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,geneh=s,γενεά,noun,de\,δέ,particle,braxu/tera,βραχύς,adjective,ta\,ὁ,article,ka/tw,κάτος,adjective,o)ste/a,ὀστέον,noun,tou=,ὁ,article,si/neos,σίνος,noun,plei=ston,πλεῖστος,adjective,ta\,ὁ,article,e)ggu/tata,ἐγγύτατος,adjective,ph/xeos,πῆχυς,noun,deu/teron,δεύτερος,adjective,xeiro\s,tri/ton,τρίτος,adjective,daktu/lwn,δάκτυλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,χείρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
braxi/wn,βράχεα,noun,de\,δέ,particle,kai\,καί,conjunction,w)=mos,ὦμος,noun,e)gkrate/stera,ἐγκρατής,adjective,dia\,διά,preposition,th\n,ὁ,article,trofh/n,τροφή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,d',δέ,particle,e(te/rh,ἕτερος,adjective,xei\r,χείρ,noun,dia\,διά,preposition,ta\,ὁ,article,e)/rga,ἔργον,noun,plei/w,πλέως,adjective,e)/ti,ἔτι,adverb,e)gkrateste/rh,ἐγκρατής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*minu/qhsis,μινύθησις,noun,de\,δέ,particle,sarkw=n,σάρξ,adjective,ei),εἰ,conjunction,me\n,μέν,particle,e)/cw,ἔξω,adverb,e)ce/pesen,ἐκπίτνω,verb,ei)/sw,εἴσω,adverb,ei),εἰ,conjunction,de\,δέ,particle,mh\,μή,conjunction,e)s,εἰς,preposition,tou)nanti/on,ἐναντίον,adverb,h(=|,ὅς,pronoun,e)ce/pesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκπίτνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)gkw\n,ἀγκών,noun,de\,δέ,particle,h)\n,ἐάν,conjunction,me\n,μέν,particle,e)/cw,ἔξω,adverb,h)\,ἠέ,conjunction,e)/sw,ἔσω,adjective,e)kbh=|,ἐκβάζω,verb,kata/tasis,κατάτασις,noun,me\n,μέν,particle,e)n,ἐν,preposition,sxh/mati,σχῆμα,noun,e)ggwni/w|,ἐγγώνιος,adverb,koinw=|,κοινός,adjective,tw=|,ph/xei,πῆχυς,noun,pro\s,πρός,preposition,braxi/ona,βραχίων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,ga\r,γάρ,particle,masxa/lhn,μασχάλη,adjective,a)nalabw\n,ἀναλαμβάνω,verb,taini/h|,ταινία,noun,a)nakrema/sai,ἀνακρεμάννυμι,verb,a)gkw=ni,ἀγκών,noun,de\,δέ,particle,a)/krw|,ἄκρος,adjective,u(poqei/s,ὑποτίθημι,verb,ti,τις,pronoun,para\,παρά,preposition,to\,ὁ,article,a)/rqron,ἄρθρον,noun,ba/ros,e)kkrema/sai,ἐκκρεμάννυμι,verb,h)\,ἠέ,conjunction,xersi\,χείρ,noun,katanagka/sai,καταναγκάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,βάρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(uperaiwrhqe/ntos,ὑπεραιωρέομαι,verb,de\,δέ,particle,tou=,ὁ,article,a)/rqrou,ἄρθρον,noun,ai(,ὁ,article,paragwgai\,παραγωγή,noun,toi=si,ὁ,article,qe/narsin,θέναρ,noun,w(s,ὡς,conjunction,ta\,ὁ,article,e)n,ἐν,preposition,xersi/n,χείρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi/desis,ἐπίδεσις,noun,e)n,ἐν,preposition,tou/tw|,οὗτος,pronoun,tw=|,ὁ,article,sxh/mati,σχῆμα,noun,kai\,καί,conjunction,a)na/lhyis,ἀνάληψις,noun,kai\,καί,conjunction,qe/sis,θέσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,d',δέ,particle,o)/pisqen,ὄπισθεν,adverb,e)cai/fnhs,ἐξαίφνης,adverb,e)ktei/nonta,ἐκτείνω,verb,diorqou=n,διορθόω,verb,toi=si,ὁ,article,qe/narsin,θέναρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(/ma,ἅμα,adverb,de\,δέ,particle,dei=,δέομαι,verb,e)n,ἐν,preposition,th=|,ὁ,article,diorqw/sei,διόρθωσις,noun,kai\,καί,conjunction,toi=sin,τίς,pronoun,e(te/roisin,ἕτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,pro/sqen,πρόσθεν,adverb,a)mfi\,ἀμφί,preposition,o)qo/nion,ὀθόνιον,noun,cuneilegme/non,συλλέγω,verb,eu)/ogkon,εὔογκος,adjective,cugka/mptonta,συγκάμπτω,verb,a(/ma,ἅμα,adverb,diorqou=sqai,διορθόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,d',δέ,particle,e(terokline\s,ἑτεροκλινής,adverb,h)=|,εἰμί,verb,e)n,ἐν,preposition,th=|,ὁ,article,diorqw/sei,διόρθωσις,noun,a)mfo/tera,ἀμφότερος,adjective,a(/ma,ἅμα,adverb,xrh\,χρή,verb,poie/ein,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,ὁ,article,de\,δέ,particle,mele/ths,μελέτη,noun,koino\n,κοινός,adjective,to\,ὁ,article,sxh=ma,σχῆμα,noun,kai\,καί,conjunction,h(,ὁ,article,e)pi/desis,ἐπίδεσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
du/natai,δύναμαι,verb,ga\r,γάρ,particle,e)k,ἐκ,preposition,th=s,ὁ,article,diata/sios,διάτασις,noun,koinh=|,κοινῇ,adverb,cumpi/ptein,συμπίτνω,verb,pa/nta,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,de\,δέ,particle,e)mbole/wn,ἐμβολεύς,noun,ai(,ὁ,article,me\n,μέν,particle,e)c,ἐκ,preposition,u(peraiwrh/sios,,,e)mba/llontai,ἐμβάλλω,verb,ai(,ὁ,article,de\,δέ,particle,e)k,ἐκ,preposition,katata/sios,κατάτασις,noun,ai(,ὁ,article,de\,δέ,particle,e)k,perisfa/lsios,περίσφαλσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκ,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au(=tai,οὗτος,pronoun,de\,δέ,particle,e)k,ἐκ,preposition,tw=n,ὁ,article,u(perbole/wn,ὑπερβολή,noun,tw=n,ὁ,article,sxhma/twn,σχῆμα,noun,h)\,ἠέ,conjunction,th=|,ὁ,article,h)\,ἠέ,conjunction,th=|,ὁ,article,cu\n,σύν,preposition,tw=|,ὁ,article,ta/xei,τάχος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xeiro\s,χείρ,noun,de\,δέ,particle,a)/rqron,ἄρθρον,noun,o)lisqa/nei,ὀλισθάνω,verb,h)\,ἠέ,conjunction,e)/sw,ἔσω,adjective,h)\,ἠέ,conjunction,e)/cw,ἔξω,adverb,e)/sw,ἔσω,adjective,de\,δέ,particle,ta\,ὁ,article,plei=sta,πλεῖστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shmei=a,σημεῖον,noun,d',δέ,particle,eu)/shma,εὔσημος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,me\n,μέν,particle,e)/sw,ἔσω,adjective,cugka/mptein,συγκάμπτω,verb,o(/lws,ὅλος,adjective,sfw=n,σφεῖς,pronoun,tou\s,ὁ,article,daktu/lous,δάκτυλος,noun,ou),οὐ,adverb,du/nantai,δύναμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,d',δέ,particle,e)/cw,ἔξω,adverb,e)ktei/nein,ἐκτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)mbolh\,ἐμβολή,noun,de\,δέ,particle,u(pe\r,ὑπέρ,preposition,trape/zhs,τράπεζα,noun,tou\s,ὁ,article,daktu/lous,δάκτυλος,noun,e)/xwn,ἔχω,verb,tou\s,ὁ,article,me\n,μέν,particle,tei/nein,τείνω,verb,tou\s,ὁ,article,d',δέ,particle,a)ntitei/nein,ἀντιτείνω,verb,to\,ὁ,article,de\,e)ce/xon,ἐξέχω,verb,h)\,ἠέ,conjunction,qe/nari,θέναρ,noun,h)\,ἠέ,conjunction,pte/rnh|,πτέρνα,noun,a(/ma,ἅμα,adverb,a)pwqe/ein,ἀπωθέω,verb,pro/sw,πρόσω,adverb,kai\,καί,conjunction,ka/twqen,κάτωθεν,adverb,kata\,κατά,preposition,to\,e(/teron,ἕτερος,adjective,δέ,particle,ὁ,article,o)ste/on,ὀστέον,noun,o)/gkon,ὄγκος,noun,te,τε,particle,malqako\n,μαλθακός,adjective,u(poqei\s,ὑποτίθημι,verb,kh)\n,ἐν,preposition,me\n,μέν,particle,a)/nw,ἄνω,adverb,katastre/yas,καταστρέφω,verb,th\n,ὁ,article,xei=ra,χείρ,noun,h)\n,ἐάν,conjunction,de\,δέ,particle,ka/tw,κάτος,adjective,u(pti/hn,ὕπτιος,adjective
i)/hsis,,,o)qoni/oisin,ὀθόνιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/lh,ὅλος,adjective,de\,δέ,particle,h(,ὁ,article,xei\r,χείρ,noun,o)lisqa/nei,ὀλισθάνω,verb,h)\,ἠέ,conjunction,e)/sw,ἔσω,adjective,h)\,ἠέ,conjunction,e)/cw,ἔξω,adverb,ma/lista,μάλιστα,adverb,de\,δέ,particle,e)/sw,ἔσω,adjective,h)\,ἠέ,conjunction,e)/nqa,ἔνθα,adverb,h)\,e)/nqa,ἔνθα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἠέ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
