word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS
ou)/toi,οὔτοι,adverb,ma/taion,μάταιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ndro\s,ἀνήρ,noun,o)/yanon,ὄψανον,noun,pe/lei,πέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,d',δέ,particle,e)c,ἐκ,preposition,u(/pnou,ὕπνον,noun,ke/klaggen,,,e)ptohme/nh,πτοέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polloi\,πολύς,adjective,d',δέ,particle,a)nh=|qon,ἀναίθω,verb,e)ktuflwqe/ntes,ἐκτυφλόω,verb,sko/tw|,σκότος,noun,lampth=res,λαμπτήρ,noun,e)n,ἐν,preposition,do/moisi,δόμος,noun,despoi/nhs,δέσποινα,noun,xa/rin,χάρις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe/mpei,πέμπω,verb,t',τε,particle,e)/peita,ἔπειτα,adverb,ta/sde,ὅδε,pronoun,khdei/ous,κήδειος,adjective,xoa/s,χοή,noun,a)/kos,ἄκος,noun,tomai=on,τομαῖος,adjective,e)lpi/sasa,ἐλπίζω,verb,phma/twn,πῆμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,eu)/xomai,εὔχομαι,verb,gh=|,γῆ,noun,th=|de,ὅδε,pronoun,kai\,καί,conjunction,patro\s,πατήρ,noun,ta/fw|,τάφος,noun,tou)/neiron,ὄνειρος,noun,ei)=nai,εἰμί,verb,tou=t',οὗτος,pronoun,e)moi\,ἐγώ,pronoun,telesfo/ron,τελεσφόρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kri/nw,κρίνω,verb,de/,δέ,particle,toi/,τοι,particle,nin,νιν,pronoun,w(/ste,ὥστε,conjunction,sugko/llws,σύγκολλος,adjective,e)/xein,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga\r,γάρ,particle,to\n,ὁ,article,au)to\n,αὐτός,pronoun,xw=ron,χῶρος,noun,e)klipw\n,ἐκλείπω,verb,e)moi\,ἐγώ,pronoun,ou(/fis,ὄφις,noun,e)moi=si,ἐμός,adjective,sparga/nois,σπάργανον,noun,w(pli/zeto,ὁπλίζω,verb,kai\,καί,conjunction,masto\n,μαστός,noun,a)mfe/xask',ἀμφιχάσκω,verb,e)mo\n,ἐμός,adjective,qrepth/rion,θρεπτήριος,adjective,qro/mbw|,θρόμβος,noun,d',δέ,particle,e)/meicen,μίγνυμι,verb,ai(/matos,αἷμα,noun,fi/lon,φίλος,adjective,ga/la,γάλα,noun,h(,ὁ,article,d',δέ,particle,a)mfi\,ἀμφί,preposition,ta/rbei,τάρβος,noun,tw=|d',ὅδε,pronoun,e)pw/|mwcen,ἐποιμώζω,verb,pa/qei,πάθος,adjective,dei=,δέομαι,verb,toi/,τοι,particle,nin,νιν,pronoun,w(s,ὡς,conjunction,e)/qreyen,τρέφω,verb,e)/kpaglon,ἔκπαγλος,adjective,te/ras,τέρας,noun,qanei=n,θνήσκω,verb,biai/ws,βίαιος,adjective,,,,,,,,,,,,,,,,,,,,,
e)kdrakontwqei\s,ἐκδρακοντόομαι,verb,d',δέ,particle,e)gw\,ἐγώ,pronoun,ktei/nw,κτείνω,verb,nin,νιν,pronoun,w(s,ὡς,conjunction,tou)/neiron,ὄνειρος,noun,e)nne/pei,ἐνέπω,verb,to/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terasko/pon,τερασκόπος,noun,dh\,δή,particle,tw=nde/,ὅδε,pronoun,s',σύ,pronoun,ai(rou=mai,αἱρέω,verb,pe/ri,περί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ge/noito,γίγνομαι,verb,d',δέ,particle,ou(/tws,οὕτως,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta)/lla,ἄλλος,adjective,d',δέ,particle,e)chgou=,ἐξηγέομαι,verb,fi/lois,φίλος,adjective,tou\s,ὁ,article,me/n,μέν,particle,ti,τις,pronoun,poiei=n,ποιέω,verb,tou\s,ὁ,article,de\,δέ,particle,mh/,μή,conjunction,ti,τις,pronoun,dra=n,δράω,verb,le/gwn,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(plou=s,ἁπλόος,adjective,o(,ὁ,article,mu=qos,μῦθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th/nde,ὅδε,pronoun,me\n,μέν,particle,stei/xein,στείχω,verb,e)/sw,ἔσω,adjective,ai)nw=,αἰνέω,verb,de\,δέ,particle,kru/ptein,κρύπτω,verb,ta/sde,ὅδε,pronoun,sunqh/kas,συνθήκη,noun,e)ma/s,ἐμός,adjective,w(s,ὡς,conjunction,a)\n,ἄν,particle,do/lw|,δόλος,noun,ktei/nantes,κτείνω,verb,a)/ndra,ἀνήρ,noun,ti/mion,τίμιος,adjective,do/loisi,δόλος,noun,kai\,καί,conjunction,lhfqw=sin,λαμβάνω,verb,e)n,ἐν,preposition,tau)tw=|,ταυτός,adjective,bro/xw|,βρόχος,noun,qano/ntes,θνήσκω,verb,kai\,καί,conjunction,*loci/as,Λοξίας,proper,e)fh/misen,φημίζω,verb,a)/nac,ἄναξ,noun,*)apo/llwn,Ἀπόλλων,proper,ma/ntis,μάντις,noun,a)yeudh\s,ἀψευδής,adverb,to\,ὁ,article,pri/n,πρίν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce/nw|,ξένος,noun,ga\r,γάρ,particle,ei)kw/s,ἔοικα,verb,pantelh=,παντελής,adverb,sagh\n,σαγή,noun,e)/xwn,ἔχω,verb,h(/cw,ἥκω,verb,su\n,σύν,preposition,a)ndri\,ἀνδρίς,noun,tw=|d',ὅδε,pronoun,e)f',ἐπί,preposition,e(rkei/ous,ἕρκειος,adjective,pu/las,πύλη,adjective,*pula/dh|,Πυλάδης,proper,ce/nos,ξένος,noun,te,τε,particle,kai\,καί,conjunction,doru/cenos,δορύξενος,noun,do/mwn,δόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/mfw,ἄμφω,noun,de\,δέ,particle,fwnh\n,φωνή,noun,h(/somen,ἵημι,verb,*parnhssi/da,,,glw/sshs,γλῶσσα,noun,a)uth\n,ἀυτή,noun,*fwki/dos,Φωκίς,proper,mimoume/nw,μιμέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,dh\,δή,particle,qurwrw=n,θυρωρός,noun,ou)/tis,οὔτις,pronoun,a)\n,ἄν,particle,faidra=|,φαιδρός,adjective,freni\,φρήν,noun,de/cait',δέχομαι,verb,e)peidh\,ἐπεί,conjunction,daimona=|,δαιμονάω,verb,do/mos,δόμος,noun,kakoi=s,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
menou=men,μένω,verb,ou(/tws,οὕτως,adverb,w(/st',ὥστε,conjunction,e)peika/zein,ἐπεικάζω,verb,tina\,τις,pronoun,do/mous,δόμος,noun,parastei/xonta,παραστείχω,verb,kai\,καί,conjunction,ta/d',ὅδε,pronoun,e)nne/pein,ἐνέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,dh\,δή,particle,pu/laisi,πύλη,adjective,to\n,ὁ,article,i(ke/thn,ἱκέτης,noun,a)pei/rgetai,ἀπείργω,verb,*ai)/gisqos,Αἴγισθος,proper,ei)/per,εἴπερ,conjunction,oi)=den,οἶδα,verb,e)/ndhmos,ἔνδημος,adjective,parw/n,πάρειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,ou)=n,οὖν,particle,a)mei/yw,ἀμείβω,verb,balo\n,βηλός,adjective,e(rkei/wn,ἕρκειος,adjective,pulw=n,πύλη,adjective,ka)kei=non,ἐκεῖνος,pronoun,e)n,ἐν,preposition,qro/noisin,θρόνον,noun,eu(rh/sw,εὑρίσκω,verb,patro/s,πατήρ,noun,h)\,ἠέ,conjunction,kai\,καί,conjunction,molw\n,βλώσκω,verb,e)/peita/,ἔπειτα,adverb,moi,ἐγώ,pronoun,kata\,κατά,preposition,sto/ma,στόμα,noun,a)rei=,ἀείρω,verb,sa/f',σάφα,adverb,i)/sqi,εἰμί,verb,kai\,καί,conjunction,kat',κατά,preposition,o)fqalmou\s,ὀφθαλμός,noun,balei=,βάλλω,verb,pri\n,πρίν,adverb,au)to\n,αὐτός,pronoun,ei)pei=n,εἶπον,verb,podapo\s,ποδαπός,adjective,o(,ὁ,article,ce/nos,ξένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nekro\n,νεκρός,noun,qh/sw,τίθημι,verb,podw/kei,ποδώκης,adjective,peribalw\n,περιβάλλω,verb,xalkeu/mati,χάλκευμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fo/nou,φόνος,noun,d',δέ,particle,*)erinu\s,Ἐρινύς,proper,ou)x,οὐ,adverb,u(pespanisme/nh,ὑποσπανίζομαι,verb,a)/kraton,ἄκρατος,adjective,ai(=ma,αἷμα,noun,pi/etai,πίνω,verb,tri/thn,τρίτος,adjective,po/sin,πόσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,ou)=n,οὖν,particle,su\,σύ,pronoun,me\n,μέν,particle,fu/lasse,φυλάσσω,verb,ta)n,ἐν,preposition,oi)/kw|,οἶκος,noun,kalw=s,καλός,noun,o(/pws,ὅπως,conjunction,a)\n,ἄν,particle,a)rti/kolla,ἀρτίκολλος,adjective,sumbai/nh|,συμβαίνω,verb,ta/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(mi=n,σύ,pronoun,d',δέ,particle,e)painw=,ἐπαινέω,verb,glw=ssan,γλῶσσα,noun,eu)/fhmon,εὔφημος,adjective,fe/rein,φέρω,verb,siga=n,σιγάω,verb,q',τε,particle,o(/pou,ὅπου,adverb,dei=,δέομαι,verb,kai\,καί,conjunction,le/gein,λέγω,verb,ta\,ὁ,article,kai/ria,καίριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,d',δέ,particle,a)/lla,ἄλλος,adjective,tou/tw|,οὗτος,pronoun,deu=r',δεῦρο,adverb,e)popteu=sai,ἐποπτάω,verb,le/gw,λέγω,verb,cifhfo/rous,ξιφηφόρος,adjective,a)gw=nas,ἀγών,noun,o)rqw/santi/,ὀρθόω,verb,moi,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polla\,πολύς,adjective,me\n,μέν,particle,ga=,γῆ,noun,tre/fei,τρέφω,verb,deina\,δεινός,adjective,deima/twn,δεῖμα,noun,a)/xh,ἄχος,adjective,po/ntiai/,πόντιος,adjective,t',τε,particle,a)gka/lai,ἀγκάλη,noun,knwda/lwn,κνώδαλον,noun,a)ntai/wn,ἀνταῖος,adjective,bru/ousi,βρύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pla/qousi,πλάθω,verb,kai\,καί,conjunction,pedai/xmioi,μεταίχμιος,adjective,lampa/des,λαμπάς,noun,peda/oroi,πεδάορος,adjective,ptana/,πτηνός,adjective,te,τε,particle,kai\,καί,conjunction,pedoba/mona,πεδοβάμων,adjective,ka)nemoe/nt',,,a)\n,ἄν,particle,ai)gi/dwn,αἰγίς,noun,fra/sai,φράζω,verb,ko/ton,κότος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,u(pe/rtolmon,ὑπέρτολμος,adjective,a)ndro\s,ἀνήρ,noun,fro/nhma,φρόνημα,noun,ti/s,τίς,pronoun,le/goi,λέγω,verb,kai\,καί,conjunction,gunaikw=n,γυνή,noun,fresi\n,φρήν,noun,tlamo/nwn,,,panto/lmous,πάντολμος,adjective,e)/rwtas,ἔρως,noun,a)/taisi,ἄτη,noun,sunno/mous,σύννομος,adjective,brotw=n,βροτός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cuzu/gous,,,d',δέ,particle,o(mauli/as,ὁμαυλία,noun,qhlukrath\s,θηλυκρατής,adjective,a)pe/rwtos,ἀπέρωτος,adjective,e)/rws,ἔρος,noun,paranika=|,παρανικάω,verb,knwda/lwn,κνώδαλον,noun,te,τε,particle,kai\,καί,conjunction,brotw=n,βροτός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/stw,οἶδα,verb,d',δέ,particle,o(/stis,ὅστις,pronoun,ou)x,οὐ,adverb,u(po/pteros,ὑπόπτερος,adjective,fronti/sin,φροντίς,noun,daei\s,δάω,verb,ta\n,ὁ,article,a(,ὁ,article,paidoluma\s,παιδολυμάς,noun,ta/laina,τάλας,adjective,*qestia\s,Θεστιάς,proper,mh/sato,μήδομαι,verb,purdah=tin,,,pro/noian,πρόνοια,noun,katai/qousa,καταίθω,verb,paido\s,παῖς,adjective,dafoino\n,δαφοινός,adjective,dalo\n,δαλός,noun,h(/lik',ἧλιξ,noun,e)pei\,ἐπεί,conjunction,molw\n,βλώσκω,verb,matro/qen,μητρόθεν,adverb,kela/dhse,κελαδέω,verb,cu/mmetro/n,σύμμετρος,adverb,te,τε,particle,diai\,διά,preposition,bi/ou,βίος,adjective,moiro/kranton,μοιρόκραντος,adjective,e)s,εἰς,preposition,a)=mar,ἦμαρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/llan,ἄλλος,adjective,dei=,δέομαι,verb,tin',τις,pronoun,e)n,ἐν,preposition,lo/gois,λόγος,noun,stugei=n,στυγέω,verb,foini/an,φοίνιος,adjective,ko/ran,κόρη,noun,a(/t',ἅτε,adverb,e)xqrw=n,ἐχθρός,adjective,u(pai\,ὑπό,preposition,fw=t',φάος,adjective,a)pw/lesen,ἀπόλλυμι,verb,fi/lon,φίλος,adjective,*krhtikoi=s,Κρητικός,adjective,xrusokmh/toisin,,,o(/rmois,ὅρμος,noun,piqh/sasa,πείθω,verb,dw/roisi,δῶρον,noun,*mi/nw,Μίνως,proper,*ni=son,Νῖσος,proper,a)qana/tas,ἀθάνατος,adjective,trixo\s,θρίξ,noun,nosfi/sas',νοσφίζομαι,verb,a)probou/lws,ἀπρόβουλος,adjective,pne/onq',πνέω,verb,a(,ὁ,article,kuno/frwn,κυνόφρων,adjective,u(/pnw|,ὕπνον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigxa/nei,κιχάνω,verb,de/,δέ,particle,min,μιν,pronoun,*(ermh=s,Ἑρμῆς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,d',δέ,particle,e)pemnasa/man,,,a)meili/xwn,ἀμείλιχος,adjective,po/nwn,πόνος,noun,o(,ὁ,article,kairo\s,καιρός,noun,de\,δέ,particle,dusfile\s,δυσφιλής,adjective,gamh/leum',γαμήλευμα,noun,a)peu/xeton,ἀπεύχετος,adjective,do/mois,δόμος,noun,gunaikobou/lous,γυναικόβουλος,adjective,te,τε,particle,mh/tidas,μῆτις,noun,frenw=n,φρήν,noun,e)p',ἐπί,preposition,a)ndri\,ἀνδρίς,noun,teuxesfo/rw|,τευχεσφόρος,adjective,e)p',ἐπί,preposition,a)ndri\,ἀνδρίς,noun,da/|ois,δαίω,verb,e)peiko/tws,,,se/bai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/w,τίω,verb,d',δέ,particle,a)qe/rmanton,ἀθέρμαντος,adjective,e(sti/an,ἑστία,noun,do/mwn,δόμος,noun,gunaikei/an,γυναικεῖος,adjective,t',τε,particle,a)/tolmon,ἄτολμος,adjective,ai)xma/n,αἰχμή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kakw=n,κακός,adjective,de\,δέ,particle,presbeu/etai,πρεσβεύω,verb,to\,ὁ,article,*lh/mnion,Λήμνιος,proper,lo/gw|,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goa=tai,γοάω,verb,de\,δέ,particle,dh\,δή,particle,pa/qos,πάθος,adjective,kata/ptuston,κατάπτυστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/|kasen,εἰκάζω,verb,de/,δέ,particle,tis,τις,pronoun,to\,ὁ,article,deino\n,δεινός,adjective,au)=,αὖ,interjection,*lhmni/oisi,Λήμνιος,proper,ph/masin,πῆμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qeostugh/tw|,θεοστύγητος,adjective,d',δέ,particle,a)/xei,ἄχος,adjective,brotw=n,βροτός,noun,a)timwqe\n,ἀτιμόω,verb,oi)/xetai,οἴχομαι,verb,ge/nos,γένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se/bei,σέβομαι,verb,ga\r,γάρ,particle,ou)/tis,οὔτις,pronoun,to\,ὁ,article,dusfile\s,δυσφιλής,adjective,qeoi=s,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,tw=nd',ὅδε,pronoun,ou)k,οὐ,adverb,e)ndi/kws,ἔνδικος,adjective,a)gei/rw,ἀγείρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,d',δέ,particle,a)/gxi,ἄγχι,adjective,pleumo/nwn,πλεύμων,adjective,ci/fos,ξίφος,noun,diantai/an,διανταῖος,adjective,o)cupeuke\s,ὀξυπευκής,adjective,ou)ta=|,οὐτάω,verb,diai\,διά,preposition,*di/kas,Δίκη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,mh\,μή,conjunction,qe/mis,θέμις,noun,ga\r,γάρ,particle,ou)=n,οὖν,particle,la\c,λάξ,adverb,pe/doi,πέδοι,adverb,patou/menon,πατέομαι,verb,to\,ὁ,article,pa=n,πᾶς,adjective,*dio\s,Ζεύς,proper,se/bas,σέβας,noun,parekba/ntos,παρεκβαίνω,verb,ou),οὐ,adverb,qemistw=s,θεμιστός,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*di/kas,Δίκη,proper,d',δέ,particle,e)rei/detai,ἐρείδω,verb,puqmh/n,πυθμήν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proxalkeu/ei,προχαλκεύω,verb,d',δέ,particle,*ai)=sa,Αἶσα,proper,fasganourgo/s,φασγανουργός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
