word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/15/lemma/@_entry,word/15/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS
smikroi=si,μικρός,adjective,me\n,μέν,particle,ga\r,γάρ,particle,a)/kesi,ἄκεσις,noun,ou),οὐ,adverb,pei/qetai,πείθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kh)\n,ἐν,preposition,e)s,εἰς,preposition,ta\,ὁ,article,mega/la,μέγας,adverb,dhqu/nh|,δηθύνω,verb,e)n,ἐν,preposition,e(/drh|,ἕδρα,noun,i(/zei,h(,ὁ,article,ἵζω,verb,melagxoli/h,μελαγχολία,noun,kai\,καί,conjunction,h)\n,ἐάν,conjunction,pa/nth,πάντῃ,adverb,tou=,ὁ,article,sw/matos,σῶμα,adjective,e)noikh/sh|,ai)sqh/sesi,αἴσθησις,noun,gnw/mh|,γνώμη,noun,ai(/mati,αἷμα,noun,xolh=|,χολή,noun,ἐνοικέω,verb,la/bhtai,λαμβάνω,verb,de\,δέ,particle,kai\,καί,conjunction,neu/rwn,νευρόω,verb,au)th/,αὐτός,pronoun,te,τε,particle,e)s,εἰς,preposition,a)nh/keston,ἀνήκεστος,adjective,tre/petai,τρέπω,verb,e)nti/ktei,ἐντίκτω,verb,te,τε,particle,tw=|,ὁ,article,skh/nei+,σκῆνος,noun,e(te/rwn,ἕτερος,adjective,noshma/twn,νόσημα,noun,to/kous,τόκος,noun,spasmou=,σπασμός,noun,mani/hs,μανία,noun,paralu/sios,παράλυσις,noun,kh)\n,ἐν,preposition,e)k,ἐκ,preposition,melagxoli/hs,μελαγχολία,noun,ta/de,ὅδε,pronoun,gi/gnhtai,γίγνομαι,verb,ta\,ὁ,article,e)pigigno/mena,ἐπιγίγνομαι,verb,a)nh/kesta,ἀνήκεστος,adjective,,,,,,
e)llebo/rw|,ἑλλέβορος,noun,w)=n,οὖν,particle,xre/esqai,χράομαι,verb,e)s,εἰς,preposition,i)/hsin,εἶμι,verb,tou=,ὁ,article,kakou=,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi/prosqen,ἐπίπροσθεν,adverb,de\,δέ,particle,tou=,ὁ,article,e)llebo/rou,ἑλλέβορος,noun,xrh\,χρή,verb,to/n,ὁ,article,te,τε,particle,sto/maxon,meleth=sai,μελετάω,verb,στόμαχος,noun,e)ceme/ein,ἐξεμέω,verb,kai\,καί,conjunction,ta\,ὁ,article,u(gra\,ὑγρός,adjective,leptu=nai,λεπτύνω,verb,kai\,καί,conjunction,to\,skh=nos,σκῆνος,noun,eu)/roon,ἐύρρους,adjective,poie/ein,ποιέω,verb,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/metoi,ἔμετος,noun,de\,δέ,particle,ta/de,ὅδε,pronoun,prh/ssousi,πράσσω,verb,a)/llote,ἄλλοτε,adverb,me\n,μέν,particle,oi(,ὁ,article,nh/sties,a)/llote,ἄλλοτε,adverb,νῆστις,noun,de\,δέ,particle,*rafani=des,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra/sw,φράζω,verb,de\,δέ,particle,to/n,ὁ,article,te,τε,particle,tro/pon,τρόπος,noun,kai\,καί,conjunction,th\n,ὁ,article,u(/lhn,,,,ὕλη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra/sw,φράζω,verb,de\,δέ,particle,kai\,καί,conjunction,tou=,ὁ,article,e)llebo/rou,ἑλλέβορος,noun,ta\,ὁ,article,ei)/dea,εἶδος,noun,kai\,th=s,ὁ,article,καί,conjunction,xrh/sios,χρῆσις,noun,tou=s,,,tro/pous,τρόπος,noun,kai\,καί,conjunction,o(/kws,ὅπως,conjunction,proeukrinh=sai,προευκρινέω,verb,e(/kaston,xrh\,χρή,verb,kai\,καί,conjunction,o(/kws,ὅπως,conjunction,e)n,ἐν,preposition,ἕκαστος,adjective,toi=si,ὁ,article,e)me/toisi,ἔμετος,noun,a)rh/gein,ἀρήγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/piston,ἄπιστος,adjective,e)pi\,ἐπί,preposition,toi=sde,ὅδε,pronoun,ei),εἰ,conjunction,mh\,μή,conjunction,e)lu/qh,λύω,verb,e)s,εἰς,preposition,to\,pa/mpan,πάμπαν,adverb,ὁ,article,h(,ὁ,article,nou=sos,νόσος,noun,h)\,ἠέ,conjunction,pollw=n,πολύς,adjective,e)te/wn,ἔται,noun,e)/sxe,ἔχω,verb,dialei/yias,ta\,ὁ,article,polla\,πολύς,adjective,ga\r,γάρ,particle,tou=de,ὅδε,pronoun,διάλειψις,noun,a)po/tokoi,ἀπότοκος,noun,melagxoli/ai,μελαγχολία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,e)/mpedos,ἔμπεδος,adjective,de,,,mh\,μή,conjunction,h)/dh,ἤδη,adverb,perime/nein,περιμένω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xrh\,χρή,verb,w)=n,οὖν,particle,ta\,ὁ,article,e)s,εἰς,preposition,to\n,ὁ,article,e)lle/boron,ἑλλέβορος,noun,a(/panta,ἅπας,adjective,prh/ssein,,,,πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(gie/as,ὑγιής,adverb,me\n,μέν,particle,w)=n,οὖν,particle,a(/pantas,ἅπας,adjective,poie/ein,ποιέω,verb,a)du/naton,ἀδύνατος,adjective,tou\s,ὁ,article,nose/ontas,,,,νοσέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=|,εἰμί,verb,ga\r,γάρ,particle,a)\n,ἄν,particle,i)htro\s,ἰατρός,noun,kre/sswn,κρείσσων,verb,qeou=,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)poni/hn,ἀπονία,noun,de\,δέ,particle,kai\,καί,conjunction,dialei/yias,διάλειψις,noun,kai\,καί,conjunction,nou/swn,νόσος,noun,e)pikru/yias,ἐπίκρυψις,noun,drh=n,qe/mis,θέμις,noun,δράω,verb,i)htro/n,ἰατρός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,w)=n,οὖν,particle,a)paudh=n,ἀπαυδάω,verb,e)pi\,ἐπί,preposition,toi=sde,ὅδε,pronoun,kai\,καί,conjunction,a)parnei=sqai,ἀπαρνέομαι,verb,proi+sxome/nous,to\,ὁ,article,προίσχω,verb,a)/nalqes,,,h)\,ἠέ,conjunction,kai\,καί,conjunction,e)s,εἰς,preposition,te/los,τέλος,noun,toi=si,ὁ,article,e)/rgoisi,o(mile/ein,ὁμιλέω,verb,,,,,,,,,,ἔργον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dido/nai,δίδωμι,verb,de\,δέ,particle,kai\,καί,conjunction,th=s,ὁ,article,i(erh=s,ἱερά,noun,th=s,ὁ,article,di',διά,preposition,a)lo/hs,a)/llote,ἄλλοτε,adverb,ἀλόη,noun,kai\,καί,conjunction,a)/llote,ἄλλοτε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/rion,καίριος,adjective,ga\r,γάρ,particle,fa/rmakon,φάρμακον,noun,th=s,ὁ,article,melagxoli/hs,μελαγχολία,noun,to/de,ὅδε,pronoun,stoma/xou,στόμαχος,noun,kai\,h(/patos,ἥπατος,noun,καί,conjunction,kai\,καί,conjunction,xolh=s,χολή,noun,kaqa/rsios,καθάρσιος,adjective,a)/kos,ἄκος,noun,e)o/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,kai\,καί,conjunction,mala/xhs,μαλάχη,adjective,spe/rmatos,σπέρμα,noun,o(ko/son,ὁπόσος,adjective,o(lkh=s,ὁλκή,noun,draxmh\n,δραχμή,noun,pipi/skein,cu\n,σύν,preposition,πιπίσκω,verb,u(/dati,ὕδωρ,noun,a)/riston,ἄριστος,adjective,pei/rh|,ἀπολάω,verb,tis,τις,pronoun,e)pistw/sato,πιστόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
muri/a,μυρίος,adjective,de\,δέ,particle,tw=n,ὁ,article,a(plw=n,ἁπλόος,adjective,farma/kwn,φάρμακον,noun,a)/lla,ἄλλος,adjective,a)/lloisi,ἄλλος,adjective,e)/h|,xrhsta/,χρηστός,adjective,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,de\,δέ,particle,toi=si,ὁ,article,po/noisi,πόνος,noun,toi=sde,ὅδε,pronoun,e)s,εἰς,preposition,a)na/lhyin,ἀνάληψις,noun,a)/gein,,,,ἄγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metecete/roisi,μετεξέτεροι,adjective,ga\r,γάρ,particle,e)s,εἰς,preposition,me\n,μέν,particle,to\n,ὁ,article,th=s,ὁ,article,i)htrei/hs,,,kairo\n,h(,ὁ,article,καιρός,noun,nou=sos,νόσος,noun,e)c,ἐκ,preposition,e(/drhs,ἕδρα,noun,de\,δέ,particle,e)kinh/qh,κινέω,verb,h)\n,ἐάν,conjunction,de\,e)s,εἰς,preposition,a)na/plasin,ἀνάπλασις,noun,sarkw=n,σάρξ,adjective,kai\,καί,conjunction,δέ,particle,duna/mios,δύναμις,adjective,w(/nqrwpos,ἄνθρωπος,noun,h(/kh|,ἥκω,verb,cunaphla/qh,σύναπαλάομαι,verb,pa/nta,πᾶς,adjective,th=s,ὁ,article,nou/sou,νόσος,noun,ta\,ὁ,article,i)/xnia,ἴχνιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
du/namis,δύναμις,adjective,me\n,μέν,particle,ga\r,γάρ,particle,fu/sios,φύσις,noun,u(gei/an,ὑγεία,noun,ti/ktei,τίκτω,verb,a)sqe/neia,ἀσθένεια,noun,de\,nou=son,νόσος,noun,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pi/tw,ἀπίτης,noun,w)=n,οὖν,particle,e)s,εἰς,preposition,a)na/lhyin,ἀνάληψις,noun,o(,ὁ,article,nose/wn,νοσέω,verb,pefuko/si,φύω,verb,qermoi=si,u(/dasi,ὕδωρ,noun,θερμός,adjective,e)ndiaitw/menos,ἐνδιαιτάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,ta\,ὁ,article,e)n,ἐν,preposition,toi=sde,ὅδε,pronoun,fa/rmaka,φάρμακον,noun,o)nhi+sta\,,,a)/sfaltos,h)\,ἠέ,conjunction,ἄσφαλτος,noun,qei=on,θεῖος,adjective,h)\,ἠέ,conjunction,stupthri/h,στυπτηρία,noun,pollo\n,πολύς,adjective,pleu=nes,πλείων,verb,toute/wn,οὗτος,pronoun,a)/llai,duna/mies,δύναμις,adjective,,,,,,,,,,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)gaqo\n,ἀγαθός,adjective,me\n,μέν,particle,ga\r,γάρ,particle,u(grasi/h,ὑγρασία,noun,e)c,ἐκ,preposition,au)xmou=,αὐχμός,noun,th=s,ὁ,article,nou/sou,kai\,καί,conjunction,νόσος,noun,talaipwri/h|,ταλαιπωρία,noun,th=s,ὁ,article,i)h/sios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)raiai\,ἀραιός,adjective,de\,δέ,particle,kai\,καί,conjunction,malqakai\,μαλθακός,adjective,sa/rkes,σάρξ,adjective,*rhi+stai\,,,pro\s,πρός,preposition,a)/fesin,tou=,ὁ,article,ἄφεσις,noun,nosh/matos,νόσημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chrai\,ξηρός,adjective,de\,δέ,particle,kai\,καί,conjunction,puknai\,πυκνός,adjective,toi=s,ὁ,article,melagxolw=si,μελαγχολάω,verb,ai(,ὁ,article,sa/rkes,,,,σάρξ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/leimma,ἄλειμμα,noun,liparo\n,λιπαρός,adjective,a(/ma,ἅμα,adverb,tri/yios,τρῖψις,noun,eu)afou=s,εὐαφής,adverb,pollw=|,πολύς,adjective,tw=|,ὁ,article,li/pai+,de/xonta,,,,,a)/rtoi,ἄρτος,noun,plutoi\,πλυτός,adjective,cu/n,σύν,preposition,tini,τις,pronoun,glukei=,γλυκύς,adjective,sirai/w|,σίραιον,adjective,tw=|,*krhtikw=|,Κρητικός,adjective,kai\,καί,conjunction,skubelith=|,,,tw=|,ὁ,article,ὁ,article,*pamfu/lw|,Πάμφυλος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,oi)=nos,οἶνος,noun,kai\,καί,conjunction,me/limi/cios,,,palaih=s,παλαιός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)w=n,ᾠόν,noun,kai\,καί,conjunction,yuxrote/rwn,ψυχρός,adjective,kai\,καί,conjunction,qermw=n,θέρμα,adjective,tw=n,ὁ,article,gumnw=n,γυμνός,adjective,a)po\,tou=,ὁ,article,ἀπό,preposition,o)strakw/,,,deos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krew=n,κρέας,noun,ta\,ὁ,article,mh\,μή,conjunction,pi/ona,πίων,adjective,kai\,καί,conjunction,smhgmatw/dea,σμηγματώδης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suw=n,ὗς,noun,me\n,μέν,particle,po/des,πούς,noun,kai\,καί,conjunction,ta\,τίς,pronoun,th=s,ὁ,article,kefalh=s,κεφαλή,noun,pthnw=n,ta\,ὁ,article,πτηνός,adjective,ptera\,πτερόν,noun,a)pi/ona,ἀπίων,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qhri/wn,θηρίον,noun,lagww=n,λαγῶς,noun,dorka/dwn,δορκάς,adjective,ptwko/s,πτώξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)pw/rhs,ὀπώρα,noun,o(koi=o/n,ὁποῖος,adjective,ti,τις,pronoun,a)/riston,ἄριστος,adjective,h)=|,εἰμί,verb,e)pi\,ἐπί,preposition,th=|,τῇ,adverb,tou=,stoma/xou,στόμαχος,noun,ὁ,article,a)naforh=|,ἀναφορά,noun,promhqe/esqai,προμηθέομαι,verb,pro\,πρό,preposition,th=s,ὁ,article,trofh=s,τροφεύς,noun,o(/kws,ὅπως,conjunction,mh\,katapoqei\s,καταπίνω,verb,a)nemh=tai,,,,,,,,,μή,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dido/nai,δίδωμι,verb,w)=n,οὖν,particle,pro\,πρό,preposition,pa/ntwn,πᾶς,adjective,siti/wn,σιτίον,noun,meli/krhton,μελίκρητον,noun,kua/qou,κύαθος,noun,h(/misu,kai\,καί,conjunction,ἥμισυς,adjective,pio/nta,πίνω,verb,e)ceme/ein,ἐξεμέω,verb,e)s,εἰς,preposition,th\n,ὁ,article,tou=,ὁ,article,stoma/xou,στόμαχος,noun,ka/qarsin,,,,,,,,,,,,,κάθαρσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=de,ὧδε,adverb,ga/r,γάρ,particle,soi,σύ,pronoun,h(,ὁ,article,trofh\,τροφή,noun,e(drai/h,ἑδραῖος,adjective,me/nei,μένω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fa/rmaka,φάρμακον,noun,de\,δέ,particle,tw=n,ὁ,article,a)nagkai/wn,ἀναγκαῖον,noun,kaqarth/ria,καθαρτήριος,adjective,pi/tuos,πίτυς,adjective,karpo\s,καρπός,noun,kai\,kni/dhs,κνίδη,adjective,καί,conjunction,tw=n,ὁ,article,sperma/twn,σπέρμα,noun,tou=,ὁ,article,kokka/lou,κόκκαλος,noun,kai\,καί,conjunction,pepe/rios,πέπερι,noun,a)mugda/lwn,ai(,ὁ,article,pikrai\,πικρός,adjective,kai\,καί,conjunction,me/li,μέλι,noun,ἀμύγδαλον,noun,h)=|,εἰμί,verb,tw=|de,ὅδε,pronoun,h(,ὁ,article,cu/stasis,σύστασις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,chrh=nai,ξηραίνω,verb,qe/lh|s,ἐθέλω,verb,a)/riston,ἄριστος,adjective,smu/rna,σμύρνα,noun,kai\,καί,conjunction,i)/rews,h(,ὁ,article,ἶρις,noun,*ri/za,,,kai\,καί,conjunction,to\,ὁ,article,dia\,διά,preposition,tw=n,ὁ,article,qhri/wn,θηρίον,noun,fa/rmakon,kai\,καί,conjunction,h(,ὁ,article,tou=,ὁ,article,*bhsti/nou,,,φάρμακον,noun,kai\,καί,conjunction,*miqrida/tou,Μιθριδάτης,proper,kai\,καί,conjunction,a)/llai,ἄλλος,adjective,muri/ai,μυρίος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)piqh/mata,ἐπίθημα,noun,de\,δέ,particle,h(,ὁ,article,tw=n,ὁ,article,e)piplasma/,,,twn,,,u(/lh,ὕλη,noun,meli/lwton,kai\,καί,conjunction,μελίλωτον,noun,mh/kwnes,μήκων,noun,kai\,καί,conjunction,termi/nqou,τέρμινθος,noun,da/kruon,δάκρυον,noun,kai\,καί,conjunction,u(/sswpon,ὕσσωπον,noun,kai\,li/pas,λιπάω,verb,to\,ὁ,article,a)po\,ἀπό,preposition,*ro/dwn,,,καί,conjunction,h)\,ἠέ,conjunction,th=s,ὁ,article,oi)na/nqhs,οἰνάνθη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khro\s,κήρ,noun,de\,δέ,particle,toute/wn,οὗτος,pronoun,pa/ntwn,πᾶς,adjective,pa/gos,πάγος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/leimma,ἄλειμμα,noun,liparo/n,λιπαρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
