word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/38/@_form,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/lemma/@_entry,word/38/lemma/@_POS,word/45/lemma/@_entry,word/45/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS
dia\,διά,preposition,tou/tous,οὗτος,pronoun,pate/res,πατήρ,noun,e)/ndocoi,ἔνδοξος,adjective,mhte/res,μήτηρ,noun,peri/bleptoi,περίβλεπτος,adjective,toi=s,ὁ,article,poli/tais,πολίτης,noun,gego/nasi,γίγνομαι,verb,a)delfai\,ἀδελφή,noun,ga/mwn,γάμος,adjective,tw=n,ὁ,article,proshko/ntwn,προσήκω,verb,e)nno/mws,ἔννομος,adjective,tetuxh/kasi,τυγχάνω,verb,kai\,καί,conjunction,teu/contai,τεύχω,verb,pai=des,παῖς,adjective,e)fo/dion,ἐφόδιον,noun,ei)s,εἰς,preposition,th\n,ὁ,article,pro\s,πρός,preposition,to\n,ὁ,article,dh=mon,δῆμος,noun,eu)/noian,εὔνοια,noun,th\n,ὁ,article,tw=n,ὁ,article,ou)k,οὐ,adverb,a)polwlo/twn,ἀπόλλυμι,verb,a)reth/n,ἀρετή,noun,ou),οὐ,adverb,ga\r,γάρ,particle,qemito\n,θεμιτός,adverb,tou/tou,οὗτος,pronoun,tou=,ὁ,article,o)no/matos,ὄνομα,adjective,tuxei=n,τυγχάνω,verb,tou\s,ou(/tws,u(pe\r,ὑπέρ,preposition,kalw=n,κάλη,adjective,to\n,ὁ,article,bi/on,βίος,adjective,e)klipo/ntas,ἐκλείπω,verb,a)lla\,ἀλλά,adverb,tw=n,to\,ὁ,article,zh=n,ζάω,verb,ei)s,εἰς,preposition,ai)w/nion,αἰώνιος,adjective,ta/cin,τάξις,noun,methllaxo/twn,μεταλλάσσω,verb,e(/cousin,ἔχω,verb,,,,ὁ,article,οὕτως,adverb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga\r,γάρ,particle,o(,ὁ,article,toi=s,ὁ,article,a)/llois,ἄλλος,adjective,w)\n,εἰμί,verb,a)niaro/tatos,ἀνιαρός,adjective,qa/natos,θάνατος,adjective,tou/tois,οὗτος,pronoun,a)rxhgo\s,ἀρχηγός,adjective,mega/lwn,μέγας,adverb,a)gaqw=n,ἀγαθός,adjective,ge/gone,γίγνομαι,verb,pw=s,πῶς,adverb,tou/tous,οὗτος,pronoun,ou)k,οὐ,adverb,eu)tuxei=s,εὐτυχής,adjective,kri/nein,κρίνω,verb,di/kaion,δίκαιος,adjective,h)\,ἠέ,conjunction,pw=s,πῶς,adverb,e)kleloipe/nai,ἐκλείπω,verb,to\n,ὁ,article,bi/on,βίος,adjective,a)ll',ἀλλά,adverb,ou)k,οὐ,adverb,e)c,ἐκ,preposition,a)rxh=s,ἀρχή,noun,gegone/nai,γίγνομαι,verb,kalli/w,καλλίας,noun,ge/nesin,γένεσις,noun,th=s,ὁ,article,prw/ths,πρότερος,adjective,u(parca/shs,ὑπάρχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/te,τότε,adverb,me\n,μέν,particle,ga\r,γάρ,particle,pai=des,παῖς,adjective,o)/ntes,εἰμί,verb,a)/frones,ἄφρων,adjective,h)=san,εἰμί,verb,nu=n,νῦν,adverb,d',δέ,particle,a)/ndres,ἀνήρ,noun,a)gaqoi\,ἀγαθός,adjective,gego/nasin,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to/te,τότε,adverb,me\n,μέν,particle,e)n,ἐν,preposition,pollw=|,πολύς,adjective,xro/nw|,χρόνος,noun,kai\,καί,conjunction,dia\,διά,preposition,pollw=n,πολύς,adjective,kindu/nwn,κίνδυνος,noun,th\n,ὁ,article,a)reth\n,ἀρετή,noun,a)pe/deican,ἀποδείκνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,d',δέ,particle,a)po\,ἀπό,preposition,tau/ths,οὗτος,pronoun,a)rcame/nous,ἄρχω,verb,u(pa/rxei,ὑπάρχω,verb,gnwri/mous,γνώριμος,adjective,pa=si,πᾶς,adjective,kai\,καί,conjunction,mnhmoneutou\s,μνημονευτός,adjective,dia\,διά,preposition,a)ndragaqi/an,ἀνδραγαθία,noun,gegone/nai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,ga\r,γάρ,particle,kairo\s,καιρός,noun,e)n,ἐν,preposition,w(=|,ὅς,pronoun,th=s,ὁ,article,tou/twn,οὗτος,pronoun,a)reth=s,ἀρετή,noun,ou),οὐ,adverb,mnhmoneu/somen,μνημονεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,to/pos,τόπος,noun,e)n,ἐν,preposition,w(=|,ὅς,pronoun,zh/lou,ζῆλος,noun,kai\,καί,conjunction,tw=n,ὁ,article,e)ntimota/twn,ἔντιμος,adjective,e)pai/nwn,ἔπαινος,noun,tugxa/nontas,τυγχάνω,verb,ou)k,οὐ,adverb,o)yo/meqa,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/teron,πότερος,adjective,ou)k,οὐ,adverb,e)n,ἐν,preposition,toi=s,ὁ,article,th=s,ὁ,article,po/lews,πόλις,adjective,a)gaqoi=s,ἀγαθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,ta\,ὁ,article,dia\,διά,preposition,tou/tous,οὗτος,pronoun,gegono/ta,γίγνομαι,verb,ti/nas,τίς,pronoun,a)/llous,ἄλλος,adjective,h)\,ἠέ,conjunction,tou/tous,οὗτος,pronoun,e)painei=sqai,ἐπαινέω,verb,kai\,καί,conjunction,mnh/mhs,μνήμη,noun,tugxa/nein,τυγχάνω,verb,poih/sei,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)k,οὐ,adverb,e)n,ἐν,preposition,tai=s,ὁ,article,i)di/ais,ἴδιος,adjective,eu)praci/ais,εὐπραξία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)n,ἐν,preposition,th=|,ὁ,article,tou/twn,οὗτος,pronoun,a)reth=|,ἀρετή,noun,bebai/ws,βέβαιος,adjective,au)tw=n,αὐτός,pronoun,a)polau/somen,ἀπολαύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
para\,παρά,preposition,poi/a|,ποῖος,adjective,de\,δέ,particle,tw=n,ὁ,article,h(likiw=n,ἡλικία,noun,ou),οὐ,adverb,makaristoi\,μακαριστός,adjective,genh/sontai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/teron,πότερος,adjective,ou),οὐ,adverb,para\,παρά,preposition,toi=s,ὁ,article,presbute/rois,πρέσβυς,noun,oi(\,ἕ,pronoun,a)/fobon,ἄφοβος,adjective,a)/cein,ἄγνυμι,verb,to\n,ὁ,article,loipo\n,λοιπός,adjective,bi/on,βίος,adjective,kai\,καί,conjunction,e)n,ἐν,preposition,tw=|,ὁ,article,a)sfalei=,ἀσφαλής,adjective,gegenh=sqai,γίγνομαι,verb,nomi/zousi,νομίζω,verb,dia\,διά,preposition,tou/tous,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou),οὐ,adverb,para\,παρά,preposition,toi=s,ὁ,article,h(likiw/tais,ἡλικιώτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teleuth\,τελευτή,noun,kalw=s,καλός,noun,para\,παρά,preposition,a)ll',ἀλλά,adverb,ou),οὐ,adverb,para\,παρά,preposition,toi=s,ὁ,article,newte/rois,νέος,adjective,kai\,καί,conjunction,paisi/n,παῖς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,ou),οὐ,adverb,to\n,ὁ,article,qa/naton,θάνατος,adjective,zhlw/sousin,ζηλόω,verb,au)tw=n,αὐτός,pronoun,kai\,καί,conjunction,au)toi\,αὐτός,pronoun,spouda/sousin,σπουδάζω,verb,mimei=sqai,μιμέομαι,verb,w(s,ὡς,conjunction,para/deigma,παράδειγμα,noun,to\n,ὁ,article,tou/twn,οὗτος,pronoun,bi/on,βίος,adjective,a)nq',ἀντί,preposition,ou(=,ἕ,pronoun,th\n,ὁ,article,a)reth\n,ἀρετή,noun,kataleloi/pasi,καταλιμπάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)kou=n,οὐ,adverb,a)/cion,ἄξιος,adjective,eu)daimoni/zein,εὐδαιμονίζω,verb,au)tou\s,αὐτός,pronoun,e)pi\,ἐπί,preposition,tosau/th|,τοσοῦτος,adjective,timh=|,τιμή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,ti/ne,τίς,pronoun,stw=n,στάζω,verb,para\,παρά,preposition,th=s,ὁ,article,*frugw=n,Φρύξ,proper,krathsa/shs,κρατέω,verb,stratei/as,στρατεία,adjective,e)gkwmiasqh/setai,ἐγκωμιάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de\,δέ,particle,th=s,ὁ,article,a(/pasin,ἅπας,adjective,kai\,καί,conjunction,lo/gois,λόγος,noun,kai\,καί,conjunction,w)|dai=sin,ἀοιδός,noun,a)mfo/tera,ἀμφότερος,adjective,ga\r,γάρ,particle,peri\,περί,preposition,*lewsqe/nous,Λεωσθένης,proper,kai\,καί,conjunction,tw=n,ὁ,article,teleuthsa/ntwn,τελευτάω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,pole/mw|,πόλεμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,me\n,μέν,particle,ga\r,γάρ,particle,h(donh=s,ἡδονά,noun,e(/neken,ἕνεκα,preposition,mnhmoneu/ousin,μνημονεύω,verb,ta\s,ὁ,article,toiau/tas,τοιοῦτος,adjective,karteri/as,καρτερία,noun,ti/,τίς,pronoun,ge/noit',γίγνομαι,verb,a)\n,ἄν,particle,toi=s,ὁ,article,*(/ellhsin,Ἕλλην,proper,h(/dion,ἡδύς,adjective,h)\,ἠέ,conjunction,e)/painos,ἔπαινος,noun,tw=n,ὁ,article,th\n,ὁ,article,e)leuqeri/an,ἐλευθερία,noun,paraskeuasa/ntwn,παρασκευάζω,verb,a)po\,ἀπό,preposition,*makedo/nwn,Μακεδών,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,w)felei/as,ὠφέλεια,noun,e(/neken,ἕνεκα,preposition,h(,ὁ,article,toiau/th,τοιοῦτος,adjective,mnh/mh,μνήμη,noun,gi/gnetai,γίγνομαι,verb,ti/s,τίς,pronoun,a)\n,ἄν,particle,lo/gos,λόγος,noun,w)felh/seien,ὠφελέω,verb,ma=llon,μᾶλλον,adverb,ta\s,ὁ,article,tw=n,ὁ,article,a)kouso/ntwn,ἀκούω,verb,yuxa\s,ψυχή,noun,tou=,ὁ,article,th\n,ὁ,article,a)reth\n,ἀρετή,noun,e)gkwmia/sontos,ἐγκωμιάζω,verb,kai\,καί,conjunction,tou\s,ὁ,article,a)gaqou\s,ἀγαθός,adjective,a)/ndras,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,mh\n,μήν,particle,o(/ti,ὅστις,pronoun,par',παρά,preposition,h(mi=n,ἐγώ,pronoun,kai\,καί,conjunction,toi=s,ὁ,article,loipoi=s,λοιπός,adjective,pa=sin,πᾶς,adjective,eu)dokimei=n,εὐδοκιμέω,verb,au)tou\s,αὐτός,pronoun,a)nagkai=on,ἀναγκαῖος,adjective,e)k,ἐκ,preposition,tou/twn,οὗτος,pronoun,fanero/n,φανερός,adjective,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,*(/aidou,Ἅιδης,proper,de\,δέ,particle,logi/sasqai,λογίζομαι,verb,a)/cion,ἄξιος,adjective,ti/nes,τίς,pronoun,oi(,ἕ,pronoun,to\n,ὁ,article,h(gemo/na,ἡγεμών,noun,deciwso/menoi,δεξιόομαι,verb,to\n,ὁ,article,tou/twn,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=r',ἆρα,particle,ou)k,οὐ,adverb,a)\n,ἄν,particle,oi)o/meqa,οἴομαι,verb,o(ra=n,ὁράω,verb,*lewsqe/nh,Λεωσθένης,proper,decioume/nous,δεξιόομαι,verb,kai\,καί,conjunction,qauma/zontas,θαυμάζω,verb,tw=n,ὁ,article,h(miqe/wn,ἡμίθεος,noun,kaloume/nwn,καλέω,verb,tou\s,ὁ,article,e)pi\,ἐπί,preposition,*troi/an,Τροία,proper,strateu/santas,στρατεύω,verb,w(=n,ὅς,pronoun,ou(=tos,οὗτος,pronoun,a)delfa\s,ἀδελφή,noun,pra/ceis,πρᾶξις,adjective,e)nsthsa/menos,ἐνίστημι,verb,tosou=ton,τοσοῦτος,adjective,dih/negke,διαφέρω,verb,w(/ste,ὥστε,conjunction,oi(,ἕ,pronoun,me\n,μέν,particle,meta\,μετά,preposition,pa/shs,πᾶς,adjective,th=s,ὁ,article,*(ella/dos,Ἑλλάς,proper,mi/an,εἷς,adjective,po/lin,πόλις,adjective,ei(=lon,αἱρέω,verb,o(,ὁ,article,de\,δέ,particle,meta\,μετά,preposition,th=s,ὁ,article,e(autou=,patri/dos,mo/nhs,μόνος,adjective,pa=san,πᾶς,adjective,th\n,ὁ,article,th=s,ὁ,article,*eu)rw/phs,Εὐρώπη,proper,kai\,καί,conjunction,th=s,*)asi/as,Ἄσιος,proper,a)/rxousan,ἄρχω,verb,du/namin,δύναμις,adjective,e)tapei/nwsen,ταπεινόω,verb,,,,,,,,,,,,,ἑαυτοῦ,pronoun,πατρίς,adjective,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)kei=noi,ἐκεῖνος,pronoun,me\n,μέν,particle,e(/neka,ἕνεκα,preposition,mia=s,εἷς,adjective,gunaiko\s,γυνή,noun,u(brisqei/shs,ὑβρίζω,verb,h)/munan,ἀμύνω,verb,o(,ὁ,article,de\,δέ,particle,pasw=n,πᾶς,adjective,tw=n,ὁ,article,*(ellhni/dwn,Ἑλληνίς,proper,ta\s,ὁ,article,e)piferome/nas,ἐπιφέρω,verb,u(/breis,ὕβρις,noun,e)kw/lusen,κωλύω,verb,meta\,μετά,preposition,tw=n,ὁ,article,sunqaptome/nwn,συνθάπτω,verb,nu=n,νῦν,adverb,au)tw=|,αὐτός,pronoun,a)ndrw=n,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
