word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS
mhd',μηδέ,particle,a)naba/llesqai,ἀναβάλλω,verb,e)/s,εἰς,preposition,t',τε,particle,au)/rion,αὔριον,adverb,e)/s,εἰς,preposition,te,τε,particle,e)/nhfin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,e)twsioergo\s,ἐτωσιοεργός,adjective,a)nh\r,ἀνήρ,noun,pi/mplhsi,πίμπλημι,verb,kalih\n,καλιά,noun,ou)d',οὐδέ,particle,a)naballo/menos,ἀναβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mele/th,μελέτη,noun,de\,δέ,particle,to\,ὁ,article,e)/rgon,ἔργον,noun,o)fe/llei,ὀφέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)ei\,ἀεί,adverb,d',δέ,particle,a)mboliergo\s,ἀμβολιεργός,adjective,a)nh\r,ἀνήρ,noun,a)/th|si,ἄτη,noun,palai/ei,παλαίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=mos,ἦμος,adverb,dh\,δή,particle,lh/gei,λήγω,verb,me/nos,μένος,noun,o)ce/os,ὀξύς,adjective,h)eli/oio,ἥλιος,noun,kau/matos,καῦμα,noun,i)dali/mou,ἰδάλιμος,adjective,metopwrino\n,μετοπωρινός,adjective,o)mbrh/santos,ὀμβρέω,verb,*zhno\s,Ζεύς,proper,e)risqene/os,ἐρισθενής,adjective,meta\,μετά,preposition,de\,δέ,particle,tre/petai,τρέπω,verb,bro/teos,βρότειος,adjective,xrw\s,χρώς,noun,pollo\n,πολύς,adjective,e)lafro/teros,ἐλαφρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dh\,δή,particle,ga\r,γάρ,particle,to/te,τότε,adverb,*sei/rios,σείριος,noun,a)sth\r,ἀστήρ,noun,baio\n,βαιός,adjective,u(pe\r,ὑπέρ,preposition,kefalh=s,κεφαλή,noun,khritrefe/wn,κηριτρεφής,adjective,a)nqrw/pwn,ἄνθρωπος,noun,e)/rxetai,ἔρχομαι,verb,h)ma/tios,ἠμάτιος,adjective,plei=on,πλέως,adjective,de/,δέ,particle,te,τε,particle,nukto\s,νύξ,adjective,e)paurei=,ἐπαυρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=mos,τῆμος,adverb,a)dhktota/th,ἄδηκτος,adjective,pe/letai,πέλω,verb,tmhqei=sa,τέμνω,verb,sidh/rw|,σίδηρον,noun,u(/lh,ὕλη,noun,fu/lla,φύλλον,noun,d',δέ,particle,e)/raze,ἔραζε,adverb,xe/ei,χάω,verb,pto/rqoio/,πτόρθος,noun,te,τε,particle,lh/gei,λήγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=mos,τῆμος,adverb,a)/r',ἄρα,particle,u(lotomei=n,ὑλοτομέω,verb,memnhme/nos,μιμνήσκω,verb,w(/ria,ὥριος,adjective,e)/rga,ἔργον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)/lmon,ὄλμος,noun,me\n,μέν,particle,tripo/dhn,τριπόδης,noun,ta/mnein,τέμνω,verb,u(/peron,ὕπερον,noun,de\,δέ,particle,tri/phxun,τρίπηχυς,adjective,a)/cona,ἄξων,noun,d',δέ,particle,e(ptapo/dhn,ἑπταπόδης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/la,μάλα,adverb,ga/r,γάρ,particle,nu/,νῦν,adverb,toi,σύ,pronoun,a)/rmenon,ἀραρίσκω,verb,ou(/tw,οὕτως,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de/,δέ,particle,ken,ἄν,particle,o)ktapo/dhn,ὀκταπόδης,noun,a)po\,ἀπό,preposition,kai\,καί,conjunction,sfu=ra/n,σφῦρα,noun,ke,ἄν,particle,ta/moio,τέμνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trispi/qamon,τρισπίθαμος,adjective,d',δέ,particle,a)/yin,ἄψις,noun,ta/mnein,τέμνω,verb,dekadw/rw|,δεκάδωρος,adjective,a)ma/ch|,ἄμαξα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/ll',πολύς,adjective,e)pikampu/la,ἐπικαμπύλος,adjective,ka=la,κᾶλον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe/rein,φέρω,verb,de\,δέ,particle,gu/hn,γύης,adjective,o(/t',ὅτε,conjunction,a)\n,ἄν,particle,eu(/rh|s,εὑρίσκω,verb,e)s,εἰς,preposition,oi)=kon,οἶκος,noun,kat',κατά,preposition,o)/ros,ὄρος,adjective,dizh/menos,δίζημαι,verb,h)\,ἠέ,conjunction,kat',κατά,preposition,a)/rouran,ἄρουρα,adjective,pri/ninon,πρίνινος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\s,ὅς,pronoun,ga\r,γάρ,particle,bousi\n,βοῦς,noun,a)rou=n,ἀείρω,verb,o)xurw/tato/s,ὀχυρός,adjective,e)stin,εἰμί,verb,eu)=t',εὖτε,conjunction,a)\n,ἄν,particle,*)aqhnai/hs,Ἀθήνη,proper,dmw=|os,δμώς,noun,e)n,ἐν,preposition,e)lu/mati,ἔλυμα,noun,ph/cas,πήγνυμι,verb,go/mfoisin,γόμφος,noun,pela/sas,πελάω,verb,prosarh/retai,προσαραρίσκω,verb,i(stoboh=i,ἱστοβοεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doia\,δοιοί,adjective,de\,δέ,particle,qe/sqai,τίθημι,verb,a)/rotra,ἄροτρον,adjective,ponhsa/menos,πονέομαι,verb,kata\,κατά,preposition,oi)=kon,οἶκος,noun,au)to/guon,αὐτόγυος,adjective,kai\,καί,conjunction,phkto/n,πηκτός,adjective,e)pei\,ἐπεί,conjunction,polu\,πολύς,adjective,lw/ion,λωίων,adjective,ou(/tw,οὕτως,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/,εἰ,conjunction,x',ἄν,particle,e(/teron,ἕτερος,adjective,a)/cais,ἄγνυμι,verb,e(/tero/n,ἕτερος,adjective,k',ἄν,particle,e)pi\,ἐπί,preposition,bousi\,βοῦς,noun,ba/loio,βάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da/fnhs,δάφνη,noun,d',δέ,particle,h)\,ἠέ,conjunction,ptele/hs,πτελέα,noun,a)kiw/tatoi,ἄκιος,adjective,i(stoboh=es,ἱστοβοεύς,noun,druo\s,δρῦς,noun,e)/luma,ἔλυμα,noun,gu/hs,γύης,adjective,pri/nou,πρῖνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bo/e,βοῦς,noun,d',δέ,particle,e)nnaeth/rw,ἐνναέτηρος,adjective,a)/rsene,ἄρσην,noun,kekth=sqai,κτάομαι,verb,tw=n,ὁ,article,ga\r,γάρ,particle,sqe/nos,σθένος,noun,ou)k,οὐ,adverb,a)lapadno/n,ἀλαπαδνός,adjective,h(/bhs,ἥβη,noun,me/tron,μέτρον,noun,e)/xonte,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw\,ὁ,article,e)rga/zesqai,ἐργάζομαι,verb,a)ri/stw,ἄριστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,a)\n,ἄν,particle,tw/,τῷ,adverb,g',γε,particle,e)ri/sante,ἐρίζω,verb,e)n,ἐν,preposition,au)/laki,αὖλαξ,noun,ka\m,κατά,preposition,me\n,μέν,particle,a)/rotron,ἄροτρον,adjective,a)/ceian,ἄγνυμι,verb,to\,ὁ,article,de\,δέ,particle,e)/rgon,ἔργον,noun,e)tw/sion,ἐτώσιος,adjective,au)=qi,αὖθι,adverb,li/poien,λείπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=s,ὁ,article,d',δέ,particle,a(/ma,ἅμα,adverb,tessarakontaeth\s,τεσσαρακονταετής,adjective,ai)zho\s,αἰζηός,noun,e(/poito,ἕπομαι,verb,a)/rton,ἄρτος,noun,deipnh/sas,δειπνέω,verb,tetra/trufon,τετράτρυφος,adjective,o)kta/blwmon,ὀκτάβλωμος,adjective,o(\s,ὅς,pronoun,e)/rgou,ἔργον,noun,meletw=n,μελετάω,verb,i)qei=a/n,εὐθύς,adjective,k',ἄν,particle,au)/lak',αὖλαξ,noun,e)lau/noi,ἐλαύνω,verb,mhke/ti,μηκέτι,adverb,paptai/nwn,παπταίνω,verb,meq',μετά,preposition,o(mh/likas,ὁμῆλιξ,noun,a)ll',ἀλλά,adverb,e)pi\,ἐπί,preposition,e)/rgw|,ἔργον,noun,qumo\n,θυμός,noun,e)/xwn,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,d',δέ,particle,ou)/ti,οὔτι,adverb,new/teros,νέος,adjective,a)/llos,ἄλλος,adjective,a)mei/nwn,ἀμείνων,adjective,spe/rmata,σπέρμα,noun,da/ssasqai,δατέομαι,verb,kai\,καί,conjunction,e)pispori/hn,ἐπισπορία,noun,a)le/asqai,ἀλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kouro/teros,κουρότερος,adjective,ga\r,γάρ,particle,a)nh\r,ἀνήρ,noun,meq',μετά,preposition,o(mh/likas,ὁμῆλιξ,noun,e)ptoi/htai,πτοέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra/zesqai,φράζω,verb,d',δέ,particle,eu)=t',εὖτε,conjunction,a)\n,ἄν,particle,gera/nou,γέρανος,noun,fwnh\n,φωνή,noun,e)pakou/sh|s,ἐπακούω,verb,u(yo/qen,ὑψόθεν,adverb,e)k,ἐκ,preposition,nefe/wn,νέφος,noun,e)niau/sia,ἐνιαύσιος,adjective,keklhgui/hs,κλάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/t',ὅστε,pronoun,a)ro/toio/,ἄροτος,adjective,te,τε,particle,sh=ma,σῆμα,adjective,fe/rei,φέρω,verb,kai\,καί,conjunction,xei/matos,χεῖμα,noun,w(/rhn,ὥρα,adjective,deiknu/ei,δείκνυμι,verb,o)mbrhrou=,ὄμβριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kradi/hn,καρδία,noun,d',δέ,particle,e)/dak',δάκνω,verb,a)ndro\s,ἀνήρ,noun,a)bou/tew,ἀβούτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dh\,δή,particle,to/te,τότε,adverb,xorta/zein,χορτάζω,verb,e(/likas,ἕλιξ,noun,bo/as,βόα,noun,e)/ndon,ἔνδον,adverb,e)o/ntas,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r(hi/dion,ῥᾴδιος,adjective,ga\r,γάρ,particle,e)/pos,ἔπος,adjective,ei)pei=n,εἶπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bo/e,βοῦς,noun,do\s,δίδωμι,verb,kai\,καί,conjunction,a)/macan,ἄμαξα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r(hi/dion,ῥᾴδιος,adjective,d',δέ,particle,a)panh/nasqai,ἀπαναίνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/ra,παρά,preposition,e)/rga,ἔργον,noun,bo/essin,βοῦς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fhsi\,φημί,verb,d',δέ,particle,a)nh\r,ἀνήρ,noun,fre/nas,φρήν,noun,a)fneio\s,ἀφνειός,adjective,ph/casqai,πήγνυμι,verb,a)/macan,ἄμαξα,noun,nh/pios,νήπιος,adjective,ou)de\,οὐδέ,particle,to\,ὁ,article,oi)=d',οἶδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(kato\n,ἑκατόν,noun,de/,δέ,particle,te,τε,particle,dou/rat',δόρυ,noun,a)ma/chs,ἄμαξα,noun,tw=n,ὁ,article,pro/sqen,πρόσθεν,adverb,mele/thn,μελέτη,noun,e)xe/men,ἔχω,verb,oi)kh/ia,οἰκεῖος,adjective,qe/sqai,τίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)=t',εὖτε,conjunction,a)\n,ἄν,particle,de\,δέ,particle,prw/tist',πρώτιστος,adjective,a)/rotos,ἄροτος,adjective,qnhtoi=si,θνητός,adjective,fanei/h|,φαίνω,verb,dh\,δή,particle,to/t',τότε,adverb,e)formhqh=nai,ἐφορμάω,verb,o(mw=s,ὁμῶς,adverb,dmw=e/s,δμώς,noun,te,τε,particle,kai\,καί,conjunction,au)to\s,αὐτός,pronoun,au)/hn,αὔω,verb,kai\,καί,conjunction,dierh\n,διερός,adjective,a)ro/wn,ἀράζω,verb,a)ro/toio,ἄροτος,adjective,kaq',κατά,preposition,w(/rhn,ὥρα,adjective,prwi\,πρωί,adverb,ma/la,μάλα,adverb,speu/dwn,σπεύδω,verb,i(/na,ἵνα,conjunction,toi,σύ,pronoun,plh/qwsin,πλήθω,verb,a)/rourai,ἄρουρα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=ri,ἦρι,adverb,polei=n,πολέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qe/reos,θέρος,noun,de\,δέ,particle,newme/nh,νεάω,verb,ou)/,οὐ,adverb,s',σύ,pronoun,a)path/sei,ἀπατάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neio\n,νειός,noun,de\,δέ,particle,spei/rein,σπείρω,verb,e)/ti,ἔτι,adverb,koufi/zousan,κουφίζω,verb,a)/rouran,ἄρουρα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neio\s,νειός,noun,a)lecia/rh,ἀλεξιάρη,adjective,pai/dwn,παῖς,adjective,eu)khlh/teira,εὐκηλήτειρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)/xesqai,εὔχομαι,verb,de\,δέ,particle,*dii\,Ζεύς,proper,xqoni/w|,χθόνιος,adjective,*dhmh/teri/,Δημήτηρ,proper,q',τε,particle,a(gnh=|,ἁγνός,adjective,e)ktele/a,ἐκτελής,adjective,bri/qein,βρίθω,verb,*dhmh/teros,Δημήτηρ,proper,i(ero\n,ἱερός,adjective,a)kth/n,ἀκτή,noun,a)rxo/menos,ἄρχω,verb,ta\,ὁ,article,prw=t',πρότερος,adjective,a)ro/tou,ἀρότης,noun,o(/t',ὅστε,pronoun,a)\n,ἄν,particle,a)/kron,ἄκρος,adjective,e)xe/tlhs,ἐχέτλη,noun,xeiri\,χείρ,noun,labw\n,λαμβάνω,verb,o(/rphka,ὄρπηξ,noun,bow=n,βόα,noun,e)pi\,ἐπί,preposition,nw=ton,νῶτον,noun,i(/khai,ἱκνέομαι,verb,e)/ndruon,ἔνδρυον,noun,e(lko/ntwn,ἕλκω,verb,mesa/bwn,μέσαβον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,tutqo\s,τυτθός,adjective,o)/pisqe,ὄπισθεν,adverb,dmw=|os,δμώς,noun,e)/xwn,ἔχω,verb,make/lhn,μακέλας,noun,po/non,πόνος,noun,o)rni/qessi,ὄρνις,noun,tiqei/h,τίθημι,verb,spe/rma,σπέρμα,noun,katakru/ptwn,κατακρύπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)uqhmosu/nh,,,ga\r,γάρ,particle,a)ri/sth,ἄριστος,adjective,qnhtoi=s,θνητός,adjective,a)nqrw/pois,ἄνθρωπος,noun,kakoqhmosu/nh,κακοθημοσύνη,noun,de\,δέ,particle,kaki/sth,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=de/,ὧδε,adverb,ken,ἄν,particle,a)drosu/nh|,,,sta/xues,στάχυς,adjective,neu/oien,νεύω,verb,e)/raze,ἔραζε,adverb,ei),εἰ,conjunction,te/los,τέλος,noun,au)to\s,αὐτός,pronoun,o)/pisqen,ὄπισθεν,adverb,*)olu/mpios,Ὀλύμπιος,proper,e)sqlo\n,ἐσθλός,adjective,o)pa/zoi,ὀπάζω,verb,e)k,ἐκ,preposition,d',δέ,particle,a)gge/wn,ἄγγος,noun,e)la/seias,ἐλαύνω,verb,a)ra/xnia,ἀράχνιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,se,σύ,pronoun,e)/olpa,ἔλπω,verb,ghqh/sein,γηθέω,verb,bio/tou,βίοτος,noun,ai)reu/menon,αἱρέω,verb,e)/ndon,ἔνδον,adverb,e)o/ntos,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)oxqe/wn,εὐοχθέω,verb,d',δέ,particle,i(/ceai,ἵζω,verb,polio\n,πολιός,adjective,e)/ar,ἔαρ,noun,ou)de\,οὐδέ,particle,pro\s,πρός,preposition,a)/llous,ἄλλος,adjective,au)ga/seai,αὐγάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se/o,σύ,pronoun,d',δέ,particle,a)/llos,ἄλλος,adjective,a)nh\r,ἀνήρ,noun,kexrhme/nos,χράω,verb,e)/stai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
