word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS
ou)k,οὐ,adverb,w)=,ὦ,interjection,fi/le,φίλος,adjective,*prw/tarxe,Πρώταρχος,proper,tou=to,οὗτος,pronoun,e)/gwge,ἐγώ,pronoun,e)zh/toun,ζητέω,verb,pw,ti/s,τίς,pronoun,te/xnh,τέχνη,noun,h)\,ἠέ,conjunction,ti/s,τίς,pronoun,e)pisth/mh,ἐπιστήμη,noun,pasw=n,πᾶς,adjective,diafe/rei,διαφέρω,verb,tw=|,ὁ,article,megi/sth,μέγας,adverb,kai\,καί,conjunction,a)ri/sth,ἄριστος,adjective,kai\,καί,conjunction,plei=sta,πλεῖστος,adjective,w)felou=sa,ὠφελέω,verb,h(ma=s,ἐγώ,pronoun,a)lla\,ἀλλά,adverb,πω,particle,ti/s,τίς,pronoun,pote,ποτέ,particle,to\,ὁ,article,safe\s,σαφής,adverb,kai\,καί,conjunction,ta)kribe\s,ἀκριβής,adjective,kai\,καί,conjunction,to\,ὁ,article,a)lhqe/staton,ἀληθής,adjective,e)piskopei=,ἐπισκοπέω,verb,ka)\n,κἀν,conjunction,ei),εἰ,conjunction,smikra\,μικρός,adjective,kai\,καί,conjunction,smikra\,μικρός,adjective,o)nina=sa,ὀνίνημι,verb,tou=t',οὗτος,pronoun,e)/stin,εἰμί,verb,o(\,ὅς,pronoun,nu=n,νῦν,adverb,dh\,δή,particle,zhtou=men,ζητέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,o(/ra,ὁράω,verb,ou)de\,οὐδέ,particle,ga\r,γάρ,particle,a)pexqh/sh|,ἀπέσσομαι,verb,*gorgi/a|,Γοργίης,proper,th=|,ὁ,article,me\n,e)kei/nou,ἐκεῖνος,pronoun,u(pa/rxein,ὑπάρχω,verb,te/xnh|,τέχνη,noun,didou\s,δίδωμι,verb,pro\s,πρός,preposition,xrei/an,χρεία,noun,toi=s,ὁ,article,a)nqrw/pois,ἄνθρωπος,noun,kratei=n,κρατέω,verb,h(=|,ὅς,pronoun,d',δέ,particle,ei)=pon,εἶπον,verb,e)gw\,ἐγώ,pronoun,nu=n,νῦν,adverb,pragmatei/a|,πραγματεία,noun,kaqa/per,καθά,adverb,μέν,particle,tou=,ὁ,article,leukou=,λευκός,adjective,pe/ri,περί,preposition,to/te,τότε,adverb,e)/legon,λέγω,verb,ka)\n,κἀν,conjunction,ei),εἰ,conjunction,smikro/n,μικρός,adjective,kaqaro\n,καθαρός,adjective,d',δέ,particle,ei)/h,ἀίω,verb,tou=,ὁ,article,pollou=,πολύς,adjective,kai\,καί,conjunction,mh\,μή,conjunction,toiou/tou,τοιοῦτος,adjective,diafe/rein,διαφέρω,verb,tou/tw|,οὗτος,pronoun,g',γε,particle,au)tw=|,αὐτός,pronoun,tw=|,ὁ,article,a)lhqesta/tw|,ἀληθής,adjective,kai\,καί,conjunction,nu=n,νῦν,adverb,dh\,δή,particle,sfo/dra,σφόδρα,adverb,dianohqe/ntes,διανοέομαι,verb,kai\,καί,conjunction,i(kanw=s,ἱκανός,adjective,dialogisa/menoi,διαλογίζομαι,verb,mh/t',μήτε,particle,ei)/s,εἰς,preposition,tinas,τις,pronoun,w)feli/as,ὠφέλεια,noun,e)pisthmw=n,ἐπιστήμη,noun,ble/yantes,βλέπω,verb,mh/te,μήτε,particle,tina\s,τις,pronoun,eu)dokimi/as,εὐδοκιμία,noun,a)ll',ἀλλά,adverb,ei)/,εἰ,conjunction,tis,τις,pronoun,pe/fuke,φύω,verb,th=s,ὁ,article,yuxh=s,ψυχή,noun,h(mw=n,ἐγώ,pronoun,du/namis,δύναμις,adjective,e)ra=n,ἐράω,verb,te,τε,particle,tou=,ὁ,article,a)lhqou=s,ἀληθής,adjective,kai\,καί,conjunction,pa/nta,πᾶς,adjective,e(/neka,ἕνεκα,preposition,tou/tou,οὗτος,pronoun,pra/ttein,πράσσω,verb,tau/thn,οὗτος,pronoun,ei)/pwmen,εἶπον,verb,diecereunhsa/menoi,διεξερευνάω,verb,to\,ὁ,article,kaqaro\n,καθαρός,adjective,nou=,νόος,adjective,te,τε,particle,kai\,καί,conjunction,fronh/sews,φρόνησις,noun,ei),εἰ,conjunction,tau/thn,οὗτος,pronoun,ma/lista,μάλιστα,adverb,e)k,ἐκ,preposition,tw=n,ὁ,article,ei)ko/twn,ἔοικα,verb,e)kth=sqai,κτάομαι,verb,fai=men,φημί,verb,a)\n,ἄν,particle,h)/,ἠέ,conjunction,tina,τις,pronoun,e(te/ran,ἕτερος,adjective,tau/ths,οὗτος,pronoun,kuriwte/ran,κύριος,adjective,h(mi=n,ἐγώ,pronoun,zhthte/on,ζητητέος,adjective
a)lla\,ἀλλά,adverb,skopw=,σκοπάω,verb,kai\,καί,conjunction,xalepo\n,χαλεπός,adjective,oi)=mai,οἴομαι,verb,sugxwrh=sai/,συγχωρέω,verb,tina,τις,pronoun,a)/llhn,e)pisth/mhn,ἐπιστήμη,noun,h)\,ἠέ,conjunction,te/xnhn,τέχνη,noun,th=s,ὁ,article,a)lhqei/as,ἀλήθεια,adjective,a)nte/xesqai,ἀντέχω,verb,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,tau/thn,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=r',ἆρα,particle,ou)=n,οὖν,particle,e)nnoh/sas,ἐννοέω,verb,to\,ὁ,article,toio/nde,τοιόσδε,adjective,ei)/rhkas,ἐρῶ,verb,o(\,ὅς,pronoun,le/geis,nu=n,νῦν,adverb,w(s,ὡς,conjunction,ai(,ὁ,article,pollai\,πολύς,adjective,te/xnai,τέχνη,noun,kai\,καί,conjunction,o(/soi,ὅσος,adjective,peri\,περί,preposition,tau=ta,οὗτος,pronoun,pepo/nhntai,πονέομαι,verb,prw=ton,πρότερος,adjective,me\n,μέν,particle,do/cais,δόξα,noun,xrw=ntai,χράομαι,verb,kai\,καί,conjunction,ta\,ὁ,article,λέγω,verb,peri\,περί,preposition,do/can,δόξα,noun,zhtou=si,ζητέω,verb,suntetame/nws,συντείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/,εἰ,conjunction,te,τε,particle,kai\,καί,conjunction,peri\,περί,preposition,fu/sews,φύσις,noun,h(gei=tai/,ἡγέομαι,verb,tis,τις,pronoun,zhtei=n,oi)=sq',οἶδα,verb,o(/ti,ὅστις,pronoun,ta\,ὁ,article,peri\,περί,preposition,to\n,ὁ,article,ko/smon,κόσμος,noun,to/nde,ὅδε,pronoun,o(/ph|,ὅπη,adverb,te,τε,particle,ge/gonen,γίγνομαι,verb,kai\,καί,conjunction,o(/ph|,ὅπη,adverb,pa/sxei,πάσχω,verb,ti,τις,pronoun,kai\,καί,conjunction,o(/ph|,ὅπη,adverb,ζητέω,verb,poiei=,ποιέω,verb,tau=ta,οὗτος,pronoun,zhtei=,ζητέω,verb,dia\,διά,preposition,bi/ou,βίος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fai=men,φημί,verb,a)\n,ἄν,particle,tau=ta,οὗτος,pronoun,h)\,ἠέ,conjunction,pw=s,πῶς,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)kou=n,οὐκοῦν,adverb,ou),οὐ,adverb,peri\,περί,preposition,ta\,ὁ,article,o)/nta,εἰμί,verb,a)ei/,ἀεί,adverb,peri\,περί,preposition,de\,ta\,ὁ,article,gigno/mena,γίγνομαι,verb,kai\,καί,conjunction,genhso/mena,γίγνομαι,verb,kai\,καί,conjunction,gegono/ta,γίγνομαι,verb,h(mw=n,ἐγώ,pronoun,o(,ὁ,article,toiou=tos,τοιοῦτος,adjective,a)nh/|rhtai,ἀναιρέω,verb,to\n,ὁ,article,po/non,πόνος,noun,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/twn,οὗτος,pronoun,ou)=n,οὖν,particle,ti,τις,pronoun,safe\s,σαφής,adverb,a)\n,ἄν,particle,fai=men,φημί,verb,th=|,ὁ,article,a)kribesta/th|,a)lhqei/a|,ἀλήθεια,adjective,gi/gnesqai,γίγνομαι,verb,w(=n,ὅς,pronoun,mh/te,μήτε,particle,e)/sxe,ἔχω,verb,mhde\n,μηδείς,pronoun,pw/pote,πώποτε,adverb,kata\,κατά,preposition,tau)ta\,ταυτός,adjective,mh/q',μήτε,particle,e(/cei,ἔχω,verb,mh/te,μήτε,particle,ei)s,εἰς,preposition,to\,ὁ,article,nu=n,νῦν,adverb,paro\n,πάρειμι,verb,ἀκριβής,adjective,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pw=s,πῶς,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri\,περί,preposition,ou)=n,οὖν,particle,ta\,ὁ,article,mh\,μή,conjunction,kekthme/na,κτάομαι,verb,bebaio/thta,βεβαιότης,noun,mhd',μηδέ,particle,h(ntinou=n,pw=s,πῶς,adverb,a)/n,ἄν,particle,pote,ποτέ,particle,be/baion,βέβαιος,adjective,gi/gnoiq',γίγνομαι,verb,h(mi=n,ἐγώ,pronoun,kai\,καί,conjunction,o(tiou=n,ὁτιοῦν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,ὅστις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=mai,οἴομαι,verb,me\n,μέν,particle,ou)damw=s,οὐδαμός,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)d',οὐδέ,particle,a)/ra,ἄρα,particle,nou=s,νόος,adjective,ou)de/,οὐδέ,particle,tis,τις,pronoun,e)pisth/mh,ἐπιστήμη,noun,peri\,περί,preposition,au)ta/,e)stin,εἰμί,verb,to\,ὁ,article,a)lhqe/staton,ἀληθής,adjective,e)/xousa,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/koun,οὔκουν,adverb,ei)ko/s,ἔοικα,verb,ge,γε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,me\n,μέν,particle,dh\,δή,particle,se\,σύ,pronoun,kai\,καί,conjunction,e)me\,ἐγώ,pronoun,kai\,καί,conjunction,*gorgi/an,kai\,καί,conjunction,*fi/lhbon,,,xrh\,χρή,verb,suxna\,συχνός,adjective,xai/rein,χαίρω,verb,e)a=n,ἀίω,verb,to/de,ὅδε,pronoun,de\,δέ,particle,diamartu/rasqai,διαμαρτύρομαι,verb,tw=|,ὁ,article,lo/gw|,λόγος,noun,,,,,,,,,,,,,,,,Γοργίης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,poi=on,ποῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,h)\,ἠέ,conjunction,peri\,περί,preposition,e)kei=na,ἐκεῖνος,pronoun,e)/sq',ἔσθω,verb,h(mi=n,ἐγώ,pronoun,to/,ὁ,article,te,be/baion,βέβαιος,adjective,kai\,καί,conjunction,to\,ὁ,article,kaqaro\n,καθαρός,adjective,kai\,καί,conjunction,a)lhqe\s,ἀληθής,adjective,kai\,καί,conjunction,o(\,ὅς,pronoun,dh\,δή,particle,le/gomen,λέγω,verb,ei)likrine/s,εἰλικρινής,adverb,peri\,περί,preposition,ta\,ὁ,article,a)ei\,ἀεί,adverb,kata\,κατά,preposition,ta\,ὁ,article,τε,particle,au)ta\,αὐτός,pronoun,w(sau/tws,ὡσαύτως,adverb,a)meikto/tata,ἄμεικτος,adjective,e)/xonta,ἔχω,verb,h)\,ἠέ,conjunction,e)kei/nwn,ἐκεῖνος,pronoun,o(/ti,ὅστις,pronoun,ma/lista/,μάλιστα,adverb,e)sti,εἰμί,verb,suggene/s,συγγενής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
