word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/37/lemma/@_entry,word/37/lemma/@_POS,word/49/lemma/@_entry,word/49/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/64/lemma/@_entry,word/64/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/78/lemma/@_entry,word/78/lemma/@_POS,word/99/lemma/@_entry,word/99/lemma/@_POS,word/87/lemma/@_entry,word/87/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/122/lemma/@_entry,word/122/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/130/@_form,word/130/lemma/@_entry,word/130/lemma/@_POS,word/131/@_form,word/131/lemma/@_entry,word/131/lemma/@_POS,word/132/@_form,word/132/lemma/@_entry,word/132/lemma/@_POS,word/133/@_form,word/133/lemma/@_entry,word/133/lemma/@_POS,word/134/@_form,word/134/lemma/@_entry,word/134/lemma/@_POS
o)fei/lwn,de\,δέ,particle,polla\s,πολύς,adjective,muria/das,μυριάς,noun,u(po\,ὑπό,preposition,tw=n,ὁ,article,fi/lwn,kai\,καί,conjunction,oi)kei/wn,οἰκεῖος,adjective,e)pei/sqh,πείθω,verb,th\n,ὁ,article,pai=da,παῖς,adjective,gh=mai,γαμέω,verb,par',παρά,preposition,h(liki/an,ἡλικία,noun,kai\,καί,conjunction,tou\s,ὁ,article,daneista\s,δανειστής,noun,a)palla/cai,ἀπαλλάσσω,verb,toi=s,ὁ,article,e)kei/nhs,ἐκεῖνος,pronoun,xrhsa/menos,χράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὀφείλω,verb,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)antw/nios,de\,δέ,particle,tou=,ὁ,article,ga/mou,γάμος,adjective,mnhsqei\s,μιμνήσκω,verb,e)n,ἐν,preposition,tai=s,pro\s,πρός,preposition,tou\s,ὁ,article,*filippikou\s,φιλιππικός,adjective,a)ntigrafai=s,ἀντιγραφή,noun,e)kbalei=n,ἐκβάλλω,verb,au)to/n,αὐτός,pronoun,fhsi,φημί,verb,gunai=ka,γυνή,noun,par',παρά,preposition,h(,ὁ,article,e)gh/rase,γηράσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ἀντώνιος,proper,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xarie/ntws,a(/ma,ἅμα,adverb,th\n,ὁ,article,oi)kouri/an,οἰκουρία,noun,w(s,ὡς,conjunction,a)pra/ktou,ἄπρακτος,adjective,kai\,a)strateu/tou,ἀστράτευτος,adjective,paraskw/ptwn,παρασκώπτω,verb,tou=,ὁ,article,*kike/rwnos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,χαρίεις,adjective,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gh/manti,d',δέ,particle,au)tw=|,αὐτός,pronoun,met',μετά,preposition,ou),οὐ,adverb,polu\n,πολύς,adjective,xro/non,h(,ὁ,article,quga/thr,θυγάτηρ,adjective,a)pe/qane,ἀποθνήσκω,verb,ti/ktousa,τίκτω,verb,para\,παρά,preposition,*le/ntlw|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γαμέω,verb,χρόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tw|,ga\r,γάρ,particle,e)gamh/qh,γαμέω,verb,meta\,μετά,preposition,th\n,ὁ,article,*pei/swnos,Πείσων,proper,tou=,prote/rou,πρότερος,adjective,a)ndro\s,ἀνήρ,noun,teleuth/n,τελευτή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,sunh=lqon,συνέρχομαι,verb,me\n,μέν,particle,e)pi\,ἐπί,preposition,th\n,ὁ,article,paramuqi/an,παραμυθία,noun,tw=|,*kike/rwni,,,pantaxo/qen,πανταχόθεν,adverb,oi(,ὁ,article,fi/loi,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bare/ws,d',δέ,particle,a)/gan,ἄγαν,adverb,h)/negke,φέρω,verb,to\,ὁ,article,sumbebhko/s,συμβαίνω,verb,w(/ste,kai\,καί,conjunction,th\n,ὁ,article,gamhqei=san,γαμέω,verb,a)pope/myasqai,ἀποπέμπω,verb,do/casan,δοξάζω,verb,h(sqh=nai,ἥδομαι,verb,th=|,ὁ,article,teleuth=|,τελευτή,noun,th=s,ὁ,article,*tulli/as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,βαρύς,adjective,ὥστε,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,me\n,μέν,particle,ou)=n,οὖν,particle,kat',κατά,preposition,oi)=kon,οἶκος,noun,ou(/tws,οὕτως,adverb,ei)=xe,tw=|,ὁ,article,*kike/rwni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,d',δέ,particle,e)pi\,ἐπί,preposition,*kai/sara,Καῖσαρ,proper,sunistame/nhs,συνίστημι,verb,pra/cews,πρᾶξις,adjective,ou),mete/sxe,μετέχω,verb,kai/per,καίπερ,particle,w)\n,εἰμί,verb,e(tai=ros,ἑταῖρος,noun,e)n,ἐν,preposition,toi=s,ὁ,article,ma/lista,μάλιστα,adverb,*brou/tou,,,kai\,καί,conjunction,baru/nesqai,βαρύνω,verb,ta\,ὁ,article,paro/nta,πάρειμι,verb,kai\,καί,conjunction,ta\,ὁ,article,pa/lai,πάλαι,adverb,poqei=n,ποθέω,verb,pra/gmata,πρᾶγμα,noun,dokw=n,δοκάζω,verb,w(s,ὡς,conjunction,e(/teros,ἕτερος,adjective,ou)dei/s,οὐδείς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',e)/deisan,δείδω,verb,oi(,ὁ,article,a)/ndres,ἀνήρ,noun,au)tou=,αὐτός,pronoun,th/n,ὁ,article,te,fu/sin,φύσις,noun,w(s,ὡς,conjunction,e)ndea=,ἐνδεής,adjective,to/lmhs,τόλμα,noun,to/n,ὁ,article,te,τε,particle,xro/non,χρόνος,noun,e)n,ἐν,preposition,w(=|,ὅς,pronoun,kai\,καί,conjunction,tai=s,ὁ,article,e)rrwmenesta/tais,ἐρρωμένος,adjective,fu/sesin,φύσις,noun,e)pilei/pei,ἐπιλείπω,verb,to\,ὁ,article,qarrei=n,θαρσέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀλλά,adverb,τε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,d',δέ,particle,ou)=n,οὖν,particle,e)pe/prakto,πράσσω,verb,toi=s,ὁ,article,peri\,περί,preposition,*brou=ton,kai\,καί,conjunction,*ka/ssion,Κάσσιος,proper,to\,ὁ,article,e)/rgon,ἔργον,noun,kai\,καί,conjunction,tw=n,ὁ,article,*kai/saros,Καῖσαρ,proper,fi/lwn,φίλος,adjective,sunistame/nwn,συνίστημι,verb,e)pi\,ἐπί,preposition,tou\s,ὁ,article,a)/ndras,ἀνήρ,noun,au)=qis,αὖθις,adverb,h)=n,εἰμί,verb,de/os,δέος,noun,e)mfuli/ois,ἐμφύλιος,adjective,pole/mois,πόλεμος,noun,peripeth=,περιπετής,adverb,gene/sqai,γίγνομαι,verb,th/n,ὁ,article,po/lin,πόλις,adjective,*)antw/nios,Ἀντώνιος,proper,me\n,μέν,particle,u(pateu/wn,ὑπατεύω,verb,th/n,ὁ,article,boulh\n,βουλή,noun,sunh/gage,συνάγω,verb,kai\,καί,conjunction,braxe/a,βραχύς,adjective,diele/xqh,διαλέγω,verb,peri\,o(monoi/as,ὁμόνοια,noun,*kike/rwn,,,de\,δέ,particle,polla\,πολύς,adjective,pro\s,πρός,preposition,to\n,ὁ,article,kairo\n,καιρός,noun,oi)kei/ws,οἰκεῖος,adjective,dielqw/n,διέρχομαι,verb,e)/peise,ἐφίζω,verb,th/n,ὁ,article,su/gklhton,*)aqhnai/ous,Ἀθήναιος,proper,mimhsame/nhn,μιμέομαι,verb,ὡς,conjunction,,,περί,preposition,σύγκλητος,adjective,a)mnhsti/an,ἀμνηστία,noun,tw=n,ὁ,article,e)pi\,ἐπί,preposition,*kai/sari,Καῖσαρ,proper,yhfi/sasqai,ψηφίζομαι,verb,nei=mai,νέμω,verb,de\,δέ,particle,toi=s,ὁ,article,peri\,περί,preposition,*ka/ssion,Κάσσιος,proper,kai\,καί,conjunction,*brou=ton,,,e)parxi/as,,,,,,,,,,,,,,,,ἐπαρχία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sxe,de\,δέ,particle,tou/twn,οὗτος,pronoun,te/los,τέλος,noun,ou)de/n,οὐδείς,pronoun,o(,ὁ,article,ga\r,dh=mos,δῆμος,noun,au)to\s,αὐτός,pronoun,me\n,μέν,particle,a)f',ἀπό,preposition,e(autou=,ἑαυτοῦ,pronoun,pro\s,πρός,preposition,oi)=kton,οἶκτος,noun,e)caxqei/s,ἐξάγω,verb,w(s,ὡς,conjunction,ei)=de,εἶδον,verb,to/n,ὁ,article,nekro\n,νεκρός,noun,e)kkomizo/menon,ἐκκομίζω,verb,di',διά,preposition,a)gora=s,ἀγορά,noun,*)antwni/ou,Ἀντώνιος,proper,de\,δέ,particle,kai\,καί,conjunction,th/n,ὁ,article,e)sqh=ta,ἐσθής,noun,dei/cantos,δείκνυμι,verb,au)toi=s,αὐτός,pronoun,ai(/matos,αἷμα,noun,kata/plewn,κατάπλεος,adjective,kai\,καί,conjunction,kekomme/nhn,κόπτω,verb,pa/nth|,πάντῃ,adverb,toi=s,ὁ,article,ci/fesin,ξίφος,noun,e)kmane/ntes,ἐκμαίνω,verb,u(p',o)rgh=s,ὀργή,noun,e)n,ἐν,preposition,a)gora=|,ἀγορά,noun,zh/thsin,ζήτησις,noun,e)poiou=nto,ποιέω,verb,tw=n,ὁ,article,a)ndrw=n,ἀνήρ,noun,kai\,καί,conjunction,pu=r,πῦρ,noun,e)/xontes,ἔχω,verb,e)pi\,ἐπί,preposition,ta\s,oi)ki/as,οἰκία,noun,e)/qeon,θέω,verb,ἔχω,verb,γάρ,particle,ὑπό,preposition,ὁ,article,w(s,ὡς,conjunction,u(fa/yontes,ὑφάπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,de\,δέ,particle,tou=ton,οὗτος,pronoun,me\n,μέν,particle,tw=|,ὁ,article,propefula/xqai,προφυλάσσω,verb,die/fugon,to/n,ὁ,article,ki/ndunon,κίνδυνος,noun,e(te/rous,ἕτερος,adjective,de\,δέ,particle,pollou\s,πολύς,adjective,kai\,καί,conjunction,mega/lous,μέγας,adverb,prosdokw=ntes,προσδοκάω,verb,e)ce/lipon,ἐκλείπω,verb,th/n,ὁ,article,po/lin,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,διαφεύγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)qu\s,ou)=n,οὖν,particle,o(,ὁ,article,*)antw/nios,Ἀντώνιος,proper,e)ph=rto,ἐπαίρω,verb,kai/,καί,conjunction,pa=si,me\n,μέν,particle,h)=n,εἰμί,verb,fobero\s,φοβερός,adjective,w(s,ὡς,conjunction,monarxh/swn,μοναρχέω,verb,tw=|,ὁ,article,de\,δέ,particle,*kike/rwni,,,foberw/tatos,φοβερός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εὐθύς,adverb,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
