word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS
fri/ssw,φρίσσω,verb,de/,δέ,particle,se,σύ,pronoun,derkome/na,δέρκομαι,verb,muri/ois,μυρίος,adjective,mo/xqois,μόχθος,noun,diaknaio/menon,διακναίω,verb,*zh=na,Ζεύς,proper,ga\r,γάρ,particle,ou),οὐ,adverb,trome/wn,τρομέω,verb,i)di/a|,ἴδιος,adjective,gnw/ma|,γνώμη,noun,se/bh|,σέβομαι,verb,qnatou\s,θνητός,adjective,a)/gan,ἄγαν,adverb,*promhqeu=,Προμηθεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe/r',φέρω,verb,o(/pws,ὅπως,conjunction,a)/xaris,ἄχαρις,noun,xa/ris,χάρις,noun,w)=,ὦ,interjection,fi/los,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)pe\,εἶπον,verb,pou=,πού,adverb,ti/s,τίς,pronoun,a)lka/,ἀλκή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,e)fameri/wn,ἐφημέριος,adjective,a)/rhcis,ἄρηξις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)d',οὐδέ,particle,e)de/rxqhs,δέρκομαι,verb,o)ligodrani/an,ὀλιγοδρανία,noun,a)/kikun,ἄκικυς,noun,i)so/neiron,ἰσόνειρος,adjective,a(=|,ὅς,pronoun,to\,ὁ,article,fwtw=n,φώς,adjective,a)lao\n,ἀλαός,adjective,ge/nos,γένος,noun,e)mpepodisme/non,ἐμποδίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/pote,οὔποτε,adverb,ta\n,ὁ,article,*dio\s,Ζεύς,proper,a(rmoni/an,ἁρμονία,noun,qnatw=n,θνητός,adjective,pareci/asi,παρέξειμι,verb,boulai/,βουλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/maqon,μανθάνω,verb,ta/de,ὅδε,pronoun,sa\s,σός,adjective,prosidou=s',προσεῖδον,verb,o)loa\s,ὀλοός,adjective,tu/xas,τύχη,noun,*promhqeu=,Προμηθεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,diamfi/dion,διαμφίδιος,adjective,de/,δέ,particle,moi,ἐγώ,pronoun,me/los,μέλος,noun,prose/pta,προσπέτομαι,verb,to/d',ὅδε,pronoun,e)kei=no/,ἐκεῖνος,pronoun,q',τε,particle,o(/,ὅς,pronoun,t',τε,particle,a)mfi\,ἀμφί,preposition,loutra\,λουτρόν,noun,kai\,καί,conjunction,le/xos,λέχος,noun,so\n,σός,adjective,u(menai/oun,ὑμεναιόω,verb,i)o/tati,ἰότης,adjective,ga/mwn,γάμος,adjective,o(/te,ὅτε,conjunction,ta\n,ὁ,article,o(mopa/trion,ὁμοπάτριος,adjective,e(/dnois,ἕδνον,noun,a)/gages,ἄγω,verb,*(hsio/nan,Ἡσιόνη,proper,pei/qw\n,πείθω,verb,da/marta,δάμαρ,noun,koino/lektron,κοινόλεκτρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,gh=,γῆ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ge/nos,γένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/na,τίς,pronoun,fw=,φημί,verb,leu/ssein,λεύσσω,verb,to/nde,ὅδε,pronoun,xalinoi=s,χαλινός,noun,e)n,ἐν,preposition,petri/noisin,πέτρινος,adjective,xeimazo/menon,χειμάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/nos,τίς,pronoun,a)mplaki/as,ἀμπλάκημα,noun,poina\s,ποινή,noun,o)le/kh|,ὀλέκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sh/mhnon,σημαίνω,verb,o(/poi,ὅποι,adverb,gh=s,γῆ,noun,h(,ὁ,article,mogera\,μογερός,adjective,pepla/nhmai,πλανάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=,ἆ,interjection,a)=,ἆ,interjection,e)\,ἒ,interjection,e)/,ἒ,interjection,xri/ei,χρίω,verb,tis,τις,pronoun,au)=,αὖ,interjection,me,ἐγώ,pronoun,ta\n,ὁ,article,ta/lainan,τάλας,adjective,oi)=stros,οἶστρος,noun,ei)/dwlon,εἴδωλον,noun,*)/argou,Ἄργος,proper,ghgenou=s,γηγενής,adjective,a)/leu',ἀλέομαι,verb,a)=,ἆ,interjection,da=,δᾶ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fobou=mai,φοβέω,verb,to\n,ὁ,article,muriwpo\n,μυριωπός,adjective,ei)sorw=sa,εἰσοράω,verb,bou/tan,βούτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,poreu/etai,πορεύω,verb,do/lion,δόλιος,adjective,o)/mm',ὄμμα,noun,e)/xwn,ἔχω,verb,o(\n,ὅς,pronoun,ou)de\,οὐδέ,particle,katqano/nta,καταθνήσκω,verb,gai=a,γαῖα,noun,keu/qei,κεύθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)me\,ἐγώ,pronoun,ta\n,ὁ,article,ta/lainan,τάλας,adjective,e)c,ἐκ,preposition,e)ne/rwn,ἔνεροι,noun,perw=n,περάω,verb,kunagetei=,κυνηγετέω,verb,plana=|,πλανάω,verb,te,τε,particle,nh=stin,νῆστις,noun,a)na\,ἀνά,preposition,ta\n,ὁ,article,parali/an,παράλιος,adjective,ya/mman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(po\,ὑπό,preposition,de\,δέ,particle,khro/plastos,κηρόπλαστος,adjective,o)tobei=,ὀτοβέω,verb,do/nac,δόναξ,noun,a)xe/tas,ἀχέτης,noun,u(pnodo/tan,ὑπνοδότης,noun,no/mon,νόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w\,ἰώ,interjection,i)w\,ἰώ,interjection,po/poi,πόποι,interjection,poi=,ποι,adverb,m',ἐγώ,pronoun,a)/gousi,ἄγω,verb,thle/plagktoi,τηλέπλαγκτος,adjective,pla/nai,πλάνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,pote/,ποτέ,particle,m',ἐγώ,pronoun,w)=,ὦ,interjection,*kro/nie,Κρόνιος,proper,pai=,παῖς,adjective,ti/,τίς,pronoun,pote,ποτέ,particle,tai=sd',ὅδε,pronoun,e)ne/zeucas,ἐνζεύγνυμι,verb,eu(rw\n,εὑρίσκω,verb,a(martou=san,ἁμαρτάνω,verb,e)n,ἐν,preposition,phmonai=sin,πημονή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(\,ἕ,pronoun,e(/,ἕ,pronoun,oi)strhla/tw|,οἰστρήλατος,adjective,de\,δέ,particle,dei/mati,δεῖμα,noun,deilai/an,δείλαιος,adjective,para/kopon,παράκοπος,adjective,w(=de,ὧδε,adverb,tei/reis,τείρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
puri/,πῦρ,noun,me,ἐγώ,pronoun,fle/con,φλέγω,verb,h)\,ἠέ,conjunction,xqoni\,χθών,noun,ka/luyon,καλύπτω,verb,h)/,ἠέ,conjunction,ponti/ois,πόντιος,adjective,da/kesi,δάκος,noun,do\s,δίδωμι,verb,bora/n,βορός,adjective,mhde/,μηδέ,particle,moi,ἐγώ,pronoun,fqonh/sh|s,φθονέω,verb,eu)gma/twn,εὖγμα,noun,a)/nac,ἄναξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/dhn,ἅδην,adverb,me,ἐγώ,pronoun,polu/planoi,πολύπλανος,adjective,pla/nai,πλάνη,noun,gegumna/kasin,γυμνάζω,verb,ou)d',οὐδέ,particle,e)/xw,ἔχω,verb,maqei=n,μανθάνω,verb,o(/pa,ὅπη,adverb,phmona\s,πημονή,noun,a)lu/cw,ἀλύσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klu/eis,κλύω,verb,fqe/gma,φθέγμα,adjective,ta=s,ὁ,article,bou/kerw,βούκερως,adjective,parqe/nou,παρθένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,d',δέ,particle,ou),οὐ,adverb,klu/w,κλύω,verb,th=s,ὁ,article,oi)strodinh/tou,οἰστροδίνητος,adjective,ko/rhs,κόρη,noun,th=s,ὁ,article,*)inaxei/as,Ἰνάχειος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(\,ὅς,pronoun,*dio\s,Ζεύς,proper,qa/lpei,θάλπω,verb,ke/ar,κῆρ,noun,e)/rwti,ἔρως,noun,kai\,καί,conjunction,nu=n,νῦν,adverb,tou\s,ὁ,article,u(permh/keis,ὑπερμήκης,adjective,dro/mous,δρόμος,noun,*(/hra|,Ἥρα,proper,stughto\s,στυγητός,adjective,pro\s,πρός,preposition,bi/an,βία,adjective,gumna/zetai,γυμνάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/qen,πόθεν,adverb,e)mou=,ἐγώ,pronoun,su\,σύ,pronoun,patro\s,πατήρ,noun,o)/nom',ὄνομα,adjective,a)pu/eis,ἠπύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)pe/,εἶπον,verb,moi,ἐγώ,pronoun,ta=|,ὁ,article,mogera=|,μογερός,adjective,ti/s,τίς,pronoun,w)/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,a)/ra,ἄρα,particle,m',ἐγώ,pronoun,w)=,ὦ,interjection,ta/las,τάλας,adjective,ta\n,ὁ,article,ta/lainan,τάλας,adjective,w(=d',ὧδε,adverb,e)/tuma,ἔτυμος,adjective,prosqroei=s,προσθροέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qeo/suto/n,θεόσυτος,adjective,te,τε,particle,no/son,νόσος,noun,w)no/masas,ὀνομάζω,verb,a(\,ὅς,pronoun,marai/nei,μαραίνω,verb,me,ἐγώ,pronoun,xri/ousa,χρίω,verb,ke/ntrois,κέντρον,noun,i)w/,ἰώ,interjection,foitale/oisin,φοιταλέος,adjective,e(\,ἕ,pronoun,e(/,ἕ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skirthma/twn,σκίρτημα,noun,de\,δέ,particle,nh/stisin,νῆστις,noun,ai)kei/ais,αἰκία,noun,labro/sutos,λαβρόσυτος,adjective,h)=lqon,ἔρχομαι,verb,*(/hras,Ἥρα,proper,e)piko/toisi,ἐπίκοτος,adjective,mh/desi,μῆδος,noun,damei=sa,δαμάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dusdaimo/nwn,δυσδαίμων,adjective,de\,δέ,particle,ti/nes,τίς,pronoun,oi(/,ἕ,pronoun,e(\,ἕ,pronoun,e(/,ἕ,pronoun,oi(=',οἷος,adjective,e)gw\,ἐγώ,pronoun,mogou=sin,μογέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla/,ἀλλά,adverb,moi,ἐγώ,pronoun,torw=s,τορός,adjective,te/kmhron,τεκμαίρομαι,verb,o(/,ὅς,pronoun,ti,τις,pronoun,m',ἐγώ,pronoun,e)pamme/nei,ἐπαναμένω,verb,paqei=n,πάσχω,verb,ti/,τίς,pronoun,mh=xar,μῆχαρ,noun,h)\,ἠέ,conjunction,ti/,τίς,pronoun,fa/rmakon,φάρμακον,noun,no/sou,νόσος,noun,dei=con,δείκνυμι,verb,ei)/per,εἴπερ,conjunction,oi)=sqa,οἶδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qro/ei,θροέω,verb,fra/ze,φράζω,verb,ta=|,ὁ,article,duspla/nw|,δύσπλανος,adjective,parqe/nw|,παρθένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/cw,λέγω,verb,torw=s,τορός,adjective,soi,σύ,pronoun,pa=n,πᾶς,adjective,o(/per,ὅσπερ,adjective,xrh/|zeis,χρῄζω,verb,maqei=n,μανθάνω,verb,ou)k,οὐ,adverb,e)mple/kwn,ἐμπλέκω,verb,ai)ni/gmat',αἴνιγμα,noun,a)ll',ἀλλά,adverb,a(plw=|,ἁπλόος,adjective,lo/gw|,λόγος,noun,w(/sper,ὥσπερ,adverb,di/kaion,δίκαιος,adjective,pro\s,πρός,preposition,fi/lous,φῖλος,noun,oi)/gein,οἴγω,verb,sto/ma,στόμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
puro\s,πῦρ,noun,brotoi=s,βροτός,noun,doth=r',δοτήρ,noun,o(ra=|s,ὁράω,verb,*promhqe/a,Προμηθεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,koino\n,κοινός,adjective,w)fe/lhma,ὠφέλημα,noun,qnhtoi=sin,θνητός,adjective,fanei/s,φαίνω,verb,tlh=mon,τλήμων,adjective,*promhqeu=,Προμηθεύς,proper,tou=,ὁ,article,di/khn,δίκη,adjective,pa/sxeis,πάσχω,verb,ta/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(rmoi=,ἁρμοῖ,adverb,pe/paumai,παύω,verb,tou\s,ὁ,article,e)mou\s,ἐμός,adjective,qrhnw=n,θρηνέω,verb,po/nous,πόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/koun,οὔκουν,adverb,po/rois,πόρω,verb,a)\n,ἄν,particle,th/nde,ὅδε,pronoun,dwrea\n,δωρεά,noun,e)moi/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/g',λέγω,verb,h(/ntin',ὅστις,pronoun,ai)th=|,αἰτέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa=n,πᾶς,adjective,ga\r,γάρ,particle,a)\n,ἄν,particle,pu/qoio/,πύθω,verb,mou,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sh/mhnon,σημαίνω,verb,o(/stis,ὅστις,pronoun,e)n,ἐν,preposition,fa/raggi/,φάραγξ,noun,s',σύ,pronoun,w)/xmasen,ὀχμάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bou/leuma,βούλευμα,noun,me\n,μέν,particle,to\,ὁ,article,*di=on,Δῖον,proper,*(hfai/stou,Ἥφαιστος,proper,de\,δέ,particle,xei/r,χείρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poina\s,ποινή,noun,de\,δέ,particle,poi/wn,ποῖος,adjective,a)mplakhma/twn,ἀμπλάκημα,noun,ti/neis,τίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tosou=ton,τοσοῦτος,adjective,a)rkw=,ἀρκέω,verb,soi,σύ,pronoun,safhni/sas,σαφηνίζω,verb,mo/non,μόνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pro/s,πρός,preposition,ge,γε,particle,tou/tois,οὗτος,pronoun,te/rma,τέρμα,noun,th=s,ὁ,article,e)mh=s,ἐμός,adjective,pla/nhs,πλάνη,noun,dei=con,δείκνυμι,verb,ti/s,τίς,pronoun,e)/stai,εἰμί,verb,th=|,ὁ,article,talaipw/rw|,ταλαίπωρος,adjective,xro/nos,χρόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,mh\,μή,conjunction,maqei=n,μανθάνω,verb,soi,σύ,pronoun,krei=sson,κρείσσων,verb,h)\,ἠέ,conjunction,maqei=n,μανθάνω,verb,ta/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh/toi,μήτοι,conjunction,me,ἐγώ,pronoun,kru/yh|s,κρύπτω,verb,tou=q',οὗτος,pronoun,o(/per,ὅσπερ,adjective,me/llw,μέλλω,verb,paqei=n,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou),οὐ,adverb,megai/rw,μεγαίρω,verb,tou=de/,ὅδε,pronoun,soi,σύ,pronoun,dwrh/matos,δώρημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,dh=ta,δῆτα,adverb,me/lleis,μέλλω,verb,mh\,μή,conjunction,ou),οὐ,adverb,gegwni/skein,γεγωνίσκω,verb,to\,ὁ,article,pa=n,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fqo/nos,φθόνος,noun,me\n,μέν,particle,ou)dei/s,οὐδείς,pronoun,sa\s,σός,adjective,d',δέ,particle,o)knw=,ὀκνέω,verb,qra/cai,θράσσω,verb,fre/nas,φρήν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh/,μή,conjunction,mou,ἐγώ,pronoun,prokh/dou,προκήδομαι,verb,ma=sson,μάσσων,noun,w(s,ὡς,conjunction,e)moi\,ἐγώ,pronoun,gluku/,γλυκύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
