word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS
*ei)s,de\,δέ,particle,to\,ὁ,article,*i,,,tri/a,τρεῖς,noun,mo/na,μόνος,adjective,me/li,μέλι,noun,ko/mmi,κόμμι,noun,pe/peri,πέπερι,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰς,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ei)s,de\,δέ,particle,to\,ὁ,article,*u,,,pe/nte,πέντε,adverb,to\,ὁ,article,pw=u+,πῶυ,noun,to\,ὁ,article,na=pu,νᾶπυ,noun,to\,ὁ,article,go/nu,γόνυ,noun,to\,ὁ,article,do/ru,δόρυ,noun,to\,ὁ,article,a)/stu,ἄστυ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰς,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ta\,de\,δέ,particle,metacu\,μεταξύ,adverb,ei)s,εἰς,preposition,tau=ta,οὗτος,pronoun,kai\,καί,conjunction,*n,,,kai\,καί,conjunction,*s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*le/cews,de\,δέ,particle,a)reth\,ἀρετή,noun,safh=,σαφής,adverb,kai\,καί,conjunction,mh\,μή,conjunction,tapeinh\n,ταπεινός,adjective,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λέξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*safesta/th,me\n,μέν,particle,ou)=n,οὖν,particle,e)sti\n,εἰμί,verb,h(,ὁ,article,e)k,ἐκ,preposition,tw=n,ὁ,article,kuri/wn,κῦρος,noun,o)noma/twn,ὄνομα,adjective,a)lla\,ἀλλά,adverb,tapeinh/,ταπεινός,adjective,para/deigma,παράδειγμα,noun,de\,δέ,particle,h(,ὁ,article,*kleofw=ntos,Κλεοφῶν,proper,poi/hsis,ποίησις,noun,kai\,καί,conjunction,h(,ὁ,article,*sqene/lou,Σθένελος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σαφής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*semnh\,de\,δέ,particle,kai\,καί,conjunction,e)calla/ttousa,ἐξαλλάσσω,verb,to\,ὁ,article,i)diwtiko\n,ἰδιωτικός,adjective,h(,ὁ,article,toi=s,ὁ,article,cenikoi=s,ξενικός,adjective,kexrhme/nh,χράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σεμνός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ceniko\n,de\,δέ,particle,le/gw,λέγω,verb,glw=ttan,γλῶσσα,noun,kai\,καί,conjunction,metafora\n,μεταφορά,noun,kai\,καί,conjunction,e)pe/ktasin,ἐπέκτασις,noun,kai\,καί,conjunction,pa=n,πᾶς,adjective,to\,ὁ,article,para\,παρά,preposition,to\,ὁ,article,ku/rion,κύριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ξενικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)all',a)/n,ἄν,particle,tis,τις,pronoun,a(/panta,ἅπας,adjective,toiau=ta,τοιοῦτος,adjective,poih/sh|,ποιέω,verb,h)\,ἠέ,conjunction,ai)/nigma,αἴνιγμα,noun,e)/stai,εἰμί,verb,h)\,ἠέ,conjunction,barbarismo/s,βαρβαρισμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀλλά,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)\an,me\n,μέν,particle,ou)=n,οὖν,particle,e)k,ἐκ,preposition,metaforw=n,μεταφορά,noun,ai)/nigma,αἴνιγμα,noun,e)a\n,ἐάν,conjunction,de\,δέ,particle,e)k,ἐκ,preposition,glwttw=n,γλῶσσα,noun,barbarismo/s,βαρβαρισμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ai)ni/gmatos,ga\r,γάρ,particle,i)de/a,ἰδέα,noun,au(/th,οὗτος,pronoun,e)sti/,εἰμί,verb,to\,ὁ,article,le/gonta,λέγω,verb,u(pa/rxonta,ὑπάρχω,verb,a)du/nata,ἀδύνατος,adjective,suna/yai,συνάπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αἴνιγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kata\,me\n,μέν,particle,ou)=n,οὖν,particle,th\n,ὁ,article,tw=n,ὁ,article,o)no/matwn,,,su/nqesin,σύνθεσις,noun,ou)x,οὐ,adverb,oi(=o/n,οἷος,adjective,te,τε,particle,tou=to,οὗτος,pronoun,poih=sai,ποιέω,verb,kata\,κατά,preposition,de\,δέ,particle,th\n,ὁ,article,metafora\n,μεταφορά,noun,e)nde/xetai,ἐνδέχομαι,verb,oi(=on,οἷος,adjective,*)/andr',Ἄνδρος,proper,ei)=don,εἶδον,verb,puri\,πῦρ,noun,xalko\n,χαλκός,noun,e)p',ἐπί,preposition,a)ne/ri,ἀνήρ,noun,kollh/santa,κολλάω,verb,kai\,καί,conjunction,ta\,ὁ,article,toiau=ta,τοιοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κατά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)ek,de\,δέ,particle,tw=n,ὁ,article,glwttw=n,γλῶσσα,noun,o(,ὁ,article,barbarismo/s,βαρβαρισμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκ,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dei=,a)/ra,ἄρα,particle,kekra=sqai/,,,pws,πως,particle,tou/tois,οὗτος,pronoun,to\,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,mh\,μή,conjunction,i)diwtiko\n,ἰδιωτικός,adjective,poih/sei,ποιέω,verb,mhde\,μηδέ,particle,tapeino\n,ταπεινός,adjective,h(,ὁ,article,glw=tta,γλῶσσα,noun,kai\,καί,conjunction,h(,ὁ,article,metafora\,μεταφορά,noun,kai\,καί,conjunction,o(,ὁ,article,ko/smos,κόσμος,noun,kai\,καί,conjunction,ta)=lla,ἄλλος,adjective,ta\,ὁ,article,ei)rhme/na,ἐρῶ,verb,ei)/dh,εἶδος,noun,to\,ὁ,article,de\,δέ,particle,ku/rion,κύριος,adjective,th\n,ὁ,article,safh/neian,σαφήνεια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ou)k,e)la/xiston,ἐλάχιστος,adjective,de\,δέ,particle,me/ros,μέρος,noun,sumba/llontai,συμβάλλω,verb,ei)s,εἰς,preposition,to\,ὁ,article,safe\s,σαφής,adverb,th=s,ὁ,article,le/cews,λέξις,noun,kai\,καί,conjunction,mh\,μή,conjunction,i)diwtiko\n,ἰδιωτικός,adjective,ai(,ὁ,article,e)pekta/seis,ἐπέκτασις,noun,kai\,καί,conjunction,a)pokopai\,ἀποκοπή,noun,kai\,καί,conjunction,e)callagai\,ἐξαλλαγή,noun,tw=n,ὁ,article,o)noma/twn,ὄνομα,adjective,dia\,διά,preposition,me\n,μέν,particle,ga\r,γάρ,particle,to\,ὁ,article,a)/llws,ἄλλως,adverb,e)/xein,ἔχω,verb,h)\,ἠέ,conjunction,w(s,ὡς,conjunction,to\,ὁ,article,ku/rion,κύριος,adjective,para\,παρά,preposition,to\,ὁ,article,ei)wqo\s,ἔθω,verb,gigno/menon,γίγνομαι,verb,to\,ὁ,article,mh\,μή,conjunction,i)diwtiko\n,ἰδιωτικός,adjective,poih/sei,ποιέω,verb,dia\,διά,preposition,de\,δέ,particle,to\,ὁ,article,koinwnei=n,κοινωνέω,verb,tou=,ὁ,article,ei)wqo/tos,ἔθω,verb,to\,ὁ,article,safe\s,σαφής,adverb,e)/stai,εἰμί,verb,,,,,,,,,,,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/wste,ou)k,οὐ,adverb,o)rqw=s,ὀρθός,adjective,ye/gousin,ψέγω,verb,oi(,ἕ,pronoun,e)pitimw=ntes,ἐπιτιμάω,verb,tw=|,ὁ,article,toiou/tw|,τοιοῦτος,adjective,tro/pw|,τρόπος,noun,th=s,ὁ,article,diale/ktou,διάλεκτος,noun,kai\,καί,conjunction,diakwmw|dou=ntes,διακωμῳδέω,verb,to\n,ὁ,article,poihth/n,ποιητός,adjective,oi(=on,οἷος,adjective,*eu)klei/dhs,Εὐκλείδης,proper,o(,ὁ,article,a)rxai=os,ἀρχαῖος,adjective,w(s,ὡς,conjunction,r(a/|dion,ῥᾴδιος,adjective,poiei=n,ποιέω,verb,ei)/,εἰ,conjunction,tis,τις,pronoun,dw/sei,δίδωμι,verb,e)ktei/nein,ἐκτείνω,verb,e)f',ἐπί,preposition,o(po/son,ὁπόσος,adjective,bou/letai,βούλομαι,verb,i)ambopoih/sas,ἰαμβοποιέω,verb,e)n,ἐν,preposition,au)th=|,αὐτός,pronoun,th=|,ὁ,article,le/cei,λέξις,noun,h)ti/xarin,,,ei)=don,εἶδον,verb,*maraqw=na/de,,,badi/zonta,βαδίζω,verb,kai\,καί,conjunction,ou)k,οὐ,adverb,a)\n,ἄν,particle,gera/menos,γεράζω,verb,to\n,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,e)lle/boron,ἑλλέβορος,noun,,,,,,,,,,,,,,,,,,,,,,ὥστε,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*to\,me\n,μέν,particle,ou)=n,οὖν,particle,fai/nesqai/,φαίνω,verb,pws,πως,particle,xrw/menon,χράομαι,verb,tou/tw|,οὗτος,pronoun,tw=|,ὁ,article,tro/pw|,τρόπος,noun,geloi=on,γέλοιος,adjective,to\,ὁ,article,de\,δέ,particle,me/tron,μέτρον,noun,koino\n,κοινός,adjective,a(pa/ntwn,ἅπας,adjective,e)sti\,εἰμί,verb,tw=n,ὁ,article,merw=n,μέρα,noun,kai\,καί,conjunction,ga\r,γάρ,particle,metaforai=s,μεταφορά,noun,kai\,καί,conjunction,glw/ttais,γλῶσσα,noun,kai\,καί,conjunction,toi=s,ὁ,article,a)/llois,ἄλλος,adjective,ei)/desi,εἶδος,noun,xrw/menos,χράομαι,verb,a)prepw=s,ἀπρεπής,adjective,kai\,καί,conjunction,e)pi/thdes,ἐπίτηδες,adverb,e)pi\,ἐπί,preposition,ta\,ὁ,article,geloi=a,γέλοιος,adjective,to\,ὁ,article,au)to\,αὐτός,pronoun,a)\n,ἄν,particle,a)perga/saito,ἀπεργάζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*to\,de\,δέ,particle,a(rmo/tton,ἁρμόζω,verb,o(/son,ὅσος,adjective,diafe/rei,διαφέρω,verb,e)pi\,ἐπί,preposition,tw=n,ὁ,article,e)pw=n,ἔπος,adjective,qewrei/sqw,θεωρέω,verb,e)ntiqeme/nwn,ἐντίθημι,verb,tw=n,ὁ,article,o)noma/twn,ὄνομα,adjective,ei)s,εἰς,preposition,to\,ὁ,article,me/tron,μέτρον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,e)pi\,ἐπί,preposition,th=s,ὁ,article,glw/tths,γλῶσσα,noun,de\,δέ,particle,kai\,καί,conjunction,e)pi\,ἐπί,preposition,tw=n,ὁ,article,metaforw=n,μεταφορά,noun,kai\,καί,conjunction,e)pi\,ἐπί,preposition,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,i)dew=n,ἰδέα,noun,metatiqei\s,μετατίθημι,verb,a)/n,ἄν,particle,tis,τις,pronoun,ta\,ὁ,article,ku/ria,κύριος,adjective,o)no/mata,ὄνομα,adjective,kati/doi,κατεῖδον,verb,o(/ti,ὅστις,pronoun,a)lhqh=,ἀληθής,adjective,le/gomen,λέγω,verb,oi(=on,οἷος,adjective,to\,ὁ,article,au)to\,αὐτός,pronoun,poih/santos,ποιέω,verb,i)ambei=on,ἰαμβεῖος,adjective,*ai)sxu/lou,Αἰσχύλος,proper,kai\,καί,conjunction,*eu)ripi/dou,Εὐριπίδης,proper,e(\n,εἷς,adjective,de\,δέ,particle,mo/non,μόνος,adjective,o)/noma,ὄνομα,adjective,metaqe/ntos,μετατίθημι,verb,a)nti\,ἀντί,preposition,kuri/ou,κύριος,adjective,ei)wqo/tos,ἔθω,verb,glw=ttan,γλῶσσα,noun,to\,ὁ,article,me\n,μέν,particle,fai/netai,φαίνω,verb,kalo\n,καλός,noun,to\,ὁ,article,d',δέ,particle,eu)tele/s,εὐτελής,adverb,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ai)sxu/los,me\n,μέν,particle,ga\r,γάρ,particle,e)n,ἐν,preposition,tw=|,ὁ,article,*filokth/th|,Φιλοκτήτης,proper,e)poi/hse,ποιέω,verb,fage/daina,φαγέδαινα,noun,h(/,ὅς,pronoun,mou,ἐγώ,pronoun,sa/rkas,σάρξ,adjective,e)sqi/ei,ἐσθίω,verb,podo/s,πούς,noun,o(,ὁ,article,de\,δέ,particle,a)nti\,ἀντί,preposition,tou=,ὁ,article,e)sqi/ei,ἐσθίω,verb,to\,ὁ,article,qoina=tai,θοινάω,verb,mete/qhken,μετατίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Αἰσχύλος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,nu=n,νῦν,adverb,de/,δέ,particle,m',ἐγώ,pronoun,e)w\n,εἰμί,verb,o)li/gos,ὀλίγος,adjective,te,τε,particle,kai\,καί,conjunction,ou)tidano\s,οὐτιδανός,adjective,kai\,καί,conjunction,a)/kikus,ἄκικυς,noun,ei)/,εἰ,conjunction,tis,τις,pronoun,le/goi,λέγω,verb,ta\,ὁ,article,ku/ria,κύριος,adjective,metatiqei/s,μετατίθημι,verb,nu=n,νῦν,adverb,de/,δέ,particle,m',ἐγώ,pronoun,e)w\n,εἰμί,verb,mikro/s,μικρός,adjective,te,τε,particle,kai\,καί,conjunction,a)sqeniko\s,ἀσθενικός,adjective,kai\,καί,conjunction,a)eidh/s,ἀειδής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,*kai\,καί,conjunction,to\,ὁ,article,h)i+o/nes,ἠιών,noun,boo/wsin,βοάω,verb,h)i+o/nes,ἠιών,noun,kra/zousin,κράζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
