word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/1/lemma/@_entry,word/1/lemma/@_POS,word/10/lemma/@_entry,word/10/lemma/@_POS,word/13/lemma/@_entry,word/13/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form
h)=lqe,ἔρχομαι,verb,*qeai/thtos,kaqarh\n,καθαρός,adjective,o(do/n,ὁδός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Θεαίτητος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',e)pi\,ἐπί,preposition,kisso\n,κισσός,noun,to\n,ὁ,article,teo\n,τεός,adjective,ou)x,οὐ,adverb,au(/th,οὗτος,pronoun,*ba/kxe,Βάκχος,proper,ke/leuqos,κέλευθος,noun,a)/lei,a)/llwn,ἄλλος,adjective,me\n,μέν,particle,kh/rukes,e)pi\,ἐπί,preposition,braxu\n,βραχύς,adjective,ou)/noma,ὄνομα,adjective,δέ,particle,ἀλέω,verb,κῆρυξ,noun,kairo\n,καιρός,noun,fqe/gcontai,φθέγγομαι,verb,kei/nou,ἐκεῖνος,pronoun,d',δέ,particle,*(ella\s,Ἑλλάς,proper,a)ei\,ἀεί,adverb,sofi/hn,σοφία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=lqe,ἔρχομαι,verb,*qeai/thtos,kaqarh\n,καθαρός,adjective,o(do/n,ὁδός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Θεαίτητος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',e)pi\,ἐπί,preposition,kisso\n,κισσός,noun,to\n,ὁ,article,teo\n,τεός,adjective,ou)x,οὐ,adverb,au(/th,οὗτος,pronoun,*ba/kxe,Βάκχος,proper,ke/leuqos,κέλευθος,noun,a)/lei,a)/llwn,ἄλλος,adjective,me\n,μέν,particle,kh/rukes,e)pi\,ἐπί,preposition,braxu\n,βραχύς,adjective,ou)/noma,ὄνομα,adjective,δέ,particle,ἀλέω,verb,κῆρυξ,noun,kairo\n,καιρός,noun,fqe/gcontai,φθέγγομαι,verb,kei/nou,ἐκεῖνος,pronoun,d',δέ,particle,*(ella\s,Ἑλλάς,proper,a)ei\,ἀεί,adverb,sofi/hn,σοφία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mikrh/,μικρός,adjective,tis,*dio/nuse,Διόνυσος,proper,kala\,καλός,noun,prh/ssonti,πράσσω,verb,poihth=|,ποιητής,noun,r(h=sis,ῥῆσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,nikw=,νικάω,verb,fhsi\,φημί,verb,to\,ὁ,article,makro/taton,μακρός,adjective,w)=|,ὄις,noun,de\,δέ,particle,su\,σύ,pronoun,mh\,μή,conjunction,pneu/sh|s,e)nde/cios,ἐνδέξιος,adjective,h)/n,ἐάν,conjunction,tis,e)/rhtai,ἔρομαι,verb,pw=s,πῶς,adverb,e)/bales,βάλλω,verb,μέν,particle,πνέω,verb,τις,pronoun,fhsi/,φημί,verb,sklhra\,σκληρός,adjective,ta\,ὁ,article,gigno/mena,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=|,τίς,pronoun,mermhri/canti,ta\,ὁ,article,mh\,μή,conjunction,e)/ndika,ἔνδικος,adjective,tou=to,οὗτος,pronoun,ge/noito,γίγνομαι,verb,tou)=pos,ἔπος,adjective,,,,,,,,,,,,,,,,,,,,,,,,μερμηρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)moi\,ἐγώ,pronoun,d',w)=nac,ἄναξ,noun,h(,ὁ,article,braxusullabi/h,βραχυσυλλαβία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mikrh/,μικρός,adjective,tis,*dio/nuse,Διόνυσος,proper,kala\,καλός,noun,prh/ssonti,πράσσω,verb,poihth=|,ποιητής,noun,r(h=sis,ῥῆσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,nikw=,νικάω,verb,fhsi\,φημί,verb,to\,ὁ,article,makro/taton,μακρός,adjective,w)=|,ὄις,noun,de\,δέ,particle,su\,σύ,pronoun,mh\,μή,conjunction,pneu/sh|s,e)nde/cios,ἐνδέξιος,adjective,h)/n,ἐάν,conjunction,tis,e)/rhtai,ἔρομαι,verb,pw=s,πῶς,adverb,e)/bales,βάλλω,verb,μέν,particle,πνέω,verb,τις,pronoun,fhsi/,φημί,verb,sklhra\,σκληρός,adjective,ta\,ὁ,article,gigno/mena,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=|,τίς,pronoun,mermhri/canti,ta\,ὁ,article,mh\,μή,conjunction,e)/ndika,ἔνδικος,adjective,tou=to,οὗτος,pronoun,ge/noito,γίγνομαι,verb,tou)=pos,ἔπος,adjective,,,,,,,,,,,,,,,,,,,,,,,,μερμηρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)moi\,ἐγώ,pronoun,d',w)=nac,ἄναξ,noun,h(,ὁ,article,braxusullabi/h,βραχυσυλλαβία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|de,ὅδε,pronoun,*sa/wn,o(,ὁ,article,*di/kwnos,Δίκων,proper,*)aka/nqios,,,i(ero\n,ἱερός,adjective,u(/pnon,ὕπνον,noun,koima=tai,κοιμάω,verb,,,,,,,,,,,,,,,,,,,,,,,,Σάων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qnh/|skein,θνήσκω,verb,mh\,le/ge,λέγω,verb,tou\s,ὁ,article,a)gaqou/s,ἀγαθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μή,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|de,ὅδε,pronoun,*sa/wn,o(,ὁ,article,*di/kwnos,Δίκων,proper,*)aka/nqios,,,i(ero\n,ἱερός,adjective,u(/pnon,ὕπνον,noun,koima=tai,κοιμάω,verb,,,,,,,,,,,,,,,,,,,,,,,,Σάων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qnh/|skein,θνήσκω,verb,mh\,le/ge,λέγω,verb,tou\s,ὁ,article,a)gaqou/s,ἀγαθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μή,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/n,ἐάν,conjunction,di/zh|,*ti/marxon,Τίμαρχος,proper,e)n,ἐν,preposition,*)/aidos,Αἵδης,proper,o)/fra,ὄφρα,conjunction,pu/qhai,πύθω,verb,h)/,ἠέ,conjunction,ti,τις,pronoun,peri\,περί,preposition,yuxh=s,h)/,ἠέ,conjunction,pa/li,πάλιν,adverb,pw=s,e)/seai,εἰμί,verb,di/zesqai,δίζω,verb,fulh=s,φυλή,noun,δίζω,verb,ψυχή,noun,πῶς,adverb,*ptolemai/dos,Πτολεμαίς,proper,ui(e/a,υἱός,noun,patro\s,πατήρ,noun,*pausani/ou,Παυσανίης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dh/eis,δήω,verb,d',au)to\n,αὐτός,pronoun,e)n,ἐν,preposition,eu)sebe/wn,εὐσεβής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/n,ἐάν,conjunction,di/zh|,*ti/marxon,Τίμαρχος,proper,e)n,ἐν,preposition,*)/aidos,Αἵδης,proper,o)/fra,ὄφρα,conjunction,pu/qhai,πύθω,verb,h)/,ἠέ,conjunction,ti,τις,pronoun,peri\,περί,preposition,yuxh=s,h)/,ἠέ,conjunction,pa/li,πάλιν,adverb,pw=s,e)/seai,εἰμί,verb,di/zesqai,δίζω,verb,fulh=s,φυλή,noun,δίζω,verb,ψυχή,noun,πῶς,adverb,*ptolemai/dos,Πτολεμαίς,proper,ui(e/a,υἱός,noun,patro\s,πατήρ,noun,*pausani/ou,Παυσανίης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dh/eis,δήω,verb,d',au)to\n,αὐτός,pronoun,e)n,ἐν,preposition,eu)sebe/wn,εὐσεβής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su/ntomos,σύντομος,adjective,h)=n,o(,ὁ,article,cei=nos,ξένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\,ὅς,pronoun,kai\,sti/xos,στίχος,adjective,ou),οὐ,adverb,makra\,μακρός,adjective,le/cwn,λέγω,verb,*qh=ris,,,*)aristai/ou,Ἀρισταῖος,proper,*krh/s,Κρής,proper,e)p',ἐπί,preposition,e)moi\,dolixo/s,δολιχός,adjective,,,,,,,,,,,,,,καί,conjunction,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su/ntomos,σύντομος,adjective,h)=n,o(,ὁ,article,cei=nos,ξένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\,ὅς,pronoun,kai\,sti/xos,στίχος,adjective,ou),οὐ,adverb,makra\,μακρός,adjective,le/cwn,λέγω,verb,*qh=ris,,,*)aristai/ou,Ἀρισταῖος,proper,*krh/s,Κρής,proper,e)p',ἐπί,preposition,e)moi\,dolixo/s,δολιχός,adjective,,,,,,,,,,,,,,καί,conjunction,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ku/zikon,Κύζικος,proper,h)\n,e)/lqh|s,ἔρχομαι,verb,o)li/gos,ὀλίγος,adjective,po/nos,πόνος,noun,*(ippako\n,,,eu(rei=n,εὑρίσκω,verb,kai\,καί,conjunction,*didu/mhn,Διδύμη,proper,,,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)fanh\s,ἀφανής,adjective,ou)/,ti,τις,pronoun,ga\r,γάρ,particle,h(,ὁ,article,geneh/,γενεά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,sfin,a)nihro\n,ἀνιαρός,adjective,me\n,μέν,particle,e)rei=s,ἐρέω,verb,e)/pos,ἔπος,adjective,e)/mpa,ἔμπας,adverb,de\,δέ,particle,le/cai,λέγω,verb,tou=q',οὗτος,pronoun,o(/ti,to\n,ὁ,article,kei/nwn,ἐκεῖνος,pronoun,w(=d',e)pe/xw,ἐπέχω,verb,*kriti/hn,Κριτίης,proper,,,,σφεῖς,pronoun,ὅστις,pronoun,ὧδε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ku/zikon,Κύζικος,proper,h)\n,e)/lqh|s,ἔρχομαι,verb,o)li/gos,ὀλίγος,adjective,po/nos,πόνος,noun,*(ippako\n,,,eu(rei=n,εὑρίσκω,verb,kai\,καί,conjunction,*didu/mhn,Διδύμη,proper,,,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)fanh\s,ἀφανής,adjective,ou)/,ti,τις,pronoun,ga\r,γάρ,particle,h(,ὁ,article,geneh/,γενεά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,sfin,a)nihro\n,ἀνιαρός,adjective,me\n,μέν,particle,e)rei=s,ἐρέω,verb,e)/pos,ἔπος,adjective,e)/mpa,ἔμπας,adverb,de\,δέ,particle,le/cai,λέγω,verb,tou=q',οὗτος,pronoun,o(/ti,to\n,ὁ,article,kei/nwn,ἐκεῖνος,pronoun,w(=d',e)pe/xw,ἐπέχω,verb,*kriti/hn,Κριτίης,proper,,,,σφεῖς,pronoun,ὅστις,pronoun,ὧδε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,r(',u(po\,ὑπό,preposition,soi\,σύ,pronoun,*xari/das,,,a)napau/etai,ἀναπαύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄρα,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,to\n,*)ari/mma,,,tou=,ὁ,article,*kurhnai/ou,Κυρηναῖος,proper,pai=da,παῖς,adjective,le/geis,λέγω,verb,u(p',ὑπό,preposition,e)moi/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,*xari/da,ti/,τίς,pronoun,ta\,ὁ,article,ne/rqe,νέρθε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polu\,πολύς,adjective,sko/tos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σκότος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,d',a)/nodoi,ἄνοδος,noun,ti/,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,*plou/twn,Πλούτων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,e)mo\s,lo/gos,λόγος,noun,u)/mmin,σύ,pronoun,a)lhqino/s,ἀληθινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
