word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/13/lemma/@_entry,word/13/lemma/@_POS,word/20/lemma/@_entry,word/20/lemma/@_POS,word/36/lemma/@_entry,word/36/lemma/@_POS,word/38/lemma/@_entry,word/38/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/75/lemma/@_entry,word/75/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/120/lemma/@_entry,word/120/lemma/@_POS,word/122/lemma/@_entry,word/122/lemma/@_POS,word/129/@_form,word/129/lemma/@_entry,word/129/lemma/@_POS,word/130/@_form,word/130/lemma/@_entry,word/130/lemma/@_POS,word/131/@_form,word/131/lemma/@_entry,word/131/lemma/@_POS,word/132/@_form,word/132/lemma/@_entry,word/132/lemma/@_POS,word/133/@_form,word/133/lemma/@_entry,word/133/lemma/@_POS,word/134/@_form,word/134/lemma/@_entry,word/134/lemma/@_POS,word/135/@_form,word/135/lemma/@_entry,word/135/lemma/@_POS,word/136/@_form,word/136/lemma/@_entry,word/136/lemma/@_POS,word/137/@_form,word/137/lemma/@_entry,word/137/lemma/@_POS,word/138/@_form,word/138/lemma/@_entry,word/138/lemma/@_POS,word/139/@_form,word/139/lemma/@_entry,word/139/lemma/@_POS,word/140/@_form,word/140/lemma/@_entry,word/140/lemma/@_POS,word/141/@_form,word/141/lemma/@_entry,word/141/lemma/@_POS,word/142/@_form,word/142/lemma/@_entry,word/142/lemma/@_POS,word/143/@_form,word/143/lemma/@_entry,word/143/lemma/@_POS,word/144/@_form,word/144/lemma/@_entry,word/144/lemma/@_POS,word/145/@_form,word/145/lemma/@_entry,word/145/lemma/@_POS,word/146/@_form,word/146/lemma/@_entry,word/146/lemma/@_POS,word/147/@_form,word/147/lemma/@_entry,word/147/lemma/@_POS,word/148/@_form,word/148/lemma/@_entry,word/148/lemma/@_POS,word/149/@_form,word/149/lemma/@_entry,word/149/lemma/@_POS
tau=ta,o(,ὁ,article,*ka/twn,κάτος,adjective,a)kou/sas,ἀκέω,verb,toi=s,ὁ,article,me\n,μέν,particle,triakosi/ois,τριακόσιοι,adjective,e)ke/leuse,κελεύω,verb,prose/xein,προσέχω,verb,*ma=rkon,,,*(rou/brion,,,a)tre/ma,ἀτρέμας,adverb,ta\s,ὁ,article,a)pografa\s,*tw=n,ὁ,article,e)leuqerou/ntwn,ἐλευθερόω,verb,dexo/menon,δέχομαι,verb,kai\,καί,conjunction,mh\,μή,conjunction,prosbiazo/menon,προσβιάζομαι,verb,au)to\s,de\,δέ,particle,tou\s,ὁ,article,sugklhtikou\s,συγκλητικός,adjective,a)nalabw\n,ἀναλαμβάνω,verb,proh=lqen,προέρχομαι,verb,e)/cw,ἔξω,adverb,th=s,ὁ,article,*)itu/khs,,,kai\,καί,conjunction,toi=s,ὁ,article,i(ppa/rxois,ἵππαρχος,noun,e)ne/tuxe,ἐντυγχάνω,verb,deo/menos,δέομαι,verb,mh\,μή,conjunction,proe/sqai,προίημι,verb,*(rwmai/wn,a)/ndras,ἀνήρ,noun,a)po\,boulh=s,βουλεύς,noun,οὗτος,pronoun,ἀπογραφή,noun,αὐτός,pronoun,,,ἀπό,preposition,tosou/tous,τοσοῦτος,adjective,mhde\,μηδέ,particle,*)io/ban,Ἰόβης,proper,e(le/sqai,αἱρέω,verb,strathgo\n,στρατηγός,noun,a)nti\,ἀντί,preposition,*ka/twnos,,,a)lla\,ἀλλά,adverb,sw/|zesqai,σώζω,verb,koinh=|,κοινῇ,adverb,kai\,καί,conjunction,sw/|zein,σώζω,verb,parelqo/ntas,παρέρχομαι,verb,ei)s,εἰς,preposition,po/lin,πόλις,adjective,ou)/te,οὔτε,adverb,kata\,κατά,preposition,kra/tos,κράτος,noun,a(lw/simon,ἁλώσιμος,adjective,ei)s,εἰς,preposition,e)/th,ἔτης,noun,te,τε,particle,pa/mpolla,παμπολύς,adjective,si=ton,σῖτος,noun,kai\,καί,conjunction,th\n,ὁ,article,a)/llhn,ἄλλος,adjective,paraskeuh\n,παρασκευή,noun,e)/xousan,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,de\,δέ,particle,kai\,καί,conjunction,*tw=n,ὁ,article,sugklhtikw=n,συγκλητικός,adjective,deome/nwn,δέομαι,verb,kai\,καί,conjunction,dakruo/ntwn,δακρύω,verb,oi(,ὁ,article,me\n,μέν,particle,i(/pparxoi,ἵππαρχος,noun,diele/gonto,διαλέγω,verb,toi=s,ὁ,article,i(ppeu=sin,o(,ὁ,article,de\,δέ,particle,*ka/twn,κάτος,adjective,e)pi\,ἐπί,preposition,xw/mato/s,χῶμα,noun,tinos,τις,pronoun,kaqi/sas,meta\,μετά,preposition,*tw=n,ὁ,article,sugklhtikw=n,συγκλητικός,adjective,a)ne/mene,ἀναμένω,verb,ta\s,ὁ,article,a)pokri/seis,ἀπόκρισις,noun,e)n,ἐν,preposition,de\,δέ,particle,tou/tw|,οὗτος,pronoun,parh=n,πάρειμι,verb,o(,ὁ,article,*(rou/brios,,,su\n,σύν,preposition,o)rgh=|,ὀργή,noun,kathgorw=n,κατηγορέω,verb,tw=n,triakosi/wn,τριακόσιοι,adjective,a)kosmi/an,pollh\n,πολύς,adjective,οὗτος,pronoun,ἱππεύς,noun,καθίζω,verb,ὁ,article,ἀκοσμία,noun,kai\,καί,conjunction,qo/rubon,θόρυβος,noun,w(s,ὡς,conjunction,a)fistame/nwn,ἀφίστημι,verb,kai\,καί,conjunction,diataratto/ntwn,διαταράσσω,verb,th\n,ὁ,article,po/lin,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)f',oi(=s,ὅς,pronoun,oi(,ὁ,article,me\n,μέν,particle,a)/lloi,ἄλλος,adjective,panta/pasin,παντάπασι,adverb,a)pogno/ntes,ἀπογιγνώσκω,verb,e(autw=n,ἑαυτοῦ,pronoun,ei)s,εἰς,preposition,da/krua,δάκρυον,noun,kai\,καί,conjunction,o)durmou\s,ὀδυρμός,noun,e)ce/peson,ἐκπίτνω,verb,o(,de\,δέ,particle,*ka/twn,κάτος,adjective,e)kei/nous,ἐκεῖνος,pronoun,te,τε,particle,qarsu/nein,θαρσύνω,verb,e)peira=to,πειράω,verb,kai\,pro\s,πρός,preposition,tou\s,ὁ,article,triakosi/ous,τριακόσιοι,adjective,e)/pemyen,πέμπω,verb,a)namei=nai,ἀναμένω,verb,keleu/wn,κελεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπί,preposition,ὁ,article,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,de\,δέ,particle,a)po\,ἀπό,preposition,tw=n,ὁ,article,i(ppe/wn,ἱππεύς,noun,h(=kon,ἥκω,verb,ou),οὐ,adverb,me/tria,μέτριος,adjective,prosta/ttontes,προστάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/fasan,ga\r,γάρ,particle,ou)/te,οὔτε,adverb,*)io/ba,Ἰόβης,proper,dei=sqai,δέομαι,verb,misqodotou=ntos,μισθοδοτέω,verb,ou)/te,οὔτε,adverb,*kai/sara,Καῖσαρ,proper,fobei=sqai,φοβέω,verb,*ka/twnos,,,au)tw=n,αὐτός,pronoun,a)/rxontos,ἄρχω,verb,*)itukai/ois,,,de/,*foi/nicin,Φοῖνιξ,proper,a)nqrw/pois,ἄνθρωπος,noun,eu)metabo/lois,εὐμετάβολος,adjective,sugkaqei/rgnusqai,κατέργνυμι,verb,deino\n,δεινός,adjective,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,φημί,verb,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,ga\r,γάρ,particle,ei),εἰ,conjunction,nu=n,νῦν,adverb,a)tremou=sin,ἀτρεμέω,verb,o(/tan,ὅταν,conjunction,*kai=sar,Καῖσαρ,proper,e)pi/h|,ἔφημαι,verb,sunepiqh/sesqai,συνεπιτίθημι,verb,kai\,καί,conjunction,prodw/sein,προδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/per,ou)=n,οὖν,particle,dei=tai/,δέομαι,verb,tis,τις,pronoun,au)tw=n,αὐτός,pronoun,sumpolemou/ntwn,συμπολεμέω,verb,kai\,καί,conjunction,sumparo/ntwn,συμπάρειμι,verb,e)kbalw\n,ἐκβάλλω,verb,a(/pantas,ἅπας,adjective,*)itukai/ous,,,h)\,ἠέ,conjunction,diafqei/ras,διαφθείρω,verb,ou(/tws,ei)s,εἰς,preposition,po/lin,πόλις,adjective,kaqara\n,καθαρός,adjective,polemi/wn,πολέμιος,adjective,kai\,καί,conjunction,barba/rwn,βάρβαρος,adjective,kalei/tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἴπερ,conjunction,οὕτως,adverb,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,o(,ὁ,article,*ka/twn,κάτος,adjective,a)/gria,ἄγριος,adjective,me\n,μέν,particle,deinw=s,δεινός,adjective,h(gei=to,ἁγέομαι,verb,kai\,καί,conjunction,ba/rbara,βάρβαρος,adjective,pra/|ws,πρᾶος,adjective,de\,δέ,particle,a)pekri/nato,ἀποκρίνω,verb,bouleu/sesqai,βουλεύω,verb,meta\,tw=n,ὁ,article,triakosi/wn,τριακόσιοι,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,μετά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,parelqw\n,παρέρχομαι,verb,au)=qis,αὖθις,adverb,ei)s,εἰς,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,e)netu/gxane,ἐντυγχάνω,verb,toi=s,ὁ,article,a)ndra/sin,ἀνήρ,noun,ou)ke/ti,οὐκέτι,adverb,skh/yeis,σκήπτω,verb,ou)de\,οὐδέ,particle,paragwga\s,παραγωγή,noun,plassome/nois,u(p',ὑπό,preposition,ai)dou=s,αἰδώ,noun,pro\s,πρός,preposition,au)to/n,αὐτός,pronoun,a)/ntikrus,ἄντικρυς,adverb,de/,δέ,particle,xalepai/nousin,ei)/,εἰ,conjunction,tis,τις,pronoun,au)tou\s,αὐτός,pronoun,bia/zoito,βιάζω,verb,polemei=n,πολεμέω,verb,*kai/sari,Καῖσαρ,proper,mh\,μή,conjunction,duname/nous,δύναμαι,verb,mhde\,μηδέ,particle,boulome/nous,βούλομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,πλάσσω,verb,χαλεπαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nioi,de\,δέ,particle,kai\,καί,conjunction,parefqe/ggonto,παραφθέγγομαι,verb,peri\,περί,preposition,tw=n,ὁ,article,sugklhtikw=n,συγκλητικός,adjective,w(s,ὡς,conjunction,kaqekte/on,καθεκτέον,adjective,e)n,ἐν,preposition,th=|,ὁ,article,po/lei,πόλις,adjective,*kai/saros,Καῖσαρ,proper,prosio/ntos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔνιοι,adjective,πρόσειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,tou=to,οὗτος,pronoun,me\n,μέν,particle,w(s,ὡς,conjunction,ou)k,οὐ,adverb,a)kou/sas,ἀκέω,verb,o(,ὁ,article,*ka/twn,κάτος,adjective,parh=ke,παρήκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀλλά,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
