word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS
toi=si,ὁ,article,de\,δέ,particle,sh=ma,σῆμα,adjective,qeoi\,θεός,noun,do/san,δίδωμι,verb,eu)mene/ontes,εὐμενέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trhrw\n,,,me\n,μέν,particle,feu/gousa,φεύγω,verb,bi/hn,βία,adjective,ki/rkoio,κίρκος,noun,peleia\s,πελειάς,noun,u(yo/qen,ὑψόθεν,adverb,*ai)soni/dew,,,pefobhme/nh,φοβέω,verb,e)/mpese,ἐμπίτνω,verb,ko/lpois,κόλπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ki/rkos,κίρκος,noun,d',δέ,particle,a)fla/stw|,ἄφλαστον,noun,perika/ppesen,περικαταπίπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=ka,ὦκα,adverb,de\,δέ,particle,*mo/yos,Μόψος,proper,toi=on,τοῖος,adjective,e)/pos,ἔπος,adjective,meta\,μετά,preposition,pa=si,πᾶς,adjective,qeoprope/wn,θεοπροπέω,verb,a)go/reusen,ἀγορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u)/mmi,σύ,pronoun,fi/loi,φίλος,adjective,to/de,ὅδε,pronoun,sh=ma,σῆμα,adjective,qew=n,θέα,noun,i)o/thti,ἰότης,adjective,te/tuktai,τεύχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de/,οὐδέ,particle,th|,,,a)/llws,ἄλλως,adverb,e)sti\n,εἰμί,verb,u(pokri/nasqai,ὑποκρίνομαι,verb,a)/reion,ἄρειος,adjective,parqenikh\n,παρθενικός,adjective,d',δέ,particle,e)pe/essi,ἔπος,adjective,metelqe/men,μετέρχομαι,verb,a)mfie/pontas,ἀμφιέπω,verb,mh/ti,μήτις,noun,pantoi/h|,παντοῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doke/w,δοκέω,verb,de/,δέ,particle,min,μιν,pronoun,ou)k,οὐ,adverb,a)qeri/zein,ἀθερίζω,verb,ei),εἰ,conjunction,e)teo\n,ἐτεός,adverb,*fineu/s,Φινεύς,proper,ge,γε,particle,qea=|,θεά,noun,e)ni\,ἐν,preposition,*ku/pridi,Κύπρις,proper,no/ston,νόστος,noun,pe/fraden,φράζω,verb,e)/ssesqai,ἔσσομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kei/nhs,ἐκεῖνος,pronoun,d',δέ,particle,o(/ge,ὅσγε,pronoun,mei/lixos,μείλιχος,adjective,o)/rnis,ὄρνις,noun,po/tmon,πότμος,noun,u(pech/luce,ἐξαλύσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ke/ar,κῆρ,noun,de/,δέ,particle,moi,ἐγώ,pronoun,w(s,ὡς,conjunction,e)ni\,ἐν,preposition,qumw=|,θυμός,noun,to/nde,ὅδε,pronoun,kat',κατά,preposition,oi)wno\n,οἰωνός,noun,protio/ssetai,προτιόσσομαι,verb,w(=s,ὡς,conjunction,de\,δέ,particle,pe/loito,πέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla/,ἀλλά,adverb,fi/loi,φίλος,adjective,*kuqe/reian,Κυθέρεια,proper,e)piklei/ontes,ἐπικλείω,verb,a)mu/nein,ἀμύνω,verb,h)/dh,ἤδη,adverb,nu=n,νῦν,adverb,*)/argoio,Ἄργος,proper,paraifasi/h|si,παράφασις,noun,pi/qesqe',πείθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ph/|nhsan,ἐπαινέω,verb,de\,δέ,particle,ne/oi,νέος,adjective,*finh=os,Φινεύς,proper,e)fetma\s,ἐφετμή,noun,mnhsa/menoi,μιμνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mou=nos,μόνος,adjective,d',δέ,particle,*)afarh/ios,,,a)/nqoren,ἀναθρῴσκω,verb,*)/idas,Ἴδη,proper,dei/n',δεινός,adjective,e)palasth/sas,ἐπαλαστέω,verb,mega/lh|,μέγας,adverb,o)pi/,ὄψ,noun,fw/nhse/n,φωνέω,verb,te,τε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,po/poi,πόποι,interjection,h)=,ἦ,adverb,r(a,ἄρα,particle,gunaici\n,γυνή,noun,o(mo/stoloi,ὁμόστολος,adjective,e)nqa/d',ἐνθάδε,adverb,e)/bhmen,βαίνω,verb,oi(\,ἕ,pronoun,*ku/prin,Κύπρις,proper,kale/ousin,καλέω,verb,e)pi/rroqon,ἐπίρροθος,adjective,a)/mmi,ἐγώ,pronoun,pe/lesqai,πέλω,verb,ou)ke/t',οὐκέτι,adverb,*)enuali/oio,Ἐνυάλιος,proper,me/ga,μέγας,adverb,sqe/nos,σθένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)s,εἰς,preposition,de\,δέ,particle,pelei/as,πέλεια,noun,kai\,καί,conjunction,ki/rkous,κίρκος,noun,leu/ssontes,λεύσσω,verb,e)rhtu/esqe,ἐρητύω,verb,a)e/qlwn,ἆθλον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/rrete,ἔρρω,verb,mhd',μηδέ,particle,u)/mmin,σύ,pronoun,polemh/ia,πολεμήιος,adjective,e)/rga,ἔργον,noun,me/loito,μέλω,verb,parqenika\s,παρθενικός,adjective,de\,δέ,particle,lith=|sin,λιτή,noun,a)na/lkidas,ἄναλκις,noun,h)peropeu/ein',ἠπεροπεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=s,ὡς,conjunction,hu)/da,αὐδάω,verb,memaw/s,μέμαα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pole/es,πολύς,adjective,d',δέ,particle,o(ma/dhsan,ὁμαδέω,verb,e(tai=roi,ἑταῖρος,noun,h)=ka,ἦκα,adverb,ma/l',μάλα,adverb,ou)d',οὐδέ,particle,a)/ra,ἄρα,particle,ti/s,τίς,pronoun,oi(,ὁ,article,e)nanti/on,ἐναντίος,adjective,e)/kfato,ἔκφημι,verb,mu=qon,μῦθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xwo/menos,χάω,verb,d',δέ,particle,o(/g',ὅσγε,pronoun,e)/peita,ἔπειτα,adverb,kaqe/zeto,καθέζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=si,ὁ,article,d',δέ,particle,*)ih/swn,Ἰήσων,proper,au)ti/k',αὐτίκα,adverb,e)potru/nwn,ἐποτρύνω,verb,to\n,ὁ,article,e(o\n,ἑός,adjective,no/on,νόος,adjective,w(=d',ὧδε,adverb,a)go/reuen,ἀγορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/argos,Ἄργος,proper,me\n,μέν,particle,para\,παρά,preposition,nho/s,ναός,noun,e)pei\,ἐπεί,conjunction,to/de,ὅδε,pronoun,pa=sin,πᾶς,adjective,e(/aden,ἁνδάνω,verb,stelle/sqw,στέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,au)toi\,αὐτός,pronoun,e)pi\,ἐπί,preposition,xqono\s,χθών,noun,e)k,ἐκ,preposition,potamoi=o,ποταμός,noun,a)mfado\n,ἀμφαδόν,adverb,h)/dh,ἤδη,adverb,pei/smat',πεῖσμα,noun,a)na/yomen,ἀνάπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,ga\r,γάρ,particle,e)/oiken,ἔοικα,verb,mhke/ti,μηκέτι,adverb,dh\n,δήν,adverb,kru/ptesqai,κρύπτω,verb,u(popth/ssontas,ὑποπτήσσω,verb,a)uth/n',ἀυτή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=s,ὡς,conjunction,a)/r',ἄρα,particle,e)/fh,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\n,ὁ,article,me\n,μέν,particle,a)/far,ἄφαρ,adverb,proi/+alle,προιάλλω,verb,ne/esqai,νέομαι,verb,karpali/mws,καρπάλιμος,adjective,e)cau=tis,ἐξαῦτις,adverb,a)na\,ἀνά,preposition,pto/lin,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,e)pi\,ἐπί,preposition,nho\s,ναός,noun,eu)nai/as,εὐναῖος,adjective,e)ru/santes,ἐρύω,verb,e)fetmai=s,ἐφετμή,noun,*ai)soni/dao,,,tutqo\n,τυτθός,adjective,u(pe\c,ὑπέκ,preposition,e(/leos,ἕλος,noun,xe/rsw|,χέρσος,noun,e)pe/kelsan,ἐπικέλλω,verb,e)retmoi=s,ἐρετμόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ti/ka,αὐτίκα,adverb,d',δέ,particle,*ai)h/ths,Αἰήτης,proper,a)gorh\n,ἀγορά,noun,poih/sato,ποιέω,verb,*ko/lxwn,Κόλχος,proper,no/sfin,νόσφι,preposition,e(oi=o,ἑός,adjective,do/mou,δόμος,noun,to/qi,τόθι,adverb,per,πέρ,particle,kai\,καί,conjunction,pro/sqe,πρόσθεν,adverb,ka/qizon,καθίζω,verb,a)tlh/tous,ἄτλητος,adjective,*minu/h|si,Μίνυος,proper,do/lous,δόλος,noun,kai\,καί,conjunction,kh/dea,κῆδος,noun,teu/xwn,τεύχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steu=to,στεῦμαι,verb,d',δέ,particle,e)pei/,ἐπεί,conjunction,ken,ἄν,particle,prw=ta,πρότερος,adjective,bo/es,βοῦς,noun,diadhlh/swntai,,,a)/ndra,ἀνήρ,noun,to/n,ὁ,article,o(/s,ὅς,pronoun,r(',ἄρα,particle,u(pe/dekto,ὑποδέχομαι,verb,baru\n,βαρύς,adjective,kame/esqai,κάμνω,verb,a)/eqlon,ἆθλον,noun,drumo\n,δρυμός,noun,a)narrh/cas,ἀναρρήγνυμι,verb,lasi/hs,λάσιος,adjective,kaqu/perqe,καθύπερθε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kolw/nhs,κολώνη,noun,au)/tandron,αὔτανδρος,adjective,fle/cein,φλέγω,verb,do/ru,δόρυ,noun,nh/ion,νήιος,adjective,o)/fr',ὄφρα,conjunction,a)legeinh\n,ἀλεγεινός,adjective,u(/brin,ὕβρις,noun,a)poflu/cwsin,ἀποφλύζω,verb,u(pe/rbia,ὑπέρβιος,adjective,mhxano/wntes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,ga\r,γάρ,particle,*ai)oli/dhn,Αἰολίδης,proper,*fri/con,Φρίξος,proper,ma/la,μάλα,adverb,per,πέρ,particle,xate/onta,χατέω,verb,de/xqai,δέχομαι,verb,e)ni\,ἐν,preposition,mega/roisin,μέγαρον,noun,e)fe/stion,ἐφέστιος,adjective,o(\s,ὅς,pronoun,peri\,περί,preposition,pa/ntwn,πᾶς,adjective,cei/nwn,ξένος,noun,melixi/h|,,,te,τε,particle,qeoudei/h|,θεούδεια,noun,t',τε,particle,e)ke/kasto,καίνυμαι,verb,ei),εἰ,conjunction,mh/,μή,conjunction,oi(,ὁ,article,*zeu\s,Ζεύς,proper,au)to\s,αὐτός,pronoun,a)p',ἀπό,preposition,ou)ranou=,οὐρανός,noun,a)/ggelon,ἄγγελος,noun,h(=ken,ἥκω,verb,*(ermei/an,Ἑρμῆς,proper,w(/s,ὅς,pronoun,ken,ἄν,particle,proskhde/os,προσκηδής,adjective,a)ntia/seien,ἀντιάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,kai\,καί,conjunction,lhisth=ras,ληιστήρ,noun,e(h\n,ἑός,adjective,e)s,εἰς,preposition,gai=an,γαῖα,noun,i)o/ntas,εἶμι,verb,e)/ssesqai,ἔσσομαι,verb,dhnaio\n,δηναιός,adjective,a)ph/monas,ἀπήμων,adjective,oi(=si,ὅς,pronoun,me/mhlen,μέλω,verb,o)qnei/ois,ὀθνεῖος,adjective,e)pi\,ἐπί,preposition,xei=ra,χείρ,noun,e(h\n,ἑός,adjective,ktea/tessin,κτέαρ,noun,a)ei/rein,ἀείρω,verb,kruptadi/ous,κρυπτάδιος,adjective,te,τε,particle,do/lous,δόλος,noun,tektaine/men,τεκταίνομαι,verb,h)de\,ἠδέ,conjunction,both/rwn,βοτήρ,noun,au)/lia,αὔλιον,noun,duskela/doisin,δυσκέλαδος,adjective,e)pidromi/h|si,ἐπιδρομία,noun,dai/+cai,δαίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no/sfi,νόσφι,preposition,de\,δέ,particle,oi(=,ἕ,pronoun,au)tw=|,αὐτός,pronoun,fa/t',φημί,verb,e)oiko/ta,ἔοικα,verb,mei/lia,μείλια,noun,ti/sein,τίνω,verb,ui(h=as,υἱός,noun,*fri/coio,Φρίξος,proper,kakorre/kth|sin,κακορρέκτης,noun,o)phdou\s,ὀπηδός,noun,a)ndra/si,ἀνήρ,noun,nosth/santas,νοστέω,verb,o(milado/n,ὁμιλαδόν,adverb,o)/fra,ὄφρα,conjunction,e(,ἕ,pronoun,timh=s,τιμή,noun,kai\,καί,conjunction,skh/ptrwn,σκῆπτρον,noun,e)la/seian,ἐλαύνω,verb,a)khde/es,ἀκηδής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/s,ὅς,pronoun,pote,ποτέ,particle,ba/cin,βάξις,noun,leugale/hn,λευγαλέος,adjective,ou(=,ἕ,pronoun,patro\s,πατήρ,noun,e)pe/kluen,ἐπικλύω,verb,*)heli/oio,Ἥλιος,proper,xreiw/,χρεώ,noun,min,μιν,pronoun,pukino/n,πυκινός,adjective,te,τε,particle,do/lon,δόλος,noun,boula/s,βουλή,noun,te,τε,particle,gene/qlhs,γενέθλη,noun,sfwite/rhs,σφωίτερος,adjective,a)/thn,ἄτη,noun,te,τε,particle,polu/tropon,πολύτροπος,adjective,e)cale/asqai,ἐξαλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=,ὁ,article,kai\,καί,conjunction,e)eldome/nous,ἔλδομαι,verb,pe/mpein,πέμπω,verb,e)s,εἰς,preposition,*)axaii/da,Ἀχαιίς,proper,gai=an,γαῖα,noun,patro\s,πατήρ,noun,e)fhmosu/nh|,ἐφημοσύνη,noun,dolixh\n,δολιχός,adjective,o(do/n,ὁδός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,qugatrw=n,θυγάτηρ,adjective,ei)=nai/,εἰμί,verb,oi(,ὁ,article,tutqo/n,τυτθός,adjective,ge,γε,particle,de/os,δέος,noun,mh/,μή,conjunction,pou/,πού,adverb,tina,τις,pronoun,mh=tin,μῆτις,noun,fra/sswntai,φράσσω,verb,stugerh/n,στυγερός,adjective,ou)d',οὐδέ,particle,ui(e/os,υἱός,noun,*)ayu/rtoio,Ἄψυρτος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)ni\,ἐν,preposition,*xalkio/phs,Χαλκιόπη,proper,geneh=|,γενεά,noun,ta/de,ὅδε,pronoun,lugra\,λυγρός,adjective,tetu/xqai,τεύχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,r(',ἄρα,particle,o(,ὁ,article,me\n,μέν,particle,a)/sxeta,ἄσχετος,adjective,e)/rga,ἔργον,noun,pifau/sketo,πιφαύσκω,verb,dhmote/roisin,δημότερος,adjective,xwo/menos,χάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/ga,μέγας,adverb,de/,δέ,particle,sfin,σφεῖς,pronoun,a)pei/lee,ἀπειλέω,verb,nh=a/,ναῦς,noun,t',τε,particle,e)/rusqai,ἐρύω,verb,h)d',ἠδέ,conjunction,au)tou/s,αὐτός,pronoun,i(/na,ἵνα,conjunction,mh/tis,μήτις,noun,u(pe\k,ὑπέκ,preposition,kako/thtos,κακότης,noun,a)lu/ch|,ἀλύσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/fra,τόφρα,adverb,de\,δέ,particle,mhte/r',μήτηρ,noun,e(h/n,ἑός,adjective,metiw\n,μέτειμι,verb,do/mon,δόμος,noun,*ai)h/tao,Αἰήτης,proper,*)/argos,Ἄργος,proper,pantoi/oisi,παντοῖος,adjective,parhgore/esk',,,e)pe/essin,ἔπος,adjective,*mh/deian,Μηδεία,proper,li/ssesqai,λίσσομαι,verb,a)mune/men,ἀμύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
