word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/1/lemma/@_entry,word/1/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/54/lemma/@_entry,word/54/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/59/lemma/@_entry,word/59/lemma/@_POS,word/73/lemma/@_entry,word/73/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS
decame/nou,δέχομαι,verb,de\,pa/nta,πᾶς,adjective,tou=,ὁ,article,*fili/ppou,Φίλιππος,proper,th\n,ὁ,article,me\n,μέν,particle,ei)rh/nhn,εἰρήνη,noun,h(,ὁ,article,boulh\,βουλή,noun,maqou=sa,μανθάνω,verb,e)peku/rwse,ἐπικυρόω,verb,ta\s,ὁ,article,de\,δέ,particle,prota/seis,πρότασις,noun,ta\s,ὁ,article,*flamini/nou,,,smikru/nasa,,,kai\,καί,conjunction,fauli/sasa,φαυλίζω,verb,e)ke/leuse,κελεύω,verb,ta\s,ὁ,article,po/leis,πόλις,adjective,o(/sai,ὅσος,adjective,h)=san,εἰμί,verb,*(ellhni/des,Ἑλληνίς,proper,u(po\,ὑπό,preposition,*fili/ppw|,Φίλιππος,proper,pa/sas,πᾶς,adjective,e)leuqe/ras,ἐλεύθερος,adjective,ei)=nai,εἰμί,verb,kai\,καί,conjunction,ta\s,ὁ,article,froura\s,φρουρά,noun,a)p',ἀπό,preposition,au)tw=n,αὐτός,pronoun,*fi/lippon,Φίλιππος,proper,e)cagagei=n,ἐξάγω,verb,pro\,πρό,preposition,tw=n,ὁ,article,δέ,particle,e)pio/ntwn,ἔπειμι,verb,*)isqmi/wn,Ἴσθμια,proper,nau=s,ναῦς,noun,te,τε,particle,o(/sas,ὅσος,adjective,e)/xei,ἔχω,verb,xwri\s,χωρίς,adverb,e(ch/rous,ἑξήρης,adjective,mia=s,εἷς,adjective,kai\,καί,conjunction,skafw=n,σκάφη,noun,pe/nte,πέντε,adverb,katafra/ktwn,κατάφρακτος,adjective,paradou=nai,παραδίδωμι,verb,tw=|,*flamini/nw|,,,ὁ,article,kai\,καί,conjunction,a)rguri/ou,ἀργύριον,adjective,ta/lanta,τάλαντον,noun,*(rwmai/ois,e)senegkei=n,εἰσφέρω,verb,pentako/sia,πεντακόσιοι,adjective,me\n,μέν,particle,au)ti/ka,αὐτίκα,adverb,pentako/sia,πεντακόσιοι,adjective,de\,δέ,particle,e)/tesi,ἔτος,noun,de/ka,δέκα,verb,e(ka/stou,ἕκαστος,adjective,to\,ὁ,article,me/ros,μέρος,noun,e)/tous,ἔτος,noun,e)s,εἰς,preposition,*(rw/mhn,a)nafe/ronta,ἀναφέρω,verb,a)podou=nai,ἀποδίδωμι,verb,de\,δέ,particle,kai\,καί,conjunction,ai)xma/lwta,αἰχμάλωτος,adjective,kai\,καί,conjunction,au)to/mola,αὐτόμολος,adjective,au)tw=n,αὐτός,pronoun,o(/sa,ὅσος,adjective,e)/xoi,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/de,ὅδε,pronoun,me\n,h(,ὁ,article,boulh\,βουλή,noun,prose/qhke,προστίθημι,verb,kai\,καί,conjunction,*fi/lippos,Φίλιππος,proper,e)de/cato,δέχομαι,verb,a(/panta,ἅπας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=|,ὅς,pronoun,kai\,ma/lista,μάλιστα,adverb,h(,ὁ,article,smikrologi/a,μικρολογία,noun,*flamini/nou,,,katafanh\s,καταφανής,adverb,e)ge/neto,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sumbou/lous,σύμβουλος,noun,d',e)/pempon,πέμπω,verb,au)tw=|,αὐτός,pronoun,kaqa/per,καθά,adverb,ei)w/qesan,ἔθω,verb,e)pi\,ἐπί,preposition,toi=s,ὁ,article,lh/gousi,λήγω,verb,pole/mois,πόλεμος,noun,de/ka,δέκα,verb,a)/ndras,ἀνήρ,noun,meq',μετά,preposition,w(=n,ὅς,pronoun,au)to\n,αὐτός,pronoun,e)/dei,δέω,verb,ta\,ὁ,article,ei)lhmme/na,λαμβάνω,verb,kaqi/stasqai,καθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta/de,me\n,μέν,particle,dieti/qeto,διατίθημι,verb,su\n,σύν,preposition,e)kei/nois,ἐκεῖνος,pronoun,au)to\s,αὐτός,pronoun,d',δέ,particle,e)s,εἰς,preposition,to\n,ὁ,article,tw=n,ὁ,article,*)isqmi/wn,Ἴσθμια,proper,a)gw=na,ἀγών,noun,e)pelqw/n,ἐπέρχομαι,verb,plhqu/ontos,πληθύω,verb,tou=,ὁ,article,stadi/ou,στάδιον,noun,siwph/n,σιωπή,noun,te,τε,particle,e)sh/mhnen,σημαίνω,verb,u(po\,ὑπό,preposition,sa/lpiggi,σάλπιγξ,noun,kai\,καί,conjunction,to\n,ὁ,article,kh/ruka,κῆρυξ,noun,a)neipei=n,ἀνειπεῖν,verb,e)ke/leusen,κελεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,dh=mos,o(,ὁ,article,*(rwmai/wn,,,kai\,καί,conjunction,h(,ὁ,article,su/gklhtos,σύγκλητος,adjective,kai\,καί,conjunction,*flamini=nos,,,o(,ὁ,article,strathgo/s,στρατηγός,noun,*makedo/nas,Μακεδών,proper,kai\,καί,conjunction,basile/a,βασιλεύς,noun,*fi/lippon,Φίλιππος,proper,e)kpolemh/santes,ἐκπολεμέω,verb,a)fia=si,ἀφίημι,verb,th\n,ὁ,article,*(ella/da,Ἑλλάς,proper,a)frou/rhton,ἀφρούρητος,adjective,a)forolo/ghton,ἀφορολόγητος,adjective,i)di/ois,ἴδιος,adjective,h)/qesi,ἦθος,adjective,kai\,καί,conjunction,no/mois,νόμος,noun,xrh=sqai,χράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δῆμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pollh=s,πολύς,adjective,d',e)pi\,ἐπί,preposition,tou/tw|,οὗτος,pronoun,boh=s,βοείη,noun,kai\,καί,conjunction,xara=s,χαρά,noun,genome/nhs,γίγνομαι,verb,qo/rubos,θόρυβος,noun,h(/distos,ἡδύς,adjective,h)=n,εἰμί,verb,e(te/rwn,ἕτερος,adjective,meq',μετά,preposition,e(te/rous,ἕτερος,adjective,to\n,ὁ,article,kh/ruka,κῆρυξ,noun,kai\,καί,conjunction,para\,παρά,preposition,sfa=s,σφεῖς,pronoun,a)neipei=n,ἀνειπεῖν,verb,metakalou/ntwn,μετακαλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stefa/nous,στέφανος,noun,te,kai\,καί,conjunction,taini/as,ταινία,noun,e)pe/ballon,ἐπιβάλλω,verb,tw=|,ὁ,article,strathgw=|,στρατηγός,noun,kai\,καί,conjunction,a)ndria/ntas,ἀνδριάς,noun,e)yhfi/zonto,ψηφίζομαι,verb,kata\,κατά,preposition,po/leis,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre/sbeis,πρέσβις,noun,te,meta\,μετά,preposition,xrusw=n,χρύσεος,adjective,stefa/nwn,στέφανος,noun,e)/pempon,πέμπω,verb,e)s,εἰς,preposition,to\,ὁ,article,*kapitw/lion,Καπιτώλιος,proper,oi(\,ἕ,pronoun,xa/rin,χάρις,noun,w(molo/goun,ὁμολογέω,verb,kai\,καί,conjunction,e)s,εἰς,preposition,tou\s,ὁ,article,*(rwmai/wn,,,summa/xous,σύμμαχος,adjective,a)negra/fonto,ἀναγράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,deu/teros,o(/de,ὅδε,pronoun,po/lemos,πόλεμος,noun,*(rwmai/ois,,,te,τε,particle,kai\,καί,conjunction,*fili/ppw|,Φίλιππος,proper,e)s,εἰς,preposition,tou=to,οὗτος,pronoun,e)teleu/ta,τελευτάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δεύτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,polu\,de\,δέ,particle,u(/steron,ὕστερος,adjective,kai\,καί,conjunction,sunema/xhse,συμμαχέω,verb,*(rwmai/ois,,,o(,ὁ,article,*fi/lippos,Φίλιππος,proper,e)n,ἐν,preposition,th=|,ὁ,article,*(ella/di,Ἑλλάς,proper,kat',κατά,preposition,*)antio/xou,Ἀντίοχος,proper,basile/ws,βασιλεύς,noun,perw=nta/s,περάω,verb,te,τε,particle,e)pi\,ἐπί,preposition,*)anti/oxon,Ἀντίοχος,proper,e)s,εἰς,preposition,th\n,ὁ,article,*)asi/an,Ἄσιος,proper,dia\,διά,preposition,*qra/|khs,Θρᾴκη,proper,kai\,καί,conjunction,*makedoni/as,Μακεδονία,proper,o(do\n,ὁδός,adjective,ou)k,οὐ,adverb,eu)marh=,εὐμαρής,adverb,pare/pempen,παραπέμπω,verb,oi)kei/ois,οἰκεῖος,adjective,te/lesi,τέλεσις,noun,kai\,καί,conjunction,trofai=s,τροφή,noun,o(dopoiw=n,ὁδοποιός,noun,kai\,καί,conjunction,potamou\s,ποταμός,noun,duspo/rous,δύσπορος,adjective,zeugnu\s,ζεύγνυμι,verb,kai\,καί,conjunction,πολύς,adjective,tou\s,ὁ,article,e)pikeime/nous,ἐπίκειμαι,verb,*qra=|kas,Θράκιος,proper,diako/ptwn,διακόπτω,verb,e(/ws,ἕως,conjunction,e)pi\,ἐπί,preposition,to\n,ὁ,article,*(ellh/sponton,Ἑλλήσποντος,proper,h)/gagen,ἄγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)f',ἐπί,preposition,oi(=s,h(,ὁ,article,me\n,μέν,particle,boulh\,βουλή,noun,to\n,ὁ,article,ui(o\n,υἱός,noun,au)tw=|,αὐτός,pronoun,*dhmh/trion,Δημήτριος,proper,para\,παρά,preposition,sfi/sin,σφεῖς,pronoun,o(mhreu/onta,ὁμηρεύω,verb,a)pe/luse,ἀπολύω,verb,kai\,καί,conjunction,tw=n,ὁ,article,xrhma/twn,χρῆμα,adjective,a)fh=ken,ἀφήκω,verb,w(=n,ὅς,pronoun,e)/ti,ἔτι,adverb,w)/feilen,ὀφέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,*qra=|kes,Θράκιος,proper,oi(/de,ὅδε,pronoun,*(rwmai/ous,,,a)po\,ἀπό,preposition,th=s,ὁ,article,e)p',ἐπί,preposition,*)antio/xw|,Ἀντίοχος,proper,ni/khs,νίκη,noun,e)panio/ntas,ἐπάνειμι,verb,ou)ke/ti,οὐκέτι,adverb,*fili/ppou,Φίλιππος,proper,paro/ntos,πάρειμι,verb,th/n,ὁ,article,te,τε,particle,lei/an,λεία,noun,a)fei/lonto,ἀφαιρέω,verb,kai\,καί,conjunction,pollou\s,πολύς,adjective,die/fqeiran,διαφθείρω,verb,w(=|,ὅς,pronoun,kai\,καί,conjunction,ma/lista,μάλιστα,adverb,e)pedei/xqh,ἐπιδείκνυμι,verb,o(/son,ὅσος,adjective,au)tou\s,αὐτός,pronoun,a)nio/ntas,ἄνειμι,verb,w)/nhsen,ὀνίνημι,verb,o(,ὁ,article,*fi/lippos,Φίλιππος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)ektelesqe/ntos,ἐκτελέω,verb,de\,tou=,ὁ,article,kat',κατά,preposition,*)antio/xou,Ἀντίοχος,proper,pole/mou,πόλεμος,noun,polloi\,πολύς,adjective,kathgo/roun,κατηγορέω,verb,tou=,ὁ,article,*fili/ppou,Φίλιππος,proper,ta\,ὁ,article,me\n,μέν,particle,a)dikei=n,ἀδικέω,verb,au)to/n,αὐτός,pronoun,ta\,ὁ,article,de\,δέ,particle,ou),οὐ,adverb,poiei=n,ποιέω,verb,w(=n,ὅς,pronoun,w(/rise,ὁρίζω,verb,*flamini=nos,,,o(/te,ὅτε,conjunction,dieti/qeto,διατίθημι,verb,th\n,ὁ,article,*(ella/da,Ἑλλάς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,*dhmh/trios,e)s,εἰς,preposition,a)ntilogi/an,ἀντιλογία,noun,e)pre/sbeuen,πρεσβεύω,verb,u(pe\r,ὑπέρ,preposition,au)tou=,αὐτός,pronoun,kexarisme/nos,χαρίζομαι,verb,me\n,μέν,particle,e)/kpalai,ἔκπαλαι,adverb,*(rwmai/ois,,,a)po\,ἀπό,preposition,th=s,ὁ,article,o(mhrei/as,ὁμηρεία,noun,*flamini/nou,,,de\,δέ,particle,au)to\n,αὐτός,pronoun,th=|,ὁ,article,boulh=|,βουλεύς,noun,gnwri/zontos,γνωρίζω,verb,i)sxurw=s,ἰσχυρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Δημήτριος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new/teron,νέος,adjective,d',o)/nta,εἰμί,verb,kai\,καί,conjunction,qorubou/menon,θορυβέω,verb,e)ke/leusan,κελεύω,verb,ta\,ὁ,article,tou=,ὁ,article,patro\s,πατήρ,noun,u(pomnh/mata,ὑπόμνημα,noun,a)nagnw=nai,ἀναγιγνώσκω,verb,e)n,ἐν,preposition,oi(=s,ὅς,pronoun,h)=n,εἰμί,verb,e)f',ἐπί,preposition,e(ka/stou,ἕκαστος,adjective,ta\,ὁ,article,me\n,μέν,particle,h)/dh,ἤδη,adverb,gegone/nai,γίγνομαι,verb,ta\,ὁ,article,de\,δέ,particle,genh/sesqai,γίγνομαι,verb,kai/per,καίπερ,particle,a)di/kws,ἄδικος,adjective,w(risme/na,ὁρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,tou=to,οὗτος,pronoun,prose/keito,πρόσκειμαι,verb,polloi=s,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
