word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/32/lemma/@_entry,word/32/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS
o(/qen,o(,ὁ,article,*pomph/ios,Πομπήιος,proper,e)pi\,ἐπί,preposition,poli/xnhs,πολίχνη,noun,*mali/as,μαλιάω,verb,h)/lasen,ἐλαύνω,verb,h(\n,ὅς,pronoun,e)frou/roun,φρουρέω,verb,oi(,ὁ,article,*nomanti=noi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅθεν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,oi(,ὁ,article,*maliei=s,Μαλιεύς,proper,tou\s,ὁ,article,frourou\s,φρουρός,noun,a)nelo/ntes,ἀναιρέω,verb,e)c,ἐκ,preposition,e)ne/dras,ἐνέδρα,noun,pare/dosan,παραδίδωμι,verb,to\,ὁ,article,poli/xnion,πολίχνη,noun,tw=|,ὁ,article,*pomphi/w|,Πομπήιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,de\,δέ,particle,ta/,τίς,pronoun,te,τε,particle,o(/pla,ὅπλον,noun,au)tou\s,αὐτός,pronoun,kai\,καί,conjunction,o(/mhra,ὅμηρος,noun,ai)th/sas,αἰτέω,verb,meth=lqen,μετέρχομαι,verb,e)pi\,ἐπί,preposition,*shdhtani/an,,,h(\n,ὅς,pronoun,e)dh/|ou,δηιόω,verb,lh/|starxos,λῄσταρχος,noun,o)/noma,ὄνομα,adjective,*taggi=nos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,au)to\n,αὐτός,pronoun,o(,ὁ,article,*pomph/ios,Πομπήιος,proper,e)ni/ka,νικάω,verb,kai\,καί,conjunction,pollou\s,πολύς,adjective,e)/laben,λάπτω,verb,ai)xmalw/tous,αἰχμάλωτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tosou=ton,d',δέ,particle,h)=n,εἰμί,verb,fronh/matos,φρόνημα,noun,e)n,ἐν,preposition,toi=s,ὁ,article,lh|stai=s,ληιστής,noun,w(/ste,ὥστε,conjunction,tw=n,ὁ,article,ai)xmalw/twn,αἰχμάλωτος,adjective,ou)dei\s,οὐδείς,pronoun,u(pe/meine,ὑπομένω,verb,douleu/ein,δουλεύω,verb,a)ll',ἀλλά,adverb,oi(,ἕ,pronoun,me\n,μέν,particle,au(tou\s,ἑαυτοῦ,pronoun,oi(,ὁ,article,de\,δέ,particle,tou\s,ὁ,article,priame/nous,πρίαμαι,verb,a)nh/|roun,ἀναιρέω,verb,oi(,ὁ,article,de\,δέ,particle,ta\s,ὁ,article,nau=s,ναῦς,noun,e)n,ἐν,preposition,tw=|,ὁ,article,dia/plw|,διάπλοος,adjective,dieti/trwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τοσοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,de\,δέ,particle,*pomph/ios,Πομπήιος,proper,au)=qis,αὖθις,adverb,e)la/sas,ἐλαύνω,verb,e)pi\,ἐπί,preposition,*nomanti/an,,,potamo/n,ποταμός,noun,tina,τις,pronoun,metwxe/teuen,μετοχετεύω,verb,e)s,εἰς,preposition,to\,ὁ,article,pedi/on,πεδίον,noun,w(s,ὡς,conjunction,limw=|,λιμός,noun,pie/swn,πιέζω,verb,th\n,ὁ,article,po/lin,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,de\,δέ,particle,e)rgazome/nw|,ἐργάζομαι,verb,te,τε,particle,e)pe/keinto,ἐπίκειμαι,verb,kai\,καί,conjunction,salpiktw=n,σαλπιγκτής,noun,xwri\s,χωρίς,adverb,e)ktre/xontes,ἐκτρέχω,verb,a)qro/oi,ἀθρόος,adjective,tou\s,ὁ,article,o)xeteu/ontas,ὀχετεύω,verb,h)nw/xloun,ἀνοχλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ballon,de\,δέ,particle,kai\,καί,conjunction,tou\s,ὁ,article,a)po\,ἀπό,preposition,tou=,ὁ,article,xa/rakos,χάραξ,noun,e)pibohqou=ntas,ἐπιβοηθέω,verb,e(/ws,ἕως,conjunction,kate/kleisan,κατακλείω,verb,e)s,εἰς,preposition,to\,ὁ,article,strato/pedon,στρατόπεδον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,βάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,sitologou=sin,σιτολογέω,verb,e(te/rois,ἕτερος,adjective,e)pidramo/ntes,ἐπιτρέχω,verb,kai\,καί,conjunction,tw=nde,ὅδε,pronoun,pollou\s,πολύς,adjective,die/fqeiran,διαφθείρω,verb,*)/oppio/n,,,te,τε,particle,xili/arxon,χιλίαρχος,noun,e)p',ἐπί,preposition,au)toi=s,αὐτός,pronoun,a)nei=lon,ἀναιρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,kat',κατά,preposition,a)/llo,ἄλλος,adjective,me/ros,μέρος,noun,ta/fron,τάφρος,noun,o)ru/ssousi,ὀρύσσω,verb,*(rwmai/ois,,,e)pidramo/ntes,ἐπιτρέχω,verb,e)/kteinan,ἐκτείνω,verb,e)s,εἰς,preposition,tetrakosi/ous,τετρακόσιοι,adjective,kai\,καί,conjunction,to\n,ὁ,article,h(gou/menon,ἡγέομαι,verb,au)tw=n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)f',oi(=s,ὅς,pronoun,tw=|,ὁ,article,te,τε,particle,*pomphi/w|,Πομπήιος,proper,su/mbouloi,σύμβουλος,noun,parh=san,πάρειμι,verb,e)k,ἐκ,preposition,*(rw/mhs,,,kai\,καί,conjunction,toi=s,ὁ,article,stratiw/taise(\c,,,ga\r,γάρ,particle,e)/th,ἔτης,noun,dielhlu/qei,διέρχομαι,verb,strateuome/nois',στρατεύω,verb,dia/doxoi,διάδοχος,adjective,neokata/grafoi/,νεοκατάγραφος,adjective,te,τε,particle,kai\,καί,conjunction,e)/ti,ἔτι,adverb,a)gu/mnastoi,ἀγύμναστος,adjective,kai\,καί,conjunction,a)peiropo/lemoi,ἀπειροπόλεμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meq',w(=n,ὅς,pronoun,o(,ὁ,article,*pomph/ios,Πομπήιος,proper,ai)dou/meno/s,αἰδέομαι,verb,te,τε,particle,ta\,ὁ,article,e)ptaisme/na,πταίρω,verb,kai\,καί,conjunction,e)peigo/menos,ἐπείγω,verb,th\n,ὁ,article,ai)sxu/nhn,αἰσχύνη,adjective,a)nalabei=n,ἀναλαμβάνω,verb,e)pe/mene,ἐφίημι,verb,xeimw=nos,χειμών,noun,e)n,ἐν,preposition,tw=|,ὁ,article,stratope/dw|,στρατόπεδον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μετά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,oi(,ὁ,article,stratiw=tai,στρατιώτης,adjective,kru/ous,κρύος,noun,te,τε,particle,o)/ntos,εἰμί,verb,e)n,ἐν,preposition,a)ste/gw|,ἄστεγος,adjective,staqmeu/ontes,,,kai\,καί,conjunction,prw=ton,πρότερος,adjective,a)/rti,ἄρτι,adverb,peirw/menoi,πειράω,verb,tou=,ὁ,article,peri\,περί,preposition,th\n,ὁ,article,xw/ran,χώρα,noun,u(/dato/s,ὕδωρ,noun,te,τε,particle,kai\,καί,conjunction,a)e/ros,ἀήρ,adjective,kata\,κατά,preposition,gaste/ra,γαστήρ,noun,e)/kamnon,κάμνω,verb,kai\,καί,conjunction,diefqei/ronto,διαφθείρω,verb,e)/nioi,ἔνιοι,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/rous,de\,δέ,particle,e)pi\,ἐπί,preposition,si=ton,σῖτος,noun,oi)xome/nou,οἴχομαι,verb,kru/yantes,κρύπτω,verb,e)ne/dran,ἐνέδρα,noun,oi(,ὁ,article,*nomanti=noi,,,par',παρά,preposition,au)to\,αὐτός,pronoun,to\,ὁ,article,*(rwmai/wn,,,strato/pedon,στρατόπεδον,noun,h)kroboli/zonto,ἀκροβολίζομαι,verb,e)reqi/zontes,ἐρεθίζω,verb,e(/ws,ἕως,conjunction,oi(,ἕ,pronoun,me\n,μέν,particle,ou),οὐ,adverb,fe/rontes,φέρω,verb,e)pech/|esan,ἐπέξειμι,verb,oi(,ὁ,article,d',δέ,particle,e)k,ἐκ,preposition,th=s,ὁ,article,e)ne/dras,ἐνέδρα,noun,a)ni/stanto,ἀνίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,*(rwmai=oi,,,polloi\,πολύς,adjective,me\n,μέν,particle,e)k,ἐκ,preposition,tou=,ὁ,article,plh/qous,πλῆθος,noun,polloi\,πολύς,adjective,de\,δέ,particle,tw=n,ὁ,article,e)pifanw=n,ἐπιφαίνω,verb,a)pe/qanon,ἀποθνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,de\,δέ,particle,*nomanti=noi,,,kai\,καί,conjunction,toi=s,ὁ,article,to\n,ὁ,article,si=ton,σῖτος,noun,fe/rousin,φέρω,verb,a)panth/santes,ἀπαντάω,verb,e)/kteinan,ἐκτείνω,verb,kai\,καί,conjunction,tw=nde,ὅδε,pronoun,pollou/s,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,o(,ὁ,article,*pomph/ios,Πομπήιος,proper,tosoi=sde,τοσόσδε,adjective,sunenexqei\s,συμφέρω,verb,kakoi=s,κακός,adjective,e)s,εἰς,preposition,ta\s,ὁ,article,po/leis,πόλις,adjective,meta\,μετά,preposition,tw=n,ὁ,article,sumbou/lwn,σύμβουλος,noun,a)nezeu/gnu,ἀναζεύγνυμι,verb,xeima/swn,χειμάω,verb,to\,ὁ,article,e)pi/loipon,ἐπίλοιπος,adjective,tou=,ὁ,article,h)=ros,ἔαρ,noun,prosdokw=n,προσδοκάω,verb,h(/cein,ἥκω,verb,oi(,ὁ,article,dia/doxon,διάδοχος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,dediw\s,δείδω,verb,kathgori/an,κατηγορία,noun,e)/prassen,πράσσω,verb,e)s,εἰς,preposition,tou\s,ὁ,article,*nomanti/nous,,,kru/fa,κρύφα,adverb,tou=,ὁ,article,pole/mou,πόλεμος,noun,dialu/seis,διάλυσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
