word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS
deino\n,δεινός,adjective,me/nta)\n,,,e)pepo/nqh,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,gh=n,γῆ,noun,de\,δέ,particle,ti/s,τίς,pronoun,e)/sq',ἔσθω,verb,o(,ὁ,article,gewrgh/swn,γεωργέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,dou=loi,δοῦλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soi\,σύ,pronoun,de\,δέ,particle,melh/sei,ἐπιμελέομαι,verb,o(/tan,ὅταν,conjunction,h)=|,εἰμί,verb,deka/poun,δεκάπους,noun,to\,ὁ,article,stoixei=on,στοιχεῖον,noun,liparo\n,λιπαρός,adjective,xwrei=n,χωρέω,verb,e)pi\,ἐπί,preposition,dei=pnon,δεῖπνον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri\,περί,preposition,d',δέ,particle,i(mati/wn,ἱμάτιον,adjective,ti/s,τίς,pronoun,po/ros,πόρος,noun,e)/stai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,tou=t',οὗτος,pronoun,e)/stin,εἰμί,verb,e)re/sqai,ἔρομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,me\n,μέν,particle,o)/nq',εἰμί,verb,u(mi=n,σύ,pronoun,prw=ton,πρότερος,adjective,u(pa/rcei,ὑπάρχω,verb,ta\,ὁ,article,de\,δέ,particle,loi/f',λοιπάς,noun,h(mei=s,ἐγώ,pronoun,u(fanou=men,ὑφαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(\n,εἷς,adjective,e)/ti,ἔτι,adverb,zhtw=,ζητέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,h)/n,ἐάν,conjunction,tis,τις,pronoun,o)/flh|,ὀφλισκάνω,verb,para\,παρά,preposition,toi=s,ὁ,article,a)/rxousi,ἄρχων,noun,di/khn,δίκη,adjective,tw|,τις,pronoun,po/qen,πόθεν,adverb,e)ktei/sei,ἔκτεισις,noun,tau/thn,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,tw=n,ὁ,article,koinw=n,κοινός,adjective,g',γε,particle,e)sti\,εἰμί,verb,di/kaion,δίκαιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)de\,οὐδέ,particle,di/kai,δίκη,adjective,prw=ton,πρότερος,adjective,e)/sontai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
touti\,οὗτος,pronoun,tou)/pos,ἔπος,adjective,s',σύ,pronoun,e)pitri/yei,ἐπιτρίβω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)gw\,ἐγώ,pronoun,tau/thn,οὗτος,pronoun,gnw/mhn,γνώμη,noun,e)qe/mhn,τίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,ga\r,γάρ,particle,ta/lan,τάλας,adjective,ou(/nek',οὕνεκα,conjunction,e)/sontai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pollw=n,πολύς,adjective,ou(/neka,οὕνεκα,conjunction,nh\,νή,preposition,to\n,ὁ,article,*)apo/llw,Ἀπόλλων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=ton,πρότερος,adjective,d',δέ,particle,e(no\s,εἷς,adjective,ou(/neka,οὕνεκα,conjunction,dh/pou,δήπου,particle,h)/n,ἐάν,conjunction,tis,τις,pronoun,o)fei/lwn,ὀφείλω,verb,e)carnh=tai,ἐξαρνέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/qen,πόθεν,adverb,ou)=n,οὖν,particle,e)da/neis',δανείζω,verb,o(,ὁ,article,danei/sas,δανείζω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,koinw=|,κοινός,adjective,pa/ntwn,πᾶς,adjective,o)/ntwn,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kle/ptwn,κλέπτω,verb,dh/pou',δήπου,particle,st',,,e)pi/dhlos,ἐπίδηλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nh\,νή,preposition,th\n,ὁ,article,*dh/mhtr',Δημήτηρ,proper,eu)=,εὖ,adverb,ge,γε,particle,dida/skeis,διδάσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
touti\,οὗτος,pronoun,toi/nun,τοίνυν,particle,frasa/tw,φράζω,verb,moi,ἐγώ,pronoun,th=s,ὁ,article,ai)kei/as,αἰκία,noun,oi(,ἕ,pronoun,tu/ptontes,τύπτω,verb,po/qen,πόθεν,adverb,e)ktei/sousin,ἐκτίνω,verb,e)peida\n,ἐπειδάν,conjunction,eu)wxhqe/ntes,εὐωχέω,verb,u(bri/zwsin,ὑβρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,ga\r,γάρ,particle,oi)=mai/,οἴομαι,verb,s',σύ,pronoun,a)porh/sein,ἀπορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,th=s,ὁ,article,ma/zhs,μᾶζα,noun,h(=s,ὅς,pronoun,sitei=tai,σιτέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau/ths,οὗτος,pronoun,ga\r,γάρ,particle,o(/tan,ὅταν,conjunction,tis,τις,pronoun,a)fairh=|,ἀφαιρέω,verb,ou)x,οὐ,adverb,u(briei=tai,ὑβρίζω,verb,fau/lws,φαῦλος,adjective,ou(/tws,οὕτως,adverb,au)=qis,αὖθις,adverb,th=|,ὁ,article,gastri\,γαστήρ,noun,kolasqei/s,κολάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)d',οὐδέ,particle,au)=,αὖ,interjection,kle/pths,κλέπτης,noun,ou)dei\s,οὐδείς,pronoun,e)/stai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,ga\r,γάρ,particle,kle/yei,κλέπτω,verb,meto\n,μέτειμι,verb,au)tw=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)d',οὐδέ,particle,a)podu/sous',ἀποδύω,verb,a)/ra,ἄρος,adjective,tw=n,ὁ,article,nuktw=n,νύξ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,h)\n,ἐάν,conjunction,oi)/koi,οἴκοι,adverb,ge,γε,particle,kaqeu/dh|s,καθεύδω,verb,ou)d',οὐδέ,particle,h)/n,ἐάν,conjunction,ge,γε,particle,qu/raz',θύραζε,adverb,w(/sper,ὥσπερ,adverb,pro/teron,πρότερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bi/otos,βίοτος,noun,ga\r,γάρ,particle,pa=sin,πᾶς,adjective,u(pa/rcei,ὑπάρχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,d',δέ,particle,a)podu/h|,ἀποδύω,verb,g',γε,particle,au)to\s,αὐτός,pronoun,dw/sei,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ga\r,γάρ,particle,au)tw=|,αὐτός,pronoun,pra=gma,πρᾶγμα,noun,ma/xesqai,μάχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/teron,,,ga\r,γάρ,particle,i)w\n,εἶμι,verb,e)k,ἐκ,preposition,tou=,ὁ,article,koinou=,κοινός,adjective,krei=tton,κρείσσων,verb,e)kei/nou,ἐκεῖνος,pronoun,komiei=tai,κομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,kubeu/sous',κυβεύω,verb,a)=r',ἆρα,particle,a)/nqrwpoi,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri\,περί,preposition,tou=,ὁ,article,ga\r,γάρ,particle,tou=to,οὗτος,pronoun,poih/sei,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,de\,δέ,particle,di/aitan,δίαιτα,noun,ti/na,τίς,pronoun,poih/seis,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koinh\n,κοινός,adjective,pa=sin,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,ga\r,γάρ,particle,a)/stu,ἄστυ,noun,mi/an,εἷς,adjective,oi)/khsi/n,οἴκησις,noun,fhmi,φημί,verb,poih/sein,ποιέω,verb,surrh/cas',συρράσσω,verb,ei)s,εἰς,preposition,e(\n,εἷς,adjective,a(/panta,ἅπας,adjective,w(/ste,ὥστε,conjunction,badi/zein,βαδίζω,verb,w(s,ὡς,conjunction,a)llh/lous,ἀλλήλων,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,de\,δέ,particle,dei=pnon,δεῖπνον,noun,pou=,πού,adverb,paraqh/seis,παραθέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,dikasth/ria,δικαστήριον,noun,kai\,καί,conjunction,ta\s,ὁ,article,stoia\s,στοά,noun,a)ndrw=nas,ἀνδρών,noun,pa/nta,πᾶς,adjective,poih/sw,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,de\,δέ,particle,bh=ma,βῆμα,noun,ti/,τίς,pronoun,soi,σύ,pronoun,xrh/simon,χρήσιμος,adjective,e)/stai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,krath=ras,κρατήρ,noun,kataqh/sw,καταθέω,verb,kai\,καί,conjunction,ta\s,ὁ,article,u(dri/as,ὑδρία,noun,kai\,καί,conjunction,r(ayw|dei=n,ῥαψῳδέω,verb,e)/stai,εἰμί,verb,toi=s,ὁ,article,paidari/oisin,παιδάριον,noun,tou\s,ὁ,article,a)ndrei/ous,ἀνδρεῖος,adjective,e)n,ἐν,preposition,tw=|,ὁ,article,pole/mw|,πόλεμος,noun,kei)/,εἰ,conjunction,tis,τις,pronoun,deilo\s,δειλός,adjective,gege/nhtai,γίγνομαι,verb,i(/na,ἵνα,conjunction,mh\,μή,conjunction,deipnw=s',δειπνέω,verb,ai)sxuno/menoi,αἰσχύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nh\,νή,preposition,to\n,ὁ,article,*)apo/llw,Ἀπόλλων,proper,xa/rie/n,χαρίεις,adjective,ge,γε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,klhrwth/ria,κληρωτήριον,noun,poi=,ποι,adverb,tre/yeis,τρέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)s,εἰς,preposition,th\n,ὁ,article,a)gora\n,ἀγορά,noun,kataqh/sw,καταθέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)=|ta,εἶτα,adverb,sth/sasa,ἵστημι,verb,par',παρά,preposition,*(armodi/w|,Ἁρμόδιος,proper,klhrw/sw,κληρόω,verb,pa/ntas,πᾶς,adjective,e(/ws,ἕως,conjunction,a)\n,ἄν,particle,ei)dw\s,οἶδα,verb,o(,ὁ,article,laxw\n,λαγχάνω,verb,a)pi/h|,ἄπιος,adjective,xai/rwn,χαίρω,verb,e)n,ἐν,preposition,o(poi/w|,ὁποῖος,adjective,gra/mmati,γράμμα,noun,deipnei=,δειπνέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai,,,khru/cei,κηρύσσω,verb,tou\s,ὁ,article,e)k,ἐκ,preposition,tou=,ὁ,article,bh=t',βῆτα,noun,e)pi\,ἐπί,preposition,th\n,ὁ,article,stoia\n,στοά,noun,a)kolouqei=n,ἀκολουθέω,verb,th\n,ὁ,article,basi/leion,βασίλειος,adjective,deipnh/sontas,δειπνέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,de\,δέ,particle,qh=t',θῆσσα,adjective,e)s,εἰς,preposition,th\n,ὁ,article,para\,παρά,preposition,tau/thn,οὗτος,pronoun,tou\s,ὁ,article,d',δέ,particle,e)k,ἐκ,preposition,tou=,ὁ,article,ka/pp',κάππα,noun,e)s,εἰς,preposition,th\n,ὁ,article,stoia\n,στοά,noun,xwrei=n,χωρέω,verb,th\n,ὁ,article,a)lfito/pwlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(/na,ἵνα,conjunction,ka/ptwsin,κάπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma\,μά,particle,*di/',Δίη,proper,a)ll',ἀλλά,adverb,i(/n',ἵνα,conjunction,e)kei=,ἐκεῖ,adverb,deipnw=sin,δειπνέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/tw|,ὅστις,pronoun,de\,δέ,particle,to\,ὁ,article,gra/mma,γράμμα,noun,mh\,μή,conjunction,'celkusqh=|,ἐξέλκω,verb,kaq',κατά,preposition,o(\,ὅς,pronoun,deipnh/sei,δειπνέω,verb,tou/tous,οὗτος,pronoun,a)pelw=sin,ἀπελαύνω,verb,a(/pantes,ἅπας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)k,οὐ,adverb,e)/stai,εἰμί,verb,tou=to,οὗτος,pronoun,par',παρά,preposition,h(mi=n,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa=si,πᾶς,adjective,ga\r,γάρ,particle,a)/fqona,ἄφθονος,adjective,pa/nta,πᾶς,adjective,pare/comen,παρέχω,verb,w(/ste,ὥστε,conjunction,mequsqei\s,μεθύσκω,verb,au)tw=|,αὐτός,pronoun,stefa/nw|,στέφανος,noun,pa=s,πᾶς,adjective,tis,τις,pronoun,a)/peisin,ἄπειμι,verb,th\n,ὁ,article,da=|da,δαίς,adjective,labw/n,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,de\,δέ,particle,gunai=kes,γυνή,noun,kata\,κατά,preposition,ta\s,ὁ,article,dio/dous,δίοδος,noun,prospi/ptousai,προσπίτνω,verb,toi=s,ὁ,article,a)po\,ἀπό,preposition,dei/pnou,δεῖπνον,noun,ta/de,ὅδε,pronoun,le/cousin,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deu=ro,δεῦρο,adverb,par',παρά,preposition,h(ma=s,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqa/de,ἐνθάδε,adverb,mei=ra/c,μεῖραξ,noun,e)sq',εἰμί,verb,w(rai/a',ὡραῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
par',παρά,preposition,e)moi\,ἐγώ,pronoun,d',δέ,particle,e(te/ra,ἕτερος,adjective,fh/sei,φημί,verb,tis,τις,pronoun,a)/nwq',ἄνωθεν,adverb,e)c,ἐκ,preposition,u(perw/|ou,ὑπερῷον,noun,kai\,καί,conjunction,kalli/sth,καλός,noun,kai\,καί,conjunction,leukota/th,λευκός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro/teron,πρότερος,adjective,me/ntoi,μέντοι,particle,dei=,δέομαι,verb,se,σύ,pronoun,kaqeu/dein,καθεύδω,verb,au)th=s,αὐτός,pronoun,par',παρά,preposition,e)moi/',ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=s,ὁ,article,eu)prepe/sin,εὐπρεπής,adverb,d',δέ,particle,a)kolouqou=ntes,ἀκολουθέω,verb,kai\,καί,conjunction,meiraki/ois,μειράκιον,noun,oi(,ὁ,article,faulo/teroi,φαῦλος,adjective,toia/d',τοιόσδε,adjective,e)rou=sin,ἐρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
