word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/61/lemma/@_entry,word/61/lemma/@_POS
tw=|,ὁ,article,ou)=n,οὖν,particle,a)\n,ἄν,particle,u(mw=n,σύ,pronoun,fanei/h,φαίνω,verb,pisto/n,πιστός,adjective,pro/teron,πρότερος,adjective,a)/llas,ἄλλος,adjective,stratei/as,στρατεία,adjective,tou=,ὁ,article,*)astufi/lou,Ἀστύφιλος,proper,strateuome/nou,στρατεύω,verb,kai\,καί,conjunction,eu)=,εὖ,adverb,ei)do/tos,οἶδα,verb,o(/ti,ὅστις,pronoun,e)n,ἐν,preposition,a(pa/sais,ἅπας,adjective,me/lloi,μέλλω,verb,kinduneu/ein,κινδυνεύω,verb,ou(/tws,οὕτως,adverb,a)kribw=s,ἀκριβῶς,adverb,ta\,ὁ,article,para\,παρά,preposition,th=s,ὁ,article,tu/xhs,τύχη,noun,sumbh=nai,συμβαίνω,verb,w(/st',ὥστε,conjunction,e)n,ἐν,preposition,me\n,μέν,particle,tw=|,ὁ,article,pro/sqen,πρόσθεν,adverb,xro/nw|,χρόνος,noun,mhde\,μηδέ,particle,peri\,περί,preposition,e(no\s,εἷς,adjective,au)to\n,αὐτός,pronoun,tw=n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,diaqe/sqai,διατίθημι,verb,o(/te,ὅτε,conjunction,de\,δέ,particle,to\,ὁ,article,teleutai=on,τελευταῖος,adjective,e)/melle,μέλλω,verb,strateu/esqai,στρατεύω,verb,e)qelonth/n,ἐθελοντήν,adverb,te,τε,particle,e)kple/onta,ἐκπλέω,verb,kai\,καί,conjunction,ma/lista,μάλιστα,adverb,e)k,ἐκ,preposition,tau/ths,οὗτος,pronoun,th=s,ὁ,article,stratei/as,στρατεία,adjective,e)lpi/zonta,ἐλπίζω,verb,swqh/sesqai,σώζω,verb,pw=s,πῶς,adverb,tou=ton,οὗτος,pronoun,pisto\n,πιστός,adjective,h)/dh,ἤδη,adverb,),ta\s,ὁ,article,diaqh/kas,διαθήκη,noun,to/te,τότε,adverb,katalipei=n,καταλιμπάνω,verb,kai\,καί,conjunction,e)kpleu/santa,ἐκπλέω,verb,teleuth=sai,τελευτάω,verb,,
xwri\s,χωρίς,adverb,de\,δέ,particle,tou/twn,οὗτος,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,e)/ti,ἔτι,adverb,mei/zw,μέγας,adverb,tekmh/ria,τεκμήριον,noun,pare/comai,παρέχω,verb,w(s,ὡς,conjunction,ou)de\n,οὐδείς,pronoun,a)lhqe\s,ἀληθής,adjective,le/gousin,λέγω,verb,ou(=toi,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pidei/cw,ἐπιδείκνυμι,verb,ga\r,γάρ,particle,u(mi=n,σύ,pronoun,e)/xqiston,ἔχθιστος,adjective,a(pa/ntwn,ἅπας,adjective,o)/nta,εἰμί,verb,*)astu/filon,Ἀστύφιλος,proper,*kle/wni,Κλέων,proper,kai\,καί,conjunction,ou(/tw,οὕτως,adverb,sfo/dra,σφόδρα,adverb,kai\,καί,conjunction,dikai/ws,δίκαιος,adjective,misou=nta,μισέω,verb,tou=ton,οὗτος,pronoun,w(/ste,ὥστε,conjunction,polu\,πολύς,adjective,a)\n,ἄν,particle,qa=tton,θάσσων,adjective,diaqe/menon,διατίθημι,verb,mhde/na,μηδείς,pronoun,pote\,ποτός,adjective,tw=n,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,oi)kei/wn,οἰκεῖος,adjective,dialexqh=nai,διαλέγω,verb,*kle/wni,Κλέων,proper,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,to\n,ὁ,article,tou/tou,οὗτος,pronoun,u(o\n,υἱός,noun,poihsa/menon,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*eu)qukra/tei,,,ga/r,γάρ,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,tw=|,ὁ,article,patri\,πατήρ,noun,tw=|,ὁ,article,*)astufi/lou,Ἀστύφιλος,proper,ai)/tios,αἴτιος,adjective,gene/sqai,γίγνομαι,verb,le/getai,λέγω,verb,tou=,ὁ,article,qana/tou,θάνατος,adjective,*qou/dippos,Θούδιππος,proper,o(,ὁ,article,*kle/wnos,Κλέων,proper,toutoui\,οὗτος,pronoun,path/r,πατήρ,noun,ai)kisa/menos,αἰκίζομαι,verb,e)kei=non,ἐκεῖνος,pronoun,diafora=s,διαφορά,noun,tinos,τις,pronoun,au)toi=s,αὐτός,pronoun,genome/nhs,γίγνομαι,verb,e)n,ἐν,preposition,th=|,ὁ,article,nemh/sei,νέμησις,noun,tou=,ὁ,article,xwri/ou,χωρίον,noun,kai\,καί,conjunction,ou(/tws,οὕτως,adverb,au)to\n,αὐτός,pronoun,diateqh=nai,διατίθημι,verb,w(/ste,ὥστε,conjunction,e)k,ἐκ,preposition,tw=n,ὁ,article,plhgw=n,πλήξ,noun,au)to\n,αὐτός,pronoun,a)sqenh/santa,ἀσθενέω,verb,ou),οὐ,adverb,pollai=s,πολύς,adjective,h(me/rais,ἡμέρα,noun,u(/steron,ὕστερος,adjective,a)poqanei=n,ἀποθνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,tau=t',οὗτος,pronoun,e)sti\n,εἰμί,verb,a)lhqh=,ἀληθής,adjective,i)/sws,ἴσως,adverb,me\n,μέν,particle,kai\,καί,conjunction,*)arafhni/wn,,,kai\,καί,conjunction,polloi\,πολύς,adjective,tw=n,ὁ,article,to/te,τότε,adverb,suggewrgou/ntwn,συγγεωργέω,verb,marturh/seian,μαρτυρέω,verb,a)/n,ἄν,particle,moi,ἐγώ,pronoun,diarrh/dhn,διαρρήδην,adverb,de\,δέ,particle,peri\,περί,preposition,thlikou/tou,τηλικοῦτος,adjective,pra/gmatos,πρᾶγμα,noun,ou)k,οὐ,adverb,a)\n,ἄν,particle,e)/xoimi,ἔχω,verb,o(/pws,ὅπως,conjunction,u(mi=n,σύ,pronoun,parasxoi/mhn,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,au)to\n,αὐτός,pronoun,tupto/menon,τύπτω,verb,i)dw\n,εἶδον,verb,*(ieroklh=s,Ἱεροκλέης,proper,o(,ὁ,article,to\,ὁ,article,grammatei=on,γραμματεῖον,noun,fa/skwn,φάσκω,verb,par',παρά,preposition,e(autw=|,ἑαυτοῦ,pronoun,teqh=nai,τίθημι,verb,oi)=d',οἶδα,verb,o(/ti,ὅστις,pronoun,ou)k,οὐ,adverb,a)\n,ἄν,particle,e)qelh/seie,ἐθέλω,verb,marturh=sai,μαρτυρέω,verb,e)nanti/a,ἐναντίος,adjective,tai=s,ὁ,article,diaqh/kais,διαθήκη,noun,ai(=s,ὅς,pronoun,au)to\s,αὐτός,pronoun,a)pofai/nei,ἀποφαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/mws,ὅμως,conjunction,me/ntoi,μέντοι,particle,kai\,καί,conjunction,ka/lei,καλέω,verb,*(ierokle/a,Ἱεροκλέης,proper,i(/na,ἵνα,conjunction,e)nanti/on,ἐναντίον,adverb,tou/twn,οὗτος,pronoun,marturh/sh|,μαρτύρομαι,verb,h)\,ἠέ,conjunction,e)como/shtai,ἐξόμνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)kribw=s,ἀκριβῶς,adverb,me\n,μέν,particle,h)/|dein,οἶδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,ga\r,γάρ,particle,au)tou=,αὐτός,pronoun,a)ndro/s,ἀνήρ,noun,e)stin,εἰμί,verb,a(\,ὅς,pronoun,me\n,μέν,particle,oi)=den,οἶδα,verb,e)co/mnusqai,ἐξόμνυμι,verb,tw=n,ὁ,article,de\,δέ,particle,mh\,μή,conjunction,genome/nwn,γίγνομαι,verb,pi/stin,πίστις,noun,e)qe/lein,ἐθέλω,verb,e)piqei=nai,ἐπιτίθημι,verb,h)=,ἦ,adverb,mh\n,μείς,adjective,ei)de/nai,οἶδα,verb,geno/mena,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de/,δέ,particle,o(/te,ὅτε,conjunction,a)pe/qnhsken,ἀποθνήσκω,verb,o(,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*eu)qukra/ths,Εὐθυκράτης,proper,o(,ὁ,article,path\r,πατήρ,noun,*)astufi/lou,Ἀστύφιλος,proper,e)pe/skhye,ἐπισκήπτω,verb,toi=s,ὁ,article,oi)kei/ois,οἰκεῖος,adjective,mhde/na,μηδείς,pronoun,pote\,ποτός,adjective,e)a=sai,ἀίω,verb,e)lqei=n,ἔρχομαι,verb,tw=n,ὁ,article,*qoudi/ppou,Θούδιππος,proper,e)pi\,ἐπί,preposition,to\,ὁ,article,mnh=ma,μνῆμα,noun,to\,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,tou/twn,οὗτος,pronoun,u(mi=n,σύ,pronoun,to\n,ὁ,article,e)/xonta,ἔχω,verb,th\n,ὁ,article,thqi/da,τηθίς,noun,tou=,ὁ,article,*)astufi/lou,Ἀστύφιλος,proper,ma/rtura,μάρτυς,noun,pare/comai,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)kou/wn,ἀκούω,verb,toi/nun,τοίνυν,particle,tau=ta,οὗτος,pronoun,o(,ὁ,article,*)astu/filos,Ἀστύφιλος,proper,kai\,καί,conjunction,tou/tou,οὗτος,pronoun,kai\,καί,conjunction,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,proshko/ntwn,προσήκω,verb,eu)qe/ws,εὐθύς,adverb,e)k,ἐκ,preposition,paidi/ou,παίδιον,noun,e)peidh\,ἐπεί,conjunction,ta/xista,τάχιστος,adjective,h)/rxeto,ἄρχω,verb,fronei=n,φρονέω,verb,ou)de\,οὐδέ,particle,pw/pote,πώποτε,adverb,diele/xqh,διαλέγω,verb,*kle/wni,Κλέων,proper,a)lla\,ἀλλά,adverb,pro/teron,πρότερος,adjective,e)teleu/thsen,τελευτάω,verb,ou)x,οὐ,adverb,h(gou/menos,ἡγέομαι,verb,o(/sion,ὅσιος,adjective,ei)=nai,εἰμί,verb,toiau/thn,τοιοῦτος,adjective,ai)ti/an,αἰτία,noun,e)/xontos,ἔχω,verb,*qoudi/ppou,Θούδιππος,proper,peri\,περί,preposition,to\n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,pate/ra,πατήρ,noun,tw=|,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,u(ei=,υἱός,noun,diale/gesqai,διαλέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,ou)=n,οὖν,particle,to\n,ὁ,article,a(/panta,ἅπας,adjective,xro/non,χρόνος,noun,dia/foros,διάφορος,adjective,h)=n,εἰμί,verb,*kle/wni,Κλέων,proper,tou/twn,οὗτος,pronoun,u(mi=n,σύ,pronoun,tou\s,ὁ,article,suneido/tas,σύνοιδα,verb,ma/rturas,μάρτυς,noun,pare/comai,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)s,εἰς,preposition,ta\s,ὁ,article,qusi/as,θυσία,noun,toi/nun,τοίνυν,particle,e)n,ἐν,preposition,ai(=sper,ὅς,pronoun,oi(,ὁ,article,a)/lloi,ἄλλος,adjective,*)aqhnai=oi,Ἀθηναῖος,proper,e(stiw=ntai,ἑστιάω,verb,prw=ton,πρότερος,adjective,me\n,μέν,particle,dhmo/thn,δημότης,noun,o)/nta,εἰμί,verb,e)/peita,ἔπειτα,adverb,a)neyio/n,ἀνεψιός,noun,e)/ti,ἔτι,adverb,de\,δέ,particle,to\n,ὁ,article,u(o\n,υἱός,noun,tou/tou,οὗτος,pronoun,me/llonta,μέλλω,verb,poiei=sqai,ποιέω,verb,ei)ko\s,ἔοικα,verb,dh/pou,δήπου,particle,h)=n,εἰμί,verb,o(po/te,ὁπότε,adverb,per,πέρ,particle,e)pidhmoi/h,ἐπιδημέω,verb,mhde\,μηδέ,particle,meq',μετά,preposition,e(no\s,εἷς,adjective,a)/llou,ἄλλος,adjective,i)e/nai,εἶμι,verb,to\n,ὁ,article,*)astu/filon,Ἀστύφιλος,proper,h)\,ἠέ,conjunction,meta\,μετά,preposition,*kle/wnos,Κλέων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,toi/nun,τοίνυν,particle,ou)de/pot',οὐδέποτε,adverb,h)=lqe,ἔρχομαι,verb,met',μετά,preposition,au)tou=,αὐτός,pronoun,u(mi=n,σύ,pronoun,tw=n,ὁ,article,dhmotw=n,δημότης,noun,marturi/an,μαρτυρία,noun,a)nagnw/setai,ἀναγιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tws,οὕτως,adverb,toi/nun,τοίνυν,particle,diakei/menos,διάκειμαι,verb,tw=|,ὁ,article,teteleuthko/ti,τελευτάω,verb,*kle/wn,Κλέων,proper,a)cioi=,ἀξιόω,verb,to\n,ὁ,article,u(o\n,υἱός,noun,to\n,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,ta\,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,e)/xein,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ti/,τίς,pronoun,dei=,δέομαι,verb,tou=ton,οὗτος,pronoun,le/gein,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,*(ieroklh=s,Ἱεροκλέης,proper,qei=os,θεῖος,adjective,w)\n,εἰμί,verb,kai\,καί,conjunction,lte)kei/nw|,,,kai\gt,,,e)moi/,ἐγώ,pronoun,ou(/tws,οὕτως,adverb,e)sti\,εἰμί,verb,tolmhro\s,τολμηρός,adjective,w(/ste,ὥστε,conjunction,ou),οὐ,adverb,genome/nas,γίγνομαι,verb,diaqh/kas,διαθήκη,noun,h(/kei,ἥκω,verb,fe/rwn,φέρω,verb,kai/,καί,conjunction,fhsi,φημί,verb,par',παρά,preposition,e(autw=|,ἑαυτοῦ,pronoun,*)astu/filon,Ἀστύφιλος,proper,tau/tas,οὗτος,pronoun,katalipei=n,καταλιμπάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,*(iero/kleis,Ἱεροκλέης,proper,polla\,πολύς,adjective,ka)gaqa\,ἀγαθός,adjective,paqw\n,πάσχω,verb,u(po\,ὑπό,preposition,*qeofra/stou,Θεόφραστος,proper,tou=,ὁ,article,patro\s,πατήρ,noun,tou=,ὁ,article,e)mou=,ἐμός,adjective,o(/te,ὅτε,conjunction,xei=ron,χείρων,adverb,e)/prattes,πράσσω,verb,h)\,ἠέ,conjunction,nuni/,νυνί,adverb,kai\,καί,conjunction,u(po\,ὑπό,preposition,*)astufi/lou,Ἀστύφιλος,proper,ou)dete/rw|,οὐδέτερος,adjective,au)toi=n,αὐτός,pronoun,th\n,ὁ,article,a)ci/an,ἄξιος,adjective,xa/rin,χάρις,noun,a)podi/dws,ἀποδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)me\,ἐγώ,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,u(o\n,υἱός,noun,o)/nta,εἰμί,verb,*qeofra/stou,Θεόφραστος,proper,sautw=|,σαυτοῦ,pronoun,de\,δέ,particle,a)delfidou=n,ἀδελφιδέος,noun,a)posterei=s,ἀποστερέω,verb,a(/,ὅς,pronoun,moi,ἐγώ,pronoun,oi(,ὁ,article,no/moi,νόμος,noun,e)/dosan,δίδωμι,verb,*)astufi/lou,Ἀστύφιλος,proper,de\,δέ,particle,teqnew=tos,θνήσκω,verb,katayeu/dh|,καταψεύδομαι,verb,kai\,καί,conjunction,to\,ὁ,article,kata\,κατά,preposition,sauto\n,σαυτοῦ,pronoun,me/ros,μέρος,noun,tou\s,ὁ,article,e)xqi/stous,ἔχθιστος,adjective,kaqi/sths,καθίστημι,verb,tw=n,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,klhrono/mous,κληρόνομος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pri\n,πρίν,adverb,me\n,μέν,particle,lhxqh=nai,λαγχάνω,verb,tou=,ὁ,article,klh/rou,κλῆρος,adjective,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,eu)=,εὖ,adverb,ei)dw\s,οἶδα,verb,o(,ὁ,article,*(ieroklh=s,Ἱεροκλέης,proper,o(/ti,ὅστις,pronoun,ou)deni\,οὐδείς,pronoun,a)/llw|,ἄλλος,adjective,gi/gnoito,γίγνομαι,verb,ta\,ὁ,article,*)astufi/lou,Ἀστύφιλος,proper,h)\,ἠέ,conjunction,e)moi/,ἐγώ,pronoun,e)n,ἐν,preposition,me/rei,μέρος,noun,e(ka/stw|,ἕκαστος,adjective,tw=n,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,e)pithdei/wn,ἐπιτήδειος,adjective,prosh/|ei,πρόσειμι,verb,pwlw=n,πωλέω,verb,to\,ὁ,article,pra=gma,πρᾶγμα,noun,kai\,καί,conjunction,tou\s,ὁ,article,ou)de\n,οὐδείς,pronoun,prosh/kontas,προσήκω,verb,pei/qwn,πείθω,verb,a)mfisbhtei=n,ἀμφισβητέω,verb,le/gwn,λέγω,verb,o(/ti,ὅστις,pronoun,qei=os,θεῖος,adjective,ei)/h,ἀίω,verb,*)astufi/lw|,Ἀστύφιλος,proper,kai\,καί,conjunction,a)pofanoi/h,ἀποφαίνω,verb,diaqh/kas,διαθήκη,noun,e)kei=non,ἐκεῖνος,pronoun,kataleloipo/ta,καταλιμπάνω,verb,ei)/,εἰ,conjunction,tis,τις,pronoun,au(tw=|,ἑαυτοῦ,pronoun,koinw/soito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
