word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/34/lemma/@_entry,word/34/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS
*kalli/pphn,,,lth)\gt,,,e)pitropeuome/nhn,ἐπιτροπεύω,verb,kai\,καί,conjunction,para\,παρά,preposition,tw=n,ὁ,article,o)/ntwn,εἰμί,verb,lth(mi=ngt,,,qerapo/ntwn,θεράπων,noun,to\n,ὁ,article,e)/legxon,ἔλεγχος,noun,poiei=sqai,h)\,ἠέ,conjunction,ei)/,εἰ,conjunction,tis,τις,pronoun,tw=n,ὁ,article,par',παρά,preposition,au)toi=s,αὐτός,pronoun,oi)ketw=n,οἰκέτης,noun,fa/skei,φάσκω,verb,tau=ta,οὗτος,pronoun,ei)de/nai,οἶδα,verb,h(mi=n,ἐγώ,pronoun,paradou=nai,παραδίδωμι,verb,ou)/te,οὔτε,adverb,labei=n,λαμβάνω,verb,h)qe/lhsan,ἐθέλω,verb,ou)/q',οὔτε,adverb,h(mi=n,ἐγώ,pronoun,paradou=nai,παραδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,moi,ἐγώ,pronoun,labe\,λαμβάνω,verb,th/n,ὁ,article,t',τε,particle,a)po/krisin,ἀπόκρισις,noun,au)tw=n,αὐτός,pronoun,kai\,καί,conjunction,ta\s,ὁ,article,h(mete/ras,ἡμέτερος,adjective,marturi/as,μαρτυρία,noun,kai\,proklh/seis,πρόκλησις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=toi,οὗτος,pronoun,me\n,μέν,particle,toi/nun,τοίνυν,particle,toiou=to,τοιοῦτος,adjective,pra=gma,πρᾶγμα,noun,e)/fugon,φεύγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,d',δέ,particle,u(mi=n,σύ,pronoun,e)pidei/cw,ἐπιδείκνυμι,verb,kai\,καί,conjunction,o(/qen,ὅθεν,adverb,ei)si\,εἰμί,verb,kai\,καί,conjunction,oi(/tines,ὅστις,pronoun,ou(\s,ὅς,pronoun,gnhsi/ous,γνήσιος,adjective,diemartu/rhsan,ei)=nai,εἰμί,verb,kai\,καί,conjunction,klhrono/mous,κληρόνομος,noun,zhtou=si,ζητέω,verb,katasth=sai,καθίστημι,verb,tw=n,ὁ,article,*eu)kth/monos,Εὐκτήμων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διαμαρτύρομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/sws,ἴσως,adverb,me/n,μέν,particle,e)stin,εἰμί,verb,a)hde\s,ἀηδής,adjective,*fanostra/tw|,Φανόστρατος,proper,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,ta\s,ὁ,article,*eu)kth/monos,Εὐκτήμων,proper,sumfora\s,συμφορά,noun,fanera\s,φανερός,adjective,kaqesta/nai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)li/ga,ὀλίγος,adjective,d',δέ,particle,a)nagkai=on,ἀναγκαῖος,adjective,r(hqh=nai,ἐρῶ,verb,i(/n',ἵνα,conjunction,u(mei=s,σύ,pronoun,th\n,ὁ,article,a)lh/qeian,ἀλήθεια,adjective,ei)do/tes,οἶδα,verb,r(a=|on,ῥάιος,adjective,ta\,ὁ,article,di/kaia,yhfi/shsqe,ψηφίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δίκαιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*eu)kth/mwn,Εὐκτήμων,proper,me\n,μέν,particle,ga\r,γάρ,particle,e)bi/w,βιόω,verb,e)/th,ἔτης,noun,e(\c,ἕξ,adjective,kai\,καί,conjunction,e)nenh/konta,ἐνενήκοντα,verb,tou/tou,οὗτος,pronoun,de\,δέ,particle,tou=,ὁ,article,xro/nou,to\n,ὁ,article,me\n,μέν,particle,plei=ston,πλεῖστος,adjective,e)do/kei,δοκέω,verb,eu)dai/mwn,εὐδαίμων,adjective,ei)=nai,εἰμί,verb,kai\,καί,conjunction,ga\r,γάρ,particle,ou)si/a,οὐσία,adjective,h)=n,εἰμί,verb,ou)k,οὐ,adverb,o)li/gh,ὀλίγος,adjective,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,pai=des,παῖς,adjective,kai\,καί,conjunction,gunh/,γυνή,noun,kai\,καί,conjunction,ta)=ll',ἄλλος,adjective,e)pieikw=s,ἐπιεικής,adjective,eu)tu/xei),εὐτυχέω,verb,e)pi\,ἐπί,preposition,gh/rws,de\,δέ,particle,au)tw=|,αὐτός,pronoun,sumfora\,συμφορά,noun,e)ge/neto,γίγνομαι,verb,ou),οὐ,adverb,χρόνος,noun,γῆρας,noun,mikra/,μικρός,adjective,h(\,ὅς,pronoun,e)kei/nou,ἐκεῖνος,pronoun,pa=san,πᾶς,adjective,th\n,ὁ,article,oi)ki/an,οἰκία,noun,e)lumh/nato,λυμαίνομαι,verb,kai\,καί,conjunction,xrh/mata,χρῆμα,adjective,polla\,πολύς,adjective,diw/lese,διόλλυμι,verb,kai\,καί,conjunction,au)to\n,αὐτός,pronoun,toi=s,ὁ,article,oi)keiota/tois,οἰκεῖος,adjective,ei)s,εἰς,preposition,diafora\n,διαφορά,noun,kate/sthsen,καθίστημι,verb,,,
o(/qen,ὅθεν,adverb,de\,δέ,particle,kai\,καί,conjunction,o(/pws,ὅπως,conjunction,tau=t',οὗτος,pronoun,e)ge/neto,γίγνομαι,verb,w(s,ὡς,conjunction,a)\n,ἄν,particle,du/nwmai,δύναμαι,verb,dia\,διά,preposition,braxuta/twn,βραχύς,adjective,dhlw/sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δηλόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)peleuqe/ra,ἀπελεύθερος,noun,h)=n,εἰμί,verb,au)tou=,αὐτός,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,h(\,ὅς,pronoun,e)nauklh/rei,ναυκληρέω,verb,sunoiki/an,συνοικία,noun,e)n,ἐν,preposition,*peiraiei=,Πειραιεύς,proper,au)tou=,αὐτός,pronoun,kai\,paidi/skas,παιδίσκη,noun,e)/trefe,τρέφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/twn,οὗτος,pronoun,mi/an,εἷς,adjective,e)kth/sato,κτάομαι,verb,h(=|,ὅς,pronoun,o)/noma,ὄνομα,adjective,h)=n,εἰμί,verb,*)alkh/,Ἀλκή,proper,h(\n,ὅς,pronoun,kai\,καί,conjunction,u(mw=n,σύ,pronoun,oi)=mai,οἴομαι,verb,pollou\s,ei)de/nai,οἶδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au(/th,οὗτος,pronoun,de\,δέ,particle,h(,ὁ,article,*)alkh\,Ἀλκή,proper,w)nhqei=sa,ὠνέομαι,verb,polla\,πολύς,adjective,me\n,μέν,particle,e)/th,ἔτης,noun,kaqh=sto,κάθημαι,verb,e)n,ἐν,preposition,oi)kh/mati,οἴκημα,noun,h)/dh,de\,δέ,particle,presbute/ra,πρέσβυς,noun,ou)=sa,εἰμί,verb,a)po\,ἀπό,preposition,me\n,μέν,particle,tou=,ὁ,article,oi)kh/matos,οἴκημα,noun,a)ni/statai,ἀνίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἤδη,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaitwme/nh|,διαιτάω,verb,de\,δέ,particle,au)th=|,αὐτός,pronoun,e)n,ἐν,preposition,th=|,ὁ,article,sunoiki/a|,συνοικία,noun,sunh=n,σύνειμι,verb,a)/nqrwpos,ἄνθρωπος,noun,a)peleu/qeros,ἀπελεύθερος,noun,*di/wn,Δίος,proper,o)/noma,ὄνομα,adjective,au)tw=|,e)c,ἐκ,preposition,ou(=,ἕ,pronoun,e)/fh,φημί,verb,e)kei/nh,ἐκεῖνος,pronoun,tou/tous,οὗτος,pronoun,gegone/nai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)/qreyen,τρέφω,verb,au)tou\s,αὐτός,pronoun,o(,ὁ,article,*di/wn,Δίος,proper,w(s,ὡς,conjunction,o)/ntas,εἰμί,verb,e(autou=,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xro/nw|,χρόνος,noun,de\,δέ,particle,u(/steron,ὕστερος,adjective,o(,ὁ,article,me\n,μέν,particle,*di/wn,Δίος,proper,zhmi/an,ζημία,noun,ei)rgasme/nos,ἐργάζομαι,verb,kai\,καί,conjunction,dei/sas,δείδω,verb,u(pe\r,ὑπέρ,preposition,au(tou=,u(pexw/rhsen,ὑποχωρέω,verb,ei)s,εἰς,preposition,*sikuw=na,Σικυών,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,d',δέ,particle,a)/nqrwpon,ἄνθρωπος,noun,tau/thn,οὗτος,pronoun,th\n,ὁ,article,*)alkh/n,Ἀλκή,proper,kaqi/sthsin,καθίστημι,verb,*eu)kth/mwn,Εὐκτήμων,proper,e)pimelei=sqai,ἐπιμελέομαι,verb,th\n,ὁ,article,e)n,ἐν,preposition,*kerameikw=|,sunoiki/as,συνοικία,noun,th=s,ὁ,article,para\,παρά,preposition,th\n,ὁ,article,puli/da,πυλίς,noun,ou(=,ἕ,pronoun,o(,ὁ,article,oi)=nos,οἶνος,noun,w)/nios,ὤνιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Κεραμεικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
katoikisqei=sa,κατοικίζω,verb,d',δέ,particle,e)ntauqoi=,ἐνταυθοῖ,adverb,pollw=n,πολύς,adjective,kai\,καί,conjunction,kakw=n,κακός,adjective,h)=rcen,ἄρχω,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foitw=n,φοιτάω,verb,ga\r,γάρ,particle,o(,ὁ,article,*eu)kth/mwn,Εὐκτήμων,proper,e)pi\,ἐπί,preposition,to\,ὁ,article,e)noi/kion,ἐνοίκιος,adjective,e(ka/stote,ἑκάστοτε,adverb,ta\,ὁ,article,polla\,πολύς,adjective,die/triben,διατρίβω,verb,e)n,th=|,ὁ,article,sunoiki/a|,συνοικία,noun,e)ni/ote,ἐνίοτε,adverb,de\,δέ,particle,kai\,καί,conjunction,e)sitei=to,σιτέομαι,verb,meta\,μετά,preposition,th=s,ὁ,article,a)nqrw/pou,ἄνθρωπος,noun,katalipw\n,καταλιμπάνω,verb,kai\,καί,conjunction,th\n,ὁ,article,gunai=ka,γυνή,noun,kai\,καί,conjunction,tou\s,ὁ,article,pai=das,παῖς,adjective,kai\,καί,conjunction,th\n,ὁ,article,oi)ki/an,οἰκία,noun,h(\n,ὅς,pronoun,w)/|kei,ὀίζω,verb,,,,,,,,,,,,,,,,,,,,ἐν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xalepw=s,χαλεπός,adjective,de\,δέ,particle,ferou/shs,φέρω,verb,th=s,ὁ,article,gunaiko\s,γυνή,noun,kai\,καί,conjunction,tw=n,ὁ,article,u(e/wn,υἱός,noun,ou)x,οὐ,adverb,o(/pws,ὅπως,conjunction,e)pau/sato,ἐπαύω,verb,a)lla\,teleutw=n,τελευτάω,verb,pantelw=s,παντελής,adverb,dih|ta=to,διαδιαιτάω,verb,e)kei=,ἐκεῖ,adverb,kai\,καί,conjunction,ou(/tw,οὕτως,adverb,diete/qh,διατίθημι,verb,ei)/q',εἴθε,interjection,u(po\,ὑπό,preposition,farma/kwn,φάρμακον,noun,ei)/q',εἴθε,interjection,u(po\,ὑπό,preposition,no/sou,νόσος,noun,ei)/q',εἴθε,interjection,u(p',ὑπό,preposition,a)/llou,ἄλλος,adjective,tino/s,τις,pronoun,w(/ste,ὥστε,conjunction,e)pei/sqh,πείθω,verb,u(p',ὑπό,preposition,au)th=s,αὐτός,pronoun,to\n,ὁ,article,presbu/teron,toi=n,ὁ,article,pai/doin,παῖς,adjective,ei)sagagei=n,εἰσάγω,verb,ei)s,εἰς,preposition,tou\s,ὁ,article,ἀλλά,adverb,πρέσβυς,noun,fra/toras,φράτηρ,noun,e)pi\,ἐπί,preposition,tw=|,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,o)no/mati,ὄνομα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)peidh\,ἐπεί,conjunction,de\,δέ,particle,ou)/q',οὔτε,adverb,o(,ὁ,article,u(o\s,ὗς,noun,au)tw=|,αὐτός,pronoun,*filokth/mwn,Φιλοκτήμων,proper,sunexw/rei,συγχωρέω,verb,ou)/q',οὔτε,adverb,oi(,ὁ,article,fra/tores,φράτηρ,noun,ei)sede/canto,a)ll',ἀλλά,adverb,a)phne/xqh,ἀποφέρω,verb,to\,ὁ,article,kou/reion,κουρεῖον,noun,o)rgizo/menos,ὀργίζω,verb,o(,ὁ,article,*eu)kth/mwn,Εὐκτήμων,proper,tw=|,ὁ,article,u(ei=,υἱός,noun,kai\,καί,conjunction,e)phrea/zein,ἐπηρεάζω,verb,boulo/menos,βούλομαι,verb,e)ggua=tai,ἐγγυάω,verb,gunai=ka,γυνή,noun,*dhmokra/tous,Δημοκράτης,proper,tou=,ὁ,article,*)afidnai/ou,Ἀφιδναῖος,proper,a)delfh/n,ἀδελφή,noun,w(s,ὡς,conjunction,e)k,ἐκ,preposition,tau/ths,οὗτος,pronoun,pai=das,παῖς,adjective,a)pofanw=n,kai\,καί,conjunction,ei)spoih/swn,εἰσποιέω,verb,ei)s,εἰς,preposition,to\n,ὁ,article,oi)=kon,οἶκος,noun,εἰσδέω,verb,ἀποφαίνω,verb,ei),εἰ,conjunction,mh\,μή,conjunction,sugxwroi/h,συγχωρέω,verb,tou=ton,οὗτος,pronoun,e)a=n,ἀίω,verb,ei)saxqh=nai,εἰσάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)do/tes,οἶδα,verb,d',δέ,particle,oi(,ἕ,pronoun,a)nagkai=oi,ἀναγκαῖος,adjective,o(/ti,ὅστις,pronoun,e)c,ἐκ,preposition,e)kei/nou,ἐκεῖνος,pronoun,me\n,μέν,particle,ou)k,οὐ,adverb,a)\n,ἄν,particle,e)/ti,ἔτι,adverb,ge/nointo,pai=des,παῖς,adjective,tau/thn,οὗτος,pronoun,th\n,ὁ,article,h(liki/an,ἡλικία,noun,e)/xontos,ἔχω,verb,fanh/sointo,φαίνω,verb,d',δέ,particle,a)/llw|,ἄλλος,adjective,tini\,τις,pronoun,tro/pw|,τρόπος,noun,kai\,καί,conjunction,e)k,ἐκ,preposition,tou/twn,οὗτος,pronoun,e)/sointo,εἰμί,verb,e)/ti,ἔτι,adverb,mei/zous,μέγας,adverb,diaforai/,διαφορά,noun,e)/peiqon,πείθω,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,to\n,ὁ,article,*filokth/mona,Φιλοκτήμων,proper,e)a=sai,ei)sagagei=n,εἰσάγω,verb,tou=ton,οὗτος,pronoun,to\n,ὁ,article,pai=da,παῖς,adjective,e)f',ἐπί,preposition,γίγνομαι,verb,ἀίω,verb,oi(=s,ὅς,pronoun,e)zh/tei,ζητέω,verb,o(,ὁ,article,*eu)kth/mwn,Εὐκτήμων,proper,xwri/on,χωρίον,noun,e(\n,εἷς,adjective,do/nta,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(,ὁ,article,*filokth/mwn,Φιλοκτήμων,proper,ai)sxuno/menos,αἰσχύνω,verb,me\n,μέν,particle,e)pi\,ἐπί,preposition,th=|,ὁ,article,tou=,ὁ,article,patro\s,πατήρ,noun,a)noi/a|,ἄνοια,noun,a)porw=n,ἀφοράω,verb,d',o(/,ὅς,pronoun,ti,τις,pronoun,xrh/saito,χράω,verb,tw=|,ὁ,article,paro/nti,πάρειμι,verb,kakw=|,κακός,adjective,ou)k,οὐ,adverb,a)nte/legen,ἀντιλέγω,verb,ou)de/n,οὐδείς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(mologhqe/ntwn,ὁμολογέω,verb,de\,δέ,particle,tou/twn,οὗτος,pronoun,kai\,καί,conjunction,ei)saxqe/ntos,εἰσάγω,verb,tou=,ὁ,article,paido\s,παῖς,adjective,e)pi\,ἐπί,preposition,tou/tois,οὗτος,pronoun,a)phlla/gh,ἀπαλλάσσω,verb,th=s,ὁ,article,gunaiko\s,o(,ὁ,article,*eu)kth/mwn,Εὐκτήμων,proper,kai\,καί,conjunction,e)pedei/cato,ἐπιδείκνυμι,verb,o(/ti,ὅστις,pronoun,ou),οὐ,adverb,pai/dwn,παῖς,adjective,e(/neka,ἕνεκα,preposition,e)ga/mei,γαμέω,verb,a)ll',ἀλλά,adverb,i(/na,ἵνα,conjunction,tou=ton,οὗτος,pronoun,ei)saga/goi,εἰσάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ga\r,γάρ,particle,e)/dei,δέω,verb,au)to\n,αὐτός,pronoun,gamei=n,γαμέω,verb,w)=,ὦ,interjection,*)andro/kleis,Ἀνδροκλέης,proper,ei)/,εἰ,conjunction,per,πέρ,particle,oi(/de,ὅδε,pronoun,h)=san,εἰμί,verb,e)c,au)tou=,αὐτός,pronoun,kai\,καί,conjunction,gunaiko\s,γυνή,noun,a)sth=s,ἀστή,noun,w(s,ὡς,conjunction,su\,σύ,pronoun,memartu/rhkas,μαρτυρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκ,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,ga\r,γάρ,particle,a)\n,ἄν,particle,gnhsi/ous,γνήσιος,adjective,o)/ntas,εἰμί,verb,oi(=o/s,οἷος,adjective,te,τε,particle,h)=n,εἰμί,verb,kwlu=sai,κωλύω,verb,ei)sagagei=n,εἰσάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,dia\,διά,preposition,ti/,τίς,pronoun,e)pi\,ἐπί,preposition,r(htoi=s,ῥητός,adjective,au)to\n,αὐτός,pronoun,ei)sh/gage,εἰσάγω,verb,tou=,ὁ,article,no/mou,νόμος,noun,keleu/ontos,κελεύω,verb,a(/pantas,ἅπας,adjective,tou\s,gnhsi/ous,γνήσιος,adjective,i)somoi/rous,ἰσόμοιρος,adjective,ei)=nai,εἰμί,verb,tw=n,ὁ,article,patrw/|wn,πατρῷος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,dia\,διά,preposition,ti/,τίς,pronoun,to\n,ὁ,article,me\n,μέν,particle,presbu/teron,πρέσβυς,noun,toi=n,ὁ,article,pai/doin,παῖς,adjective,e)pi\,ἐπί,preposition,r(htoi=s,ῥητός,adjective,ei)sh/gage,εἰσάγω,verb,tou=,de\,δέ,particle,newte/rou,νέος,adjective,h)/dh,ἤδη,adverb,gegono/tos,γίγνομαι,verb,ou)de\,οὐδέ,particle,lo/gon,λόγος,noun,e)poiei=to,ποιέω,verb,zw=ntos,ζάω,verb,*filokth/monos,Φιλοκτήμων,proper,ou)/te,οὔτε,adverb,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,e)kei=non,ἐκεῖνος,pronoun,ou)/te,οὔτε,adverb,pro\s,πρός,preposition,tou\s,ὁ,article,oi)kei/ous,οἰκεῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
