word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS
kai\,καί,conjunction,peri\,περί,preposition,me\n,μέν,particle,tw=n,ὁ,article,palaiw=n,παλαιός,adjective,polu\,πολύς,adjective,a)\n,ἄν,particle,e)/rgon,ἔργον,noun,ei)/h,ἀίω,verb,le/gein,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/te,ὅτε,conjunction,de\,δέ,particle,*pasi=nos,,,*pa/ron,Πάρος,proper,kate/laben,καταλαμβάνω,verb,e)/tuxen,τυγχάνω,verb,au)toi=s,αὐτός,pronoun,u(pekkei/mena,ὑπέκκειμαι,verb,ta\,ὁ,article,plei=sta,πλεῖστος,adjective,th=s,ὁ,article,ou)si/as,para\,παρά,preposition,toi=s,ὁ,article,ce/nois,ξένος,noun,toi=s,ὁ,article,e)moi=s,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,οὐσία,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)|o/meqa,οἴομαι,verb,ga\r,γάρ,particle,ma/lista,μάλιστα,adverb,tau/thn,οὗτος,pronoun,th\n,ὁ,article,nh=son,νῆσος,noun,a)sfalw=s,ἀσφαλής,adjective,e)/xein,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)porou/ntwn,ἀφοράω,verb,d',δέ,particle,e)kei/nwn,ἐκεῖνος,pronoun,kai\,καί,conjunction,nomizo/ntwn,νομίζω,verb,au)/t',αὐτός,pronoun,a)polwle/nai,ἀπόλλυμι,verb,pleu/sas,πλέω,verb,e)gw\,ἐγώ,pronoun,th=s,ὁ,article,nukto\s,νύξ,adjective,e)ceko/mis',au)toi=s,αὐτός,pronoun,ta\,ὁ,article,xrh/mata,χρῆμα,adjective,kinduneu/sas,κινδυνεύω,verb,peri\,περί,preposition,tou=,ὁ,article,sw/matos,σῶμα,adjective,,,,,,,,,,,,,,,,ἐκκομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)frourei=to,φρουρέω,verb,me\n,μέν,particle,ga\r,γάρ,particle,h(,ὁ,article,xw/ra,χώρα,noun,sugkateilhfo/tes,συγκαταλαμβάνω,verb,d',δέ,particle,h)=sa/n,εἰμί,verb,tines,τις,pronoun,tw=n,ὁ,article,h(mete/rwn,ἡμέτερος,adjective,fuga/dwn,th\n,ὁ,article,po/lin,πόλις,adjective,oi(\,ἕ,pronoun,mia=s,εἷς,adjective,h(me/ras,ἡμέρα,noun,a)pe/kteinan,ἀποκτείνω,verb,au)to/xeires,αὐτόχειρ,noun,geno/menoi,γίγνομαι,verb,to/n,ὁ,article,te,τε,particle,pate/ra,πατήρ,noun,to\n,ὁ,article,φυγάς,noun,e)mo\n,ἐμός,adjective,kai\,καί,conjunction,to\n,ὁ,article,qei=on,θεῖος,noun,kai\,καί,conjunction,to\n,ὁ,article,khdesth\n,κηδεστής,adjective,kai\,καί,conjunction,pro\s,πρός,preposition,tou/tois,οὗτος,pronoun,a)neyiou\s,ἀνεψιός,noun,trei=s,τρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,o(/mws,ὅμως,conjunction,ou)de/n,οὐδείς,pronoun,me,ἐγώ,pronoun,tou/twn,οὗτος,pronoun,a)pe/treyen,ἀποτρέπω,verb,a)ll',ἀλλά,adverb,w)|xo/mhn,οἴχομαι,verb,ple/wn,πλέω,verb,h(gou/menos,ἡγέομαι,verb,o(moi/ws,ὅμοιος,adjective,me,dei=n,δέω,verb,u(pe\r,ὑπέρ,preposition,e)kei/nwn,ἐκεῖνος,pronoun,kinduneu/ein,κινδυνεύω,verb,w(/sper,ὥσπερ,adverb,u(pe\r,ὑπέρ,preposition,e)mautou=,ἐμαυτοῦ,pronoun,,,,,,,,,,,,,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,de\,δέ,particle,tau=ta,οὗτος,pronoun,fugh=s,φυγή,noun,h(mi=n,ἐγώ,pronoun,genome/nhs,γίγνομαι,verb,e)k,ἐκ,preposition,th=s,ὁ,article,po/lews,πόλις,adjective,meta\,μετά,preposition,toiou/tou,τοιοῦτος,adjective,qoru/bou,kai\,καί,conjunction,de/ous,δέος,noun,w(/st',ὥστε,conjunction,e)ni/ous,ἔνιοι,adjective,kai\,καί,conjunction,tw=n,ὁ,article,sfete/rwn,σφέτερος,adjective,au)tw=n,αὐτός,pronoun,a)melei=n,ἀμελέω,verb,ou)d',οὐδέ,particle,e)n,ἐν,preposition,tou/tois,οὗτος,pronoun,θόρυβος,noun,toi=s,ὁ,article,kakoi=s,κακός,adjective,h)ga/phsa,ἀγαπάω,verb,ei),εἰ,conjunction,tou\s,ὁ,article,oi)kei/ous,οἰκεῖος,adjective,tou\s,ὁ,article,e)mautou=,ἐμαυτοῦ,pronoun,diasw=sai,διασῴζω,verb,dunhqei/hn,δύναμαι,verb,a)ll',ἀλλά,adverb,ei)dw\s,οἶδα,verb,*sw/polin,Σώπολις,proper,me\n,μέν,particle,a)podhmou=nta,ἀποδημέω,verb,au)to\n,αὐτός,pronoun,d',δέ,particle,e)kei=non,ἐκεῖνος,pronoun,a)rrw/stws,ἄρρωστος,adjective,diakei/menon,διάκειμαι,verb,suneceko/mis',συνεκκομίζω,verb,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,th\n,ὁ,article,mhte/ra,μήτηρ,noun,kai\,καί,conjunction,th\n,ὁ,article,a)delfh\n,ἀδελφή,noun,kai\,καί,conjunction,th\n,ὁ,article,ou)si/an,οὐσία,adjective,a(/pasan,ἅπας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,ti/na,τίς,pronoun,dikaio/teron,δίκαιος,adjective,au)th\n,αὐτός,pronoun,e)/xein,ἔχω,verb,prosh/kei,προσήκω,verb,h)\,ἠέ,conjunction,to\n,ὁ,article,to/te,τότε,adverb,me\n,μέν,particle,sundiasw/santa,συνδιασῴζω,verb,nu=n,de\,δέ,particle,para\,παρά,preposition,tw=n,ὁ,article,kuri/wn,κῦρος,noun,ei)lhfo/ta,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,νῦν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,me\n,μέν,particle,toi/nun,τοίνυν,particle,ei)rhme/n',ἐρῶ,verb,e)sti\n,εἰμί,verb,e)n,ἐν,preposition,oi(=s,ὅς,pronoun,e)kindu/neusa,κινδυνεύω,verb,me\n,μέν,particle,flau=ron,φλαῦρος,adjective,d',δέ,particle,ou)de\n,a)pe/lausa,ἀπολαύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐδείς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/xw,ἔχω,verb,de\,δέ,particle,kai\,καί,conjunction,toiau=t',τοιοῦτος,adjective,ei)pei=n,εἶπον,verb,e)c,ἐκ,preposition,w(=n,ὅς,pronoun,e)kei/nw|,ἐκεῖνος,pronoun,xarizo/menos,χαρίζομαι,verb,au)to\s,αὐτός,pronoun,tai=s,ὁ,article,megi/stais,sumforai=s,συμφορά,noun,perie/peson,περιπίπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)peidh\,ἐπεί,conjunction,ga\r,γάρ,particle,h)/lqomen,ἔρχομαι,verb,ei)s,εἰς,preposition,*mh=lon,Μῆλος,proper,ai)sqo/menos,αἰσθάνομαι,verb,o(/ti,ὅστις,pronoun,me/lloimen,μέλλω,verb,au)tou=,αὐτός,pronoun,katame/nein,καταμένω,verb,me/nein,μένω,verb,e)dei=to/,mou,ἐγώ,pronoun,sumplei=n,συμπλέω,verb,ei)s,εἰς,preposition,*troizh=na,Τροιζήν,proper,kai\,καί,conjunction,mhdamw=s,μηδαμός,adverb,au)to\n,αὐτός,pronoun,a)polipei=n,ἀπολείπω,verb,le/gwn,λέγω,verb,th\n,ὁ,article,a)rrwsti/an,ἀρρωστία,noun,tou=,ὁ,article,δέομαι,verb,sw/matos,σῶμα,adjective,kai\,καί,conjunction,to\,ὁ,article,plh=qos,πλῆθος,noun,tw=n,ὁ,article,e)xqrw=n,ἐχθρός,adjective,kai\,καί,conjunction,o(/ti,ὅστις,pronoun,xwri\s,χωρίς,adverb,e)mou=,ἐγώ,pronoun,geno/menos,γίγνομαι,verb,ou)de\n,οὐδείς,pronoun,e(/coi,ἔχω,verb,xrh=sqai,χράομαι,verb,toi=s,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,pra/gmasin,πρᾶγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foboume/nhs,φοβέω,verb,de\,δέ,particle,th=s,ὁ,article,mhtro/s,μήτηρ,noun,o(/ti,ὅστις,pronoun,to\,ὁ,article,xwri/on,χωρίον,noun,e)punqa/neto,πυνθάνομαι,verb,nosw=des,νοσώδης,adverb,ei)=nai,εἰμί,verb,kai\,καί,conjunction,tw=n,ce/nwn,ξένος,noun,sumbouleuo/ntwn,συμβουλεύω,verb,au)tou=,αὐτός,pronoun,me/nein,μένω,verb,o(/mws,ὅμως,conjunction,e)/docen,δοκέω,verb,h(mi=n,ἐγώ,pronoun,e)kei/nw|,ἐκεῖνος,pronoun,xariste/on,χαριστέος,adjective,ei)=nai,εἰμί,verb,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,meta\,μετά,preposition,tau=t',οὗτος,pronoun,ou)k,οὐ,adverb,e)/fqhmen,φθάνω,verb,ei)s,εἰς,preposition,*troizh=n',Τροιζήν,proper,e)lqo/ntes,ἔρχομαι,verb,kai\,καί,conjunction,toiau/tais,τοιοῦτος,adjective,no/sois,νόσος,noun,e)lh/fqhmen,e)c,ἐκ,preposition,w(=n,ὅς,pronoun,au)to\s,αὐτός,pronoun,me\n,μέν,particle,para\,παρά,preposition,mikro\n,μικρός,adjective,h)=lqon,ἔρχομαι,verb,a)poqanei=n,ἀποθνήσκω,verb,a)delfh\n,ἀδελφή,noun,de\,δέ,particle,ko/rhn,κόρη,noun,tetrakaideke/tin,τετρακαιδεκέτις,noun,λαμβάνω,verb,gegonui=an,γίγνομαι,verb,e)nto\s,ἐντός,adverb,tria/konq',τριάκοντα,noun,h(merw=n,ἡμέρα,noun,kate/qaya,καταθάπτω,verb,th\n,ὁ,article,de\,δέ,particle,mhte/r',μήτηρ,noun,ou)de\,οὐδέ,particle,pe/nq',πέντε,adverb,h(me/rais,ἡμέρα,noun,e)kei/nhs,ἐκεῖνος,pronoun,u(/steron,ὕστερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,ti/n',τίς,pronoun,oi)/esqe/,οἴομαι,verb,me,ἐγώ,pronoun,gnw/mhn,γνώμη,noun,e)/xein,ἔχω,verb,tosau/ths,τοσοῦτος,adjective,moi,ἐγώ,pronoun,metabolh=s,μεταβολεύς,noun,tou=,ὁ,article,bi/ou,βίος,adjective,gegenhme/nhs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\s,ὅς,pronoun,to\n,ὁ,article,me\n,μέν,particle,a)/llon,ἄλλος,adjective,xro/non,χρόνος,noun,a)paqh\s,ἀπαθής,adverb,h)=n,εἰμί,verb,kakw=n,κακός,adjective,newsti\,νεωστί,adverb,d',δέ,particle,e)peirw/mhn,πειράω,verb,fugh=s,kai\,καί,conjunction,tou=,ὁ,article,par',παρά,preposition,e(te/rois,ἕτερος,adjective,me\n,μέν,particle,metoikei=n,μετοικέω,verb,ste/resqai,στέρομαι,verb,de\,δέ,particle,tw=n,ὁ,article,e)mautou=,ἐμαυτοῦ,pronoun,pro\s,πρός,preposition,de\,δέ,particle,φυγή,noun,tou/tois,οὗτος,pronoun,o(rw=n,ὁράω,verb,th\n,ὁ,article,mhte/ra,μήτηρ,noun,th\n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,kai\,καί,conjunction,th\n,ὁ,article,a)delfh\n,ἀδελφή,noun,e)k,ἐκ,preposition,me\n,μέν,particle,th=s,ὁ,article,patri/dos,πατρίς,adjective,e)kpeptwkui/as,ἐκπίτνω,verb,e)pi\,ἐπί,preposition,de\,δέ,particle,ce/nhs,ξένος,noun,kai\,καί,conjunction,par',παρά,preposition,a)llotri/ois,ἀλλότριος,adjective,to\n,ὁ,article,bi/on,βίος,adjective,teleutw/sas,τελευτάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/st',ὥστε,conjunction,ou)dei\s,οὐδείς,pronoun,a)/n,ἄν,particle,moi,ἐγώ,pronoun,dikai/ws,δίκαιος,adjective,fqonh/seien,φθονέω,verb,ei)/,εἰ,conjunction,ti,τις,pronoun,tw=n,ὁ,article,*qrasulo/xou,,,pragma/twn,πρᾶγμα,noun,a)gaqo\n,a)pole/lauka,ἀπολαύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀγαθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
