word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/2/lemma/@_entry,word/2/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/18/lemma/@_entry,word/18/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/41/lemma/@_entry,word/41/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/58/lemma/@_entry,word/58/lemma/@_POS,word/72/@_form,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS
*ai)/geia,Αἴγειος,proper,de\,δέ,particle,kre/a,o(/sa,ὅσος,adjective,te,τε,particle,boei/oisin,βόειος,adjective,e)/ni,ἐν,preposition,kaka\,κακός,adjective,pa/nta,πᾶς,adjective,e)/xei,ἔχω,verb,th/n,ὁ,article,te,τε,particle,a)peyi/hn,ἀπεψία,noun,kai\,καί,conjunction,fuswde/stera,φυσώδης,adjective,kai\,καί,conjunction,κρέας,noun,e)reugmatw/dea,ἐρευγματώδης,adjective,kai\,καί,conjunction,xole/rhs,gennhtika/,γεννητικός,adjective,χολέρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,de\,δέ,particle,ta\,eu)wde/stata,εὐώδης,adverb,sterea\,στερεός,adjective,kai\,καί,conjunction,h(/dista,ἡδύς,adjective,tau=ta,οὗτος,pronoun,a)/rista,ἄριστος,adjective,di/efqa,δίεφθος,adjective,kai\,καί,conjunction,yuxra/,ψυχρός,adjective,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,a)hde/stata,dusw/dea,δυσώδης,adverb,kai\,καί,conjunction,sklhra\,σκληρός,adjective,tau=ta,οὗτος,pronoun,ka/kista,κακός,adjective,kai\,καί,conjunction,ta\,ὁ,article,pro/sfata,πρόσφατος,adjective,,,,,,,,,,,,,,,,ἀηδής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be/ltista,βέλτιστος,adjective,de/,δέ,particle,e)sti,th=|,ὁ,article,qerinh=|,θερινός,adjective,metopwrinh=|,μετοπωρινός,adjective,de\,δέ,particle,ka/kista,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*xoi/rou,Χοῖρος,proper,de\,δέ,particle,ponhra\,o(ko/tan,,,h)=|,εἰμί,verb,e)nwmo/tera,ἔνωμος,adjective,h)\,ἠέ,conjunction,perikah=,περικαής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,πονηρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xolerw/dea,χολερώδης,adjective,d'a)\n,ἄν,particle,ei)/h,kai\,καί,conjunction,e)ktaraktika/,ἐκταρακτικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(/eia,ὕειος,adjective,de\,δέ,particle,be/ltista,tw=n,ὁ,article,krew=n,κρέας,noun,a(pa/ntwn,ἅπας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,βέλτιστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kra/tista,κράτιστος,adjective,de\,δέ,particle,ta\,mh/te,μήτε,particle,i)sxurw=s,ἰσχυρός,adjective,pi/ona,πίων,adjective,mh/te,μήτε,particle,pa/lin,πάλιν,adverb,i)sxurw=s,ἰσχυρός,adjective,lepta\,λεπτόν,noun,mh/te,μήτε,particle,h(liki/hn,ἡλικία,noun,fe/ronta,φέρω,verb,palaiou=,παλαιός,adjective,i(erei/ou,ἱερεῖον,noun,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)sqi/ein,ἐσθίω,verb,de\,δέ,particle,a)/neu,th=s,ὁ,article,fori/nhs,φορίνη,noun,kai\,καί,conjunction,u(po/yuxra,ὑπόψυχρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄνευ,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*xole/rhs,χολέρα,noun,de\,δέ,particle,chrh=s,h(,ὁ,article,gasth\r,γαστήρ,noun,pefu/shtai,φυσάω,verb,kai\,καί,conjunction,yo/foi,ψόφος,noun,e)/neisi,ἔνειμι,verb,kai\,καί,conjunction,o)du/nh,ὀδύνη,noun,pleure/wn,πλευρά,noun,kai\,καί,conjunction,o)sfu/os,ὀσφύς,noun,diaxwre/ei,διαχωρέω,verb,de\,δέ,particle,ξηρά,noun,ou)de\n,οὐδείς,pronoun,ka/tw,κάτος,adjective,a)ll',a)peste/gnwtai,ἀποστεγνόω,verb,ἀλλά,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,toio/nde,τοιόσδε,adjective,diafu/lacon,o(/kws,ὅπως,conjunction,mh\,μή,conjunction,e)me/shtai,ἐμέω,verb,a)ll',ἀλλά,adverb,h(,ὁ,article,koili/h,κοιλία,noun,u(peleu/shtai,,,,,,,,,,,,,,,,,,,,,διαφυλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*klu/son,κλύζω,verb,ou)=n,οὖν,particle,o(/ti,ta/xista,τάχιστος,adjective,qermw=|,θερμός,adjective,kai\,καί,conjunction,w(s,ὡς,conjunction,liparwta/tw|,λιπαρός,adjective,kai\,καί,conjunction,e)s,εἰς,preposition,u(/dwr,ὕδωρ,noun,a)lei/fwn,ἀλείφω,verb,w(s,ὡς,conjunction,plei/stw|,πλεῖστος,adjective,ka/qie,,,qermo\n,θερμός,adjective,ὅστις,pronoun,e)n,ἐν,preposition,ska/fh|,σκάφη,noun,katakli/nwn,kai\,καί,conjunction,κατακλίνω,verb,tou=,ὁ,article,qermou=,θερμός,adjective,para/xee,παραχέω,verb,kata\,κατά,preposition,smikro\n,μικρός,adjective,kai\,καί,conjunction,h)\n,ἐάν,conjunction,qermainome/nw|,θερμαίνω,verb,au)te/w|,,,h(,ὁ,article,koili/h,κοιλία,noun,u(pa/gh|,ὑπάγω,verb,le/lutai,λύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cumfe/rei,συμφέρω,verb,de\,δέ,particle,kai\,e)gkoima=sqai,ἐγκοιμάομαι,verb,tw=|,ὁ,article,toiw=|de,τοιόσδε,adjective,kai\,καί,conjunction,pi/nein,πίνω,verb,oi)=non,οἶνον,noun,lepto\n,λεπτός,adjective,kai\,καί,conjunction,palaio\n,παλαιός,adjective,kai\,καί,conjunction,a)krhte/steron,ἄκρατος,adjective,kai\,καί,conjunction,e)/laion,ἔλαιον,noun,καί,conjunction,di/dou,δίδημι,verb,w(/ste,ὥστε,conjunction,h(suxi/h,kai\,καί,conjunction,ἡσυχία,noun,h(,ὁ,article,koili/h,κοιλία,noun,u(pi/h|,ὕπειμι,verb,kai\,καί,conjunction,le/lutai,λύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
si/twn,σῖτος,noun,de\,δέ,particle,kai\,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,a)pexe/sqw,ἀπέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,mh\,a)nh=|,ἀνάζω,verb,o(,ὁ,article,po/nos,πόνος,noun,o)/nou,ὄνος,noun,ga/la,γάλα,noun,di/dou,δίδημι,verb,pi/nein,πίνω,verb,e(/ws,ἕως,conjunction,a)\n,ἄν,particle,kaqarqh=|,καθαίρω,verb,,,,,,,,,,μή,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,u(grh\,h(,ὁ,article,koili/h,κοιλία,noun,h)=|,εἰμί,verb,kai\,καί,conjunction,xolh\,χολή,noun,u(poxwre/h|,ὑποχωρέω,verb,kai\,καί,conjunction,stro/foi,στρόφος,noun,kai\,καί,conjunction,e)/metoi,ἔμετος,noun,kai\,καί,conjunction,pnigmoi\,πνιγμός,noun,kai\,καί,conjunction,ὑγρός,adjective,dhgmoi\,δηγμός,noun,tou/toisi,οὗτος,pronoun,kra/tiston,a)tremi/zein,ἀτρεμίζω,verb,κράτιστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pi/nein,πίνω,verb,de\,δέ,particle,meli/krhton,kai\,καί,conjunction,mh\,μή,conjunction,e)ceme/ein,ἐξεμέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μελίκρητον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(udrw/pwn,ὕδρωψ,noun,du/o,δύο,adjective,fu/sies,w(=n,ὅς,pronoun,o(,ὁ,article,me\n,μέν,particle,u(posarki/dios,ὑποσαρκίδιος,adjective,e)gxeire/wn,ἐγχειρέω,verb,gi/gnesqai,γίγνομαι,verb,a)/fuktos,ἄφυκτος,adjective,o(,ὁ,article,de\,δέ,particle,met',μετά,preposition,e)mfushma/twn,ἐμφύσημα,noun,pollh=s,πολύς,adjective,eu)tuxi/hs,εὐτυχία,noun,φύσις,noun,deo/menos,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/lista,μάλιστα,adverb,de\,δέ,particle,talaipwri/h,kai\,καί,conjunction,puri/h,πυρία,noun,kai\,καί,conjunction,e)gkratei/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ταλαιπωρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chra\,ξηρός,adjective,de\,δέ,particle,kai\,drime/a,δριμύς,adjective,e)sqie/tw,ἐσθίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,ga\r,γάρ,particle,ou)rhtikw/tatos,a)\n,ἄν,particle,ei)/h,ἀίω,verb,kai\,καί,conjunction,i)sxu/oi,ἰσχύω,verb,ma/lista,μάλιστα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,οὐρητικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,du/spnoos,h)=|,εἰμί,verb,kai\,καί,conjunction,h(,ὁ,article,w(/rh,ὥρα,adjective,qerinh\,θερινός,adjective,e)ou=sa,εἰμί,verb,tu/xh|,τύχη,noun,kai\,καί,conjunction,h(,ὁ,article,h(liki/h,ἡλικία,noun,a)kma/zh,,,kai\,καί,conjunction,*rw/mh,,,δύσπνοος,adjective,h)=|,εἰμί,verb,a)po\,ἀπό,preposition,tou=,braxi/onos,βραχίων,adjective,ὁ,article,ai(=ma,αἷμα,noun,a)faire/ein,ἀφαιρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=ta,εἶτα,adverb,qermou\s,θερμός,adjective,a)/rtous,e)c,ἐκ,preposition,oi)/nou,οἶνον,noun,me/lanos,μέλας,adjective,kai\,καί,conjunction,e)lai/ou,ἔλαιον,noun,a)poba/ptwn,ἀποβάπτω,verb,e)sqie/tw,ἐσθίω,verb,,,,,,,,,,,,,,,,,,,ἄρτος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,w(s,ὡς,conjunction,e)la/xista,pi/nwn,πίνω,verb,w(s,ὡς,conjunction,plei=sta,πλεῖστος,adjective,ponee/tw,πονέω,verb,kai\,καί,conjunction,kre/a,κρέας,noun,u(/eia,ὕειος,adjective,sarkw/dea,σαρκώδης,adjective,e)sqie/tw,ἐσθίω,verb,meta\,μετά,preposition,o)/cous,ὄξος,noun,e(fqa\,ἑφθός,adjective,o(/kws,ὅπως,conjunction,ἐλάχιστος,adjective,pro\s,πρός,preposition,tou\s,ὁ,article,prosa/nteas,peripa/tous,περίπατος,noun,προσάντης,adjective,a)nte/xh|,ἀντέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ko/soi,ὁπόσος,adjective,koili/as,κοιλία,noun,ta\s,ka/tw,κάτος,adjective,qerma\s,θερμός,adjective,e)/xousi,ἔχω,verb,kai\,καί,conjunction,drime/a,δριμύς,adjective,ta\,ὁ,article,u(poxwrh/mata,ὑποχώρημα,noun,kai\,καί,conjunction,a)nw/mala,ἀνώμαλος,adjective,die/rxetai,διέρχομαι,verb,u(po\,ὑπό,preposition,cunth/cios,σύντηξις,noun,au)te/oisin,,,ὁ,article,h)\n,ἐάν,conjunction,me\n,μέν,particle,dunatoi\,e)/wsin,εἰμί,verb,δυνατός,adjective,e)llebo/rw|,ἑλλέβορος,noun,a)ntispa/sai,ἀντισπάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
