word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/49/lemma/@_entry,word/49/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/67/lemma/@_entry,word/67/lemma/@_POS,word/69/lemma/@_entry,word/69/lemma/@_POS
le/getai,λέγω,verb,ga\r,γάρ,particle,e)n,ἐν,preposition,*(rw/mh|,,,bi/aion,βίαιος,adjective,a)/ndra,ἀνήρ,noun,kai\,καί,conjunction,lh|striko\n,λῃστρικός,adjective,geno/menon,γίγνομαι,verb,kai\,καί,conjunction,periko/yanta,περικόπτω,verb,pollou\s,πολύς,adjective,*ma/kellon,μάκελλον,noun,tou)/noma,ὄνομα,adjective,mo/gis,μόγις,adverb,a(lw=nai,ἁλίσκομαι,verb,kai\,καί,conjunction,kolasqh=nai,κολάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,de\,δέ,particle,tw=n,ὁ,article,xrhma/twn,χρῆμα,adjective,au)tou=,αὐτός,pronoun,dhmo/sion,δημόσιος,adjective,oi)kodomhqh=nai,οἰκοδομέω,verb,kreopw/lion,κρεοπώλιον,noun,a)p',ἀπό,preposition,e)kei/nou,ἐκεῖνος,pronoun,kthsa/menon,κτάομαι,verb,th\n,ὁ,article,proshgori/an,προσηγορία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,ti/,τίς,pronoun,tai=s,ὁ,article,*)ianouari/ais,,,ei)doi=s,εἰδοί,noun,periie/nai,περεῖμι,verb,de/dotai,δίδωμι,verb,toi=s,ὁ,article,au)lhtai=s,αὐλητής,noun,th\n,ὁ,article,po/lin,πόλις,adjective,e)sqh=tas,ἐσθής,noun,gunaikei/as,γυναικεῖος,adjective,forou=ntas,φορέω,verb,h)\,ἠέ,conjunction,dia\,διά,preposition,th\n,ὁ,article,legome/nhn,λέγω,verb,ai)ti/an,αἰτία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mega/las,μέγας,adverb,ga/r,γάρ,particle,w(s,ὡς,conjunction,e)/oike,ἔοικα,verb,tima\s,τιμή,noun,e)karpou=nto,καρπέω,verb,tou=,ὁ,article,basile/ws,βασιλεύς,noun,*noma=,νομάζω,verb,do/ntos,δίδωμι,verb,au)toi=s,αὐτός,pronoun,dia\,διά,preposition,th\n,ὁ,article,pro\s,πρός,preposition,to\,ὁ,article,qei=on,θεῖος,adjective,o(sio/thta,ὁσιότης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau/tas,οὗτος,pronoun,d',δέ,particle,u(/steron,ὕστερος,adjective,a)faireqe/ntes,ἀφαιρέω,verb,u(po\,ὑπό,preposition,th=s,ὁ,article,a)nqupatikh=s,ἀνθυπατικός,adjective,dekadarxi/as,δεκαδαρχία,noun,a)pexw/rhsan,ἀποχωρέω,verb,e)k,ἐκ,preposition,th=s,ὁ,article,po/lews,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,ou)=n,οὖν,particle,e)pizh/thsis,ἐπιζήτησις,noun,au)tw=n,αὐτός,pronoun,kai/,καί,conjunction,tis,τις,pronoun,h(/pteto,ἅπτω,verb,deisidaimoni/a,δεισιδαιμονία,noun,tw=n,ὁ,article,i(ere/wn,ἱερά,noun,a)/naula,ἄναυλος,adjective,quo/ntwn,θύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,ou)k,οὐ,adverb,e)pei/qonto,πείθω,verb,metapempome/nois,μεταπέμπω,verb,a)ll',ἀλλά,adverb,e)n,ἐν,preposition,tw=|,ὁ,article,*tibou=ri,,,die/tribon,διατρίβω,verb,a)nh\r,ἀνήρ,noun,a)peleu/qeros,ἀπελεύθερος,noun,kru/fa,κρύφα,adverb,toi=s,ὁ,article,a)/rxousin,ἄρχων,noun,e)phggei/lato,ἐπαγγέλλω,verb,kata/cein,κατάγνυμι,verb,au)tou/s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,paraskeua/sas,παρασκευάζω,verb,qoi/nhn,θοίνη,noun,a)/fqonon,ἄφθονος,adjective,w(s,ὡς,conjunction,tequkw\s,θύω,verb,qeoi=s,θεός,noun,e)ka/lese,καλέω,verb,tou\s,ὁ,article,au)lhta/s,αὐλητής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,gu/naia,γύναιον,noun,parh=n,πάρειμι,verb,a(/ma,ἅμα,adverb,tw=|,ὁ,article,po/tw|,πότος,noun,kai\,καί,conjunction,pannuxi\s,παννυχίς,noun,sunekrotei=to,συγκροτέω,verb,paizo/ntwn,παίω,verb,kai\,καί,conjunction,xoreuo/ntwn,χορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=t',εἶτα,adverb,e)cai/fnhs,ἐξαίφνης,adverb,o(,ὁ,article,a)/nqrwpos,ἄνθρωπος,noun,e)mbalw\n,ἐμβάλλω,verb,lo/gon,λόγος,noun,w(s,ὡς,conjunction,tou=,ὁ,article,pa/trwnos,πάτρων,noun,e)pio/ntos,ἔπειμι,verb,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,taratto/menos,ταράσσω,verb,sune/peise,συμπείθω,verb,tou\s,ὁ,article,au)lhta\s,αὐλητής,noun,a)naba/ntas,ἀναβαίνω,verb,e)f',ἐπί,preposition,a(ma/cas,ἄμαξα,noun,de/rresi,δέρρις,noun,ku/klw|,κύκλος,noun,perikaluptome/nas,περικαλύπτω,verb,ei)s,εἰς,preposition,to\,ὁ,article,*ti/bouri,,,komi/zesqai,κομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,d',δέ,particle,h)=n,εἰμί,verb,a)pa/th,ἀπάτη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
periagagw\n,περιάγω,verb,ga\r,γάρ,particle,ta\s,ὁ,article,a(ma/cas,ἄμαξα,noun,ou),οὐ,adverb,sunorw=ntas,συνοράω,verb,au)tou\s,αὐτός,pronoun,dia\,διά,preposition,to\n,ὁ,article,oi)=non,οἶνον,noun,kai\,καί,conjunction,to\,ὁ,article,sko/tos,σκότος,noun,e)/laqen,ἐλαύνω,verb,ei)s,εἰς,preposition,*(rw/mhn,,,katagagw\n,κατάγω,verb,a(/pantas,ἅπας,adjective,e(/wqen,ἕωθεν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)tu/gxanon,τυγχάνω,verb,d',δέ,particle,oi(,ἕ,pronoun,polloi\,πολύς,adjective,dia\,διά,preposition,th\n,ὁ,article,pannuxi/da,παννυχίς,noun,kai\,καί,conjunction,to\n,ὁ,article,po/ton,πότος,noun,e)n,ἐν,preposition,e)sqh=sin,ἔσθος,noun,a)nqinai=s,ἀνθινός,adjective,kai\,καί,conjunction,gunaikei/ais,γυναικεῖος,adjective,o)/ntes,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,ou)=n,οὖν,particle,e)pei/sqhsan,πείθω,verb,u(po\,ὑπό,preposition,tw=n,ὁ,article,a)rxo/ntwn,ἄρχων,noun,kai\,καί,conjunction,dihlla/ghsan,διαλλάσσω,verb,e)nomi/sqh,νομίζω,verb,th\n,ὁ,article,h(me/ran,ἡμέρα,noun,e)kei/nhn,ἐκεῖνος,pronoun,ou(/tws,οὕτως,adverb,a)mpexome/nous,ἀμπέχω,verb,sobei=n,σοβέω,verb,dia\,διά,preposition,th=s,ὁ,article,po/lews,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,ti/,τίς,pronoun,to\,ὁ,article,th=s,ὁ,article,*karme/nths,,,i(ero\n,ἱερόν,noun,e)c,ἐκ,preposition,a)rxh=s,ἀρχή,noun,dokou=sin,δοκέω,verb,ai(,ὁ,article,mhte/res,μήτηρ,noun,i(dru/sasqai,ἱδρύω,verb,kai\,καί,conjunction,nu=n,νῦν,adverb,ma/lista,μάλιστα,adverb,se/bontai,σέβομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/getai,λέγω,verb,ga/r,γάρ,particle,tis,τις,pronoun,lo/gos,λόγος,noun,w(s,ὡς,conjunction,e)kwlu/qhsan,κωλύω,verb,u(po\,ὑπό,preposition,th=s,ὁ,article,boulh=s,βουλεύς,noun,ai(,ὁ,article,gunai=kes,γυνή,noun,o)xh/masi,ὄχημα,noun,xrh=sqai,χράομαι,verb,zeuktoi=s,ζευκτός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sune/qento,συντίθημι,verb,ou)=n,οὖν,particle,a)llh/lais,ἀλλήλων,pronoun,mh\,μή,conjunction,kui/+skesqai,κυίσκομαι,verb,mhde\,μηδέ,particle,ti/ktein,τίκτω,verb,a)muno/menai,ἀμύνω,verb,tou\s,ὁ,article,a)/ndras,ἀνήρ,noun,a)/xris,ἄχρι,adverb,ou(=,ἕ,pronoun,mete/gnwsan,μεταγιγνώσκω,verb,kai\,καί,conjunction,sunexw/rhsan,συγχωρέω,verb,au)tai=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
genome/nwn,γίγνομαι,verb,de\,δέ,particle,pai/dwn,παῖς,adjective,eu)teknou=sai,εὐτεκνέω,verb,kai\,καί,conjunction,poluteknou=sai,πολυτεκνέω,verb,to\,ὁ,article,th=s,ὁ,article,*karme/nths,,,i(ero\n,ἱερόν,noun,i(dru/santo,ἱδρύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,de\,δέ,particle,*karme/ntan,,,oi(,ὁ,article,me\n,μέν,particle,*eu)a/ndrou,Εὔανδρος,proper,mhte/ra,μήτηρ,noun,le/gousin,λέγω,verb,ou)=san,εἰμί,verb,e)lqei=n,ἔρχομαι,verb,ei)s,εἰς,preposition,*)itali/an,Ἰταλία,proper,o)nomazome/nhn,ὀνομάζω,verb,*qe/min,Θέμις,proper,w(s,ὡς,conjunction,d',δέ,particle,e)/nioi,ἔνιοι,adjective,*nikostra/thn,Νικόστρατη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)mme/trous,ἔμμετρος,adjective,de\,δέ,particle,xrhsmou\s,χρησμός,noun,a)/|dousan,ἀείδω,verb,u(po\,ὑπό,preposition,tw=n,ὁ,article,*lati/nwn,Λατῖνος,proper,*karme/ntan,,,o)noma/zesqai,ὀνομάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,ga\r,γάρ,particle,e)/ph,ἔπος,adjective,ka/rmina,,,kalou=sin,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,*moi=ran,Μοῖρα,proper,h(gou=ntai,ἡγέομαι,verb,th\n,ὁ,article,*karme/ntan,,,ei)=nai,εἰμί,verb,kai\,καί,conjunction,dia\,διά,preposition,tou=to,οὗτος,pronoun,qu/ein,θύω,verb,au)th=|,αὐτός,pronoun,ta\s,ὁ,article,mhte/ras,μήτηρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,de\,δέ,particle,tou=,ὁ,article,o)no/matos,ὄνομα,adjective,to\,ὁ,article,e)/tumon,ἔτυμος,adjective,e)sterhme/nh,στερέω,verb,nou=,νόος,adjective,dia\,διά,preposition,ta\s,ὁ,article,qeoforh/seis,θεοφόρησις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/qen,ὅθεν,adverb,ou),οὐ,adverb,ta\,ὁ,article,ka/rmina,,,th=|,ὁ,article,*karme/nth|,,,tou)/noma,ὄνομα,adjective,pare/sxen,παρέχω,verb,a)lla\,ἀλλά,adverb,ma=llon,μᾶλλον,adverb,a)p',ἀπό,preposition,e)kei/nhs,ἐκεῖνος,pronoun,e)klh/qh,καλέω,verb,dia\,διά,preposition,to\,ὁ,article,tou\s,ὁ,article,xrhsmou\s,χρησμός,noun,e)n,ἐν,preposition,e)/pesi,ἔπος,adjective,kai\,καί,conjunction,me/trois,μέτρον,noun,e)nqousiw=san,ἐνθουσιάω,verb,a)/|dein,ἀείδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,ti/,τίς,pronoun,th=|,ὁ,article,*(roumi/nh|,,,qu/ousai,θύω,verb,ga/la,γάλα,noun,kataspe/ndousi,κατασπένδω,verb,tw=n,ὁ,article,i(erw=n,ἱερά,noun,oi)=non,οἶνον,noun,d',δέ,particle,ou),οὐ,adverb,prosfe/rousin,προσφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,r(ou=man,,,*lati=noi,Λατῖνος,proper,th\n,ὁ,article,qhlh\n,θηλή,noun,kalou=si,καλέω,verb,kai\,καί,conjunction,*(roumina=lin,,,o)nomasqh=nai,ὀνομάζω,verb,le/gousin,λέγω,verb,par',παρά,preposition,o(/son,ὅσος,adjective,h(,ὁ,article,lu/kaina,λύκαινα,adjective,tw=|,ὁ,article,*(rwmu/lw|,,,th\n,ὁ,article,qhlh\n,θηλή,noun,pare/sxen,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/sper,ὥσπερ,adverb,ou)=n,οὖν,particle,h(mei=s,ἐγώ,pronoun,ta\s,ὁ,article,trefou/sas,τρέφω,verb,ta\,ὁ,article,paidi/a,παιδία,noun,ga/lakti,γάλα,noun,qhlona\s,,,a)po\,ἀπό,preposition,th=s,ὁ,article,qhlh=s,θηλή,noun,kalou=men,καλέω,verb,ou(/tws,οὕτως,adverb,h(,ὁ,article,*(roumi=na,,,qhlw/,,,tis,τις,pronoun,ou)=sa,εἰμί,verb,kai\,καί,conjunction,tiqh/nh,τιθήνη,noun,kai\,καί,conjunction,kourotro/fos,κουροτρόφος,adjective,ou),οὐ,adverb,prosi/etai,προσίημι,verb,to\n,ὁ,article,a)/kraton,ἄκρατος,adjective,w(s,ὡς,conjunction,blabero\n,βλαβερός,adjective,o)/nta,εἰμί,verb,toi=s,ὁ,article,nhpi/ois,νήπιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,ti/,τίς,pronoun,tw=n,ὁ,article,sugklhtikw=n,συγκλητικός,adjective,tou\s,ὁ,article,me\n,μέν,particle,pate/ras,πατήρ,noun,suggegramme/nous,συγγράφω,verb,tou\s,ὁ,article,d',δέ,particle,a(plw=s,ἁπλῶς,adverb,pate/ras,πατήρ,noun,proshgo/reuon,προσαγορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
