word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/28/lemma/@_entry,word/28/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/42/@_form,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/lemma/@_entry,word/42/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS
a)lla\,ἀλλά,adverb,tau=ta,οὗτος,pronoun,me\n,μέν,particle,e)pra/xqh,πράσσω,verb,xro/nois,χρόνος,noun,u(/steron,ὕστερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,de\,δέ,particle,tai=s,ὁ,article,*phgai=s,Πηγαί,proper,do/ntes,δίδωμι,verb,kai\,καί,conjunction,labo/ntes,λαμβάνω,verb,o(/rkous,ὅρκος,noun,eu)qu\s,εὐθύς,adverb,e)ba/dizon,βαδίζω,verb,e)pi\,ἐπί,preposition,tou\s,ὁ,article,polemi/ous,πολέμιος,adjective,kai\,καί,conjunction,peri\,περί,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,a)gw=nes,ἀγών,noun,h)=san,εἰμί,verb,eu)=,εὖ,adverb,pefragme/nou,φράσσω,verb,tou=,ὁ,article,*kleome/nous,Κλεομένης,proper,kai\,καί,conjunction,tw=n,ὁ,article,*korinqi/wn,Κορίνθιος,proper,a)munome/nwn,ἀμύνω,verb,proqu/mws,πρόθυμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,tou/tw|,οὗτος,pronoun,de\,δέ,particle,*)aristote/lhs,Ἀριστοτέλης,proper,o(,ὁ,article,*)argei=os,Ἀργεῖος,proper,fi/los,φίλος,adjective,w)\n,εἰμί,verb,*)ara/tou,Ἄρατος,proper,diape/mpetai,διαπέμπω,verb,kru/fa,κρύφα,adverb,pro\s,πρός,preposition,au)to/n,αὐτός,pronoun,w(s,ὡς,conjunction,a)posth/swn,ἀφίστημι,verb,th\n,ὁ,article,po/lin,πόλις,adjective,ei),εἰ,conjunction,stratiw/tas,στρατιώτης,adjective,e)kei=nos,ἐκεῖνος,pronoun,e)/xwn,ἔχω,verb,e)/lqoi,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,de\,δέ,particle,*)ara/tou,Ἄρατος,proper,fra/santos,φράζω,verb,tw=|,ὁ,article,*)antigo/nw|,Ἀντίγονος,proper,kai\,καί,conjunction,meta\,μετά,preposition,xili/wn,χίλιοι,adjective,kai\,καί,conjunction,pentakosi/wn,πεντακόσιοι,adjective,ei)s,εἰς,preposition,*)epi/dauron,Ἐπίδαυρος,proper,e)c,ἐκ,preposition,*)isqmou=,ἰσθμός,noun,ploi/ois,πλοῖον,noun,komizome/nou,κομίζω,verb,kata\,κατά,preposition,ta/xos,τάχος,adjective,oi(,ἕ,pronoun,me\n,μέν,particle,*)argei=oi,Ἀργεῖος,proper,proecanasta/ntes,προεξανίσταμαι,verb,e)pe/qento,ἐπιτίθημι,verb,toi=s,ὁ,article,tou=,ὁ,article,*kleome/nous,Κλεομένης,proper,kai\,καί,conjunction,kate/kleisan,ei)s,εἰς,preposition,th\n,ὁ,article,a)kro/polin,ἀκρόπολις,noun,κατακλείω,verb,o(,ὁ,article,de\,δέ,particle,*kleome/nhs,Κλεομένης,proper,puqo/menos,πύθω,verb,tau=ta,οὗτος,pronoun,kai\,καί,conjunction,dei/sas,δείδω,verb,mh\,μή,conjunction,katasxo/ntes,κατέχω,verb,oi(,pole/mioi,to\,ὁ,article,*)/argos,Ἄργος,proper,a)poko/ywsin,ἀποκόπτω,verb,au)to\n,αὐτός,pronoun,th=s,ὁ,article,oi)/kade,οἴκαδε,adverb,swthri/as,σωτηρία,noun,e)klipw\n,ἐκλείπω,verb,*to\n,ὁ,article,*)akroko/rinqon,Ἀκροκόρινθος,proper,e)/ti,ἔτι,adverb,nukto\s,νύξ,adjective,e)boh/qei,βοηθέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,πολέμιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,parelqw\n,παρέρχομαι,verb,me\n,μέν,particle,ei)s,εἰς,preposition,*)/argos,Ἄργος,proper,e)/fqh,φθάνω,verb,kai\,καί,conjunction,troph/n,τροπή,noun,tina,τις,pronoun,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,e)poi/hsen,ποιέω,verb,o)li/gw|,ὀλίγος,adjective,de\,δέ,particle,u(/steron,ὕστερος,adjective,*)ara/tou,Ἄρατος,proper,prosferome/nou,προσφέρω,verb,kai\,καί,conjunction,tou=,ὁ,article,basile/ws,βασιλεύς,noun,e)pifainome/nou,ἐπιφαίνω,verb,meta\,μετά,preposition,th=s,ὁ,article,duna/mews,δύναμις,adjective,a)pexw/rhsen,ἀποχωρέω,verb,ei)s,εἰς,preposition,*manti/neian,Μαντινεία,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,tou/tou,οὗτος,pronoun,toi=s,ὁ,article,me\n,μέν,particle,*)axaioi=s,Ἀχαιός,proper,pa/lin,πάλιν,adverb,ai(,ὁ,article,po/leis,πόλις,adjective,a(/pasai,ἅπας,adjective,prosexw/rhsan,προσχωρέω,verb,*)anti/gonos,Ἀντίγονος,proper,de\,δέ,particle,*to\n,ὁ,article,*)akroko/rinqon,Ἀκροκόρινθος,proper,pare/laben,παραλαμβάνω,verb,*)/aratos,Ἄρατος,proper,de\,δέ,particle,strathgo\s,στρατηγός,noun,ai(reqei\s,αἱρέω,verb,u(p',ὑπό,preposition,*)argei/wn,Ἀργᾶς,proper,e)/peisen,ἐφίζω,verb,au)tou\s,αὐτός,pronoun,*)antigo/nw|,Ἀντίγονος,proper,ta/,τίς,pronoun,te,τε,particle,tw=n,ὁ,article,tura/nnwn,τύραννος,noun,kai\,ta\,ὁ,article,tw=n,ὁ,article,prodotw=n,προδότης,noun,καί,conjunction,xrh/mata,χρῆμα,adjective,dwrea\n,δωρεά,noun,dou=nai,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,de\,δέ,particle,*)aristo/maxon,Ἀριστόμαχος,proper,e)n,ἐν,preposition,*kegxreai=s,,,streblw/santes,στρεβλόω,verb,katepo/ntisan,καταποντίζω,verb,e)f',ἐπί,preposition,w(=|,ὅς,pronoun,kai\,καί,conjunction,ma/lista,μάλιστα,adverb,kakw=s,κακός,adjective,h)/kousen,ἀκούω,verb,o(,ὁ,article,*)/aratos,Ἄρατος,proper,w(s,ὡς,conjunction,a)/nqrwpon,ἄνθρωπος,noun,ou),οὐ,adverb,ponhro/n,πονηρός,adjective,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,kexrhme/non,χράω,verb,e)kei/nw|,ἐκεῖνος,pronoun,kai\,καί,conjunction,pepeisme/non,πείθω,verb,a)fei=nai,ἀφίημι,verb,th\n,ὁ,article,a)rxh\n,ἀρχή,noun,kai\,prosagagei=n,προσάγω,verb,toi=s,ὁ,article,*)axaioi=s,Ἀχαιός,proper,καί,conjunction,th\n,ὁ,article,po/lin,πόλις,adjective,o(/mws,ὅμως,conjunction,periidw\n,περεῖδον,verb,parano/mws,παράνομος,adjective,a)pollu/menon,ἀπόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/dh,ἤδη,adverb,de\,δέ,particle,kai\,καί,conjunction,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,e)kei/nw|,ἐκεῖνος,pronoun,ta\s,ὁ,article,ai)ti/as,αἰτία,noun,e)pe/feron,ἐπιφέρω,verb,oi(=on,οἷος,adjective,o(/ti,ὅστις,pronoun,th\n,ὁ,article,me\n,μέν,particle,*korinqi/wn,Κορίνθιος,proper,po/lin,πόλις,adjective,*)antigo/nw|,Ἀντίγονος,proper,dwrea\n,δωρεά,noun,e)/dwkan,δίδωμι,verb,w(/sper,ὥσπερ,adverb,kw/mhn,κώμη,noun,th\n,ὁ,article,tuxou=san,τυγχάνω,verb,to\n,ὁ,article,*)orxomeno\n,Ὀρχομενός,proper,de\,δέ,particle,sunexw/rhsan,συγχωρέω,verb,au)tw=|,αὐτός,pronoun,diarpa/santi,διαρπάζω,verb,froura\n,e)mbalei=n,ἐμβάλλω,verb,*makedonikh/n,Μακεδονικός,adjective,e)yhfi/santo,ψηφίζομαι,verb,φρουρά,noun,de\,δέ,particle,a)/llw|,ἄλλος,adjective,mh\,μή,conjunction,gra/fein,γράφω,verb,basilei=,βασιλεύς,noun,mhde\,μηδέ,particle,presbeu/ein,πρεσβεύω,verb,pro\s,πρός,preposition,a)/llon,ἄλλος,adjective,a)/kontos,*)antigo/nou,tre/fein,τρέφω,verb,te,τε,particle,kai\,καί,conjunction,misqodotei=n,μισθοδοτέω,verb,h)nagka/zonto,ἀναγκάζω,verb,tou\s,ὁ,article,*makedo/nas,Μακεδών,proper,qusi/as,θυσία,noun,de\,δέ,particle,kai\,καί,conjunction,pompa\s,πομπή,noun,kai\,καί,conjunction,a)gw=nas,ἀγών,noun,*)antigo/nw|,Ἀντίγονος,proper,sunete/loun,συντελέω,verb,a)rcame/nwn,ἄρχω,verb,tw=n,ὁ,article,*)ara/tou,Ἄρατος,proper,politw=n,πολίτης,noun,kai\,καί,conjunction,decame/nwn,δέχομαι,verb,th=|,ὁ,article,ἀέκων,adjective,Ἀντίγονος,proper,po/lei,πόλις,adjective,to\n,ὁ,article,*)anti/gonon,Ἀντίγονος,proper,u(p',ὑπό,preposition,*)ara/tou,Ἄρατος,proper,cenizo/menon,ξενίζω,verb,h)|tiw=nto,αἰτιάομαι,verb,pa/ntwn,πᾶς,adjective,e)kei=non,ἐκεῖνος,pronoun,a)gnoou=ntes,ἀγνοέω,verb,o(/ti,ὅστις,pronoun,ta\s,ὁ,article,h(ni/as,ἡνία,noun,e)kei/nw|,ἐκεῖνος,pronoun,paradedwkw\s,παραδίδωμι,verb,kai\,καί,conjunction,th=|,ὁ,article,r(u/mh|,ῥύμη,adjective,th=s,ὁ,article,basilikh=s,βασιλικός,adjective,e)felko/menos,ἐφέλκω,verb,e)cousi/as,ἐξουσία,noun,ou)deno\s,οὐδείς,pronoun,h)=n,εἰμί,verb,h)\,ἠέ,conjunction,mo/nhs,μόνος,adjective,fwnh=s,φωνή,noun,e)/ti,ἔτι,adverb,ku/rios,κῦρος,noun,e)pisfalh=,ἐπισφαλής,adverb,th\n,ὁ,article,parrhsi/an,παρρησία,noun,e)xou/shs,ἔχω,verb
e)pei\,ἐπεί,conjunction,fanerw=s,φανερός,adjective,ge,γε,particle,polla\,πολύς,adjective,tw=n,ὁ,article,prattome/nwn,πράσσω,verb,e)lu/pei,λυπέω,verb,to\n,ὁ,article,*)/araton,Ἄρατος,proper,w(/sper,ὥσπερ,adverb,to\,ὁ,article,peri\,περί,preposition,tw=n,ὁ,article,ei)ko/nwn,εἰκών,noun,o(,ὁ,article,ga\r,γάρ,particle,*)anti/gonos,Ἀντίγονος,proper,ta\s,ὁ,article,me\n,μέν,particle,tw=n,ὁ,article,e)n,ἐν,preposition,*)/argei,Ἄργος,proper,tura/nnwn,τύραννος,noun,katabeblhme/nas,καταβάλλω,verb,a)ne/sthse,ἀνίστημι,verb,ta\s,ὁ,article,de\,δέ,particle,tw=n,ὁ,article,e(lo/ntwn,to\n,ὁ,article,*)akroko/rinqon,Ἀκροκόρινθος,proper,e(stw/sas,ἵστημι,verb,αἱρέω,verb,a)ne/treye,ἀνατρέπω,verb,plh\n,πλήν,preposition,mia=s,εἷς,adjective,th=s,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,polla\,πολύς,adjective,peri\,περί,preposition,tou/twn,οὗτος,pronoun,dehqei\s,δέω,verb,o(,ὁ,article,*)/aratos,Ἄρατος,proper,ou)k,οὐ,adverb,e)/peisen,ἐφίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)do/kei,δοκέω,verb,de\,δέ,particle,kai\,καί,conjunction,ta\,ὁ,article,peri\,περί,preposition,*manti/neian,Μαντινεία,proper,ou)x,οὐ,adverb,*(ellhnikw=s,Ἑλληνικός,adjective,diw|kh=sqai,διοικέω,verb,toi=s,ὁ,article,*)axaioi=s,Ἀχαιός,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krath/santes,κρατέω,verb,ga\r,γάρ,particle,au)tw=n,αὐτός,pronoun,di',διά,preposition,*)antigo/nou,Ἀντίγονος,proper,tou\s,ὁ,article,me\n,μέν,particle,e)ndocota/tous,ἔνδοξος,adjective,kai\,καί,conjunction,prw/tous,πρότερος,adjective,a)pe/kteinan,ἀποκτείνω,verb,tw=n,ὁ,article,d',δέ,particle,a)/llwn,ἄλλος,adjective,tou\s,ὁ,article,me\n,μέν,particle,a)pe/donto,ἀποδίδωμι,verb,tou\s,ὁ,article,d',δέ,particle,ei)s,εἰς,preposition,*makedoni/an,Μακεδονία,proper,a)pe/steilan,ἀποστέλλω,verb,e)n,ἐν,preposition,pe/dais,πέδη,noun,dedeme/nous,δέω,verb,pai=das,παῖς,adjective,de\,δέ,particle,kai\,καί,conjunction,gunai=kas,h)ndrapodi/santo,ἀνδραποδίζω,verb,tou=,ὁ,article,de\,δέ,particle,γυνή,noun,sunaxqe/ntos,συνάγω,verb,a)rguri/ou,ἀργύριον,adjective,to\,ὁ,article,tri/ton,τρίτος,adjective,au)toi\,αὐτός,pronoun,diei/lonto,διαιρέω,verb,ta\s,ὁ,article,de\,δέ,particle,du/o,δύο,adjective,moi/ras,e)/neiman,toi=s,ὁ,article,*makedo/si,Μακεδών,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μοῖρα,adjective,νέμω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=ta,οὗτος,pronoun,me\n,μέν,particle,e)/sxe,ἔχω,verb,to\n,ὁ,article,th=s,ὁ,article,a)mu/nhs,,,no/mon,νόμος,noun,kai\,καί,conjunction,ga\r,γάρ,particle,ei),εἰ,conjunction,deino\n,δεινός,adjective,a)/ndras,ἀνήρ,noun,o(mofu/lous,ὁμόφυλος,adjective,kai\,καί,conjunction,suggenei=s,συγγενεύς,noun,ou(/tw,οὕτως,adverb,metaxeiri/sasqai,μεταχειρίζομαι,verb,di',διά,preposition,o)rgh/n,ὀργή,noun,a)ll',ἀλλά,adverb,e)n,ἐν,preposition,a)na/gkais,ἀνάγκη,noun,gluku\,γλυκύς,adjective,gi/netai,γίγνομαι,verb,kai\,καί,conjunction,sklhro/n,σκληρός,adjective,kata\,κατά,preposition,*simwni/dhn,w(/sper,ὥσπερ,adverb,a)lgou=nti,ἀλγέω,verb,tw=|,ὁ,article,Σιμωνίδης,proper,qumw=|,θυμός,noun,kai\,καί,conjunction,flegmai/nonti,φλεγμαίνω,verb,qerapei/an,θεραπεία,noun,kai\,καί,conjunction,a)naplh/rwsin,ἀναπλήρωσις,noun,prosfero/ntwn,προσφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,meta\,μετά,preposition,tau=ta,οὗτος,pronoun,praxqe/nta,πράσσω,verb,peri\,περί,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,ou)/t',οὔτε,adverb,ei)s,εἰς,preposition,kalh\n,καλός,noun,ou)/t',οὔτε,adverb,ei)s,εἰς,preposition,a)nagkai/an,ἀναγκαῖος,adjective,e)/sti,εἰμί,verb,qe/sqai,τίθημι,verb,tw=|,ὁ,article,*)ara/tw|,Ἄρατος,proper,pro/fasin,πρόφασις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
