word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/64/lemma/@_entry,word/64/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS
metecete/roisi,de\,δέ,particle,ai(,ὁ,article,bde/llai,βδέλλα,noun,h)\,ἠέ,conjunction,sxa/sai,σχάω,verb,kre/sson,κρείσσων,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μετεξέτεροι,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pareisdu/etai,de\,δέ,particle,tou=,ὁ,article,zw/|ou,ζώιον,noun,h(,ὁ,article,dh=cis,δῆξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,παρεισδύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,h)de\,ἠδέ,conjunction,me/zonas,μέγας,adverb,diabrw/sias,διάβρωσις,noun,poie/etai,ποιέω,verb,th=|de,ὅδε,pronoun,kai\,καί,conjunction,dusepi/sxetos,δυσεπίσχετος,adjective,h(,ὁ,article,a)po\,ἀπό,preposition,tw=n,ὁ,article,zw/|wn,ζώιον,noun,ai(mo/rroia,αἱμόρροια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀτάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kh)\n,a)/dhn,ἅδην,adverb,pio\n,πίνω,verb,e)kpe/sh|,ἐκπίτνω,verb,to\,ὁ,article,qhri/on,θηρίον,noun,siku/hn,σικύα,noun,prosba/llein,προσδαίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ne/rqen,ga\r,γάρ,particle,e(/lkei,ἕλκω,verb,to\,ὁ,article,nu=n,νῦν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔνερθε,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kh)\n,a(/lis,ἅλις,adverb,e)/xh|,ἔχω,verb,kenw/sios,κένωσις,noun,e)s,εἰς,preposition,me\n,μέν,particle,ta\,ὁ,article,trw/mata,τραῦμα,noun,i)sxai/masi,,,xre/esqai,χράομαι,verb,a)dh/ktoisi,ἄδηκτος,adjective,a)raxni/wn,ἀράχνιον,noun,u(fa/smasi,ὑπαύω,verb,ma/nnh|,μάννα,noun,a)lo/h|,ἀλόη,noun,e)pipa/ssein,ἐπιπάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)de\,a)/rtw|,ἄρτος,noun,e(fqw=|,ἑφθός,adjective,cu\n,σύν,preposition,phga/nw|,πήγανον,noun,h)\,ἠέ,conjunction,melilw/tw|,μελίλωτον,noun,a)lqai/hs,ἀλθαία,noun,*ri/zh|sin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἠδέ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)s,de\,δέ,particle,th\n,ὁ,article,tri/thn,τρίτος,adjective,h(me/rhn,ἡμέρα,noun,kh/rwma,κήρωμα,noun,cu\n,σύν,preposition,murobala/nw|,μυροβάλανος,noun,h)\,ἠέ,conjunction,a)yinqi/ou,ἀψίνθιον,noun,ko/mh|,κόμη,noun,kai\,καί,conjunction,i)/ridi,Ἶρις,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰς,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,kai\,καί,conjunction,ta\,ὁ,article,mala/gma,,,ta,,,toia/de,τοιόσδε,adjective,xrh\,χρή,verb,e)/mmenai,εἰμί,verb,o(koi=a,ὁποῖος,adjective,leptu=nai,λεπτύνω,verb,h)\,ἠέ,conjunction,e)caraiw=sai,ἐξαραιόω,verb,h)\,ἠέ,conjunction,ou)/rhsin,οὔρησις,noun,tre/yai,τρέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀτάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/riston,me\n,μέν,particle,w)=n,οὖν,particle,to\,ὁ,article,dia\,διά,preposition,tw=n,ὁ,article,sperma/twn,σπέρμα,noun,w(=n,ὅς,pronoun,a(/pasi,ἅπας,adjective,i)htroi=si,ἰατρός,noun,h(,ὁ,article,pei/rh,πειράω,verb,eu)/gnwstos,εὔγνωστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄριστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)gaqo\n,de\,δέ,particle,kai\,καί,conjunction,e)/nqa,ἔνθα,adverb,h(,ὁ,article,sa/myuxos,,,h)\,ἠέ,conjunction,to\,ὁ,article,meli/lwton,μελίλωτον,noun,e)gke/etai,ἔγκειμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀγαθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trofai\,de\,δέ,particle,leptai\,λεπτός,adjective,eu)/dromoi,εὔδρομος,adjective,ou)rh/sios,οὔρησις,noun,proklhtikai\,προκλητικός,adjective,eu)di/odoi,εὐδίοδος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τροφή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xo/ndroi,cu\n,σύν,preposition,melikrh/tw|,μελίκρητον,noun,kai\,καί,conjunction,*ro/fhma,,,e)k,ἐκ,preposition,tw=nde,ὅδε,pronoun,cu\n,σύν,preposition,a(lsi\,ἅλς,adjective,h)de\,ἠδέ,conjunction,a)nh/qw|,ἄνηθον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,χόνδρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptisa/nhs,de\,δέ,particle,xulo\s,χυλός,noun,kai\,καί,conjunction,smhgmatw/dhs,σμηγματώδης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πτισάνης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,de\,δέ,particle,kai\,καί,conjunction,dau/kou,δαῦκον,noun,tou=,ὁ,article,karpou=,καρπός,noun,e)gxe/h|s,ἐγχέω,verb,ti,τις,pronoun,kre/sson,κρείσσων,verb,e)s,εἰς,preposition,ou)/rhsin,οὔρησις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(peca/gei,ga\r,γάρ,particle,dia\,διά,preposition,tw=n,ὁ,article,o)xetw=n,ὀχετός,noun,oi(/per,ἕ,pronoun,a)po\,ἀπό,preposition,h(/patos,ἥπατος,noun,e)s,εἰς,preposition,nefrou\s,νεφρός,noun,krai/nousi,κραίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὑπεξάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kairi/h,de\,δέ,particle,toi=s,ὁ,article,a)po\,ἀπό,preposition,h(/patos,ἥπατος,noun,e)kre/ousi,ἐκρέω,verb,h(,ὁ,article,th=|de,ὅδε,pronoun,e)/codos,ἔξοδος,noun,eu)ru/thti/te,,,tw=n,ὁ,article,a)ggei/wn,ἀγγεῖον,noun,kai\,καί,conjunction,i)qu/thti,ἰθύτης,adjective,th=s,ὁ,article,o(dou=,ὁδός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καιρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xrh\,w)=n,οὖν,particle,kai\,καί,conjunction,siku/h|,σικύα,noun,th=|de,ὅδε,pronoun,e(/lkein,ἕλκω,verb,e)s,εἰς,preposition,th\n,ὁ,article,xw/ran,χώρα,noun,prosba/llonta,προσδαίω,verb,tw=n,ὁ,article,nefrw=n,νεφρός,noun,kat',κατά,preposition,i)sxi/on,ἰσχίον,noun,a)ta\r,ἀτάρ,particle,kai\,καί,conjunction,te/ggein,τέγγω,verb,ta/de,ὅδε,pronoun,li/pai+,,,cu\n,σύν,preposition,phga/nw|,πήγανον,noun,h)\,ἠέ,conjunction,sxoi/nw|,σχοῖνος,noun,h)\,ἠέ,conjunction,kala/mw|,κάλαμος,noun,tw=|,ὁ,article,a)rwmatikw=|,ἀρωματικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,χρή,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,de\,δέ,particle,toi=sde,ὅδε,pronoun,e)lpi\s,ἐλπίς,noun,to\n,ὁ,article,nose/onta,νοσέω,verb,diadra=nai,διαδιδράσκω,verb,to\n,ὁ,article,o)/leqron,ὄλεθρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,de\,δέ,particle,e)s,εἰς,preposition,e)mpu/hsin,ἐμπύησις,noun,tre/phtai,τρέπω,verb,toi=si,ὁ,article,puopoioi=si,πυοποιός,adjective,xre/esqai,χράομαι,verb,o(ko/sa,ὁπόσος,adjective,moi,ἐγώ,pronoun,e)pi\,ἐπί,preposition,kwlikoi=si,κωλικός,adjective,lele/cetai,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,de\,δέ,particle,kai\,καί,conjunction,pu=on,,,ge/nhtai,γίγνομαι,verb,o(/kws,ὅπως,conjunction,me\n,μέν,particle,ta/mnein,τέμνω,verb,o(/kws,ὅπως,conjunction,de\,δέ,particle,i)htreu/ein,,,a)/llh|,ἄλλῃ,adverb,phgegra/yetai,,,ta/de,ὅδε,pronoun,moi,ἐγώ,pronoun,kai\,καί,conjunction,e)pi\,ἐπί,preposition,splhni\,σπλήν,noun,gegra/fqw,γράφω,verb,h)/n,ἐάν,conjunction,kote,ποτέ,particle,cumforh\,συμφορά,noun,flegmasi/hs,φλεγμασία,noun,o)ce/hs,ὀξύς,adjective,kai\,καί,conjunction,to/nde,ὅδε,pronoun,katala/bh|,καταλαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,th=s,ὁ,article,koi/lhs,κόιλος,adjective,flebo\s,φλέψ,noun,flegmasi/hn,φλεγμασία,noun,kai\,καί,conjunction,paxei/hs,παχύς,adjective,a)rthri/hs,ἀρτηρία,noun,ai(\,ὅς,pronoun,para\,παρά,preposition,th\n,ὁ,article,*ra/xin,,,te/tantai,τείνω,verb,kau/sou,καῦσος,noun,i)de/hn,ἰδέα,noun,e)ka/leon,καλέω,verb,oi(,ὁ,article,pro/sqen,πρόσθεν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,ga\r,γάρ,particle,kai\,καί,conjunction,kau/soisi,καῦσος,noun,i)/kela,ἴκελος,adjective,pa/qea,πάθος,adjective,e)pi\,ἐπί,preposition,toi=si,ὁ,article,gi/gnetai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pu=r,o)cu\,ὀξύς,adjective,kai\,καί,conjunction,drimu\,δριμύς,adjective,a)/sh,ἄση,noun,di/yos,δίψος,noun,a)pori/h,ἀπορία,noun,sfugmo\s,σφυγμός,noun,palmw/dhs,παλμώδης,adverb,e)n,ἐν,preposition,u(poxondri/w|,ὑποχόνδριος,adjective,h)de\,ἠδέ,conjunction,toi=si,ὁ,article,metafre/noisi,μετάφρενον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πῦρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/lla,o(ko/sa,ὁπόσος,adjective,moi,ἐγώ,pronoun,e)pi\,ἐπί,preposition,toi=si,ὁ,article,shmei/oisi,σημεῖον,noun,gegra/fatai,γράφω,verb,a)ta\r,ἀτάρ,particle,kai\,καί,conjunction,e)s,εἰς,preposition,cugkoph\n,συγκοπή,noun,o)ke/llei,ὀκέλλω,verb,to\,ὁ,article,pu=r,πῦρ,noun,o(/kws,ὅπως,conjunction,e)pi\,ἐπί,preposition,th=|si,ὁ,article,kau/sesi,καῦσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,me\n,μέν,particle,ga\r,γάρ,particle,flebo\s,φλέψ,noun,*ri/zwsis,,,h(=par,ἧπαρ,noun,th=s,ὁ,article,d',δέ,particle,a)rthri/hs,ἀρτηρία,noun,a)rxh\,ἀρχή,noun,kradi/h,καρδία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doke/ois,a)\n,ἄν,particle,w)=n,οὖν,particle,me\n,μέν,particle,ta\,ὁ,article,a)/nw,ἄνω,adverb,me/rea,μέρος,noun,tw=nde,ὅδε,pronoun,tw=n,ὁ,article,spla/gxnwn,σπλάγχνον,noun,nose/ein,νοσέω,verb,ta\,ὁ,article,kai/ria,καίριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qe/rmhn,me\n,μέν,particle,ga\r,γάρ,particle,h(,ὁ,article,kradi/h,καρδία,noun,e)ndidoi=,ἐνδίδωμι,verb,th=|,ὁ,article,a)rthri/h|,ἀρτηρία,noun,th=|,ὁ,article,flebi\,φλέψ,noun,de\,δέ,particle,to\,ὁ,article,h(=par,ἧπαρ,noun,ai(=ma,αἷμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,θέρμη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
