word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/20/lemma/@_entry,word/20/lemma/@_POS,word/34/lemma/@_entry,word/34/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS
e)pei\,ἐπεί,conjunction,de\,δέ,particle,ple/ones,πλείων,verb,e)ge/nonto,γίγνομαι,verb,e)ce/lusen,ἐκλύω,verb,au)tou\s,αὐτός,pronoun,kai\,καί,conjunction,w(/plise,ὁπλίζω,verb,kai\,καί,conjunction,th\n,ὁ,article,*libu/wn,Λίβυς,proper,froura\n,φρουρά,noun,a)nei=le,ἀναιρέω,verb,kai\,καί,conjunction,para\,παρά,preposition,*(rwmai/wn,,,a)/llhn,ἄλλος,adjective,e)shga/geto,εἰσάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)anni/bou,Ἀννίβας,proper,de\,δέ,particle,ou),οὐ,adverb,polu\,πολύς,adjective,u(/steron,ὕστερος,adjective,parodeu/ontos,παροδεύω,verb,au)tou/s,αὐτός,pronoun,oi(,ἕ,pronoun,me\n,μέν,particle,frouroi\,φρουρός,noun,kataplage/ntes,καταπλάσσω,verb,u(po\,ὑπό,preposition,tou=,ὁ,article,de/ous,δέος,noun,e)ce/fugon,ἐκφεύγω,verb,e)s,εἰς,preposition,*(rh/gion,,,oi(,ὁ,article,de\,δέ,particle,*tisia=tai,,,pare/dwkan,au(tou\s,ἑαυτοῦ,pronoun,tw=|,ὁ,article,*)anni/ba|,Ἀννίβας,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,παραδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(,ὁ,article,*)anni/bas,Ἀννίβας,proper,tou\s,ὁ,article,me\n,μέν,particle,ai)ti/ous,αἴτιος,adjective,th=s,ὁ,article,a)posta/sews,ἀπόστασις,noun,e)/kause,καίω,verb,th=|,ὁ,article,de\,δέ,particle,po/lei,πόλις,adjective,froura\n,φρουρά,noun,e)pe/sthsen,ἐφίστημι,verb,a)/llhn,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)iapu/gwn,Ἰάπυγες,proper,d',δέ,particle,e)n,ἐν,preposition,po/lei,πόλις,adjective,*salapi/a|,,,*libu/wn,Λίβυς,proper,u(phko/w|,ὑπήκοον,noun,du/o,δύο,adjective,h)/sthn,εἰμί,verb,a)/ndre,ἀνήρ,noun,tw=n,ὁ,article,me\n,μέν,particle,a)/llwn,ἄλλος,adjective,ge/nei,γένος,noun,kai\,καί,conjunction,plou/tw|,πλοῦτος,noun,kai\,καί,conjunction,duna/mei,δύναμις,adjective,diafe/ronte,διαφέρω,verb,a)llh/loin,ἀλλήλων,pronoun,d',e)k,ἐκ,preposition,pollou=,πολύς,adjective,diafo/rw,διάφορος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/toin,οὗτος,pronoun,*da/sios,δάσος,noun,me\n,μέν,particle,ta\,ὁ,article,*libu/wn,Λίβυς,proper,h(|rei=to,αἱρέω,verb,*bla/tios,,,de\,δέ,particle,ta\,ὁ,article,*(rwmai/wn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(/ws,ἕως,conjunction,me\n,μέν,particle,ou)=n,οὖν,particle,h)/kmaze,ἀκμάζω,verb,ta\,ὁ,article,*)anni/bou,Ἀννίβας,proper,e)f',ἐπί,preposition,h(suxi/as,ἡσυχία,noun,h)=n,εἰμί,verb,o(,ὁ,article,*bla/tios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,h)gei/reto,ἀγείρω,verb,to\,ὁ,article,*(rwmai/wn,,,kai\,καί,conjunction,ta\,ὁ,article,polla\,πολύς,adjective,th=s,ὁ,article,e)sfeterisme/nhs,σφετερίζομαι,verb,a)rxh=s,ἀρχή,noun,a)nela/mbanon,ἀναλαμβάνω,verb,e)/peiqen,πείθω,verb,o(,ὁ,article,*bla/tios,,,to\n,ὁ,article,e)xqro\n,ἐχθρός,adjective,u(pe\r,ὑπέρ,preposition,th=s,ὁ,article,patri/dos,πατρίς,adjective,au(tw=|,sumfronh=sai,συμφρονέω,verb,mo/nhs,μόνος,adjective,mh/,μή,conjunction,ti,τις,pronoun,pa/qoi,πάσχω,verb,*(rwmai/wn,,,au)th\n,αὐτός,pronoun,bi/a|,βία,adjective,labo/ntwn,λαμβάνω,verb,a)nh/keston,ἀνήκεστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,u(pokrina/menos,ὑποκρίνομαι,verb,sunti/qesqai,συντίθημι,verb,katemh/nuse,καταμηνύω,verb,tou=to,οὗτος,pronoun,*)anni/ba|,Ἀννίβας,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)di/kazen,δικάζω,verb,au)toi=s,αὐτός,pronoun,o(,ὁ,article,*)anni/bas,Ἀννίβας,proper,*dasi/ou,,,me\n,μέν,particle,kathgorou=ntos,κατηγορέω,verb,*blati/ou,,,d',δέ,particle,a)pologoume/nou,ἀπολογέομαι,verb,kai\,καί,conjunction,sukofantei=sqai,συκοφαντέω,verb,dia\,διά,preposition,th\n,ὁ,article,e)/xqran,ἔχθρα,noun,le/gontos,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\,ὅς,pronoun,kai\,καί,conjunction,te/ws,τέως,adverb,a)/ra,ἄρος,adjective,proorw=n,προοράω,verb,e)to/lmhsen,τολμάω,verb,e)xqrw=|,ἐχθρός,adjective,prosenegkei=n,προσφέρω,verb,lo/gon,λόγος,noun,toio/nde,τοιόσδε,adjective,w(s,ὡς,conjunction,a)pi/stw|,ἄπιστος,adjective,kathgo/rw|,κατήγορος,noun,dia\,διά,preposition,th\n,ὁ,article,e)/xqran,ἔχθρα,noun,e)some/nw|,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)anni/bas,Ἀννίβας,proper,d',δέ,particle,ou)/te,οὔτε,adverb,a)porri=yai,ἀπορρίπτω,verb,to\,ὁ,article,e)/rgon,ἔργον,noun,ou)/te,οὔτε,adverb,tw=|,ὁ,article,par',παρά,preposition,e)xqrou=,ἐχθρός,adjective,pisteu=sai,πιστεύω,verb,r(a|di/ws,ῥᾴδιος,adjective,a)ciw=n,ἀξιάω,verb,meqi/stato,μεθίστημι,verb,au)tou\s,αὐτός,pronoun,w(s,ὡς,conjunction,skeyo/menos,σκέπτομαι,verb,e)f',ἐπί,preposition,e(autou=,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stenh=s,στενός,adjective,de\,δέ,particle,th=s,ὁ,article,e)co/dou,ἔξοδος,noun,pa/mpan,πάμπαν,adverb,ou)/shs,εἰμί,verb,o(,ὁ,article,*bla/tios,,,e)/fh,φημί,verb,tw=|,ὁ,article,*dasi/w|,,,tou\s,ὁ,article,a)/llous,ἄλλος,adjective,laqw/n,λανθάνω,verb,ou),οὐ,adverb,sw/seis,σώζω,verb,w)=,ὦ,interjection,a)gaqe/,ἀγαθός,adjective,th\n,ὁ,article,patri/da,πατρίς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,kai\,καί,conjunction,tou=t',οὗτος,pronoun,eu)qu\s,εὐθύς,adverb,e)kboh/sas,ἐκβοάω,verb,e)mh/nuen,μηνύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(,ὁ,article,*bla/tios,,,oi)ktisa/menos,οἰκτίζω,verb,to/te,τότε,adverb,ma/lista,μάλιστα,adverb,a)ciopi/stws,ἀξιόπιστος,adjective,ei)=pen,εἶπον,verb,w(s,ὡς,conjunction,e)pibouleu/oito,ἐπιβουλεύω,verb,u(p',ὑπό,preposition,e)xqrou=,ἐχθρός,adjective,texni/tou,τεχνίτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,d',δέ,particle,e)/fh,φημί,verb,to\,ὁ,article,nu=n,νῦν,adverb,e)pibou/leuma,ἐπιβούλευμα,noun,kai\,καί,conjunction,th=s,ὁ,article,pro/teron,πρότερος,adjective,a)mfilogi/as,ἀμφιλογία,noun,ei)/,εἰ,conjunction,tis,τις,pronoun,h)=n,εἰμί,verb,r(u/setai/,ῥύομαι,verb,me,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,ga\r,γάρ,particle,a)\n,ἄν,particle,h)\,ἠέ,conjunction,pro/teron,πρότερος,adjective,e)xqrw=|,ἐχθρός,adjective,peri\,περί,preposition,toiw=nde,τοιόσδε,adjective,diepi/steusen,διαπιστεύω,verb,h)\,ἠέ,conjunction,nu=n,νῦν,adverb,ei),εἰ,conjunction,kai\,καί,conjunction,te/ws,τέως,adverb,e)pepla/nhto,πλανάω,verb,a)pi/stw|,ἄπιστος,adjective,kai\,καί,conjunction,kathgo/rw|,κατήγορος,noun,peri\,περί,preposition,e)kei=na,ἐκεῖνος,pronoun,gegenhme/nw|,kinduneu/wn,κινδυνεύω,verb,e)/ti,ἔτι,adverb,kai\,καί,conjunction,krino/menos,κρίνω,verb,kai\,καί,conjunction,a)rnou/menos,ἀρνέομαι,verb,au)=qis,αὖθις,adverb,a)\n,ἄν,particle,ta\,ὁ,article,deu/tera,δεύτερος,adjective,tau=t',οὗτος,pronoun,e)qa/rrhsen,θαρσέω,verb,ei)pei=n,εἶπον,verb,kai\,ma/list',μάλιστα,adverb,e)n,ἐν,preposition,tw=|,ὁ,article,dikasthri/w|,δικαστήριον,noun,pollw=n,πολύς,adjective,me\n,μέν,particle,a)kou=sai,ἀκέω,verb,γίγνομαι,verb,καί,conjunction,duname/nwn,δύναμαι,verb,tou=,ὁ,article,de\,δέ,particle,kathgo/rou,κατήγορος,noun,kai\,καί,conjunction,to/de,ὅδε,pronoun,me/llontos,μέλλω,verb,eu)qu\s,εὐθύς,adverb,o(moi/ws,ὅμοιος,adjective,e)rei=n,ἐρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,dh\,δή,particle,kai\,καί,conjunction,e)gege/nhto,γίγνομαι,verb,e)/fh,φημί,verb,xrhsto\s,χρηστός,adjective,e)cai/fnhs,ἐξαίφνης,adverb,kai\,καί,conjunction,fi/los,φίλος,adjective,ti/,τίς,pronoun,moi,ἐγώ,pronoun,sullabei=n,συλλαμβάνω,verb,u(pe\r,ὑπέρ,preposition,th=s,ὁ,article,patri/dos,πατρίς,adjective,e)/ti,ἔτι,adverb,dunato\s,δυνατός,adjective,h)=n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,d',δέ,particle,a)\n,ἄν,particle,e)deo/mhn,δέομαι,verb,e)gw\,ἐγώ,pronoun,mhde\n,μηδείς,pronoun,e)pikourei=n,ἐπεπικουρέω,verb,duname/nou,δύναμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(/,ὅς,pronoun,moi,ἐγώ,pronoun,dokei=,δοκέω,verb,proi+dw\n,προεῖδον,verb,pa/lin,πάλιν,adverb,o(,ὁ,article,*bla/tios,,,yiqu/rws,ψίθυρος,adjective,e)ntuxei=n,ἐντυγχάνω,verb,tw=|,ὁ,article,*dasi/w|,,,kai\,καί,conjunction,e)s,εἰς,preposition,a)pisti/an,ἀπιστία,adjective,au)to\n,αὐτός,pronoun,e)mbalei=n,ἐμβάλλω,verb,mei/zona,μέγας,adverb,e)pagage/sqai,ἐπάγω,verb,d',δέ,particle,e)k,ἐκ,preposition,tou=de,kai\,καί,conjunction,*)anni/ban,Ἀννίβας,proper,e)s,εἰς,preposition,a)pisti/an,ἀπιστία,adjective,tw=n,ὁ,article,pro/teron,πρότερος,adjective,ei)rhme/nwn,ἐρῶ,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mh\n,μήν,particle,ou)de\,οὐδέ,particle,e)kfugw\n,ἐκφεύγω,verb,th\n,ὁ,article,di/khn,δίκη,adjective,o(,ὁ,article,*bla/tios,,,a)fi/stato,ἀφίστημι,verb,mh\,μή,conjunction,metapei/qein,μεταπείθω,verb,to\n,ὁ,article,e)xqro/n,ἐχθρός,adjective,katafronw=n,καταφρονέω,verb,a)/ra,ἄρα,particle,w(s,ὡς,conjunction,e)s,εἰς,preposition,pa/nta,πᾶς,adjective,gegono/tos,γίγνομαι,verb,a)pi/stou,ἄπιστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,au)=qis,αὖθις,adverb,u(pekri/neto,ὑποκρίνομαι,verb,sunti/qesqai,συντίθημι,verb,kai\,καί,conjunction,th\n,ὁ,article,e)pi/noian,ἐπίνοια,noun,th=s,ὁ,article,a)posta/sews,ἀπόστασις,noun,h)/|tei,αἰτέω,verb,maqei=n,μανθάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,ou)de\n,οὐδείς,pronoun,o)knh/sas,ὀκνέω,verb,e)/fh,φημί,verb,diadramou=mai,διατρέχω,verb,me\n,μέν,particle,e)pi/,ἐπί,preposition,ti,τις,pronoun,tw=n,ὁ,article,stratope/dwn,στρατόπεδον,noun,e)gw\,ἐγώ,pronoun,tw=n,ὁ,article,*(rwmai+kw=nmhnu/sas,,,au)tw=|,αὐτός,pronoun,to\,ὁ,article,pa/nu,πάνυ,adverb,porrwta/tw),προσωτέρω,adverb,kai\,καί,conjunction,stratia\n,στρατία,noun,a)/cw,labw/n,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄγνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,ga/r,γάρ,particle,moi,ἐγώ,pronoun,fi/los,φίλος,adjective,o(,ὁ,article,strathgo\s,στρατηγός,noun,e)kei/nou,ἐκεῖνος,pronoun,tou=,ὁ,article,stratou=,στρατός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
