word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/19/lemma/@_entry,word/19/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/44/lemma/@_entry,word/44/lemma/@_POS,word/53/lemma/@_entry,word/53/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/130/@_form,word/130/lemma/@_entry,word/130/lemma/@_POS,word/131/@_form,word/131/lemma/@_entry,word/131/lemma/@_POS,word/132/@_form,word/132/lemma/@_entry,word/132/lemma/@_POS,word/133/@_form,word/133/lemma/@_entry,word/133/lemma/@_POS
a(/panta,ἅπας,adjective,de\,δέ,particle,tau=ta,οὗτος,pronoun,ai)sqa/netai,αἰσθάνομαι,verb,tou=,ὁ,article,pneu/matos,πνεῦμα,noun,tou/tou,οὗτος,pronoun,kai\,καί,conjunction,e)/k,ἐκ,preposition,te,τε,particle,lamprw=n,λαμπρός,adjective,dnoferw/dea,δνοφερώδης,adjective,gi/netai,γίγνομαι,verb,e)/k,ἐκ,preposition,te,τε,particle,yuxrw=n,ψύχρα,noun,qerma\,θερμός,adjective,kai\,καί,conjunction,e)k,ἐκ,preposition,chrw=n,notw/dea,νοτώδης,adjective,,,,ξηρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ko/sa,ὁπόσος,adjective,te,τε,particle,e)n,ἐν,preposition,oi)kh/masi,οἴκημα,noun,kera/mia,κεράμιον,noun,h)\,ἠέ,conjunction,kata\,κατά,preposition,gh=s,γῆ,noun,e)sti,εἰμί,verb,mesta\,μεστός,adjective,oi)/nou,οἶνον,noun,h)\,ἠέ,conjunction,a)/llou,ἄλλος,adjective,tino\s,τις,pronoun,u(grou=,ὑγρός,adjective,pa/nta,πᾶς,adjective,tau=ta,οὗτος,pronoun,ai)sqa/netai,αἰσθάνομαι,verb,tou=,ὁ,article,no/tou,kai\,καί,conjunction,dialla/ssei,διαλλάσσω,verb,νότος,noun,th\n,ὁ,article,morfh\n,μορφή,noun,e)s,εἰς,preposition,e(/teron,ἕτερος,adjective,ei)=dos,εἶδος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,de\,δέ,particle,h(/lion,ἥλιος,noun,kai\,καί,conjunction,th\n,ὁ,article,selh/nhn,σελήνη,noun,kai\,καί,conjunction,ta\,ὁ,article,a)/stra,ἄστρον,noun,poulu\,πολύς,adjective,a)mbluwpo/tera,ἀμβλυωπός,adjective,kaqi/sthsi,καθίστημι,verb,th=s,ὁ,article,fu/sios,φύσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/te,ὅτε,conjunction,ou)=n,οὖν,particle,kai\,καί,conjunction,tou/twn,οὗτος,pronoun,ou(/tw,οὕτως,adverb,mega/lwn,μέγας,adverb,e)o/ntwn,εἰμί,verb,kai\,καί,conjunction,i)sxurw=n,ἰσχυρός,adjective,tosou=ton,τοσοῦτος,adjective,e)pikrate/ei,ἐπικρατέω,verb,kai\,καί,conjunction,to\,ὁ,article,sw=ma,σῶμα,adjective,poie/ei,ποιέω,verb,ai)sqa/nesqai,αἰσθάνομαι,verb,kai\,καί,conjunction,metaba/llein,μεταβάλλω,verb,e)k,ἐκ,preposition,tw=n,a)ne/mwn,ἄνεμος,noun,tou/twn,οὗτος,pronoun,ὁ,article,e)n,ἐν,preposition,th=|si,ὁ,article,metallagh=|sin,μεταλλαγή,noun,a)na/gkh,ἀνάγκη,noun,toi=si,τίς,pronoun,me\n,μέν,particle,noti/oisi,νότιος,adjective,lu/esqai/,λύω,verb,te,τε,particle,kai\,καί,conjunction,fluda=|n,φλυδάω,verb,to\n,ὁ,article,e)gke/falon,ἐγκέφαλος,noun,kai\,καί,conjunction,ta\s,ὁ,article,fle/bas,φλέψ,noun,xalarwte/ras,χαλαρός,adjective,ei)=nai,εἰμί,verb,toi=si,ὁ,article,de\,δέ,particle,borei/oisi,βόρειος,adjective,cuni/stasqai,συνίστημι,verb,to\,u(gihro/taton,ὑγιηρός,adverb,tou=,ὁ,article,e)gkefa/lou,ἐγκέφαλος,noun,to\,ὁ,article,de\,δέ,particle,noserw/taton,νοσερός,adjective,kai\,καί,conjunction,u(gro/taton,ὑγρός,adjective,e)kkri/nesqai,kai\,καί,conjunction,periklu/zein,περικλύζομαι,verb,e)/cwqen,ἔξωθεν,adverb,kai\,καί,conjunction,ou(/tw,οὕτως,adverb,tou\s,ὁ,article,katar)*ro/ous,,,e)pigi/nesqai,ἐπιγίγνομαι,verb,e)n,ἐν,preposition,th=|si,ὁ,article,metabolh=|si,μεταβολή,noun,tw=n,ὁ,article,pneuma/twn,πνεῦμα,noun,tou/twn,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ἐκκρίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tws,οὕτως,adverb,h(,ὁ,article,nou=sos,νόσος,noun,au(/th,οὗτος,pronoun,gi/netai,γίγνομαι,verb,kai\,καί,conjunction,qa/llei,θάλλω,verb,a)po\,ἀπό,preposition,tw=n,ὁ,article,prosio/ntwn,πρόσειμι,verb,te,τε,particle,kai\,καί,conjunction,a)pio/ntwn,ἄπειμι,verb,kai\,καί,conjunction,ou)de/n,οὐδείς,pronoun,e)stin,εἰμί,verb,a)porwte/rh,ἄπορος,adjective,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,ou)/te,i)h=sqai,ἰάομαι,verb,ou)/te,οὔτε,adverb,οὔτε,adverb,gnw=nai,γιγνώσκω,verb,ou)de\,οὐδέ,particle,qeiote/rh,θεῖος,adjective,h)\,ἠέ,conjunction,ai(,ὁ,article,a)/llai,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)de/nai,οἶδα,verb,de\,δέ,particle,xrh\,χρή,verb,tou\s,ὁ,article,a)nqrw/pous,ἄνθρωπος,noun,o(/ti,ὅστις,pronoun,e)c,ἐκ,preposition,ou)deno\s,οὐδείς,pronoun,h(mi=n,ἐγώ,pronoun,ai(,ὁ,article,h(donai\,ἡδονά,noun,gi/nontai,γίγνομαι,verb,kai\,καί,conjunction,ai(,ὁ,article,eu)frosu/nai,εὐφροσύνη,noun,kai\,καί,conjunction,ge/lwtes,γέλως,noun,kai\,καί,conjunction,paidiai\,παιδιή,noun,h)\,e)nteu=qen,ἐντεῦθεν,adverb,kai\,καί,conjunction,ἠέ,conjunction,lu=pai,λύπη,noun,kai\,καί,conjunction,a)ni/ai,ἀνία,noun,kai\,καί,conjunction,dusfrosu/nai,δυσφροσύνη,noun,kai\,καί,conjunction,klauqmoi/,κλαυθμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou/tw|,οὗτος,pronoun,froneu=men,φρονέω,verb,ma/lista,μάλιστα,adverb,kai\,καί,conjunction,noeu=men,νοέω,verb,kai\,καί,conjunction,ble/pomen,βλέπω,verb,kai\,καί,conjunction,a)kou/omen,ἀκούω,verb,kai\,καί,conjunction,ginw/skomen,γιγνώσκω,verb,ta/,τίς,pronoun,te,τε,particle,ai)sxra\,αἰσχρός,adjective,kai\,καί,conjunction,ta\,ὁ,article,kala\,καλός,noun,kai\,καί,conjunction,ta\,kaka\,κακός,adjective,kai\,καί,conjunction,ὁ,article,a)gaqa\,ἀγαθός,adjective,kai\,καί,conjunction,h(de/a,ἡδύς,adjective,kai\,καί,conjunction,a)hde/a,ἀηδής,adjective,ta\,ὁ,article,me\n,μέν,particle,no/mw|,νόμος,noun,diakri/nontes,διακρίνω,verb,ta\,ὁ,article,de\,δέ,particle,tw=|,ὁ,article,cumfe/ronti,συμφέρω,verb,ai)sqano/menoi,αἰσθάνομαι,verb,tw=|,ὁ,article,de\,δέ,particle,kai\,καί,conjunction,ta\s,ὁ,article,h(dona\s,ἡδονά,noun,kai\,καί,conjunction,ta\s,ὁ,article,a)hdi/as,ἀηδία,noun,toi=si,kairoi=si,καιρός,noun,diaginw/skontes,διαγιγνώσκω,verb,kai\,καί,conjunction,ou),οὐ,adverb,tau)ta\,ταυτός,adjective,a)re/skei,ἀρέσκω,verb,h(mi=n,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=|,ὁ,article,de\,δέ,particle,au)tw=|,αὐτός,pronoun,tou/tw|,οὗτος,pronoun,kai\,καί,conjunction,maino/meqa,μαίνομαι,verb,kai\,καί,conjunction,parafrone/omen,παραφρονέω,verb,kai\,καί,conjunction,dei/mata,δεῖμα,noun,kai\,καί,conjunction,fo/boi,φόβος,noun,pari/stantai,παρίστημι,verb,h(mi=n,ἐγώ,pronoun,ta\,ὁ,article,me\n,μέν,particle,nu/ktwr,νύκτωρ,adverb,ta\,ὁ,article,de\,δέ,particle,meq',h(me/rhn,ἡμέρα,noun,kai\,καί,conjunction,μετά,preposition,e)nu/pnia,ἐνύπνιον,noun,kai\,καί,conjunction,pla/noi,πλάνος,adjective,a)/kairoi,ἄκαιρος,adjective,kai\,καί,conjunction,fronti/des,φροντίς,noun,ou)x,οὐ,adverb,i(kneu/menai,ἱκνέομαι,verb,kai\,καί,conjunction,a)gnwsi/h,ἀγνωσία,noun,tw=n,ὁ,article,kaqestew/twn,καθίστημι,verb,kai\,καί,conjunction,a)hqi/h,ἀήθεια,noun,kai\,καί,conjunction,a)peiri/h,ἀπειρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=ta,οὗτος,pronoun,pa/sxomen,πάσχω,verb,a)po\,ἀπό,preposition,tou=,ὁ,article,e)gkefa/lou,ἐγκέφαλος,noun,pa/nta,πᾶς,adjective,o(/tan,ὅταν,conjunction,ou(/tos,ἔτος,noun,mh\,μή,conjunction,u(giai/nh|,ὑγιαίνω,verb,a)ll',ἀλλά,adverb,h)\,ἠέ,conjunction,qermo/teros,θερμός,adjective,th=s,ὁ,article,fu/sios,φύσις,noun,ge/nhtai,γίγνομαι,verb,h)\,ἠέ,conjunction,yuxro/teros,ψυχρός,adjective,h),u(gro/teros,ὑγρός,adjective,h)\,ἠέ,conjunction,,,chro/teros,ξηρός,adjective,h)/,ἠέ,conjunction,ti,τις,pronoun,a)/llo,ἄλλος,adjective,pepo/nqh|,πάσχω,verb,pa/qos,πάθος,adjective,para\,παρά,preposition,th\n,ὁ,article,fu/sin,φύσις,noun,o(\,ὅς,pronoun,mh\,μή,conjunction,e)w/qei,ἔθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,maino/meqa,μαίνομαι,verb,me\n,μέν,particle,u(po\,ὑπό,preposition,u(gro/thtos,ὑγρότης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ko/tan,,,ga\r,γάρ,particle,u(gro/teros,ὑγρός,adjective,th=s,ὁ,article,fu/sios,φύσις,noun,e)/h|,εἰμί,verb,a)na/gkh,ἀνάγκη,noun,kine/esqai,κινέω,verb,kineume/nou,κινέω,verb,de\,δέ,particle,mh/te,μήτε,particle,th\n,ὁ,article,o)/yin,ὄψις,noun,a)tremi/zein,ἀτρεμίζω,verb,mh/te,μήτε,particle,th\n,ὁ,article,a)koh\n,ἀκοή,noun,a)ll',ἀλλά,adverb,a)/llote,ἄλλοτε,adverb,a)/llo,o(ra=|n,ὁράω,verb,kai\,καί,conjunction,ἄλλος,adjective,a)kou/ein,ἀκούω,verb,th/n,ὁ,article,te,τε,particle,glw=ssan,γλῶσσα,noun,toiau=ta,τοιοῦτος,adjective,diale/gesqai,διαλέγω,verb,oi(=a,οἷος,adjective,a)\n,ἄν,particle,ble/ph|,βλέπω,verb,te,τε,particle,kai\,καί,conjunction,a)kou/h|,ἀκούω,verb,e(ka/stote,ἑκάστοτε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ko/son,ὁπόσος,adjective,d',δέ,particle,a)\n,ἄν,particle,a)tremh/sh|,ἀτρεμέω,verb,o(,ὁ,article,e)gke/falos,ἐγκέφαλος,noun,xro/non,χρόνος,noun,tosou=ton,τοσοῦτος,adjective,kai\,καί,conjunction,frone/ei,φρονέω,verb,o(,ὁ,article,a)/nqrwpos,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
