word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/129/lemma/@_entry,word/129/lemma/@_POS,word/40/lemma/@_entry,word/40/lemma/@_POS,word/59/lemma/@_entry,word/59/lemma/@_POS,word/68/lemma/@_entry,word/68/lemma/@_POS
h(mei=s,ἐγώ,pronoun,a)nairw/meqa,ἀναίρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de/n,οὐδείς,pronoun,ge,γε,particle,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,o(tiou=n,ὁτιοῦν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,kata\,κατά,preposition,me\n,μέν,particle,ta)rgu/rion,ἀργύριον,adjective,o(\,ὅς,pronoun,a)\n,ἄν,particle,a)podw=|s,ἀποδίδωμι,verb,o(mologh/somen,ὁμολογέω,verb,e)nanti/on,ἐναντίον,adverb,tou=,ὁ,article,trapezi/tou,τραπεζίτης,noun,a)/kuron,ἄκυρον,noun,poiei=n,ποιέω,verb,th\n,ὁ,article,suggrafh/n,συγγραφή,noun,to\,ὁ,article,me/ntoi,μέντοι,particle,su/nolon,σύνολος,adjective,ou)k,οὐ,adverb,a)\n,ἄν,particle,a)neloi/meqa,ἀναιρέω,verb,e(/ws,ἕως,conjunction,a)\n,ἄν,particle,peri\,περί,preposition,tw=n,ὁ,article,a)ntilegome/nwn,ἀντιλέγω,verb,kriqw=men,κρίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ga\r,γάρ,particle,e)/xontes,ἔχω,verb,di/kaion,δίκαιος,adjective,h)\,ἠέ,conjunction,ti/,τίς,pronoun,to\,ὁ,article,i)sxuro\n,ἰσχυρός,adjective,a)ntidikh/somen,ἀντιδικέω,verb,e)a/n,ἐάν,conjunction,te,τε,particle,pro\s,πρός,preposition,diaithth\n,διαιτητής,noun,e)a/n,ἐάν,conjunction,te,τε,particle,ei)s,εἰς,preposition,dikasth/rion,δικαστήριον,noun,de/h|,δέομαι,verb,badi/zein,βαδίζω,verb,a)nelo/menoi,ἀναιρέω,verb,th\n,ὁ,article,suggrafh/n,συγγραφή,noun,e)n,ἐν,preposition,h(=|,ὅς,pronoun,th\n,ὁ,article,u(pe\r,ὑπέρ,preposition,tw=n,ὁ,article,dikai/wn,δίκαιος,adjective,boh/qeian,βοήθεια,noun,e)/xomen,ἔχω,verb,tau=ta,οὗτος,pronoun,de\,δέ,particle,h(mw=n,ἐγώ,pronoun,lego/ntwn,λέγω,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,kai\,καί,conjunction,a)ciou/ntwn,ἀξιόω,verb,*dionuso/dwron,Διονυσόδωρος,proper,toutoni\,th\n,ὁ,article,me\n,μέν,particle,suggrafh\n,συγγραφή,noun,mh\,μή,conjunction,kinei=n,κινέω,verb,mhde\,μηδέ,particle,a)/kuron,ἄκυρον,noun,poiei=n,ποιέω,verb,th\n,ὁ,article,o(mologoume/nhn,ὁμολογέω,verb,kai\,καί,conjunction,u(p',ὑπό,preposition,au)tw=n,αὐτός,pronoun,tou/twn,οὗτος,pronoun,kuri/an,κυρία,noun,ei)=nai,εἰμί,verb,tw=n,ὁ,article,de\,δέ,particle,xrhma/twn,o(/sa,ὅσος,adjective,me\n,μέν,particle,au)to\s,αὐτός,pronoun,o(mologei=,ὁμολογέω,verb,a)podou=nai,ἀποδίδωμι,verb,h(mi=n,ἐγώ,pronoun,peri\,περί,preposition,de\,δέ,particle,tw=n,a)ntilegome/nwn,ἀντιλέγω,verb,e(toi/mwn,ἑτοῖμος,adjective,o)/ntwn,εἰμί,verb,kriqh=nai,κρίνω,verb,ei)/te,εἴτε,adverb,bou/lointo,βούλομαι,verb,e)f',ἐπί,preposition,e(no\s,εἷς,adjective,ei)/te,εἴτε,adverb,ka)n,ἐν,preposition,plei/osi,πλείων,verb,tw=n,ὁ,article,e)k,ἐκ,preposition,tou=,ὁ,article,e)mpori/ou,ἐμπόριον,noun,ou)k,οὐ,adverb,e)/fh,φημί,verb,prose/xein,προσέχω,verb,*dionuso/dwros,Διονυσόδωρος,proper,tou/twn,οὗτος,pronoun,ou)deni/,οὐδείς,pronoun,a)ll',ἀλλά,adverb,o(/ti,ὅστις,pronoun,th\n,ὁ,article,suggrafh\n,συγγραφή,noun,o(/lws,ὅλος,adjective,ou)k,οὐ,adverb,a)nh|rou/meqa,ἀναιρέω,verb,a)polamba/nontes,ἀπολαμβάνω,verb,a(\,ὅς,pronoun,ou(=tos,οὗτος,pronoun,e)pe/tatten,ἐπιτάσσω,verb,e)/xei,ἔχω,verb,deu/teron,δεύτερος,adjective,e)/tos,ἔτος,noun,ta\,ὁ,article,h(me/tera,ἡμέτερος,adjective,kai\,καί,conjunction,xrh=tai,χράομαι,verb,toi=s,ὁ,article,xrh/masin,χρῆμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,χρῆμα,adjective,ὁ,article
kai\,καί,conjunction,o(\,ὅς,pronoun,pa/ntwn,πᾶς,adjective,e)sti\,εἰμί,verb,deino/taton,δεινός,adjective,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,o(/ti,ὅστις,pronoun,au)to\s,αὐτός,pronoun,me\n,μέν,particle,ou(=tos,οὗτος,pronoun,par',παρά,preposition,e(te/rwn,ἕτερος,adjective,ei)spra/ttei,εἰσπράσσω,verb,nautikou\s,ναυτικός,adjective,to/kous,τόκος,noun,a)po\,ἀπό,preposition,tw=n,ὁ,article,h(mete/rwn,ἡμέτερος,adjective,xrhma/twn,χρῆμα,adjective,ou)k,οὐ,adverb,*)aqh/nhsi,Ἀθήνευς,proper,danei/sas,δανείζω,verb,ou)d',οὐδέ,particle,ei)s,εἰς,preposition,*)aqh/nas,Ἀθήνευς,proper,a)ll',ἀλλά,adverb,ei)s,εἰς,preposition,*(ro/don,,,kai\,καί,conjunction,*ai)/gupton,Αἴγυπτος,proper,h(mi=n,ἐγώ,pronoun,de\,δέ,particle,toi=s,ὁ,article,danei/sasin,δανείζω,verb,ei)s,εἰς,preposition,to\,ὁ,article,u(me/teron,ὑμέτερος,adjective,e)mpo/rion,ἐμπόριον,noun,ou)k,oi)/etai,οἴομαι,verb,dei=n,δέω,verb,tw=n,ὁ,article,dikai/wn,δίκαιος,adjective,ou)de\n,οὐδείς,pronoun,poiei=n,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,,,,
o(/ti,ὅστις,pronoun,d',δέ,particle,a)lhqh=,ἀληθής,adjective,le/gw,λέγω,verb,a)nagnw/setai,ἀναγιγνώσκω,verb,u(mi=n,σύ,pronoun,th\n,ὁ,article,pro/klhsin,πρόκλησις,noun,h(\n,ὅς,pronoun,u(pe\r,ὑπέρ,preposition,tou/twn,οὗτος,pronoun,prou)kalesa/meq',προκαλέω,verb,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,toi/nun,τοίνυν,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,prokalesame/nwn,προκαλέω,verb,h(mw=n,ἐγώ,pronoun,*dionuso/dwron,Διονυσόδωρος,proper,toutoni\,οὗτος,pronoun,polla/kis,πολλάκις,adverb,kai\,καί,conjunction,e)pi\,ἐπί,preposition,polla\s,πολύς,adjective,h(me/ras,ἡμέρα,noun,e)ktiqe/ntwn,ἐκτίθημι,verb,th\n,ὁ,article,pro/klhsin,πρόκλησις,noun,eu)h/qeis,εὐήθης,adjective,e)/fh,φημί,verb,pantelw=s,παντελής,adverb,h(ma=s,ἐγώ,pronoun,ei)=nai,εἰμί,verb,ei),εἰ,conjunction,u(polamba/nomen,ὑπολαμβάνω,verb,au)to\n,αὐτός,pronoun,ou(/tws,οὕτως,adverb,a)logi/stws,ἀλόγιστος,adjective,e)/xein,ἔχω,verb,w(/st',ὥστε,conjunction,e)pi\,ἐπί,preposition,diaithth\n,διαιτητής,noun,badi/zein,βαδίζω,verb,prodh/lou,πρόδηλος,adjective,o)/ntos,εἰμί,verb,o(/ti,ὅστις,pronoun,katagnw/setai,καταγιγνώσκω,verb,au)tou=,αὐτός,pronoun,a)potei=sai,ἀποτίνω,verb,ta\,ὁ,article,xrh/mata,χρῆμα,adjective,e)co\n,au)tw=|,αὐτός,pronoun,e)pi\,ἐπί,preposition,to\,ὁ,article,dikasth/rion,δικαστήριον,noun,h(/kein,ἥκω,verb,fe/ronta,φέρω,verb,to\,ὁ,article,a)rgu/rion,ἀργύριον,adjective,ei)=t',εἶτα,adverb,e)a\n,ἐάν,conjunction,me\n,μέν,particle,du/nhtai,δύναμαι,verb,u(ma=s,σύ,pronoun,parakrou/sasqai,παρακρούω,verb,a)pie/nai,ἄπειμι,verb,ta)llo/tria,ἀλλότριος,adjective,e)/xonta,ἔχω,verb,ei),εἰ,conjunction,de\,mh/,μή,conjunction,thnikau=ta,τηνικαῦτα,adverb,kataqei=nai,κατατίθημι,verb,ta\,ὁ,article,xrh/mata,χρῆμα,adjective,w(s,ὡς,conjunction,a)\n,ἄν,particle,a)/nqrwpos,ἄνθρωπος,noun,ou),tw=|,ὁ,article,dikai/w|,δίκαιος,adjective,pisteu/wn,πιστεύω,verb,a)lla\,ἀλλά,adverb,dia/peiran,διάπειρα,noun,u(mw=n,σύ,pronoun,lamba/nein,λαμβάνω,verb,boulo/menos,βούλομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔξεστι,verb,δέ,particle,οὐ,adverb
ta\,ὁ,article,me\n,μέν,particle,toi/nun,τοίνυν,particle,pepragme/na,πράσσω,verb,*dionusodw/rw|,Διονυσόδωρος,proper,a)khko/ate,ἀκούω,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)/omai,οἴομαι,verb,d',δέ,particle,u(ma=s,σύ,pronoun,qauma/zein,θαυμάζω,verb,a)kou/ontas,ἀκούω,verb,pa/lai,πάλαι,adverb,th\n,ὁ,article,to/lman,τόλμα,noun,au)tou=,αὐτός,pronoun,kai\,καί,conjunction,tw=|,ὁ,article,pote,ποτέ,particle,pisteu/wn,πιστεύω,verb,ei)selh/luqen,εἰσέρχομαι,verb,deuri/,δεῦρο,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,ga\r,γάρ,particle,ou),οὐ,adverb,tolmhro/n,τολμηρός,adjective,ei)/,εἰ,conjunction,tis,τις,pronoun,a)/nqrwpos,ἄνθρωπος,noun,daneisa/menos,δανείζω,verb,xrh/mata,χρῆμα,adjective,e)k,ἐκ,preposition,tou=,ὁ,article,e)mpori/ou,ἐμπόριον,noun,tou=,ὁ,article,*)aqhnai/wn,Ἀθήναια,proper,kai\,καί,conjunction,suggrafh\n,συγγραφή,noun,diarrh/dhn,διαρρήδην,adverb,graya/menos,γράφω,verb,e)f',ἐπί,preposition,w(=|,ὅς,pronoun,te,τε,particle,kataplei=n,καταπλέω,verb,th\n,ὁ,article,nau=n,ναῦς,noun,ei)s,εἰς,preposition,to\,ὁ,article,u(me/teron,ὑμέτερος,adjective,e)mpo/rion,ἐμπόριον,noun,ei),εἰ,conjunction,de\,δέ,particle,mh/,μή,conjunction,a)poti/nein,ἀποτίνω,verb,dipla/sia,διπλάσιος,adjective,ta\,ὁ,article,xrh/mata,χρῆμα,adjective,mh/te,μήτε,particle,th\n,ὁ,article,nau=n,ναῦς,noun,katakeko/miken,κατακομίζω,verb,ei)s,εἰς,preposition,to\n,*peiraia=,Πειραιεύς,proper,mh/te,μήτε,particle,ta\,ὁ,article,xrh/mata,χρῆμα,adjective,a)podi/dwsi,ἀποδίδωμι,verb,toi=s,ὁ,article,danei/sasin,δανείζω,verb,to/n,ὁ,article,te,τε,particle,si=ton,σῖτος,noun,e)celo/menos,ἐξαιρέω,verb,e)n,ἐν,preposition,*(ro/dw|,,,a)pe/doto,ἀποδίδωμι,verb,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,diapepragme/nos,διαπράσσω,verb,mhde\n,μηδείς,pronoun,h(=tton,tolma=|,τολμάω,verb,ble/pein,βλέπω,verb,ei)s,εἰς,preposition,ta\,ὁ,article,u(me/tera,ὑμέτερος,adjective,pro/swpa,πρόσωπον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ἥσσων,adverb,,
a(\,ὅς,pronoun,dh\,δή,particle,le/gei,λέγω,verb,pro\s,πρός,preposition,tau=ta,οὗτος,pronoun,a)kou/sate,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
