word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/10/lemma/@_entry,word/10/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/21/lemma/@_entry,word/21/lemma/@_POS,word/24/lemma/@_entry,word/24/lemma/@_POS,word/33/lemma/@_entry,word/33/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/43/lemma/@_entry,word/43/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS
ou(/tw,οὕτως,adverb,ga\r,γάρ,particle,a)\n,ἄν,particle,ta/xista,τάχιστος,adjective,u(gie\s,ὑγιής,adverb,ge/noito,γίγνομαι,verb,chrh=s,ξηρά,noun,sarko\s,σάρξ,adjective,blastou/shs,βλαστάνω,verb,kai\,καί,conjunction,mh\,u(grh=s,ὑγρός,adjective,kai\,καί,conjunction,ou(/tws,οὕτως,adverb,ou)k,οὐ,adverb,a)\n,ἄν,particle,u(persarkh/seie,ὑπερσαρκέω,verb,μή,conjunction,to\,ὁ,article,e(/lkos,ἕλκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,au)to\s,αὐτός,pronoun,lo/gos,λόγος,noun,kai\,καί,conjunction,u(pe\r,ὑπέρ,preposition,th=s,ὁ,article,mh/niggos,,,th=s,ὁ,article,peri\,περί,preposition,to\n,e)gke/falon,ἐγκέφαλος,noun,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,ga\r,γάρ,particle,au)ti/ka,αὐτίκα,adverb,e)kpri/sas,ἐκπρίω,verb,to\,ὁ,article,o)ste/on,ὀστέον,noun,kai\,καί,conjunction,a)felw\n,ἀφαιρέω,verb,a)po\,ἀπό,preposition,th=s,ὁ,article,mh/niggos,yilw/sh|s,ψιλόω,verb,au)th\n,αὐτός,pronoun,kaqarh\n,καθαρός,adjective,xrh\,χρή,verb,poih=sai,ποιέω,verb,w(s,ὡς,conjunction,,,ta/xista,τάχιστος,adjective,kai\,καί,conjunction,chrh\n,ξηρός,adjective,w(s,ὡς,conjunction,mh\,e)pi\,ἐπί,preposition,poulu\n,πολύς,adjective,xro/non,u(grh\,ὑγρός,adjective,e)ou=sa,εἰμί,verb,mudh/h|,,,te,τε,particle,kai\,καί,conjunction,e)cai/rhtai,ἐξαίρω,verb,,,,,,,,,,,μή,conjunction,χρόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/twn,οὗτος,pronoun,ga\r,γάρ,particle,ou(/tw,οὕτως,adverb,gignome/nwn,γίγνομαι,verb,saph=nai,σήπω,verb,au)th\n,αὐτός,pronoun,ki/ndunos,κίνδυνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)ste/on,ὀστέον,noun,de\,δέ,particle,o(/,ὅς,pronoun,ti,τις,pronoun,dei=,δέομαι,verb,a)posth=nai,ἀφίστημι,verb,a)po\,ἀπό,preposition,tou=,ὁ,article,a)/llou,ἄλλος,adjective,o)ste/ou,ὀστέον,noun,e(/lkeos,e)n,ἐν,preposition,kefalh=|,κεφαλή,noun,genome/nou,γίγνομαι,verb,e(/drhs,ἕδρα,noun,te,τε,particle,e)ou/shs,εἰμί,verb,ἕλκος,noun,tou=,ὁ,article,be/leos,βέλος,noun,e)n,ἐν,preposition,tw=|,ὁ,article,o)ste/w|,h)\,ἠέ,conjunction,a)/llws,ἄλλως,adverb,e)pi\,poulu\,πολύς,adjective,yilwqe/ntos,ψιλόω,verb,tou=,ὁ,article,o)ste/ou,ὀστέον,noun,a)fi/statai,ἀφίστημι,verb,e)pi\,ἐπί,preposition,poulu\,πολύς,adjective,e)/caimon,ἔξαιμος,adjective,gino/menon,,,,ὀστέον,noun,ἐπί,preposition,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nachrai/netai,ἀναξηραίνω,verb,ga\r,γάρ,particle,to\,ὁ,article,ai(=ma,αἷμα,noun,e)k,ἐκ,preposition,tou=,ὁ,article,o)ste/ou,ὀστέον,noun,u(po/,ὑπό,preposition,te,τε,particle,tou=,ὁ,article,xro/nou,kai\,καί,conjunction,u(po\,ὑπό,preposition,farma/kwn,φάρμακον,noun,tw=n,ὁ,article,plei/stwn,πλεῖστος,adjective,,,,χρόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/xista,τάχιστος,adjective,d',δέ,particle,a)\n,ἄν,particle,a)postai/h,ἀφίστημι,verb,ei)/,εἰ,conjunction,tis,τις,pronoun,to\,ὁ,article,e(/lkos,ἕλκος,noun,w(s,ὡς,conjunction,ta/xista,τάχιστος,adjective,kaqh/ras,chrai/noi,ξηραίνω,verb,to\,ὁ,article,loipo\n,λοιπός,adjective,to/,ὁ,article,te,τε,particle,e(/lkos,ἕλκος,noun,καθαίρω,verb,kai\,καί,conjunction,to\,ὁ,article,o)ste/on,ὀστέον,noun,kai\,καί,conjunction,to\,mei=zon,μέγας,adverb,kai\,καί,conjunction,to\,h(=sson,ἥσσων,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,ga\r,γάρ,particle,ta/xista,τάχιστος,adjective,a)pochranqe\n,ἀποξηραίνω,verb,kai\,καί,conjunction,a)postrakwqe\n,ἀποστρακόομαι,verb,tou/tw|,οὗτος,pronoun,ma/lista,μάλιστα,adverb,a)fi/etai,ἀφίημι,verb,a)po\,ἀπό,preposition,tou=,a)/llou,ἄλλος,adjective,o)ste/ou,ὀστέον,noun,tou=,ὁ,article,e)nai/mou,ἔναιμος,adjective,te,τε,particle,kai\,καί,conjunction,ὁ,article,zw=ntos,ζάω,verb,au)te/ou,,,e)/caimo/n,ἔξαιμος,adjective,te,τε,particle,geno/menon,kai\,καί,conjunction,chro\n,ξηρός,adjective,tw=|,e)nai/mw|,ἔναιμος,adjective,kai\,καί,conjunction,zw=nti,ζάω,verb,ma/la,μάλα,adverb,e)fi/statai,ἐφίστημι,verb,,,,,,,,,,,,,,γίγνομαι,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/sa,ὅσος,adjective,de\,δέ,particle,tw=n,ὁ,article,o)ste/wn,ὀστέον,noun,e)sfla=tai,ἐσφλάω,verb,e)/sw,ἔσω,adjective,e)k,ἐκ,preposition,th=s,ὁ,article,fu/sios,φύσις,noun,th=s,ὁ,article,e(wutw=n,katar)*rage/nta,,,h)\,ἠέ,conjunction,kai\,καί,conjunction,diakope/nta,διακόπτω,verb,pa/nu,πάνυ,adverb,eu)re/a,εὐρύς,adjective,ἑαυτοῦ,pronoun,a)kinduno/tera,ἀκίνδυνος,adjective,ta\,ὁ,article,toiau=ta,τοιοῦτος,adjective,gi/netai,γίγνομαι,verb,e)ph\n,h(,ὁ,article,mh=nigc,,,u(gih\s,h)=|,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπήν,conjunction,ὑγιής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta\,ὁ,article,ple/osi,πλείων,verb,*rwgmh=|sin,,,e)skatar)*rage/nta,,,kai\,καί,conjunction,eu)rute/rh|sin,εὐρύς,adjective,e)/ti,ἔτι,adverb,a)kinduno/tera,ἀκίνδυνος,adjective,kai\,καί,conjunction,eu)mare/stera,e)s,εἰς,preposition,th\n,ὁ,article,a)fai/resin,ἀφαίρεσις,noun,gi/netai,γίγνομαι,verb,,,,,,,εὐμαρής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ou),οὐ,adverb,xrh\,χρή,verb,pri/ein,πρίω,verb,tw=n,ὁ,article,toiou/twn,τοιοῦτος,adjective,ou)de\n,οὐδείς,pronoun,ou)de\,οὐδέ,particle,kinduneu/ein,κινδυνεύω,verb,ta\,ὁ,article,o)ste/a,peirw/menon,πειράω,verb,a)faire/ein,ἀφαιρέω,verb,pri\n,πρίν,adverb,h)\,ἠέ,conjunction,au)to/mata,αὐτόματος,adjective,e)pani/h|,ἐπάνειμι,verb,ὀστέον,noun,oi)/deos,οἶδος,noun,prw=ton,πρότερος,adjective,xala/santos,χαλάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pane/rxetai,ἐπανέρχομαι,verb,de\,δέ,particle,th=s,ὁ,article,sarko\s,σάρξ,adjective,u(pofuome/nhs,ὑποφύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(pofu/etai,ὑποφύω,verb,de\,δέ,particle,e)k,ἐκ,preposition,th=s,ὁ,article,diplo/hs,διπλόη,noun,tou=,ὁ,article,o)ste/ou,ὀστέον,noun,kai\,καί,conjunction,e)k,ἐκ,preposition,tou=,ὁ,article,u(gie/os,h)\n,ἐάν,conjunction,h(,ὁ,article,a)/nwqen,ἄνωθεν,adverb,moi=ra,μοῖρα,adjective,mou/nh,μόνος,adjective,sfakeli/sh|,σφακελίζω,verb,ὑγιής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,d',δέ,particle,a)\n,ἄν,particle,ta/xista,τάχιστος,adjective,h(/,ὅς,pronoun,te,τε,particle,sa\rc,σάρξ,adjective,u(pofu/oito,ὑποφύω,verb,kai\,καί,conjunction,blasta/noi,βλαστάνω,verb,kai\,ta\,ὁ,article,o)ste/a,ὀστέον,noun,e)pani/oi,ἐπάνειμι,verb,ei)/,εἰ,conjunction,tis,τις,pronoun,to\,ὁ,article,καί,conjunction,e(/lkos,ἕλκος,noun,w(s,ὡς,conjunction,ta/xista,τάχιστος,adjective,dia/puon,διάπυος,adjective,poih/sas,kaqaro\n,καθαρός,adjective,poih/shtai,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h)\n,ἐάν,conjunction,dia\,διά,preposition,panto\s,πᾶς,adjective,tou=,ὁ,article,o)ste/ou,ὀστέον,noun,a)/mfw,ἄμφω,noun,ai(,ὁ,article,moi=rai,μοῖρα,adjective,e)sflasqw=sin,,,e)/sw,e)s,εἰς,preposition,th\n,ὁ,article,mh/nigga,,,h(/,ὅς,pronoun,te,τε,particle,a)/nw,ἄνω,adverb,ἔσω,adjective,moi/rh,μοῖρα,adjective,tou=,ὁ,article,o)ste/ou,ὀστέον,noun,kai\,καί,conjunction,h(,ka/tw,κάτος,adjective,i)htreu/onti,,,w(sau/tws,to\,ὁ,article,e(/lkos,ἕλκος,noun,u(gie\s,ὑγιής,adverb,ta/xista,τάχιστος,adjective,e)/stai,εἰμί,verb,kai\,καί,conjunction,ta\,ὁ,article,o)ste/a,ὀστέον,noun,ta/xista,e)pa/neisi,ἐπάνειμι,verb,ὁ,article,ὡσαύτως,adverb,τάχιστος,adjective,ta\,ὁ,article,e)sflasqe/nta,,,e)/sw,ἔσω,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,de\,δέ,particle,paidi/wn,παίδιον,noun,ta\,ὁ,article,o)ste/a,ὀστέον,noun,kai\,καί,conjunction,lepto/tera/,λεπτός,adjective,e)sti,εἰμί,verb,kai\,καί,conjunction,malqakw/tera,μαλθακός,adjective,dia\,tou=to,οὗτος,pronoun,o(/ti,ὅστις,pronoun,e)naimo/tera/,ἔναιμος,adjective,e)sti,εἰμί,verb,kai\,καί,conjunction,koi=la,κόιλος,adjective,διά,preposition,kai\,καί,conjunction,shraggw/dea,σηραγγώδης,adjective,kai\,καί,conjunction,ou)/te,οὔτε,adverb,pukna\,ou)/te,οὔτε,adverb,sterea/,στερεός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πυκνός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,u(po\,ὑπό,preposition,tw=n,ὁ,article,bele/wn,βέλος,noun,i)/swn,ἴσος,adjective,te,τε,particle,e)o/ntwn,εἰμί,verb,kai\,καί,conjunction,a)sqeneste/rwn,ἀσθενής,adjective,kai\,καί,conjunction,trwqe/ntwn,o(moi/ws,ὅμοιος,adjective,te,τε,particle,kai\,καί,conjunction,h(=sson,ἥσσων,adverb,to\,ὁ,article,tou=,ὁ,article,τιτρώσκω,verb,newte/rou,νέος,adjective,paidi/ou,παίδιον,noun,kai\,καί,conjunction,ma=llon,μᾶλλον,adverb,kai\,qa=sson,θάσσων,adjective,u(popui/+sketai,,,h)\,to\,ὁ,article,tou=,ὁ,article,presbute/rou,πρέσβυς,noun,kai\,καί,conjunction,e)n,ἐν,preposition,e)la/ssoni,ἐλάσσων,adjective,xro/nw|,χρόνος,noun,,,,,,,,καί,conjunction,ἠέ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(/sa,ὅσος,adjective,a)\n,ἄν,particle,a)/llws,ἄλλως,adverb,me/llh|,μέλλω,verb,a)poqanei=sqai,ἀποθνήσκω,verb,e)k,ἐκ,preposition,tou=,ὁ,article,trw/matos,τραῦμα,noun,o(,ὁ,article,new/teros,tou=,ὁ,article,presbute/rou,πρέσβυς,noun,qa=sson,θάσσων,adjective,a)po/llutai,ἀπόλλυμι,verb,,,,,,,νέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
