word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/1/lemma/@_entry,word/1/lemma/@_POS,word/3/lemma/@_entry,word/3/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS
*tou\s,ὁ,article,e)mou\s,lo/gous,λόγος,noun,ui(e/,fobh/qhti,φοβέω,verb,kai\,καί,conjunction,deca/menos,δέχομαι,verb,au)tou\s,metano/ei,μετανοέω,verb,ta/de,ὅδε,pronoun,le/gei,λέγω,verb,o(,ὁ,article,a)nh\r,ἀνήρ,noun,toi=s,ὁ,article,pisteu/ousin,πιστεύω,verb,qew=|,θεός,noun,kai\,καί,conjunction,pau/omai,παύω,verb,a)frone/statos,ἄφρων,adjective,ga/r,γάρ,particle,ei)mi,εἰμί,verb,pa/ntwn,πᾶς,adjective,a)nqrw/pwn,ἄνθρωπος,noun,kai\,καί,conjunction,fro/nhsis,φρόνησις,noun,a)nqrw/pwn,ἄνθρωπος,noun,ou)k,οὐ,adverb,e)/stin,εἰμί,verb,e)n,ἐν,preposition,e)moi/,ἐγώ,pronoun,qeo\s,θεός,noun,dedi/daxe/n,διδάσκω,verb,me,ἐγώ,pronoun,sofi/an,σοφία,noun,kai\,καί,conjunction,gnw=sin,γνῶσις,noun,a(gi/wn,ἅγιος,adjective,e)/gnwka,γιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐμός,adjective,υἱός,noun,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,a)ne/bh,ei)s,εἰς,preposition,to\n,ou)rano\n,οὐρανός,noun,kai\,καί,conjunction,kate/bh,καταβαίνω,verb,ti/s,sunh/gagen,συνάγω,verb,a)ne/mous,ἄνεμος,noun,e)n,ἐν,preposition,ko/lpw|,κόλπος,noun,ti/s,τίς,pronoun,sune/streyen,συστρέφω,verb,u(/dwr,ὕδωρ,noun,e)n,ἐν,preposition,i(mati/w|,ἱμάτιον,adjective,ti/s,τίς,pronoun,e)kra/thsen,κρατέω,verb,pa/ntwn,πᾶς,adjective,tw=n,ὁ,article,a)/krwn,ἄκρον,noun,th=s,ὁ,article,gh=s,γῆ,noun,ti/,τίς,pronoun,o)/noma,ὄνομα,adjective,au)tw=|,αὐτός,pronoun,h)\,ἠέ,conjunction,ti/,τίς,pronoun,o)/noma,ὄνομα,adjective,toi=s,ὁ,article,te/knois,τέκνον,noun,au)tou=,αὐτός,pronoun,i(/na,ἵνα,conjunction,gnw=|s,γιγνώσκω,verb,pa/ntes,πᾶς,adjective,lo/goi,λόγος,noun,qeou=,θεός,noun,pepurwme/noi,πυρόω,verb,u(peraspi/zei,ὑπερασπίζω,verb,de\,δέ,particle,au)to\s,αὐτός,pronoun,tw=n,ὁ,article,eu)laboume/nwn,εὐλαβέομαι,verb,au)to/n,αὐτός,pronoun,mh\,μή,conjunction,prosqh=|s,προσθέω,verb,toi=s,ὁ,article,lo/gois,λόγος,noun,au)tou=,αὐτός,pronoun,i(/na,ἵνα,conjunction,mh\,μή,conjunction,e)le/gch|,ἐλέγχω,verb,se,σύ,pronoun,kai\,καί,conjunction,yeudh\s,ψευδής,adverb,ge/nh|,γίγνομαι,verb,,,,,,,,,,ἀναβαίνω,verb,ὁ,article,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
du/o,δύο,adjective,ai)tou=mai,para\,παρά,preposition,sou=,mh\,μή,conjunction,a)fe/lh|s,ἀφαιρέω,verb,mou,ἐγώ,pronoun,xa/rin,pro\,πρό,preposition,tou=,ὁ,article,a)poqanei=n,ἀποθνήσκω,verb,me,ἐγώ,pronoun,ma/taion,μάταιος,adjective,lo/gon,λόγος,noun,kai\,καί,conjunction,yeudh=,ψευδής,adverb,makra/n,μακράν,adverb,mou,ἐγώ,pronoun,poi/hson,ποιέω,verb,plou=ton,πλοῦτος,noun,de\,δέ,particle,kai\,καί,conjunction,peni/an,πενία,noun,mh/,μή,conjunction,moi,ἐγώ,pronoun,dw=|s,δίδωμι,verb,su/ntacon,συντάσσω,verb,de/,δέ,particle,moi,ἐγώ,pronoun,ta\,ὁ,article,de/onta,δέω,verb,kai\,καί,conjunction,ta\,ὁ,article,au)ta/rkh,αὐτάρκης,adverb,i(/na,ἵνα,conjunction,mh\,μή,conjunction,plhsqei\s,πίμπλημι,verb,yeudh\s,ψευδής,adverb,ge/nwmai,γίγνομαι,verb,kai\,καί,conjunction,ei)/pw,εἶπον,verb,*ti/s,τίς,pronoun,me,ἐγώ,pronoun,o(ra=|,ὁράω,verb,h)\,ἠέ,conjunction,penhqei\s,πενέω,verb,kle/yw,κλέπτω,verb,kai\,καί,conjunction,o)mo/sw,ὄμνυμι,verb,to\,ὁ,article,o)/noma,ὄνομα,adjective,tou=,ὁ,article,qeou=,θεός,noun,,,,,,,,,,,,,,,,,,,,,,αἰτέω,verb,σύ,pronoun,χάρις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,paradw=|s,oi)ke/thn,οἰκέτης,noun,ei)s,xei=ras,χείρ,noun,despo/tou,δεσπότης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,παραδίδωμι,verb,εἰς,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh/pote,μήποτε,adverb,katara/shtai/,se,σύ,pronoun,kai\,a)fanisqh=|s,ἀφανίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καταράομαι,verb,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/kgonon,κίκω,verb,kako\n,pate/ra,πατήρ,noun,katara=tai,th\n,ὁ,article,de\,δέ,particle,mhte/ra,μήτηρ,noun,ou)k,eu)logei=,εὐλογέω,verb,e)/kgonon,κίκω,verb,kako\n,κακός,adjective,di/kaion,δίκαιος,adjective,e(auto\n,ἑαυτοῦ,pronoun,kri/nei,κρίνω,verb,th\n,ὁ,article,de\,δέ,particle,e)/codon,ἔξοδος,noun,au)tou=,αὐτός,pronoun,ou)k,οὐ,adverb,a)pe/niyen,ἀπονίζω,verb,e)/kgonon,κίκω,verb,kako\n,κακός,adjective,u(yhlou\s,ὑψηλός,adjective,o)fqalmou\s,ὀφθαλμός,noun,e)/xei,ἔχω,verb,toi=s,ὁ,article,de\,δέ,particle,blefa/rois,βλέφαρον,noun,au)tou=,αὐτός,pronoun,e)pai/retai,ἐπαίρω,verb,e)/kgonon,κίκω,verb,kako\n,κακός,adjective,maxai/ras,μάχαιρα,noun,tou\s,ὁ,article,o)do/ntas,ὀδούς,noun,e)/xei,ἔχω,verb,kai\,καί,conjunction,ta\s,ὁ,article,mu/las,μύλη,noun,tomi/das,τομίς,noun,w(/ste,ὥστε,conjunction,a)nali/skein,ἀναλίσκω,verb,kai\,καί,conjunction,katesqi/ein,κατεσθίω,verb,tou\s,ὁ,article,tapeinou\s,ταπεινός,adjective,a)po\,ἀπό,preposition,th=s,ὁ,article,gh=s,γῆ,noun,kai\,καί,conjunction,tou\s,ὁ,article,pe/nhtas,πένης,noun,au)tw=n,αὐτός,pronoun,e)c,ἐκ,preposition,a)nqrw/pwn,ἄνθρωπος,noun,,,,,,,,,,,,,,,,κακός,adjective,καταράομαι,verb,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tau=ta,οὗτος,pronoun,de\,le/gw,λέγω,verb,u(mi=n,toi=s,ὁ,article,sofoi=s,σοφός,adjective,e)piginw/skein,ἐπιγιγνώσκω,verb,ai)dei=sqai,pro/swpon,πρόσωπον,noun,e)n,ἐν,preposition,kri/sei,κρίσις,adjective,ou),οὐ,adverb,kalo/n,καλός,noun,o(,ὁ,article,ei)pw\n,εἶπον,verb,to\n,ὁ,article,a)sebh=,ἀσεβής,adjective,*di/kaio/s,Δίκαιος,proper,e)stin,εἰμί,verb,e)pikata/ratos,ἐπικατάρατος,adjective,laoi=s,λαός,noun,e)/stai,εἰμί,verb,kai\,καί,conjunction,mishto\s,μισητός,adjective,ei)s,εἰς,preposition,e)/qnh,ἔθνος,adjective,oi(,ὁ,article,de\,δέ,particle,e)le/gxontes,ἐλέγχω,verb,belti/ous,βελτίων,adverb,fanou=ntai,φαίνω,verb,e)p',ἐπί,preposition,au)tou\s,αὐτός,pronoun,de\,δέ,particle,h(/cei,ἥκω,verb,eu)logi/a,εὐλογία,noun,a)gaqh/,ἀγαθός,adjective,xei/lh,χεῖλος,noun,de\,δέ,particle,filh/sousin,φιλέω,verb,a)pokrino/mena,ἀποκρίνω,verb,lo/gous,λόγος,noun,a)gaqou/s,ἀγαθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,σύ,pronoun,αἰδέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(toi/maze,ἑτοιμάζω,verb,ei)s,th\n,ὁ,article,e)/codon,ta\,ὁ,article,e)/rga,ἔργον,noun,sou,σύ,pronoun,kai\,paraskeua/zou,παρασκευάζω,verb,ei)s,εἰς,preposition,to\n,ὁ,article,a)gro\n,ἀγρός,noun,kai\,καί,conjunction,poreu/ou,πορεύω,verb,kato/pisqe/n,κατόπισθεν,adverb,mou,ἐγώ,pronoun,kai\,καί,conjunction,a)noikodomh/seis,ἀνοικοδομέω,verb,to\n,ὁ,article,oi)=ko/n,οἶκος,noun,sou,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰς,preposition,ἔξοδος,noun,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,i)/sqi,yeudh\s,ψευδής,adverb,ma/rtus,e)pi\,ἐπί,preposition,so\n,σός,adjective,poli/thn,πολίτης,noun,mhde\,platu/nou,πλατύνω,verb,soi=s,σός,adjective,xei/lesin,χεῖλος,noun,mh\,μή,conjunction,ei)/ph|s,εἶπον,verb,*(\on,ὅς,pronoun,tro/pon,τρόπος,noun,e)xrh/sato/,χράω,verb,moi,ἐγώ,pronoun,xrh/somai,χράω,verb,au)tw=|,αὐτός,pronoun,tei/somai,τίνω,verb,de\,δέ,particle,au)to\n,αὐτός,pronoun,a(/,ὅς,pronoun,me,ἐγώ,pronoun,h)di/khsen,ἀδικέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,μάρτυς,noun,μηδέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/sper,ὥσπερ,adverb,gew/rgion,a)nh\r,ἀνήρ,noun,a)/frwn,kai\,καί,conjunction,w(/sper,ὥσπερ,adverb,a)mpelw\n,ἀμπελών,noun,a)/nqrwpos,e)ndeh\s,ἐνδεής,adjective,frenw=n,φρήν,noun,e)a\n,ἐάν,conjunction,a)fh=|s,ἀφίημι,verb,au)to/n,αὐτός,pronoun,xerswqh/setai,χερσόω,verb,kai\,καί,conjunction,xortomanh/sei,,,o(/los,ὅλος,adjective,kai\,καί,conjunction,gi/netai,γίγνομαι,verb,e)kleleimme/nos,ἐκλείπω,verb,oi(,ὁ,article,de\,δέ,particle,fragmoi\,φραγμός,noun,tw=n,ὁ,article,li/qwn,λίθος,adjective,au)tou=,αὐτός,pronoun,kataska/ptontai,κατασκάπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γεώργιον,noun,ἄφρων,adjective,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(/steron,ὕστερος,adjective,e)gw\,meteno/hsa,μετανοέω,verb,e)pe/bleya,tou=,ὁ,article,e)kle/casqai,ἐκλέγω,verb,paidei/an,παιδεία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγώ,pronoun,ἐπιβλέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)li/gon,ὀλίγος,adjective,nusta/zw,o)li/gon,ὀλίγος,adjective,de\,kaqupnw=,καθυπνόω,verb,o)li/gon,ὀλίγος,adjective,de\,δέ,particle,e)nagkali/zomai,xersi\n,χείρ,noun,sth/qh,στῆθος,noun,e)a\n,ἐάν,conjunction,de\,δέ,particle,tou=to,οὗτος,pronoun,poih=|s,ποιέω,verb,h(/cei,ἥκω,verb,proporeuome/nh,προπορεύομαι,verb,h(,ὁ,article,peni/a,πενία,noun,sou,σύ,pronoun,kai\,καί,conjunction,h(,ὁ,article,e)/ndeia/,ἔνδεια,noun,sou,σύ,pronoun,w(/sper,ὥσπερ,adverb,a)gaqo\s,ἀγαθός,adjective,dromeu/s,δρομεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,νυστάζω,verb,δέ,particle,ἐναγκαλίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*th=|,ὁ,article,bde/llh|,trei=s,τρέω,verb,qugate/res,h)=san,εἰμί,verb,a)gaph/sei,ἀγαπάω,verb,a)gapw/menai,ἀγαπάω,verb,kai\,ai(,ὁ,article,trei=s,τρέω,verb,au(=tai,οὗτος,pronoun,ou)k,οὐ,adverb,e)nepi/mplasan,ἐμπίπλημι,verb,au)th/n,αὐτός,pronoun,kai\,καί,conjunction,h(,ὁ,article,teta/rth,τέταρτος,adjective,ou)k,οὐ,adverb,h)rke/sqh,ἀρκέω,verb,ei)pei=n,εἶπον,verb,*(ikano/n,ἱκανός,adjective,a(/|dhs,ᾅδης,noun,kai\,καί,conjunction,e)/rws,ἔρος,noun,gunaiko\s,γυνή,noun,kai\,καί,conjunction,ta/rtaros,,,kai\,καί,conjunction,gh=,γῆ,noun,ou)k,οὐ,adverb,e)mpiplame/nh,ἐμπίπλημι,verb,u(/datos,ὕδωρ,noun,kai\,καί,conjunction,u(/dwr,ὕδωρ,noun,kai\,καί,conjunction,pu=r,πῦρ,noun,ou),οὐ,adverb,mh\,μή,conjunction,ei)/pwsin,εἶπον,verb,*)arkei=,ἀρκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,βδέλλα,noun,θυγάτηρ,adjective,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)fqalmo\n,ὀφθαλμός,noun,katagelw=nta,patro\s,πατήρ,noun,kai\,a)tima/zonta,ἀτιμάζω,verb,gh=ras,γῆρας,noun,mhtro/s,μήτηρ,noun,e)kko/yaisan,au)to\n,αὐτός,pronoun,ko/rakes,κόραξ,noun,e)k,ἐκ,preposition,tw=n,ὁ,article,fara/ggwn,φάραγξ,noun,kai\,καί,conjunction,katafa/goisan,,,au)to\n,αὐτός,pronoun,neossoi\,νεοσσός,noun,a)etw=n,ἀετός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καταγελάω,verb,καί,conjunction,ἐκκόπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tri/a,τρεῖς,noun,de/,e)stin,εἰμί,verb,a)du/nata/,moi,ἐγώ,pronoun,noh=sai,νοέω,verb,kai\,καί,conjunction,to\,te/tarton,τέταρτος,adjective,ou)k,οὐ,adverb,e)piginw/skw,ἐπιγιγνώσκω,verb,i)/xnh,ἴχνος,noun,a)etou=,ἀετός,noun,petome/nou,πέτομαι,verb,kai\,καί,conjunction,o(dou\s,ὁδός,adjective,o)/fews,ὄφις,noun,e)pi\,ἐπί,preposition,pe/tras,πέτρα,noun,kai\,καί,conjunction,tri/bous,τρίβος,noun,nho\s,ναός,noun,pontoporou/shs,ποντοπορέω,verb,kai\,καί,conjunction,o(dou\s,ὁδός,adjective,a)ndro\s,ἀνήρ,noun,e)n,ἐν,preposition,neo/thti,νεότης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,ἀδύνατος,adjective,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiau/th,τοιοῦτος,adjective,o(do\s,gunaiko\s,γυνή,noun,moixali/dos,h(/,ὅς,pronoun,o(/tan,ὅταν,conjunction,pra/ch|,πρᾶξις,adjective,a)poniyame/nh,ou)de/n,οὐδείς,pronoun,fhsin,φημί,verb,pepraxe/nai,πράσσω,verb,a)/topon,ἄτοπος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁδός,adjective,μοιχαλίς,adjective,ἀπονίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,triw=n,sei/etai,σείω,verb,h(,gh=,γῆ,noun,to\,ὁ,article,de\,δέ,particle,te/tarton,ou),οὐ,adverb,du/natai,δύναμαι,verb,fe/rein,φέρω,verb,e)a\n,ἐάν,conjunction,oi)ke/ths,οἰκέτης,noun,basileu/sh|,βασιλεύω,verb,kai\,καί,conjunction,a)/frwn,ἄφρων,adjective,plhsqh=|,πίμπλημι,verb,siti/wn,σιτίον,noun,kai\,καί,conjunction,oi)ke/tis,οἰκέτις,noun,e)a\n,ἐάν,conjunction,e)kba/lh|,ἐκβάλλω,verb,th\n,ὁ,article,e(auth=s,ἑαυτοῦ,pronoun,kuri/an,κυρία,noun,kai\,καί,conjunction,mishth\,μισητός,adjective,gunh\,γυνή,noun,e)a\n,ἐάν,conjunction,tu/xh|,τυγχάνω,verb,a)ndro\s,ἀνήρ,noun,a)gaqou=,ἀγαθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τρεῖς,noun,ὁ,article,τέταρτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
