word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/33/lemma/@_entry,word/33/lemma/@_POS,word/40/lemma/@_entry,word/40/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS
oi(/tines,ὅστις,pronoun,proselqo/ntes,προσέρχομαι,verb,toi=s,ὁ,article,a)rxiereu=sin,ἀρχιερεύς,adjective,kai\,καί,conjunction,toi=s,ὁ,article,presbute/rois,πρέσβυς,noun,ei)=pan,εἶπον,verb,*)anaqe/mati,ἀνάθεμα,noun,a)neqemati/samen,ἀναθεματίζω,verb,e(autou\s,ἑαυτοῦ,pronoun,mhdeno\s,μηδείς,pronoun,geu/sasqai,γεύω,verb,e(/ws,ἕως,conjunction,ou(=,ἕ,pronoun,a)poktei/nwmen,ἀποκτείνω,verb,to\n,ὁ,article,*pau=lon,Παῦλος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,ou)=n,οὖν,particle,u(mei=s,σύ,pronoun,e)mfani/sate,ἐμφανίζω,verb,tw=|,ὁ,article,xilia/rxw|,χιλίαρχος,noun,su\n,σύν,preposition,tw=|,ὁ,article,sunedri/w|,συνέδριον,noun,o(/pws,ὅπως,conjunction,kataga/gh|,κατάγω,verb,au)to\n,αὐτός,pronoun,ei)s,εἰς,preposition,u(ma=s,σύ,pronoun,w(s,ὡς,conjunction,me/llontas,μέλλω,verb,diaginw/skein,διαγιγνώσκω,verb,a)kribe/steron,ἀκριβής,adjective,ta\,ὁ,article,peri\,περί,preposition,au)tou=,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,ἐγώ,pronoun,de\,δέ,particle,pro\,πρό,preposition,tou=,ὁ,article,e)ggi/sai,,,au)to\n,αὐτός,pronoun,e(/toimoi/,ἑτοῖμος,adjective,e)smen,εἰμί,verb,tou=,ὁ,article,a)nelei=n,ἀναιρέω,verb,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)akou/sas,ἀκέω,verb,de\,δέ,particle,o(,ὁ,article,ui(o\s,υἱός,noun,th=s,ὁ,article,a)delfh=s,ἀδελφή,noun,*pau/lou,Παῦλος,proper,th\n,ὁ,article,e)ne/dran,ἐνέδρα,noun,parageno/menos,παραγίγνομαι,verb,kai\,καί,conjunction,ei)selqw\n,εἰσέρχομαι,verb,ei)s,εἰς,preposition,th\n,ὁ,article,parembolh\n,παρεμβολή,noun,a)ph/ggeilen,ἀπαγγέλλω,verb,tw=|,ὁ,article,*pau/lw|,Παῦλος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proskalesa/menos,προσκαλέω,verb,de\,δέ,particle,o(,ὁ,article,*pau=los,Παῦλος,proper,e(/na,ἕνος,adjective,tw=n,ὁ,article,e(katontarxw=n,ἑκατοντάρχης,noun,e)/fh,φημί,verb,*to\n,ὁ,article,neani/an,νεανίης,noun,tou=ton,οὗτος,pronoun,a)/page,ἀπάγω,verb,pro\s,πρός,preposition,to\n,ὁ,article,xili/arxon,χιλίαρχος,noun,e)/xei,ἔχω,verb,ga\r,γάρ,particle,a)paggei=lai/,ἀπαγγέλλω,verb,ti,τις,pronoun,au)tw=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,paralabw\n,παραλαμβάνω,verb,au)to\n,αὐτός,pronoun,h)/gagen,ἄγω,verb,pro\s,πρός,preposition,to\n,ὁ,article,xili/arxon,χιλίαρχος,noun,kai/,καί,conjunction,fhsin,φημί,verb,*(o,ὁ,article,de/smios,δέσμιος,adjective,*pau=los,Παῦλος,proper,proskalesa/meno/s,προσκαλέω,verb,me,ἐγώ,pronoun,h)rw/thsen,ἐρωτάω,verb,tou=ton,οὗτος,pronoun,to\n,ὁ,article,neani/an,νεανίης,noun,a)gagei=n,ἄγω,verb,pro\s,πρός,preposition,se/,σύ,pronoun,e)/xonta/,ἔχω,verb,ti,τις,pronoun,lalh=sai/,λαλέω,verb,soi,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pilabo/menos,ἐπιλαμβάνω,verb,de\,δέ,particle,th=s,ὁ,article,xeiro\s,χείρ,noun,au)tou=,αὐτός,pronoun,o(,ὁ,article,xili/arxos,χιλίαρχος,noun,kai\,καί,conjunction,a)naxwrh/sas,ἀναχωρέω,verb,kat',κατά,preposition,i)di/an,ἴδιος,adjective,e)punqa/neto,πυνθάνομαι,verb,*ti/,τίς,pronoun,e)stin,εἰμί,verb,o(\,ὅς,pronoun,e)/xeis,ἔχω,verb,a)paggei=lai/,ἀπαγγέλλω,verb,moi,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=pen,εἶπον,verb,de\,δέ,particle,o(/ti,ὅστις,pronoun,*oi(,ὁ,article,*)ioudai=oi,Ἰουδαῖος,proper,sune/qento,συντίθημι,verb,tou=,ὁ,article,e)rwth=sai/,ἐρωτάω,verb,se,σύ,pronoun,o(/pws,ὅπως,conjunction,au)/rion,αὔριον,adverb,to\n,ὁ,article,*pau=lon,Παῦλος,proper,kataga/gh|s,κατάγω,verb,ei)s,εἰς,preposition,to\,ὁ,article,sune/drion,συνέδριον,noun,w(s,ὡς,conjunction,me/llwn,μέλλω,verb,ti,τις,pronoun,a)kribe/steron,ἀκριβής,adjective,punqa/nesqai,πυνθάνομαι,verb,peri\,περί,preposition,au)tou=,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,ou)=n,οὖν,particle,mh\,μή,conjunction,peisqh=|s,πείθω,verb,au)toi=s,αὐτός,pronoun,e)nedreu/ousin,ἐνεδρεύω,verb,ga\r,γάρ,particle,au)to\n,αὐτός,pronoun,e)c,ἐκ,preposition,au)tw=n,αὐτός,pronoun,a)/ndres,ἀνήρ,noun,plei/ous,πλέως,adjective,tessera/konta,τεσσαράκοντα,adjective,oi(/tines,ὅστις,pronoun,a)neqema/tisan,ἀναθεματίζω,verb,e(autou\s,ἑαυτοῦ,pronoun,mh/te,μήτε,particle,fagei=n,ἐσθίω,verb,mh/te,μήτε,particle,pei=n,,,e(/ws,ἕως,conjunction,ou(=,ἕ,pronoun,a)ne/lwsin,ἀναιρέω,verb,au)to/n,αὐτός,pronoun,kai\,καί,conjunction,nu=n,νῦν,adverb,ei)si\n,εἰμί,verb,e(/toimoi,ἑτοῖμος,adjective,prosdexo/menoi,προσδέχομαι,verb,th\n,ὁ,article,a)po\,ἀπό,preposition,sou=,σύ,pronoun,e)paggeli/an,ἐπαγγελία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,xili/arxos,χιλίαρχος,noun,a)pe/luse,ἀπολύω,verb,to\n,ὁ,article,neani/skon,νεανίσκος,noun,paraggei/las,παραγγέλλω,verb,mhdeni\,μηδείς,pronoun,e)klalh=sai,ἐκλαλέω,verb,o(/ti,ὅστις,pronoun,tau=ta,οὗτος,pronoun,e)nefa/nisas,ἐμφανίζω,verb,pro\s,πρός,preposition,e)me/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,καί,conjunction,proskalesa/meno/s,προσκαλέω,verb,tinas,τις,pronoun,du/o,δύο,adjective,tw=n,ὁ,article,e(katontarxw=n,ἑκατοντάρχης,noun,ei)=pen,εἶπον,verb,*(etoima/sate,ἑτοιμάζω,verb,stratiw/tas,στρατιώτης,adjective,diakosi/ous,διακόσιοι,adjective,o(/pws,ὅπως,conjunction,poreuqw=sin,πορεύω,verb,e(/ws,ἕως,conjunction,*kaisari/as,,,kai\,καί,conjunction,i(ppei=s,ἱππεύς,noun,e(bdomh/konta,ἑβδομήκοντα,verb,kai\,καί,conjunction,deciola/bous,δεξιολάβος,noun,diakosi/ous,διακόσιοι,adjective,a)po\,ἀπό,preposition,tri/ths,τρίτος,adjective,w(/ras,ὥρα,adjective,th=s,ὁ,article,nukto/s,νύξ,adjective,kth/nh,κτῆνος,noun,te,τε,particle,parasth=sai,παρίστημι,verb,i(/na,ἵνα,conjunction,e)pibiba/santes,ἐπιβιβάζω,verb,to\n,ὁ,article,*pau=lon,Παῦλος,proper,diasw/swsi,διασῴζω,verb,pro\s,*fh/lika,,,to\n,ὁ,article,h(gemo/na,ἡγεμών,noun,gra/yas,γράφω,verb,e)pistolh\n,ἐπιστολή,noun,e)/xousan,ἔχω,verb,to\n,tu/pon,τύπον,noun,tou=ton,οὗτος,pronoun,*klau/dios,Κλαύδιος,proper,*lusi/as,Λυσίας,proper,tw=|,ὁ,article,πρός,preposition,ὁ,article,krati/stw|,κράτιστος,adjective,h(gemo/ni,ἡγεμών,noun,*fh/liki,,,xai/rein,χαίρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*to\n,ὁ,article,a)/ndra,ἀνήρ,noun,tou=ton,οὗτος,pronoun,sullhmfqe/nta,,,u(po\,ὑπό,preposition,tw=n,ὁ,article,*)ioudai/wn,Ἰουδαῖος,proper,kai\,καί,conjunction,me/llonta,μέλλω,verb,a)nairei=sqai,ἀναιρέω,verb,u(p',ὑπό,preposition,au)tw=n,αὐτός,pronoun,e)pista\s,ἐφίστημι,verb,su\n,σύν,preposition,tw=|,ὁ,article,strateu/mati,στράτευμα,adjective,e)ceila/mhn,ἐξαιρέω,verb,maqw\n,μανθάνω,verb,o(/ti,ὅστις,pronoun,*(rwmai=o/s,,,e)stin,εἰμί,verb,boulo/meno/s,βούλομαι,verb,te,τε,particle,e)pignw=nai,ἐπιγιγνώσκω,verb,th\n,ὁ,article,ai)ti/an,αἰτία,noun,di',διά,preposition,h(\n,ὅς,pronoun,e)neka/loun,ἐγκαλέω,verb,au)tw=|,αὐτός,pronoun,kath/gagon,κατάγω,verb,ei)s,εἰς,preposition,to\,ὁ,article,sune/drion,au)tw=n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,συνέδριον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\n,ὅς,pronoun,eu(=ron,εὑρίσκω,verb,e)gkalou/menon,ἐγκαλέω,verb,peri\,περί,preposition,zhthma/twn,ζήτημα,noun,tou=,ὁ,article,no/mou,νόμος,noun,au)tw=n,αὐτός,pronoun,mhde\n,μηδείς,pronoun,de\,δέ,particle,a)/cion,ἄξιος,adjective,qana/tou,θάνατος,adjective,h)\,ἠέ,conjunction,desmw=n,δέσμη,noun,e)/xonta,ἔχω,verb,e)/gklhma,ἔγκλημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhnuqei/shs,μηνύω,verb,de/,δέ,particle,moi,ἐγώ,pronoun,e)piboulh=s,ἐπιβουλή,noun,ei)s,εἰς,preposition,to\n,ὁ,article,a)/ndra,ἀνήρ,noun,e)/sesqai,εἰμί,verb,e)cauth=s,ἐξαυτῆς,adverb,e)/pemya,πέμπω,verb,pro\s,πρός,preposition,se/,σύ,pronoun,paraggei/las,παραγγέλλω,verb,kai\,καί,conjunction,toi=s,ὁ,article,kathgo/rois,κατήγορος,noun,le/gein,λέγω,verb,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,e)pi\,ἐπί,preposition,sou=,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*oi(,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,stratiw=tai,στρατιώτης,adjective,kata\,κατά,preposition,to\,ὁ,article,diatetagme/non,διατάσσω,verb,au)toi=s,αὐτός,pronoun,a)nalabo/ntes,ἀναλαμβάνω,verb,to\n,ὁ,article,*pau=lon,Παῦλος,proper,h)/gagon,ἄγω,verb,dia\,διά,preposition,nukto\s,νύξ,adjective,ei)s,εἰς,preposition,th\n,ὁ,article,*)antipatri/da,ἀντιπατρίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|,ὁ,article,de\,δέ,particle,e)pau/rion,ἐπαύριον,adverb,e)a/santes,ἀίω,verb,tou\s,ὁ,article,i(ppei=s,ἱππεύς,noun,a)pe/rxesqai,ἀπέρχομαι,verb,su\n,σύν,preposition,au)tw=|,αὐτός,pronoun,u(pe/streyan,ὑποστρέφω,verb,ei)s,εἰς,preposition,th\n,ὁ,article,parembolh/n,παρεμβολή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(/tines,ὅστις,pronoun,ei)selqo/ntes,εἰσέρχομαι,verb,ei)s,εἰς,preposition,th\n,ὁ,article,*kaisari/an,,,kai\,καί,conjunction,a)nado/ntes,ἀναδίδωμι,verb,th\n,ὁ,article,e)pistolh\n,ἐπιστολή,noun,tw=|,ὁ,article,h(gemo/ni,ἡγεμών,noun,pare/sthsan,παρίστημι,verb,kai\,καί,conjunction,to\n,ὁ,article,*pau=lon,Παῦλος,proper,au)tw=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nagnou\s,ἀναγιγνώσκω,verb,de\,δέ,particle,kai\,καί,conjunction,e)perwth/sas,ἐπερωτάω,verb,e)k,ἐκ,preposition,poi/as,ποῖος,adjective,e)parxei/as,ἐπαρχεία,noun,e)sti\n,εἰμί,verb,kai\,καί,conjunction,puqo/menos,πύθω,verb,o(/ti,ὅστις,pronoun,a)po\,ἀπό,preposition,*kiliki/as,Κίλιξ,proper,*diakou/somai/,διακούω,verb,sou,σύ,pronoun,e)/fh,φημί,verb,o(/tan,ὅταν,conjunction,kai\,καί,conjunction,oi(,ὁ,article,kath/goroi/,κατήγορος,noun,sou,σύ,pronoun,parage/nwntai,παραγίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keleu/sas,κέλλω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,praitwri/w|,πραιτώριον,noun,tou=,ὁ,article,*(hrw/|dou,,,fula/ssesqai,φυλάσσω,verb,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*meta\,μετά,preposition,de\,δέ,particle,pe/nte,πέντε,adverb,h(me/ras,ἡμέρα,noun,kate/bh,καταβαίνω,verb,o(,ὁ,article,a)rxiereu\s,ἀρχιερεύς,adjective,*(anani/as,ἀνανιάω,verb,meta\,μετά,preposition,presbute/rwn,πρέσβυς,noun,tinw=n,τις,pronoun,kai\,καί,conjunction,r(h/toros,ῥήτωρ,noun,*tertu/llou,,,tino/s,τις,pronoun,oi(/tines,ὅστις,pronoun,e)nefa/nisan,ἐμφανίζω,verb,tw=|,ὁ,article,h(gemo/ni,ἡγεμών,noun,kata\,κατά,preposition,tou=,ὁ,article,*pau/lou,Παῦλος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klhqe/ntos,καλέω,verb,de\,δέ,particle,au)tou=,αὐτός,pronoun,h)/rcato,ἄρχω,verb,kathgorei=n,κατηγορέω,verb,o(,ὁ,article,*te/rtullos,,,le/gwn,λέγω,verb,*pollh=s,πολύς,adjective,ei)rh/nhs,εἰρήνη,noun,tugxa/nontes,τυγχάνω,verb,dia\,διά,preposition,sou=,σύ,pronoun,kai\,καί,conjunction,diorqwma/twn,διόρθωμα,noun,ginome/nwn,γίγνομαι,verb,tw=|,ὁ,article,e)/qnei,ἔθνος,adjective,tou/tw|,οὗτος,pronoun,dia\,διά,preposition,th=s,ὁ,article,sh=s,σός,adjective,pronoi/as,πρόνοια,noun,pa/nth|,πάντῃ,adverb,te,τε,particle,kai\,καί,conjunction,pantaxou=,πανταχοῦ,adverb,a)podexo/meqa,ἀποδέχομαι,verb,kra/tiste,κράτιστος,adjective,*fh=lic,,,meta\,μετά,preposition,pa/shs,πᾶς,adjective,eu)xaristi/as,εὐχαριστία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(/na,ἵνα,conjunction,de\,δέ,particle,mh\,μή,conjunction,e)pi\,ἐπί,preposition,plei=o/n,πλέως,adjective,se,σύ,pronoun,e)nko/ptw,,,parakalw=,παρακαλέω,verb,a)kou=sai/,ἀκέω,verb,se,σύ,pronoun,h(mw=n,ἐγώ,pronoun,sunto/mws,σύντομος,adjective,th=|,ὁ,article,sh=|,σός,adjective,e)pieiki/a|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
