word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/41/lemma/@_entry,word/41/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS
ou),οὐ,adverb,du/natai,δύναμαι,verb,de\,δέ,particle,o(/lh|sin,ὅλος,adjective,h(me/rh|sin,ἥμερος,adjective,ou)de\n,οὐδείς,pronoun,toute/wn,οὗτος,pronoun,a)riqme/esqai,ἀριθμέω,verb,a)treke/ws,ἀτρεκής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,ga\r,γάρ,particle,o(,ὁ,article,e)niauto/s,ἐνιαυτός,noun,te,τε,particle,kai\,καί,conjunction,oi(,ὁ,article,mh=nes,μείς,adjective,o(/lh|sin,ὅλος,adjective,h(me/rh|si,ἡμέρα,noun,pefu/kasin,φύω,verb,a)riqme/esqai,ἀριθμέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,de\,δέ,particle,tau=ta,οὗτος,pronoun,e)n,ἐν,preposition,tw=|,ὁ,article,au)te/w|,,,tro/pw|,τρόπος,noun,kata\,κατά,preposition,th\n,ὁ,article,au)te/hn,,,pro/sqesin,πρόσθεσις,noun,h(,ὁ,article,prw/th,πρότερος,adjective,peri/odos,περίοδος,noun,tessa/rwn,τέσσαρες,noun,kai\,καί,conjunction,trih/konq',τριάκοντα,noun,h(mere/wn,ἡμέρα,noun,h(,ὁ,article,de\,δέ,particle,deute/rh,δεύτερος,adjective,tessara/konta,τεσσαράκοντα,adjective,h(mere/wn,ἡμέρα,noun,h(,ὁ,article,de\,δέ,particle,tri/th,τρίτος,adjective,e(ch/konq',ἑξήκοντα,adjective,h(mere/wn,ἡμέρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toute/wn,οὗτος,pronoun,d',δέ,particle,e)n,ἐν,preposition,a)rxh=|si/n,ἀρχή,noun,e)stixalepw/taton,,,diagignw/skein,διαγιγνώσκω,verb,ta\,ὁ,article,me/llonta,μέλλω,verb,e)n,ἐν,preposition,plei/stw|,πλεῖστος,adjective,xro/nw|,χρόνος,noun,kri/nesqai,κρίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(moio/tatai,ὅμοιος,adjective,ga\r,γάρ,particle,ai(,ὁ,article,a)rxai/,ἀρχή,noun,ei)sin,εἰμί,verb,au)te/wn,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,xrh\,χρή,verb,a)po\,ἀπό,preposition,th=s,ὁ,article,prw/ths,πρότερος,adjective,h(me/rhs,ἡμέρα,noun,e)nqume/esqai,ἐνθυμέομαι,verb,kai\,καί,conjunction,kaq',κατά,preposition,e(ka/sthn,ἕκαστος,adjective,tetra/da,τετράς,noun,prostiqeme/nhn,προστίθημι,verb,ske/ptesqai,σκέπτομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ou),οὐ,adverb,lh/setai,λανθάνω,verb,o(/ph,ὅπη,adverb,tre/yetai,τρέπω,verb,to\,ὁ,article,nou/shma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gi/gnetai,γίγνομαι,verb,de\,δέ,particle,h(,ὁ,article,tw=n,ὁ,article,tetartai/wn,τεταρταῖος,adjective,kata/stasis,κατάστασις,noun,e)k,ἐκ,preposition,tou=,ὁ,article,toiou/tou,τοιοῦτος,adjective,ko/smou,κόσμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,e)n,ἐν,preposition,e)laxi/stw|,ἐλάχιστος,adjective,xro/nw|,χρόνος,noun,me/llonta,μέλλω,verb,kri/nesqai,κρίνω,verb,eu)pete/stera,εὐπετής,adverb,gignw/skesqai,γιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/gista,μέγας,adverb,ga\r,γάρ,particle,ta\,τίς,pronoun,diafe/ronta,διαφέρω,verb,a)p',ἀπό,preposition,a)rxh=s,ἀρχή,noun,au)te/wn,αὐτός,pronoun,e)sti/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,perieso/menoi,περίειμι,verb,eu)/pnooi/,εὔπνοος,adjective,te,τε,particle,kai\,καί,conjunction,a)nw/dunoi/,ἀνώδυνος,adjective,ei)si,εἰμί,verb,kai\koimw=ntai,,,ta\s,ὁ,article,nu/ktas,νύξ,adjective,ta/,τίς,pronoun,te,τε,particle,a)/llashmei=a,,,e)/xousin,ἔχω,verb,a)sfale/stata,ἀσφαλής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,a)polou/menoi,ἀπόλλυμι,verb,du/spnooi,δύσπνοος,adjective,gi/gnontai,γίγνομαι,verb,a)llofa/ssontes,ἀλλοφάσσω,verb,a)grupne/ontes,ἀγρυπνέω,verb,ta/,τίς,pronoun,te,τε,particle,a)/lla,ἄλλος,adjective,shmei=a,σημεῖον,noun,ka/kista,κακός,adjective,e)/xontes,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,ou)=n,οὖν,particle,toute/wn,οὗτος,pronoun,ou(/tw,οὕτως,adverb,gignome/nwn,γίγνομαι,verb,cumba/llesqai,συμβάλλω,verb,xrh\,χρή,verb,kata/,κατά,preposition,te,τε,particle,to\n,ὁ,article,xro/non,χρόνος,noun,kata/,κατά,preposition,te,τε,particle,th\n,ὁ,article,pro/sqesin,πρόσθεσις,noun,e(ka/sthn,ἕκαστος,adjective,e)pi\,ἐπί,preposition,th\n,ὁ,article,kri/sin,κρίσις,adjective,i)o/ntwn,εἶμι,verb,tw=n,ὁ,article,noushma/twn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kata\,κατά,preposition,de\,δέ,particle,to\n,ὁ,article,au)to\n,αὐτός,pronoun,lo/gon,λόγος,noun,kai\,καί,conjunction,th=|si,ὁ,article,gunaici\n,γυνή,noun,ai(,ὁ,article,kri/sies,κρίσις,adjective,e)k,ἐκ,preposition,tw=n,ὁ,article,to/kwn,τόκος,noun,gi/gnontai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kefalh=s,κεφαλή,noun,de\,δέ,particle,o)du/nai,ὀδύνη,noun,i)sxurai/,ἰσχυρός,adjective,te,τε,particle,kai\,καί,conjunction,cunexe/es,συνεχής,adverb,cu\n,σύν,preposition,puretw=|,πυρετός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,me/n,μέν,particle,ti,τις,pronoun,tw=n,ὁ,article,qanatwde/wn,θανατώδης,adjective,shmei/wn,σημεῖον,noun,prosgi/gnoito,προσγίγνομαι,verb,o)le/qrion,ὀλέθριος,adjective,ka/rta,κάρτα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,a)/ter,ἄτερ,preposition,tw=n,ὁ,article,toiou/twn,τοιοῦτος,adjective,shmei/wn,σημεῖον,noun,h(,ὁ,article,o)du/nh,ὀδύνη,noun,u(perba/lloi,ὑπερβάλλω,verb,ei)/kosin,εἴκοσι,verb,h(me/ras,ἡμέρα,noun,o(/,ὅς,pronoun,te,τε,particle,pureto\s,πυρετός,noun,e)/xoi,ἔχω,verb,u(poske/ptesqai,ὑποσκέπτομαι,verb,xrh\,χρή,verb,ai(/matos,αἷμα,noun,*rh=cin,,,dia\,διά,preposition,*rinw=n,,,h)\,ἠέ,conjunction,a)/llhn,ἄλλος,adjective,tina\,τις,pronoun,a)po/stasin,ἀπόστασις,noun,e)s,εἰς,preposition,ta\,ὁ,article,ka/tw,κάτος,adjective,xwri/a,χωρίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/st',εἰμί,verb,a)\n,ἄν,particle,de\,δέ,particle,h(,ὁ,article,o)du/nh,ὀδύνη,noun,h)=|,εἰμί,verb,neara\,νεαρός,adjective,prosde/xesqai,προσδέχομαι,verb,xrh\,χρή,verb,w(sau/tws,ὡσαύτως,adverb,ai(/matos,αἷμα,noun,*rh=cin,,,dia\,διά,preposition,*rinw=n,,,h)\,ἠέ,conjunction,e)kpu/hsin,ἐκπύησις,noun,a)/llws,ἄλλως,adverb,te,τε,particle,h)\n,ἐάν,conjunction,h(,ὁ,article,o)du/nh,ὀδύνη,noun,peri\,περί,preposition,tou\s,ὁ,article,krota/fous,κρόταφος,noun,kai\,καί,conjunction,to\,ὁ,article,me/twpon,μέτωπον,noun,h)=|,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma=llon,μᾶλλον,adverb,de\,δέ,particle,xrh\,χρή,verb,prosde/xesqai,προσδέχομαι,verb,tou=,ὁ,article,me\n,μέν,particle,ai(/matos,αἷμα,noun,th\n,ὁ,article,*rh=cin,,,toi=si,ὁ,article,newte/roisi,νέος,adjective,pe/nte,πέντε,adverb,kai\,καί,conjunction,trih/konta,τριάκοντα,noun,e)te/wn,ἔται,noun,toi=si,ὁ,article,de\,δέ,particle,geraite/roisi,γεραιός,adjective,th\n,ὁ,article,e)kpu/hsin,ἐκπύησις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)to\s,οὖς,noun,de\,δέ,particle,o)cei/h,,,o)du/nh,ὀδύνη,noun,cu\n,σύν,preposition,puretw=|,πυρετός,noun,cunexei=,συνεχής,adverb,te,τε,particle,kai\,καί,conjunction,i)sxurw=|,ἰσχυρός,adjective,deino/n,δεινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ki/ndunos,κίνδυνος,noun,ga\r,γάρ,particle,parafronh=sai,παραφρονέω,verb,to\n,ὁ,article,a)/nqrwpon,ἄνθρωπος,noun,kai\,καί,conjunction,a)pole/sqai,ἀπόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,ou)=n,οὖν,particle,toute/ou,,,tou=,ὁ,article,to/pou,τόπος,noun,sfalerou=,σφαλερός,adjective,e)o/ntos,εἰμί,verb,taxe/ws,ταχέως,adverb,dei=,δέομαι,verb,prose/xein,προσέχω,verb,to\n,ὁ,article,no/on,νόος,adjective,toi=si,ὁ,article,shmei/oisi,σημεῖον,noun,pa=sin,πᾶς,adjective,a)po\,ἀπό,preposition,th=s,ὁ,article,prw/ths,πρότερος,adjective,h(me/rhs,ἡμέρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po/lluntai,ἀπόλλυμι,verb,de\,δέ,particle,oi(,ἕ,pronoun,me\n,μέν,particle,new/teroi,νέος,adjective,tw=n,ὁ,article,a)nqrw/pwn,ἄνθρωπος,noun,e(bdomai=oi,ἑβδομαῖος,adjective,kai\,καί,conjunction,e)/ti,ἔτι,adverb,qa=sson,θάσσων,adjective,u(po\,ὑπό,preposition,toute/ou,,,tou=,ὁ,article,noush/matos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,ge/rontes,γέρων,noun,pollw=|,πολύς,adjective,bradu/teron,βραδύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(/,ἕ,pronoun,te,τε,particle,ga\r,γάρ,particle,puretoi\,πυρετός,noun,kai\,καί,conjunction,ai(,ὁ,article,parafrosu/nai,παραφροσύνη,noun,h(=sson,ἥσσων,adverb,au)te/oisin,,,e)pigi/gnontai,ἐπιγίγνομαι,verb,kai\,καί,conjunction,ta\,ὁ,article,w)=ta,οὖς,noun,dia\,διά,preposition,tou=to,οὗτος,pronoun,fqa/nei,φθάνω,verb,e)kpui/+skesqai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,tau/th|si,οὗτος,pronoun,me\n,μέν,particle,th=|sin,ὁ,article,h(liki/h|sin,ἡλικία,noun,u(postrofai\,ὑποστροφή,noun,tou=,ὁ,article,noush/matos,,,e)pigigno/menai,ἐπιγίγνομαι,verb,a)poktei/nousi,ἀποκτείνω,verb,tou\s,ὁ,article,plei/stous,πλεῖστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,new/teroi,νέος,adjective,pri\n,πρίν,adverb,e)kpuh=sai,ἐκπυέω,verb,to\,ὁ,article,ou)=s,οὖς,noun,a)po/lluntai,ἀπόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plh\n,πλήν,preposition,a)ll',ἀλλά,adverb,h)/n,ἐάν,conjunction,ge,γε,particle,*ruh=|,,,pu=on,,,leuko\n,λευκός,adjective,e)k,ἐκ,preposition,tou=,ὁ,article,w)to\s,οὖς,noun,e)lpi\s,ἐλπίς,noun,tw=|,ὁ,article,newte/rw|,νέος,adjective,perigene/sqai,περιγίγνομαι,verb,h)/n,ἐάν,conjunction,ge,γε,particle,kai\,καί,conjunction,a)/llo,ἄλλος,adjective,ti,τις,pronoun,au)te/w|,,,e)pige/nhtai,ἐπιγίγνομαι,verb,xrhsto\n,χρηστός,adjective,shmei=on,σημεῖον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fa/rugc,φάρυγξ,noun,de\,δέ,particle,e(lkoume/nh,ἑλκέω,verb,cu\n,σύν,preposition,puretw=|,πυρετός,noun,deino/n,δεινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
