word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/37/lemma/@_entry,word/37/lemma/@_POS
ma\,μά,particle,*di/',Δίη,proper,a)ll',ἀλλά,adverb,ou)k,οὐ,adverb,ei)=pas,εἶπον,verb,o(/moion,ὅμοιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,h(/kwn,ἥκω,verb,ga/r,γάρ,particle,ka)\n,κἀν,conjunction,h)=|,εἰμί,verb,polio/s,πολιός,adjective,taxu\,ταχύς,adjective,pai=da,παῖς,adjective,ko/rhn,κόρη,noun,gega/mhken,γαμέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,ὁ,article,de\,δέ,particle,gunaiko\s,γυνή,noun,smikro\s,μικρός,adjective,o(,ὁ,article,kairo/s,καιρός,noun,ka)\n,κἀν,conjunction,tou/tou,οὗτος,pronoun,mh\,μή,conjunction,'pila/bhtai,ἐπιλαμβάνω,verb,ou)dei\s,οὐδείς,pronoun,e)qe/lei,ἐθέλω,verb,gh=mai,γαμέω,verb,tau/thn,οὗτος,pronoun,o)tteuome/nh,ὀττεύομαι,verb,de\,δέ,particle,ka/qhtai,καθίημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,o(/stis,ὅστις,pronoun,e)/ti,ἔτι,adverb,stu=sai,,,dunato\s,δυνατός,adjective,su\,σύ,pronoun,de\,δέ,particle,dh\,δή,particle,ti/,τίς,pronoun,maqw\n,μανθάνω,verb,ou)k,οὐ,adverb,a)poqnh/|skeis,ἀποθνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xwri/on,χωρίον,noun,e)sti/,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soro\n,σορός,noun,w)nh/sei,ὀνέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
melitou=ttan,μελιτοῦττα,noun,e)gw\,ἐγώ,pronoun,kai\,καί,conjunction,dh\,δή,particle,ma/cw,μάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labe\,λαμβάνω,verb,tauti\,οὗτος,pronoun,kai\,καί,conjunction,stefa/nwsai,στεφανόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tautasi\,οὗτος,pronoun,de/cai,δέχομαι,verb,par',παρά,preposition,e)mou=,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,toutongi\,,,labe\,λαμβάνω,verb,to\n,ὁ,article,ste/fanon,στέφανος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,dei=,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,poqei=s,ποθέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xw/rei,χωρέω,verb,'s,εἰς,preposition,th\n,ὁ,article,nau=n,ναῦς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,*xa/rwn,Χάρων,proper,se,σύ,pronoun,kalei=,καλέω,verb,su\,σύ,pronoun,de\,δέ,particle,kwlu/eis,κωλύω,verb,a)na/gesqai,ἀνάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=t',εἶτα,adverb,ou)xi\,οὐ,adverb,tau=ta,οὗτος,pronoun,deina\,δεινός,adjective,pa/sxein,πάσχω,verb,e)/st',εἰμί,verb,e)me/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nh\,νή,preposition,to\n,ὁ,article,*di/',Δίη,proper,a)lla\,ἀλλά,adverb,toi=s,ὁ,article,probou/lois,πρόβουλος,adjective,a)/ntikrus,ἄντικρυς,adverb,e)mauto\n,ἐμαυτοῦ,pronoun,e)pidei/cw,ἐπιδείκνυμι,verb,badi/zwn,βαδίζω,verb,w(s,ὡς,conjunction,e)/xw,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mw=n,μῶν,adverb,e)gkalei=s,ἐγκαλέω,verb,o(/ti,ὅστις,pronoun,ou)xi\,οὐ,adverb,prou)qe/mesqa/,προτίθημι,verb,se,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)s,εἰς,preposition,tri/thn,τρίτος,adjective,gou=n,γοῦν,particle,h(me/ran,ἡμέρα,noun,soi\,σύ,pronoun,prw\|,πρωί,adverb,pa/nu,πάνυ,adverb,h(/cei,ἥκω,verb,par',παρά,preposition,h(mw=n,ἐγώ,pronoun,ta\,ὁ,article,tri/t',τρίτος,adjective,e)peskeuasme/na,ἐπισκευάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)ke/t',οὐκέτι,adverb,e)/rgon,ἔργον,noun,e)gkaqeu/dein,ἐγκαθεύδω,verb,o(/stis,ὅστις,pronoun,e)/st',εἰμί,verb,e)leu/qeros,ἐλεύθερος,adjective,a)ll',ἀλλά,adverb,e)papoduw/meq',ἐπαποδύομαι,verb,a)/ndres,ἀνήρ,noun,toutw|i\,οὗτος,pronoun,tw=|,ὁ,article,pra/gmati,πρᾶγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/dh,ἤδη,adverb,ga\r,γάρ,particle,o)/zein,ὄζω,verb,tadi\,ὅδε,pronoun,pleio/nwn,πλείων,verb,kai\,καί,conjunction,meizo/nwn,μέγας,adverb,pragma/twn,πρᾶγμα,noun,moi,ἐγώ,pronoun,dokei=,δοκέω,verb,kai\,καί,conjunction,ma/list',μάλιστα,adverb,o)sfrai/nomai,ὀσφραίνομαι,verb,th=s,ὁ,article,*(ippi/ou,Ἵππιος,proper,turanni/dos,τυραννίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pa/nu,πάνυ,adverb,de/doika,δείδω,verb,mh\,μή,conjunction,tw=n,ὁ,article,*lakw/nwn,Λάκων,proper,tine\s,τις,pronoun,deu=ro,δεῦρο,adverb,sunelhluqo/tes,συνέρχομαι,verb,a)/ndres,ἀνήρ,noun,e)s,εἰς,preposition,*kleisqe/nous,Κλεισθένης,proper,ta\s,ὁ,article,qeoi=s,θεός,noun,e)xqra\s,ἐχθρός,adjective,gunai=kas,γυνή,noun,e)cepai/rwsin,,,do/lw|,δόλος,noun,katalabei=n,καταλαμβάνω,verb,ta\,ὁ,article,xrh/maq',χρῆμα,adjective,h(mw=n,ἐγώ,pronoun,to/n,ὁ,article,te,τε,particle,misqo/n,μισθός,noun,e)/nqen,ἔνθεν,adverb,e)/zwn,ζάω,verb,e)gw/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deina\,δεινός,adjective,ga/r,γάρ,particle,toi,σύ,pronoun,ta/sde,ὅδε,pronoun,g',γε,particle,h)/dh,ἤδη,adverb,tou\s,ὁ,article,poli/tas,πολίτης,noun,nouqetei=n,νουθετέω,verb,kai\,καί,conjunction,lalei=n,λαλέω,verb,gunai=kas,γυνή,noun,ou)/sas,εἰμί,verb,a)spi/dos,ἀσπίς,noun,xalkh=s,χάλκεος,adjective,pe/ri,περί,preposition,kai\,καί,conjunction,dialla/ttein,διαλλάσσω,verb,pro\s,πρός,preposition,h(ma=s,ἐγώ,pronoun,a)ndra/sin,ἀνήρ,noun,*lakwnikoi=s,Λακωνικός,adjective,oi(=si,ὅς,pronoun,pisto\n,πιστός,adjective,ou)de\n,οὐδείς,pronoun,ei),εἰ,conjunction,mh/,μή,conjunction,per,πέρ,particle,lu/kw|,λύκος,adjective,kexhno/ti,χάσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,tau=q',οὗτος,pronoun,u(/fhnan,ὑφαίνω,verb,h(mi=n,ἐγώ,pronoun,a)/ndres,ἀνήρ,noun,e)pi\,ἐπί,preposition,turanni/di,τυραννίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)mou=,ἐγώ,pronoun,me\n,μέν,particle,ou),οὐ,adverb,turanneu/sous',τυραννεύω,verb,e)pei\,ἐπεί,conjunction,fula/comai,φυλάσσω,verb,kai\,καί,conjunction,forh/sw,φορέω,verb,to\,ὁ,article,ci/fos,ξίφος,noun,to\,ὁ,article,loipo\n,λοιπός,adjective,e)n,ἐν,preposition,mu/rtou,μύρτον,noun,kladi/,κλάδος,adjective,a)gora/sw,ἀγοράομαι,verb,t',τε,particle,e)n,ἐν,preposition,toi=s,ὁ,article,o(/plois,ὅπλον,noun,e(ch=s,ἑξῆς,adverb,*)aristogei/toni,Ἀριστογείτων,proper,w(=de/,ὧδε,adverb,q',τε,particle,e(sth/cw,ἵστημι,verb,par',παρά,preposition,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)to\s,αὐτός,pronoun,ga/r,γάρ,particle,moi,ἐγώ,pronoun,gi/gnetai,γίγνομαι,verb,th=s,ὁ,article,qeoi=s,θεός,noun,e)xqra=s,ἐχθρός,adjective,pata/cai,πατάσσω,verb,th=sde,ὅδε,pronoun,grao\s,γραῦς,adjective,th\n,ὁ,article,gna/qon,γνάθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,a)/r',ἄρα,particle,ei)sio/nta,εἴσειμι,verb,s',σύ,pronoun,oi)/kad',οἴκαδε,adverb,h(,ὁ,article,tekou=sa,τίκτω,verb,gnw/setai,γιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,qw/mesq',θάομαι,verb,w)=,ὦ,interjection,fi/lai,φίλος,adjective,gra=es,γραῦς,adjective,tadi/,ὅδε,pronoun,prw=ton,πρότερος,adjective,xamai/,χαμαί,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,ἐγώ,pronoun,ga\r,γάρ,particle,w)=,ὦ,interjection,pa/ntes,πᾶς,adjective,a)stoi\,ἀστός,noun,lo/gwn,λόγος,noun,kata/rxomen,κατάρχω,verb,th=|,ὁ,article,po/lei,πόλις,adjective,xrhsi/mwn,χρήσιμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)ko/tws,ἐοικότως,adverb,e)pei\,ἐπεί,conjunction,xlidw=san,χλιδάω,verb,a)glaw=s,ἀγλαός,adjective,e)/qreye/,τρέφω,verb,me,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(pta\,ἑπτά,noun,me\n,μέν,particle,e)/th,ἔτης,noun,gegw=s',γίγνομαι,verb,eu)qu\s,εὐθύς,adverb,h)rrhfo/roun,ἀρρηφορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=t',εἶτα,adverb,a)letri\s,ἀλετρίς,noun,h)=,ἦ,adverb,deke/tis,δεκέτης,noun,ou)=sa,εἰμί,verb,ta)rxhge/ti,ἀρχηγέτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)=|t',εἶτα,adverb,e)/xousa,ἔχω,verb,to\n,ὁ,article,krokwto\n,κροκωτός,adjective,a)/rktos,ἄρκτος,noun,h)=,ἦ,adverb,*braurwni/ois,Βραυρώνιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)kanhfo/roun,κανηφορέω,verb,pot',ποτέ,particle,ou)=sa,εἰμί,verb,pai=s,πᾶς,adjective,kalh\,καλός,noun,'xous',ἔχω,verb,i)sxa/dwn,ἰσχάς,noun,o(rmaqo/n,ὁρμαθός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=ra,ἆρα,particle,prou)fei/lw,προοφείλω,verb,ti,τις,pronoun,xrhsto\n,χρηστός,adjective,th=|,ὁ,article,po/lei,πόλις,adjective,paraine/sai,παραινέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,e)gw\,ἐγώ,pronoun,gunh\,γυνή,noun,pe/fuka,φύω,verb,tou=to,οὗτος,pronoun,mh\,μή,conjunction,fqonei=te/,φθονέω,verb,moi,ἐγώ,pronoun,h)\n,ἐάν,conjunction,a)mei/nw,ἀμείνων,adjective,g',γε,particle,ei)sene/gkw,εἰσφέρω,verb,tw=n,ὁ,article,paro/ntwn,πάρειμι,verb,pragma/twn,πρᾶγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou)ra/nou,ἔρανος,noun,ga/r,γάρ,particle,moi,ἐγώ,pronoun,me/testi,μέτειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,a)/ndras,ἀνήρ,noun,e)sfe/rw,εἰσφέρω,verb,toi=s,ὁ,article,de\,δέ,particle,dusth/nois,δύστηνος,adjective,ge/rousin,γέρων,noun,ou),οὐ,adverb,me/tesq',μέτειμι,verb,u(mi=n,σύ,pronoun,e)pei\,ἐπεί,conjunction,to\n,ὁ,article,e)/ranon,ἔρανος,noun,to\n,ὁ,article,lego/menon,λέγω,verb,pappw=|on,παππῷος,adjective,e)k,ἐκ,preposition,tw=n,ὁ,article,*mhdikw=n,Μηδικός,adjective,ei)=t',εἶτα,adverb,a)nalw/santes,ἀναλίσκω,verb,ou)k,οὐ,adverb,a)ntesfe/rete,,,ta\s,ὁ,article,e)sfora/s,εἰσφορά,noun,a)ll',ἀλλά,adverb,u(f',ὑπό,preposition,u(mw=n,σύ,pronoun,dialuqh=nai,διαλύω,verb,prose/ti,προσέτι,adverb,kinduneu/omen,κινδυνεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=ra,ἆρα,particle,grukto/n,γρυκτός,adjective,e)stin,εἰμί,verb,u(mi=n,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,luph/seis,λυπέω,verb,ti/,τίς,pronoun,me,ἐγώ,pronoun,tw=|de/,ὅδε,pronoun,g',γε,particle,a)yh/ktw|,ἄψηκτος,adjective,pata/cw,πατάσσω,verb,tw=|,ὁ,article,koqo/rnw|,κόθορνος,noun,th\n,ὁ,article,gna/qon,γνάθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=t',οὗτος,pronoun,ou)=n,οὖν,particle,ou)x,οὐ,adverb,u(/bris,ὕβρις,noun,ta\,ὁ,article,pra/gmat',πρᾶγμα,noun,e)sti\,εἰμί,verb,pollh/,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)pidw/sein,ἐπιδίδωμι,verb,moi,ἐγώ,pronoun,dokei=,δοκέω,verb,to\,ὁ,article,xrh=ma,χρῆμα,adjective,ma=llon,μᾶλλον,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,a)munte/on,ἀμυντέον,adjective,to\,ὁ,article,pra=gm',πρᾶγμα,noun,o(/stis,ὅστις,pronoun,g',γε,particle,e)no/rxhs,ἔνορχις,noun,e)/st',εἰμί,verb,a)nh/r,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,th\n,ὁ,article,e)cwmi/d',ἐξωμίς,noun,e)kduw/meq',ἐκδύω,verb,w(s,ὡς,conjunction,to\n,ὁ,article,a)/ndra,ἀνήρ,noun,dei=,δέομαι,verb,a)ndro\s,ἀνήρ,noun,o)/zein,ὄζω,verb,eu)qu/s,εὐθύς,adverb,a)ll',ἀλλά,adverb,ou)n,,,e)nteqriw=sqai,,,pre/pei,πρέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,a)/gete,ἄγε,adverb,leuko/podes,λευκόπους,noun,oi(/per,ἕ,pronoun,epi\,,,*lei/yu/drion,,,h)/lqomen,ἔρχομαι,verb,o(/t',ὅτε,conjunction,h)=men,εἰμί,verb,e)/ti,ἔτι,adverb,nu=n,νῦν,adverb,dei=,δέομαι,verb,nu=n,νῦν,adverb,a)nhbh=sai,ἀνηβάω,verb,pa/lin,πάλιν,adverb,ka)napterw=sai,ἀναπτερόω,verb,pa=n,πᾶς,adjective,to\,ὁ,article,sw=ma,σῶμα,adjective,ka)posei/sasqai,ἀποσείω,verb,to\,ὁ,article,gh=ras,γῆρας,noun,to/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga\r,γάρ,particle,e)ndw/sei,ἐνδίδωμι,verb,tis,τις,pronoun,h(mw=n,ἐγώ,pronoun,tai=sde,ὅδε,pronoun,ka)\n,κἀν,conjunction,smikra\n,μικρός,adjective,labh/n,λαβή,noun,ou)de\n,οὐδείς,pronoun,e)llei/yousin,ἐλλείπω,verb,au(=tai,οὗτος,pronoun,liparou=s,λιπαρής,adverb,xeirourgi/as,χειρουργία,noun,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,nau=s,ναῦς,noun,tektanou=ntai,τεκταίνομαι,verb,ka)pixeirh/sous',ἐπιχειρέω,verb,e)/ti,ἔτι,adverb,naumaxei=n,ναυμαχέω,verb,kai\,καί,conjunction,plei=n,πλέω,verb,e)f',ἐπί,preposition,h(ma(s,,,w(/spe,,,*)artemisi/a,Ἀρτεμισίη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,d',δέ,particle,e)f',ἐπί,preposition,i(ppikh\n,ἱππικός,adjective,tra/pwntai,τρέπω,verb,diagra/fw,διάγραφον,noun,tou\s,ὁ,article,i(ppe/as,ἱππεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(ppikw/taton,ἱππικός,adjective,ga/r,γάρ,particle,e)sti,εἰμί,verb,xrh=ma,χρῆμα,adjective,ka)/poxon,ἄποχος,adjective,gunh/,γυνή,noun,kou)k,οὐ,adverb,a)\n,ἄν,particle,a)poli/sqoi,ἀπολισθάνω,verb,tre/xontos,τρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\s,ὁ,article,d',δέ,particle,*)amazo/nas,Ἀμαζών,proper,sko/pei,σκοπάω,verb,a(\s,ὅς,pronoun,*mi/kwn,Μίκων,proper,e)/gray',γράφω,verb,e)f',ἐπί,preposition,i(/ppwn,ἵππος,noun,maxome/nas,μάχομαι,verb,toi=s,ὁ,article,a)ndra/sin,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,tou/twn,οὗτος,pronoun,xrh=n,χράω,verb,a(pasw=n,ἅπας,adjective,e)s,εἰς,preposition,tetrhme/non,τετραίνω,verb,cu/lon,ξύλον,adjective,e)gkaqarmo/sai,ἐγκαθαρμόζω,verb,labo/ntas,λαμβάνω,verb,toutoni\,οὗτος,pronoun,to\n,ὁ,article,au)xe/na,αὐχήν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
