word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/23/lemma/@_entry,word/23/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/80/lemma/@_entry,word/80/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/129/lemma/@_entry,word/129/lemma/@_POS,word/130/@_form,word/130/lemma/@_entry,word/130/lemma/@_POS
tau/thn,οὗτος,pronoun,a)pw/lesas,ἀπόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*prou)/labes,προλαμβάνω,verb,tri/a,τρεῖς,noun,ta/lanta,τάλαντον,noun,par',παρά,preposition,*)arista/rxou,Ἀρίσταρχος,proper,prosepoih/sw,προσποιέω,verb,zhlwth\s,ζηλωτής,noun,ei)=nai,εἰμί,verb,th=s,ὁ,article,h(liki/as,ἡλικία,noun,tou=,ὁ,article,meiraki/ou,μειράκιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,dh\,δή,particle,th=|,ὁ,article,ge,γε,particle,a)lhqei/a|,ἀλήθεια,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,prosde/xetai,προσδέχομαι,verb,di/kaios,δίκαιος,adjective,e)/rws,ἔρος,noun,ponhri/an,πονηρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=t',οὗτος,pronoun,e)sti\n,εἰμί,verb,o(,ὁ,article,prodo/ths,προδότης,noun,kai\,καί,conjunction,ta\,ὁ,article,tou/tois,οὗτος,pronoun,o(/moia,ὅμοιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)mnh/sqh,μιμνήσκω,verb,de/,δέ,particle,pou,πού,adverb,peri\,περί,preposition,stratei/as,στρατεία,adjective,kai\,καί,conjunction,kalo\n,καλός,noun,stratiw/thn,στρατιώτης,adjective,e)me\,ἐγώ,pronoun,w)no/masen,ὀνομάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,ou)x,οὐ,adverb,e(/neka,ἕνεκα,preposition,th=s,ὁ,article,tou/tou,οὗτος,pronoun,blasfhmi/as,βλασφημία,noun,a)lla\,ἀλλά,adverb,tou=,ὁ,article,paro/ntos,πάρειμι,verb,kindu/nou,κίνδυνος,noun,pronoou/menos,προνοέω,verb,kai\,καί,conjunction,peri\,περί,preposition,tou/twn,οὗτος,pronoun,a)nepi/fqonon,ἀνεπίφθονος,adjective,le/gein,λέγω,verb,ei)=nai/,εἰμί,verb,moi,ἐγώ,pronoun,nomi/zw,νομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pou=,πού,adverb,ga\r,γάρ,particle,h)\,ἠέ,conjunction,po/te,πότε,adverb,au)tw=n,αὐτός,pronoun,h)\,ἠέ,conjunction,pro\s,πρός,preposition,ti/nas,τίς,pronoun,paralipw\n,παραλείπω,verb,th/nde,ὅδε,pronoun,th\n,ὁ,article,h(me/ran,ἡμέρα,noun,mnhsqh/somai,μιμνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,pai/dwn,παῖς,adjective,me\n,μέν,particle,ga\r,γάρ,particle,a)pallagei\s,ἀπαλλάσσω,verb,peri/polos,περίπολος,adjective,th=s,ὁ,article,xw/ras,χώρα,noun,tau/ths,οὗτος,pronoun,e)geno/mhn,γίγνομαι,verb,du/',δύη,adjective,e)/th,ἔτης,noun,kai\,καί,conjunction,tou/twn,οὗτος,pronoun,u(mi=n,σύ,pronoun,tou\s,ὁ,article,sunefh/bous,συνέφηβος,noun,kai\,καί,conjunction,tou\s,ὁ,article,a)/rxontas,ἄρχων,noun,h(mw=n,ἐγώ,pronoun,ma/rturas,μάρτυς,noun,pare/comai,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw/thn,πρότερος,adjective,d',δέ,particle,e)celqw\n,ἐξέρχομαι,verb,stratei/an,στρατεία,adjective,th\n,ὁ,article,e)n,ἐν,preposition,toi=s,ὁ,article,me/resi,μέρος,noun,kaloume/nhn,καλέω,verb,kai\,καί,conjunction,sumparape/mpwn,παραπολέγω,verb,meta\,μετά,preposition,tw=n,ὁ,article,h(likiwtw=n,ἡλικιώτης,noun,kai\,καί,conjunction,tw=n,ὁ,article,*)alkibia/dou,Ἀλκιβιάδης,proper,ce/nwn,ξένος,noun,th\n,ὁ,article,ei)s,εἰς,preposition,*fleiou=nta,,,parapomph/n,παραπομπή,noun,kindu/nou,κίνδυνος,noun,sumba/ntos,h(mi=n,ἐγώ,pronoun,peri\,περί,preposition,th\n,ὁ,article,*nemea/da,Νεμεάς,proper,kaloume/nhn,καλέω,verb,xara/dran,χαράδρα,noun,ou(/tws,οὕτως,adverb,h)gwnisa/mhn,ἀγωνίζομαι,verb,w(/ste,ὥστε,conjunction,u(po\,ὑπό,preposition,tw=n,ὁ,article,h(gemo/nwn,ἡγεμών,noun,e)painei=sqai,ἐπαινέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,συμβαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta\s,ὁ,article,a)/llas,ἄλλος,adjective,ta\s,ὁ,article,e)k,ἐκ,preposition,diadoxh=s,διαδοχή,noun,e)co/dous,ἔξοδος,adjective,ta\s,ὁ,article,e)n,ἐν,preposition,toi=s,ὁ,article,e)pwnu/mois,ἐπώνυμος,adjective,kai\,καί,conjunction,toi=s,ὁ,article,me/resin,μέρος,noun,e)ch=lqon,ἐξέρχομαι,verb,kai\,καί,conjunction,th\n,ὁ,article,e)n,ἐν,preposition,*mantinei/a|,Μαντινεία,proper,ma/xhn,μάχη,noun,sunemaxesa/mhn,συμμάχομαι,verb,ou)k,οὐ,adverb,ai)sxrw=s,αἰσχρός,adjective,ou)d',a)naci/ws,ἀνάξιος,adjective,th=s,ὁ,article,po/lews,πόλις,adjective,kai\,καί,conjunction,ta\s,ὁ,article,ei)s,εἰς,preposition,*eu)/boian,Εὔβοια,proper,stratei/as,στρατεία,adjective,e)strateusa/mhn,στρατεύω,verb,kai\,καί,conjunction,th\n,ὁ,article,e)n,ἐν,preposition,*tamu/nais,,,ma/xhn,μάχη,noun,e)n,ἐν,preposition,toi=s,ὁ,article,e)pile/ktois,ἐπίλεκτος,adjective,ou(/tws,οὕτως,adverb,e)kindu/neusa,κινδυνεύω,verb,w(/ste,ὥστε,conjunction,ka)kei=,ἐκεῖ,adverb,stefanwqh=nai,στεφανόω,verb,kai\,καί,conjunction,deu=ro,δεῦρο,adverb,h(/kwn,ἥκω,verb,pa/lin,πάλιν,adverb,u(po\,ὑπό,preposition,tou=,ὁ,article,dh/mou,δῆμος,noun,th/n,ὁ,article,οὐδέ,particle,te,τε,particle,ni/khn,νίκη,noun,th=s,ὁ,article,po/lews,πόλις,adjective,a)paggei/las,ἀπαγγέλλω,verb,kai\,καί,conjunction,*temeni/dou,,,tou=,ὁ,article,th=s,ὁ,article,*pandioni/dos,Πανδιονίς,proper,tacia/rxou,ταξίαρχος,noun,kai\,καί,conjunction,sumpresbeu/santos,συμπρεσβεύω,verb,a)po\,ἀπό,preposition,stratope/dou,στρατόπεδον,noun,moi,ἐγώ,pronoun,deuri\,δεῦρο,adverb,peri\,περί,preposition,to\n,ὁ,article,geno/menon,γίγνομαι,verb,ki/ndunon,κίνδυνος,noun,oi(=os,οἷος,adjective,h)=n,εἰμί,verb,a)paggei/lantos,ἀπαγγέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ὅστις,pronoun,de\,δέ,particle,a)lhqh=,ἀληθής,adjective,le/gw,λέγω,verb,labe/,λαμβάνω,verb,moi,ἐγώ,pronoun,tou=to,οὗτος,pronoun,to\,ὁ,article,yh/fisma,ψήφισμα,noun,kai\,καί,conjunction,ka/lei,καλέω,verb,to\n,ὁ,article,*temeni/dhn,,,kai\,καί,conjunction,tou\s,ὁ,article,sunestrateume/nous,συστρατεύω,verb,moi,ἐγώ,pronoun,ta\s,ὁ,article,u(pe\r,ὑπέρ,preposition,th=s,ὁ,article,po/lews,πόλις,adjective,stratei/as,στρατεία,adjective,kai\,καί,conjunction,*fwki/wna,to\n,ὁ,article,strathgo/n,στρατηγός,noun,mh/pw,μήπω,adverb,sunh/goron,συνήγορος,adjective,a)\n,ἄν,particle,tou/tois,οὗτος,pronoun,sundokh=|,συνδοκέω,verb,a)ll',ἀλλά,adverb,u(peu/qunon,ὑπεύθυνος,adjective,tw=|,ὁ,article,sukofa/nth|,συκοφάντης,noun,ma/rtura,μάρτυς,noun,e)a\n,ἐάν,conjunction,yeu/dhtai,ψεύδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Φωκίων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ggei/las,ἀγγέλλω,verb,toi/nun,τοίνυν,particle,prw=tos,πρότερος,adjective,th\n,ὁ,article,th=s,ὁ,article,po/lews,πόλις,adjective,ni/khn,νίκη,noun,u(mi=n,σύ,pronoun,kai\,καί,conjunction,th\n,ὁ,article,tw=n,ὁ,article,pai/dwn,παῖς,adjective,tw=n,ὁ,article,u(mete/rwn,ὑμέτερος,adjective,kato/rqwsin,κατόρθωσις,noun,prw/thn,πρότερος,adjective,tau/thn,οὗτος,pronoun,u(ma=s,σύ,pronoun,a)paitw=,ἀπαιτέω,verb,xa/rin,χάρις,noun,th\n,ὁ,article,tou=,ὁ,article,sw/matos,σῶμα,adjective,swthri/an,ou),οὐ,adverb,miso/dhmos,μισόδημος,adjective,w)/n,εἰμί,verb,w(/s,ὡς,conjunction,fhsin,φημί,verb,o(,ὁ,article,kath/goros,κατήγορος,noun,a)lla\,ἀλλά,adverb,misopo/nhros,μισοπόνηρος,adjective,ou)de\,οὐδέ,particle,tou\s,ὁ,article,*dhmosqe/nous,Δημοσθένης,proper,u(ma=s,σύ,pronoun,ou)k,οὐ,adverb,e)w=n,ἀίω,verb,progo/nous,πρόγονος,adjective,mimei=sqai,μιμέομαι,verb,ou),οὐ,adverb,ga\r,γάρ,particle,ei)si/n,εἰμί,verb,a)lla\,ἀλλά,adverb,tw=n,ὁ,article,kalw=n,κάλη,adjective,kai\,καί,conjunction,th=|,ὁ,article,po/lei,πόλις,adjective,swthri/wn,σωτήριος,adjective,bouleuma/twn,βούλευμα,noun,zhlwta\s,ζηλωτός,adjective,ei)=nai,εἰμί,verb,σωτηρία,noun,parakalw=n,παρακαλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,d',δέ,particle,au)ta\,αὐτός,pronoun,po/rrwqen,πρόσωθεν,adverb,a)rca/menos,ἄρχω,verb,mikrw=|,μικρός,adjective,di/eimi,δίειμι,verb,safe/steron,σαφής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
