word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/3/lemma/@_entry,word/3/lemma/@_POS,word/15/lemma/@_entry,word/15/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS
yo/gon,ψόγος,noun,tre/mousa,τρέμω,verb,dhmotw=n,δημότης,noun,e)lei/peto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λείπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(/poptos,ὕποπτος,adjective,ou)=sa,εἰμί,verb,gignw/skei,γιγνώσκω,verb,po/lei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
misei=tai,μισέω,verb,ga\r,γάρ,particle,a)no/sios,ἀνόσιος,adjective,gunh/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,ou)=n,οὖν,particle,e)kei/nhn,ἐκεῖνος,pronoun,to/nde,t',τε,particle,e)n,ἐν,preposition,tau)tw=|,ταυτός,adjective,ktenw=,κτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,fo/non,φόνος,noun,ge,γε,particle,mhtro\s,e)cartu/somai,ἐξαρτύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μήτηρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,e)kei=na/,ἐκεῖνος,pronoun,g',h(,ὁ,article,tu/xh,τύχη,noun,qh/sei,τίθημι,verb,kalw=s,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(phretei/tw,ὑπηρετέω,verb,me\n,μέν,particle,duoi=n,δύο,adjective,o)/ntoin,o(/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/stai,εἰμί,verb,ta/d',ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu(ri/skeis,εὑρίσκω,verb,de\,δέ,particle,mhtri\,μήτηρ,noun,pw=s,fo/non,φόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πῶς,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/g',λέγω,verb,w)=,ὦ,interjection,geraie/,γεραιός,adjective,ta/de,*klutaimh/stra|,Κλυταιμνήστρα,proper,molw/n,βλώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lexw/,λεχώ,adjective,m',ἐγώ,pronoun,a)pa/ggell',ἀπαγγέλλω,verb,ou)=san,a)/rsenos,ἄρσην,noun,to/kw|,τόκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/tera,πότερος,adjective,pa/lai,πάλαι,adverb,tekou=san,τίκτω,verb,h)\,newsti\,νεωστί,adverb,dh/,δή,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἠέ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de/x',δέκα,verb,h(li/ous,ἥλιος,noun,e)n,ἐν,preposition,oi(=sin,a(gneu/ei,ἁγνεύω,verb,lexw/,λεχώ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,dh\,δή,particle,ti/,τίς,pronoun,tou=to,mhtri\,μήτηρ,noun,prosba/llei,προσδαίω,verb,fo/non,φόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/cei,ἥκω,verb,klu/ousa,κλύω,verb,lo/xia/,λόχιος,adjective,mou,nosh/mata,νόσημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,d',δέ,particle,au)th=|,αὐτός,pronoun,sou=,me/lein,μέλω,verb,dokei=s,δοκέω,verb,te/knon,τέκνον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,dakru/sei,δακρύω,verb,g',γε,particle,a)ci/wm',e)mw=n,ἐμός,adjective,to/kwn,τόκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀξίωμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/lin,πάλιν,adverb,toi,τοι,particle,mu=qon,μῦθος,noun,e)s,kamph\n,καμπή,noun,a)/ge,ἄγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰς,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)lqou=sa,ἔρχομαι,verb,me/ntoi,μέντοι,particle,dh=lon,δῆλος,adjective,w(s,a)po/llutai,ἀπόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὡς,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μείς,adjective,e)p',ἐπί,preposition,au)ta/s,g',γε,particle,ei)=si,εἶμι,verb,sw=n,σός,adjective,do/mwn,δόμος,noun,pu/las,πύλη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)kou=n,οὐκοῦν,adverb,trape/sqai,τρέπω,verb,smikro\n,μικρός,adjective,ei)s,*(/aidou,Ἅιδης,proper,to/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰς,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga\r,γάρ,particle,qa/noimi,θνήσκω,verb,tou=t',i)dw\n,εἶδον,verb,e)gw/,ἐγώ,pronoun,pote,ποτέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw/tista,πρώτιστος,adjective,me/n,μέν,particle,nun,νῦν,adverb,tw=|d',u(fh/ghsai,ὑφηγέομαι,verb,ge/ron,γέρων,noun,*ai)/gisqos,Αἴγισθος,proper,e)/nqa,ἔνθα,adverb,nu=n,νῦν,adverb,quhpolei=,θυηπολέω,verb,qeoi=s,θεός,noun,,,,,,,,,,,,,,,,,,,,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peit',ἔπειτα,adverb,a)pantw=n,ἀπαντή,noun,mhtri\,μήτηρ,noun,ta)p',e)mou=,ἐγώ,pronoun,fra/son,φράζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀπό,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/st',ὥστε,conjunction,au)ta/,αὐτός,pronoun,g',γε,particle,e)k,sou=,σύ,pronoun,sto/matos,στόμα,noun,ei)rh=sqai,ἐρῶ,verb,dokei=n,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκ,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
so\n,σός,adjective,e)/rgon,ἔργον,noun,h)/dh,ἤδη,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro/sqen,πρόσθεν,adverb,ei)/lhxas,λαγχάνω,verb,fo/nou,φόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stei/xoim',στείχω,verb,a)/n,ἄν,particle,ei)/,εἰ,conjunction,tis,h(gemw\n,ἡγεμών,noun,gi/gnoiq',γίγνομαι,verb,o(dou=,ὁδός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,e)gw\,ἐγώ,pronoun,pe/mpoim',a)\n,ἄν,particle,ou)k,οὐ,adverb,a)kousi/ws,ἀεκούσιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πέμπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,*zeu=,Ζεύς,proper,*patrw=|e,πατρῷος,adjective,kai\,*tropai=',τροπαῖος,adjective,e)xqrw=n,ἐχθρός,adjective,genou=,γίγνομαι,verb,oi)/ktire/,οἰκτείρω,verb,q',τε,particle,h(ma=s,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)ktra\,οἰκτρός,adjective,ga\r,γάρ,particle,pepo/nqamen,πάσχω,verb,oi)/ktire,dh=ta,δῆτα,adverb,sou/s,σός,adjective,ge,γε,particle,fu/ntas,φύς,verb,e)kgo/nous,κίκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,οἰκτείρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/hra,Ἥρα,proper,te,τε,particle,bwmw=n,βωμός,noun,h(\,*mukhnai/wn,Μυκηναῖος,proper,kratei=s,κρατέω,verb,ni/khn,νίκη,noun,do\s,δίδωμι,verb,h(mi=n,ἐγώ,pronoun,ei),εἰ,conjunction,di/kai',δικαία,noun,ai)tou/meqa,αἰτέω,verb,,,,,,,,,,,,,,,,,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do\s,δίδωμι,verb,dh=ta,δῆτα,adverb,patro\s,πατήρ,noun,toi=sde,timwro\n,τιμωρός,adjective,di/khn,δίκη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su/,σύ,pronoun,t',τε,particle,w)=,ὦ,interjection,ka/tw,gh=s,γῆ,noun,a)nosi/ws,ἀνόσιος,adjective,oi)kw=n,οἰκέω,verb,pa/ter,πατήρ,noun,kai\,καί,conjunction,*gai=',Γαῖα,proper,a)/nassa,ἄνασσα,adjective,xei=ras,χείρ,noun,h(=|,ὅς,pronoun,di/dwm',δίδωμι,verb,e)ma\s,ἐμός,adjective,a)/mun',a)/mune,ἀμύνω,verb,toi=sde,ὅδε,pronoun,κάτος,adjective,ἀμύνω,verb,filta/tois,φίλτατος,adjective,te/knois,τέκνον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,pa/nta,πᾶς,adjective,nekro\n,νεκρός,noun,e)lqe\,su/mmaxon,σύμμαχος,adjective,labw/n,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(/per,ἕ,pronoun,ge,γε,particle,su\n,σύν,preposition,soi\,*fru/gas,Φρύξ,proper,a)nh/lwsan,ἀναλίσκω,verb,dori\,δόρυ,noun,xw(/soi,,,stugou=sin,στυγέω,verb,a)nosi/ous,ἀνόσιος,adjective,mia/storas,μιάστωρ,noun,,,,,,,,,,,,,,,,,,,,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/kousas,ἀκούω,verb,w)=,ὦ,interjection,dei/n',δεινός,adjective,e)c,e)mh=s,ἐμός,adjective,mhtro\s,μήτηρ,noun,paqw/n,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκ,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/nt',πᾶς,adjective,oi)=d',οἶδα,verb,a)kou/ei,ἀκούω,verb,ta/de,path/r,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stei/xein,στείχω,verb,d',δέ,particle,a)kmh/,ἀκμή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,soi,σύ,pronoun,profwnw=,προφωνέω,verb,pro\s,ta/d',ὅδε,pronoun,*ai)/gisqon,Αἴγισθος,proper,qanei=n,θνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πρός,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,ei),εἰ,conjunction,palaisqei\s,παλαίω,verb,ptw=ma,qana/simon,θανάσιμος,adjective,pesh=|,πίπτω,verb,te/qnhka,θνήσκω,verb,ka)gw/,ἐγώ,pronoun,mhde/,μηδέ,particle,me,ἐγώ,pronoun,zw=san,ζάω,verb,le/ge,λέγω,verb,,,,,,,,,,,,,,,,,πτῶμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pai/sw,παίω,verb,ga\r,γάρ,particle,h(=par,ἧπαρ,noun,tou)mo\n,a)mfh/kei,ἀμφήκης,adjective,ci/fei,ξίφος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do/mwn,δόμος,noun,e)/sw,ἔσω,adjective,ba=s',βάζω,verb,eu)trepe\s,poh/somai,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εὐτρεπής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,h)\n,ἐάν,conjunction,me\n,μέν,particle,e)/lqh|,pu/stis,πύστις,noun,eu)tuxh\s,εὐτυχής,adjective,se/qen,σύ,pronoun,o)lolu/cetai,ὀλολύζω,verb,pa=n,πᾶς,adjective,dw=ma,δῶμα,noun,,,,,,,,,,,,,,,,,,,,,,,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qnh/|skontos,θνήσκω,verb,de/,δέ,particle,sou,σύ,pronoun,ta)nanti/',e)/stai,εἰμί,verb,tw=nde,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐναντίος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta/,οὗτος,pronoun,soi,σύ,pronoun,le/gw,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/nt',πᾶς,adjective,oi)=da,οἶδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,ta/d',ὅδε,pronoun,a)/ndra,ἀνήρ,noun,gi/gnesqai/,se,σύ,pronoun,xrh/,χρή,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(mei=s,σύ,pronoun,de/,δέ,particle,moi,ἐγώ,pronoun,gunai=kes,eu)=,εὖ,adverb,purseu/ete,πυρσεύω,verb,kraugh\n,κραυγή,noun,a)gw=nos,ἀγών,noun,tou=de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frourh/sw,φρουρέω,verb,d',δέ,particle,e)gw\,ἐγώ,pronoun,pro/xeiron,e)/gxos,ἔγχος,noun,xeiri\,χείρ,noun,basta/zous',βαστάζω,verb,e)mh=|,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πρόχειρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga/r,γάρ,particle,pot',ποτέ,particle,e)xqroi=s,toi=s,ὁ,article,e)moi=s,ἐμός,adjective,nikwme/nh,νικάω,verb,di/khn,δίκη,adjective,u(fe/cw,ὑπέχω,verb,sw=m',σῶμα,adjective,e)mo\n,ἐμός,adjective,kaqubri/sai,καθυβρίζω,verb,,,,,,,,,,,,,,,,,ἐχθρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
